GEO_ID,C16010_001E,C16010_001M,C16010_002E,C16010_002M,C16010_003E,C16010_003M,C16010_004E,C16010_004M,C16010_005E,C16010_005M,C16010_006E,C16010_006M,C16010_007E,C16010_007M,C16010_008E,C16010_008M,C16010_009E,C16010_009M,C16010_010E,C16010_010M,C16010_011E,C16010_011M,C16010_012E,C16010_012M,C16010_013E,C16010_013M,C16010_014E,C16010_014M,C16010_015E,C16010_015M,C16010_016E,C16010_016M,C16010_017E,C16010_017M,C16010_018E,C16010_018M,C16010_019E,C16010_019M,C16010_020E,C16010_020M,C16010_021E,C16010_021M,C16010_022E,C16010_022M,C16010_023E,C16010_023M,C16010_024E,C16010_024M,C16010_025E,C16010_025M,C16010_026E,C16010_026M,C16010_027E,C16010_027M,C16010_028E,C16010_028M,C16010_029E,C16010_029M,C16010_030E,C16010_030M,C16010_031E,C16010_031M,C16010_032E,C16010_032M,C16010_033E,C16010_033M,C16010_034E,C16010_034M,C16010_035E,C16010_035M,C16010_036E,C16010_036M,C16010_037E,C16010_037M,NAME,C16010_001MA,C16010_001EA,C16010_002EA,C16010_002MA,C16010_003EA,C16010_003MA,C16010_004EA,C16010_004MA,C16010_005EA,C16010_005MA,C16010_006MA,C16010_006EA,C16010_007MA,C16010_007EA,C16010_008MA,C16010_008EA,C16010_009EA,C16010_009MA,C16010_010EA,C16010_010MA,C16010_011EA,C16010_011MA,C16010_012EA,C16010_012MA,C16010_013MA,C16010_013EA,C16010_014EA,C16010_014MA,C16010_015EA,C16010_015MA,C16010_016EA,C16010_016MA,C16010_017MA,C16010_017EA,C16010_018MA,C16010_018EA,C16010_019MA,C16010_019EA,C16010_020EA,C16010_020MA,C16010_021EA,C16010_021MA,C16010_022EA,C16010_022MA,C16010_023MA,C16010_023EA,C16010_024MA,C16010_024EA,C16010_025EA,C16010_025MA,C16010_026EA,C16010_026MA,C16010_027EA,C16010_027MA,C16010_028MA,C16010_028EA,C16010_029MA,C16010_029EA,C16010_030MA,C16010_030EA,C16010_031EA,C16010_031MA,C16010_032EA,C16010_032MA,C16010_033EA,C16010_033MA,C16010_034MA,C16010_034EA,C16010_035MA,C16010_035EA,C16010_036EA,C16010_036MA,C16010_037EA,C16010_037MA,state
0400000US01,3256766,4841,497759,11947,173345,7568,146459,7554,22944,2750,3942,1077,324414,8216,307362,7859,12712,1638,4340,1239,1028665,14574,543501,12321,523965,11618,12863,2167,6673,1669,485164,8924,474063,8934,6645,1409,4456,965,965935,15581,625365,12985,604412,12756,12966,1988,7987,1593,340570,8236,330973,8225,5061,1149,4536,1104,764407,13255,555230,9948,521156,10154,13082,1892,20992,2032,209177,7276,196932,7081,4260,1767,7985,1218,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,465149,2124,33253,2288,14535,1489,7823,1228,2023,836,4689,789,18718,2159,11407,1609,743,255,6568,1070,131987,4272,88680,3793,72666,3471,2477,868,13537,1387,43307,2715,35185,2670,983,466,7139,999,169645,5326,124669,5090,107795,4869,5020,1084,11854,1578,44976,2740,38404,2264,2128,1000,4444,941,130264,5047,102179,4542,89227,4345,2264,768,10688,1731,28085,2340,25297,2278,766,414,2022,628,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4436226,2926,618786,13770,288534,8419,89786,5483,181663,6962,17085,1968,330252,8599,147302,5921,148218,5181,34732,2854,1079812,18279,575594,13743,396010,10588,142898,6717,36686,3237,504218,9715,391120,8976,78618,5032,34480,2975,1515336,18138,943263,15198,754128,14098,137815,5766,51320,4050,572073,11353,489197,10534,52716,3489,30160,2819,1222292,14027,828576,11289,680713,10916,74595,5787,73268,4643,393716,8298,342040,7740,23593,2505,28083,2292,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1968414,4284,288737,8848,116270,5933,84121,4973,29678,3193,2471,1123,172467,5881,157474,5469,11578,1996,3415,1208,686786,11214,364420,7385,344873,7381,14788,2115,4759,1206,322366,8631,312119,8454,7029,1584,3218,1062,571933,10876,367555,9828,353434,9910,9012,1647,5109,1214,204378,6479,198445,6227,2813,822,3120,982,420958,10645,308412,9816,291441,9543,6201,1254,10770,1446,112546,5241,107270,5085,1283,552,3993,904,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25654292,5461,4593525,27862,2407201,24980,392700,11173,1800901,23360,213600,7420,2186324,20550,627349,15014,1173297,14345,385678,11583,5360853,34131,3229555,28732,1624110,24274,1206418,17097,399027,9961,2131298,22587,1359941,18372,442706,9972,328651,9422,7563244,37367,5042809,28786,3281355,26994,1102606,15924,658848,12674,2520435,25356,1849954,21610,327677,9979,342804,10278,8136670,41097,6045297,35039,3937859,27442,583646,13464,1523792,22627,2091373,18366,1413346,16443,130416,5599,547611,13256,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3584463,3721,338882,9077,187492,6652,74790,4262,99615,5782,13087,1855,151390,6333,81752,4256,56845,4396,12793,1602,783816,15298,472246,12342,382598,11102,68159,5195,21489,2647,311570,8579,265185,7979,30816,2849,15569,2099,1087553,13086,757694,12843,672070,12168,51136,3843,34488,3328,329859,8118,297169,7542,19912,2127,12778,1639,1374212,13755,1040789,12481,935682,12291,38620,2830,66487,4097,333423,6671,296963,6346,11471,1800,24989,2530,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2471818,1977,245167,8750,109196,6135,46966,3473,44096,4198,18134,2490,135971,5944,73002,4078,36924,3213,26045,2978,680274,12735,421994,10481,318559,9133,62400,4452,41035,4050,258280,7605,213398,6654,20701,2343,24181,2608,606263,11277,433323,10308,351308,9235,44624,3675,37391,4160,172940,4838,145397,4858,13131,2008,14412,1900,940114,11310,722587,11099,599586,10469,34543,3503,88458,4443,217527,4878,180189,4737,7674,1429,29664,2971,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,640343,870,70667,4750,32893,3445,21969,2877,9467,1652,1457,788,37774,2494,31739,2527,3842,765,2193,688,199747,5887,115511,4886,104665,4827,8335,1385,2511,906,84236,3706,80571,3613,1782,618,1883,618,174048,6037,117390,5154,105926,4679,6264,1278,5200,1361,56658,3123,51845,2933,1542,602,3271,1166,195881,6561,144435,5680,121404,5404,5665,1419,17366,2265,51446,3128,42984,2675,787,518,7675,1504,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,463211,347,45454,3525,23274,2794,11596,1911,9699,1770,1979,824,22180,2203,18856,2089,2114,962,1210,424,84213,4483,47368,3678,40227,3151,3452,1027,3689,1363,36845,2979,33244,3023,2203,847,1398,558,78872,4446,52477,3403,44053,3120,3291,1193,5133,1323,26395,2838,23764,2709,1260,478,1371,531,254672,4652,212072,4887,175919,4736,12667,2004,23486,2783,42600,2883,33954,2489,3461,920,5185,1549,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14041196,6948,1795693,22052,766542,16623,352808,10353,325090,11499,88644,5964,1029151,16501,607132,13905,321557,10290,100462,6310,4151300,31641,2255730,25584,1546784,19267,549514,16063,159432,7074,1895570,22390,1505046,20238,280555,10219,109969,6489,4263699,31292,2713937,28059,1959969,24049,572971,11611,180997,9485,1549762,19640,1269459,16846,193555,8730,86748,5276,3830504,29450,2578785,25582,1847342,19923,488270,13343,243173,9186,1251719,18409,1004558,14556,145084,6872,102077,5019,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
