GEO_ID,B08412_001E,B08412_001M,B08412_002E,B08412_002M,B08412_003E,B08412_003M,B08412_004E,B08412_004M,B08412_005E,B08412_005M,B08412_006E,B08412_006M,B08412_007E,B08412_007M,B08412_008E,B08412_008M,B08412_009E,B08412_009M,B08412_010E,B08412_010M,B08412_011E,B08412_011M,B08412_012E,B08412_012M,B08412_013E,B08412_013M,B08412_014E,B08412_014M,B08412_015E,B08412_015M,B08412_016E,B08412_016M,B08412_017E,B08412_017M,B08412_018E,B08412_018M,B08412_019E,B08412_019M,B08412_020E,B08412_020M,B08412_021E,B08412_021M,B08412_022E,B08412_022M,B08412_023E,B08412_023M,B08412_024E,B08412_024M,B08412_025E,B08412_025M,B08412_026E,B08412_026M,B08412_027E,B08412_027M,B08412_028E,B08412_028M,B08412_029E,B08412_029M,B08412_030E,B08412_030M,B08412_031E,B08412_031M,B08412_032E,B08412_032M,B08412_033E,B08412_033M,B08412_034E,B08412_034M,B08412_035E,B08412_035M,B08412_036E,B08412_036M,B08412_037E,B08412_037M,B08412_038E,B08412_038M,B08412_039E,B08412_039M,NAME,B08412_001EA,B08412_001MA,B08412_002MA,B08412_002EA,B08412_003EA,B08412_003MA,B08412_004EA,B08412_004MA,B08412_005MA,B08412_005EA,B08412_006EA,B08412_006MA,B08412_007EA,B08412_007MA,B08412_008MA,B08412_008EA,B08412_009EA,B08412_009MA,B08412_010EA,B08412_010MA,B08412_011MA,B08412_011EA,B08412_012EA,B08412_012MA,B08412_013MA,B08412_013EA,B08412_014EA,B08412_014MA,B08412_015EA,B08412_015MA,B08412_016MA,B08412_016EA,B08412_017EA,B08412_017MA,B08412_018EA,B08412_018MA,B08412_019MA,B08412_019EA,B08412_020EA,B08412_020MA,B08412_021MA,B08412_021EA,B08412_022EA,B08412_022MA,B08412_023EA,B08412_023MA,B08412_024MA,B08412_024EA,B08412_025EA,B08412_025MA,B08412_026EA,B08412_026MA,B08412_027MA,B08412_027EA,B08412_028MA,B08412_028EA,B08412_029EA,B08412_029MA,B08412_030EA,B08412_030MA,B08412_031EA,B08412_031MA,B08412_032EA,B08412_032MA,B08412_033MA,B08412_033EA,B08412_034MA,B08412_034EA,B08412_035EA,B08412_035MA,B08412_036EA,B08412_036MA,B08412_037EA,B08412_037MA,B08412_038MA,B08412_038EA,B08412_039MA,B08412_039EA,state
0400000US01,1903495,13911,49518,3686,175581,6717,280541,8353,335099,8569,312009,8850,129767,6328,281291,9704,49640,3843,50993,3480,132099,6527,73855,4711,33102,2568,1001104,10373,25344,2702,83849,4672,138885,6407,169001,6460,160969,5323,70868,4678,151171,6566,26342,2722,28926,2843,76227,4447,47200,3983,22322,2197,902391,9923,24174,2529,91732,4746,141656,5058,166098,6144,151040,6497,58899,4320,130120,6582,23298,2768,22067,2440,55872,4181,26655,2820,10780,1675,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352209,5422,28828,2332,67041,4595,69572,4326,65106,3675,48227,3775,11086,1811,24412,2634,3891,994,4013,935,13189,1903,9826,1452,7018,1082,202221,4031,16857,1737,38484,3283,37963,2796,37775,2936,24700,2340,6735,1559,13799,1999,2429,791,2348,610,9082,1560,6288,1045,5761,930,149988,3745,11971,1228,28557,2505,31609,2836,27331,2045,23527,2951,4351,965,10613,1617,1462,591,1665,700,4107,1071,3538,877,1257,436,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2642303,19809,71993,4434,263729,8157,360321,10380,416542,11284,406263,12297,186870,7879,399270,11426,78464,3917,110659,5383,202776,7629,105097,5496,40319,3184,1427557,11874,31919,2641,131552,6452,190249,7377,213608,8328,221139,7472,103618,6408,229761,8166,42314,2658,61626,4073,113533,5417,61665,3769,26573,2707,1214746,14089,40074,3488,132177,5953,170072,6822,202934,7460,185124,8207,83252,4696,169509,7131,36150,2706,49033,3236,89243,5060,43432,3884,13746,1621,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1203581,13833,53146,3633,169551,7065,207696,8423,207251,8343,178141,6829,68714,4503,135502,6143,24546,2699,33223,2830,64266,3399,40841,3549,20704,2365,645134,10322,28857,2453,85460,4643,105461,5887,105365,5927,92794,4916,36437,3552,78352,4499,14427,2135,20143,2304,37601,2443,25105,2657,15132,1944,558447,9459,24289,2335,84091,4623,102235,5307,101886,5289,85347,4599,32277,2927,57150,3422,10119,1609,13080,1492,26665,2319,15736,1903,5572,1125,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16324873,44244,326127,10994,1337528,21645,2099464,26200,2465426,30042,2355412,25061,976556,16844,2449745,29649,422617,11471,694413,12814,1384540,18570,1258316,19950,554729,11127,8970759,28344,170539,8476,648100,11733,1072584,17474,1316008,19736,1275099,18954,533881,12997,1380142,20048,239587,7914,404407,10014,806295,14664,760502,13682,363615,9646,7354114,32126,155588,6591,689428,14657,1026880,15100,1149418,17008,1080313,16331,442675,10972,1069603,18710,183030,7079,290006,8925,578245,11284,497814,12386,191114,6408,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2494655,14252,73840,4063,246855,7933,353380,10366,384697,9129,375971,9836,166240,6315,354632,9892,83216,4399,93877,5169,188657,6905,124997,6112,48293,3730,1361958,9900,39568,2959,115119,5583,183621,6491,202997,8094,201663,6756,89617,4624,205685,6791,45727,2761,54921,3900,112193,5648,78527,3992,32320,3014,1132697,9823,34272,2694,131736,5500,169759,7300,181700,6036,174308,6805,76623,4255,148947,6206,37489,3170,38956,3194,76464,4274,46470,3577,15973,1924,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1669481,12943,48585,4094,163388,7801,255980,8441,270987,7642,265743,7901,113482,5602,210871,7508,47596,3429,61284,3851,113087,5320,84055,4705,34423,3427,866046,8847,25700,2797,77573,5291,125934,6916,135267,6349,138025,5508,57386,3911,109237,5077,26860,2616,33549,2893,65036,3558,51915,3631,19564,2406,803435,8627,22885,2411,85815,4356,130046,5133,135720,5862,127718,5850,56096,3645,101634,4927,20736,2084,27735,2753,48051,3526,32140,2240,14859,2337,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,418179,8080,9137,1434,36719,2969,65227,4074,71635,4251,70975,4868,27047,2513,53827,3366,12129,1912,12944,1764,30455,3073,20993,2225,7091,1272,211934,5665,5022,1085,16648,2100,33408,2780,34356,2894,36594,3335,13230,1800,26356,2660,6327,1219,6892,1300,15700,1838,12764,1981,4637,1380,206245,5276,4115,998,20071,2062,31819,2701,37279,3158,34381,3171,13817,1931,27471,2338,5802,1284,6052,1174,14755,2286,8229,1362,2454,583,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,804483,12230,6149,1480,17140,2208,29638,2349,51793,4057,73168,3942,41791,2671,135395,6411,40929,3569,57608,4432,141488,5754,151211,6971,58173,3926,419847,8768,3543,1196,9205,1581,15674,2180,26927,2645,36582,2674,22108,2085,72227,4220,21109,2369,28720,2725,76787,4309,78200,4822,28765,2508,384636,8347,2606,641,7935,1545,13964,1573,24866,2292,36586,2910,19683,1875,63168,4574,19820,2341,28888,3181,64701,3805,73011,4104,29408,2660,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8119626,34196,154987,6238,603082,13410,999771,19012,1268428,20729,1345154,20836,551441,15797,1339362,21189,259799,10361,330822,9381,687360,14609,422194,12351,157226,7175,4257219,24119,83354,4899,285429,9125,492295,12445,635211,15667,695476,13644,295216,11125,728647,16000,138765,8083,177057,7925,380079,10563,249929,8131,95761,5789,3862407,22032,71633,4503,317653,9406,507476,13553,633217,12936,649678,15927,256225,10228,610715,13129,121034,5518,153765,6868,307281,9953,172265,8006,61465,4226,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
