GEO_ID,C27001I_001E,C27001I_001M,C27001I_002E,C27001I_002M,C27001I_003E,C27001I_003M,C27001I_004E,C27001I_004M,C27001I_005E,C27001I_005M,C27001I_006E,C27001I_006M,C27001I_007E,C27001I_007M,C27001I_008E,C27001I_008M,C27001I_009E,C27001I_009M,C27001I_010E,C27001I_010M,NAME,C27001I_001MA,C27001I_001EA,C27001I_002EA,C27001I_002MA,C27001I_003EA,C27001I_003MA,C27001I_004MA,C27001I_004EA,C27001I_005MA,C27001I_005EA,C27001I_006MA,C27001I_006EA,C27001I_007MA,C27001I_007EA,C27001I_008EA,C27001I_008MA,C27001I_009MA,C27001I_009EA,C27001I_010EA,C27001I_010MA,state
0400000US13,904981,2585,340037,1883,287924,5956,52113,5735,539078,3060,261797,9489,277281,9867,25866,2058,23417,1966,2449,893,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,136102,1139,52444,124,51095,641,1349,628,77091,1322,70515,1801,6576,1529,6567,451,6567,451,0,181,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,193952,965,77967,913,68426,2363,9541,2094,107641,1462,58428,4629,49213,4507,8344,1069,7613,1187,731,469,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2134591,2255,725926,1498,692944,5188,32982,5026,1301400,2709,895170,14708,406230,14628,107265,1635,100147,2342,7118,1571,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,421066,1719,164108,1421,148787,3244,15321,3218,240711,2079,156290,5998,84421,5889,16247,1225,15850,1200,397,267,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,169135,1107,68318,1071,65106,1592,3212,1144,95537,1307,72146,3047,23391,3026,5280,1024,4923,968,357,381,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,322733,1428,129684,1138,115893,2711,13791,2472,179288,2182,115706,4504,63582,4151,13761,1461,13090,1725,671,514,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,141467,2350,56684,2040,52456,2341,4228,1412,80396,2173,44468,3605,35928,3654,4387,942,4301,922,86,126,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,217015,1773,66417,1837,59227,2863,7190,1848,137473,2094,69833,4046,67640,3957,13125,1012,12449,1001,676,421,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19664,642,5761,588,5560,566,201,174,12951,712,10704,865,2247,683,952,412,901,398,51,87,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,551727,907,180325,470,165173,2904,15152,2899,347329,1464,219072,6638,128257,6600,24073,1226,20862,1558,3211,1096,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,721279,1480,232277,321,228218,1403,4059,1369,452087,1389,410073,4924,42014,4595,36915,815,36720,807,195,180,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,470384,1196,176497,793,168178,2171,8319,2013,269760,1720,200809,4297,68951,4222,24127,1252,23275,1303,852,535,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,273531,776,109761,869,97049,2552,12712,2601,156195,1469,100995,4448,55200,4188,7575,825,7203,768,372,403,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,73033,2306,27444,1600,22662,2099,4782,1597,42791,2252,19627,2096,23164,2747,2798,964,2733,980,65,109,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,228448,2373,87383,1854,75166,2917,12217,2367,130784,2055,87493,3990,43291,3703,10281,1216,10153,1204,128,173,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,34063,602,13142,744,11441,1111,1701,913,19489,833,13184,1209,6305,1296,1432,541,1432,541,0,161,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,188347,943,76218,685,67111,1873,9107,1674,105702,1347,67234,2737,38468,2518,6427,848,6161,802,266,348,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,783727,929,268368,70,232632,5129,35736,5123,474844,1190,316251,7565,158593,7567,40515,822,37218,1535,3297,1335,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,41358,820,14383,461,12408,1060,1975,979,25540,841,18706,1398,6834,1379,1435,471,1338,483,97,141,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1713489,1684,503586,282,468471,4186,35115,4271,1092271,1711,717666,10960,374605,11285,117632,951,111315,1953,6317,1818,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,979452,1082,296628,189,275212,3774,21416,3768,581870,1365,437660,8619,144210,8420,100954,1005,97408,1561,3546,1345,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3628277,2378,1007678,1083,969410,4897,38268,4682,2327045,2320,1756523,18255,570522,18150,293554,1663,284284,2481,9270,1781,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,874891,2282,347036,2357,310634,3595,36402,3443,502859,3459,239465,8745,263394,8898,24996,1921,21589,1866,3407,962,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,20290,1244,7682,786,6575,927,1107,732,12146,907,9403,1296,2743,986,462,271,462,271,0,147,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,391663,1959,146016,1644,135824,2453,10192,1972,225781,2239,168956,4533,56825,4339,19866,1361,18827,1355,1039,470,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,372546,1274,150057,280,132882,2448,17175,2418,210370,1466,117211,4026,93159,4055,12119,862,10981,943,1138,475,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,491510,990,186270,747,174502,2521,11768,2414,286512,1524,194591,6309,91921,6276,18728,1354,17081,1409,1647,849,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,818490,2182,292170,1059,270450,3191,21720,3054,486206,2218,348775,7329,137431,7326,40114,1576,38971,1675,1143,609,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,147209,325,49144,209,46852,895,2292,886,90856,431,68357,2783,22499,2830,7209,347,6676,661,533,534,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,247929,1550,90403,1291,80087,2724,10316,2646,148634,2532,72166,4561,76468,5202,8892,1473,7563,1332,1329,670,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,27416,1323,11571,1080,10746,1165,825,389,14778,1422,11401,1579,3377,976,1067,663,1067,663,0,151,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,316820,2065,127924,1327,108845,3380,19079,3039,179324,2014,85152,4467,94172,4497,9572,1496,8593,1412,979,347,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10264753,4787,3487097,1479,2954482,14278,532615,14292,6120328,5443,3615714,28857,2504614,28029,657328,3354,618593,5197,38735,4071,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,392145,1099,153664,485,117659,5188,36005,5144,224286,1246,133308,4336,90978,4273,14195,748,12766,923,1429,682,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10536,646,3079,553,3012,535,67,90,6558,574,5993,644,565,334,899,312,899,312,0,147,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,715616,3131,234956,2389,203645,4039,31311,3331,452577,3168,286840,8144,165737,8265,28083,1977,25344,1805,2739,1046,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,844686,1599,328847,399,304904,3583,23943,3559,485931,2232,330215,8086,155716,7576,29908,1630,28520,1630,1388,621,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23184,1581,8774,1413,8331,1325,443,409,12858,1751,10231,1567,2627,956,1552,701,1552,701,0,187,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,367465,791,146308,840,132717,2947,13591,2845,207072,1477,142953,4902,64119,4688,14085,1176,13081,1204,1004,575,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,55645,538,19439,436,18343,605,1096,456,33694,934,24176,1845,9518,1830,2512,607,2512,607,0,190,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3487703,3909,766748,1382,740682,4410,26066,4039,2117142,3185,1935617,7707,181525,7337,603813,1522,600237,1788,3576,917,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
