GEO_ID,C21001H_001E,C21001H_001M,C21001H_002E,C21001H_002M,C21001H_003E,C21001H_003M,C21001H_004E,C21001H_004M,C21001H_005E,C21001H_005M,C21001H_006E,C21001H_006M,C21001H_007E,C21001H_007M,C21001H_008E,C21001H_008M,C21001H_009E,C21001H_009M,C21001H_010E,C21001H_010M,C21001H_011E,C21001H_011M,C21001H_012E,C21001H_012M,C21001H_013E,C21001H_013M,C21001H_014E,C21001H_014M,C21001H_015E,C21001H_015M,NAME,C21001H_001EA,C21001H_001MA,C21001H_002EA,C21001H_002MA,C21001H_003MA,C21001H_003EA,C21001H_004EA,C21001H_004MA,C21001H_005EA,C21001H_005MA,C21001H_006EA,C21001H_006MA,C21001H_007EA,C21001H_007MA,C21001H_008EA,C21001H_008MA,C21001H_009MA,C21001H_009EA,C21001H_010EA,C21001H_010MA,C21001H_011EA,C21001H_011MA,C21001H_012EA,C21001H_012MA,C21001H_013EA,C21001H_013MA,C21001H_014MA,C21001H_014EA,C21001H_015EA,C21001H_015MA,state
0400000US13,4317405,3684,2092303,2877,1687354,2889,186513,6951,1500841,7393,404949,97,207440,4539,197509,4544,2225102,1490,1720102,1423,24145,2571,1695957,2841,505000,278,6427,1389,498573,1398,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,258302,2106,135507,1943,105119,1947,22354,2232,82765,2945,30388,72,14590,949,15798,950,122795,582,93412,540,4299,1062,89113,1222,29383,252,467,284,28916,370,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1024224,1420,504888,1151,402065,1175,47124,4130,354941,4150,102823,215,54440,2573,48383,2539,519336,833,403502,731,5181,1213,398321,1376,115834,391,1522,461,114312,582,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6447410,2562,3124128,1908,2519593,1914,201993,7023,2317600,7418,604535,275,284968,3959,319567,3935,3323282,1394,2534675,1436,22769,1986,2511906,2609,788607,387,6337,962,782270,984,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4147843,1669,2014866,1179,1641558,1207,157979,5712,1483579,5829,373308,190,180412,4016,192896,4031,2132977,1237,1652218,1250,17074,2028,1635144,2358,480759,400,4139,780,476620,827,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2128891,1186,1038715,1090,830830,1078,77722,3005,753108,3215,207885,136,98878,2632,109007,2626,1090176,455,823821,434,8918,1302,814903,1459,266355,115,2640,490,263715,511,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1731115,1622,841406,1575,675242,1529,69261,3436,605981,3540,166164,160,82033,2415,84131,2394,889709,412,680090,411,8667,1241,671423,1357,209619,150,2806,705,206813,726,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2954021,1554,1425196,1406,1157721,1389,117211,5517,1040510,5668,267475,204,114351,3475,153124,3463,1528825,740,1189261,676,11422,1604,1177839,1848,339564,229,3302,800,336262,795,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2169250,2074,1052462,1641,850232,1595,79799,4408,770433,4472,202230,179,92443,2725,109787,2732,1116788,960,863124,717,9293,1527,853831,1754,253664,458,2290,538,251374,725,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1014113,1080,488912,1028,381523,1012,45949,2879,335574,3039,107389,136,55605,1923,51784,1956,525201,218,394957,162,5870,1276,389087,1323,130244,145,1445,428,128799,459,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2524526,2680,1218006,1942,970052,1850,102212,4497,867840,4803,247954,272,117873,3404,130081,3437,1306520,1485,992820,1416,18742,2244,974078,2680,313700,378,4892,1074,308808,1134,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4085046,4227,1951027,2426,1567645,2322,113803,4727,1453842,5149,383382,568,178486,5199,204896,5135,2134019,2690,1623302,2593,11802,1511,1611500,2797,510717,580,4636,866,506081,1020,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5996197,1606,2929134,943,2344863,857,212371,6122,2132492,6257,584271,314,271857,4515,312414,4491,3067063,1194,2339005,1086,23018,2087,2315987,2136,728058,337,7061,993,720997,1052,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3524587,2056,1728376,1639,1399736,1601,119535,4086,1280201,4216,328640,163,164491,3433,164149,3442,1796211,817,1389128,816,13663,1718,1375465,1997,407083,137,4438,798,402645,828,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1345581,1661,651144,1448,513435,1447,50582,3996,462853,3998,137709,19,66149,2587,71560,2588,694437,603,519928,636,7352,1510,512576,1604,174509,235,1701,615,172808,663,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3815446,2456,1848865,1782,1481488,1769,167094,5492,1314394,5851,367377,156,187715,4109,179662,4120,1966581,1397,1502350,1366,20554,2496,1481796,2886,464231,168,3503,812,460728,839,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,707276,738,352320,715,275052,715,33943,1975,241109,1992,77268,38,39115,1824,38153,1822,354956,128,270213,123,4682,1038,265531,1041,84743,31,735,327,84008,329,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1181345,866,576890,697,464520,705,48507,3116,416013,3192,112370,107,59103,1978,53267,2012,604455,479,463286,429,7147,1195,456139,1199,141169,146,1604,428,139565,454,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1206952,1259,611765,987,467827,887,64870,3934,402957,4024,143938,267,80151,2753,63787,2772,595187,580,443299,539,10149,1471,433150,1561,151888,114,2747,740,149141,745,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,979010,942,477548,925,385140,898,40907,2864,344233,3062,92408,142,49647,2022,42761,2023,501462,317,389757,303,4068,756,385689,822,111705,128,1427,464,110278,478,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4084784,2743,1963809,2034,1546796,2035,81377,3403,1465419,4261,417013,370,189802,3600,227211,3599,2120975,1754,1565012,1520,8117,1265,1556895,1857,555963,561,4014,838,551949,1041,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,676657,1876,330206,1587,242020,1585,38143,2769,203877,3067,88186,269,47287,2119,40899,2141,346451,1042,244778,980,6173,1298,238605,1854,101673,364,1316,476,100357,576,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9043523,5104,4363705,2944,3475277,2749,214496,6340,3260781,6474,888428,1006,372242,6516,516186,6643,4679818,2909,3518730,2732,23230,2197,3495500,3316,1161088,921,9422,1259,1151666,1567,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5086227,3765,2431550,3355,1917917,3371,214837,7320,1703080,7629,513633,446,246804,4823,266829,4851,2654677,1539,2004312,1348,31897,3041,1972415,3332,650365,454,6404,1143,643961,1203,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,503786,1273,255537,1139,210289,1138,22406,2202,187883,2424,45248,14,20285,1260,24963,1258,248249,533,192475,528,3074,1102,189401,1252,55774,44,329,174,55445,186,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7348383,2137,3556154,1561,2861634,1507,279390,6486,2582244,6506,694520,359,333678,5622,360842,5591,3792229,1194,2895068,1130,30701,2652,2864367,2946,897161,254,10318,1402,886843,1413,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2066848,1457,1000835,1299,790312,1305,100291,4214,690021,4394,210523,117,104743,2423,105780,2414,1066013,674,803563,662,12492,1712,791071,1922,262450,153,3222,632,259228,655,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2496850,1808,1214706,1173,950648,1089,106508,4932,844140,5266,264058,299,140495,3237,123563,3267,1282144,920,965843,899,16427,1797,949416,1996,316301,136,6689,1168,309612,1180,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8081631,3538,3902321,3128,3079424,3111,272587,6875,2806837,7585,822897,212,412068,5468,410829,5450,4179310,1355,3101648,1293,29085,2446,3072563,2779,1077662,206,12168,1477,1065494,1484,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,650331,1282,307853,920,244208,905,21664,2065,222544,2340,63645,125,32491,1819,31154,1813,342478,595,256500,514,2956,1063,253544,1129,85978,239,737,382,85241,435,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2469969,2408,1188860,2204,922595,2231,112438,4338,810157,4920,266265,312,136938,3702,129327,3673,1281109,772,959363,743,16082,2161,943281,2353,321746,94,3441,772,318305,772,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,552452,657,273618,640,218009,629,24540,1983,193469,2079,55609,62,26954,1247,28655,1250,278834,288,211864,251,3750,854,208114,863,66970,138,904,396,66066,435,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3882280,2124,1866539,1920,1486378,1926,164320,5757,1322058,6044,380161,354,181659,4151,198502,4156,2015741,1125,1540223,970,21591,2406,1518632,2543,475518,506,5504,917,470014,948,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9342839,5464,4562963,4387,3652743,4331,447021,11055,3205722,12193,910220,969,466891,7306,443329,7200,4779876,3090,3670188,2905,71011,4302,3599177,5312,1109688,1021,16813,2146,1092875,2384,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1653701,1851,818710,1229,693962,1230,52477,3116,641485,3387,124748,61,58349,2501,66399,2497,834991,910,690373,909,6046,1107,684327,1433,144618,73,1943,698,142675,701,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,474723,1191,231317,661,184442,525,17837,1653,166605,1771,46875,282,20918,1103,25957,1151,243406,590,187385,413,2384,616,185001,760,56021,351,1147,413,54874,536,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4148949,5242,2004930,4190,1607747,4161,231663,7419,1376084,7873,397183,229,208364,3946,188819,3969,2144019,2149,1653813,2154,45151,2943,1608662,3589,490206,276,6993,1171,483213,1198,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3999618,3510,1967046,2670,1574682,2647,213058,5456,1361624,5497,392364,181,215420,3968,176944,3953,2032572,1565,1566180,1530,33785,3180,1532395,3515,466392,246,9925,1397,456467,1395,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1372192,1446,667977,1181,526192,1165,59945,3597,466247,3961,141785,239,65726,2838,76059,2865,704215,825,530560,817,5934,1202,524626,1389,173655,143,1888,769,171767,780,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3796312,850,1865365,780,1497509,770,138509,5318,1359000,5264,367856,192,181138,3196,186718,3202,1930947,329,1477563,285,17590,2196,1459973,2148,453384,199,4128,835,449256,860,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,382221,598,193058,498,157614,439,19343,1630,138271,1727,35444,166,18164,1488,17280,1505,189163,211,149820,153,2351,709,147469,711,39343,131,869,438,38474,474,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,20252,2477,10246,1543,7833,1374,437,364,7396,1300,2413,731,564,365,1849,638,10006,1752,7574,1608,121,202,7453,1558,2432,700,104,163,2328,667,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
