GEO_ID,C16005_001E,C16005_001M,C16005_002E,C16005_002M,C16005_003E,C16005_003M,C16005_004E,C16005_004M,C16005_005E,C16005_005M,C16005_006E,C16005_006M,C16005_007E,C16005_007M,C16005_008E,C16005_008M,C16005_009E,C16005_009M,C16005_010E,C16005_010M,C16005_011E,C16005_011M,C16005_012E,C16005_012M,C16005_013E,C16005_013M,C16005_014E,C16005_014M,C16005_015E,C16005_015M,C16005_016E,C16005_016M,C16005_017E,C16005_017M,C16005_018E,C16005_018M,C16005_019E,C16005_019M,C16005_020E,C16005_020M,C16005_021E,C16005_021M,C16005_022E,C16005_022M,C16005_023E,C16005_023M,C16005_024E,C16005_024M,C16005_025E,C16005_025M,C16005_026E,C16005_026M,C16005_027E,C16005_027M,C16005_028E,C16005_028M,C16005_029E,C16005_029M,NAME,C16005_001EA,C16005_001MA,C16005_002MA,C16005_002EA,C16005_003MA,C16005_003EA,C16005_004MA,C16005_004EA,C16005_005MA,C16005_005EA,C16005_006EA,C16005_006MA,C16005_007EA,C16005_007MA,C16005_008MA,C16005_008EA,C16005_009MA,C16005_009EA,C16005_010MA,C16005_010EA,C16005_011EA,C16005_011MA,C16005_012EA,C16005_012MA,C16005_013MA,C16005_013EA,C16005_014MA,C16005_014EA,C16005_015MA,C16005_015EA,C16005_016MA,C16005_016EA,C16005_017EA,C16005_017MA,C16005_018EA,C16005_018MA,C16005_019MA,C16005_019EA,C16005_020MA,C16005_020EA,C16005_021EA,C16005_021MA,C16005_022EA,C16005_022MA,C16005_023EA,C16005_023MA,C16005_024MA,C16005_024EA,C16005_025MA,C16005_025EA,C16005_026EA,C16005_026MA,C16005_027EA,C16005_027MA,C16005_028EA,C16005_028MA,C16005_029EA,C16005_029MA,state
0400000US13,9442904,3708,8454428,19938,7970545,22077,345197,11589,287405,10246,57792,5542,74275,6320,65294,5948,8981,1730,44813,4236,37222,3861,7591,1602,19598,5334,17501,5238,2097,927,988476,19484,188595,10879,409683,11431,132094,7562,277589,8968,158283,10166,104147,7306,54136,5726,171719,6626,79760,5327,91959,5274,60196,6902,39171,5390,21025,3774,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1328554,275,1079905,9751,955536,9913,18537,2663,14910,2512,3627,1187,6012,1509,5537,1457,475,360,97648,6779,63685,4470,33963,4491,2172,878,651,356,1521,789,248649,9753,38553,3236,6377,1671,3542,1075,2835,1248,8802,1565,7088,1333,1714,603,191372,9281,68352,4991,123020,7022,3545,1720,1183,1003,2362,1293,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1522757,1716,1425524,5859,1347367,7300,61241,4368,52041,4491,9200,1723,9500,1853,8569,1806,931,425,3066,956,2765,919,301,255,4350,1179,4073,1077,277,268,97233,5979,17949,2741,56827,4520,17231,2570,39596,4314,7445,2144,5262,1414,2183,972,11994,3788,3941,1123,8053,3898,3018,1549,744,497,2274,1465,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12091454,2665,10316090,20040,9165345,26223,845946,16063,709770,15929,136176,7711,201334,8919,178640,8254,22694,2873,60382,4865,51002,4694,9380,1494,43083,5342,39158,5206,3925,1145,1775364,19762,192514,6562,758331,12379,237144,9204,521187,10655,460909,12299,243155,8437,217754,7690,278246,9274,144120,7235,134126,6775,85364,8874,50781,6183,34583,4878,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6178831,2447,5861543,11881,5626511,14851,144000,6479,117468,6050,26532,3180,70861,6403,54716,5806,16145,2232,14419,2105,11273,1895,3146,1005,5752,1418,4589,1334,1163,443,317288,11669,62144,5841,128189,7581,41261,3545,86928,6770,48073,5095,32245,3894,15828,2339,61745,4292,25538,3132,36207,2844,17137,3595,10253,2438,6884,2083,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2913555,2012,2761871,6039,2671656,7139,58286,3782,48577,3519,9709,1645,20381,2744,17682,2315,2699,773,8597,1626,6724,1607,1873,777,2951,1018,2509,890,442,426,151684,5802,31673,3294,52075,3137,15733,2178,36342,3033,21450,3186,13174,2304,8276,1845,33397,3419,12166,1735,21231,2913,13089,3042,5854,1871,7235,2074,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2704673,2557,2502323,7269,2367617,8582,103712,5167,85627,4606,18085,2393,15843,2009,13109,1847,2734,823,11908,2254,9542,1844,2366,1136,3243,903,2767,827,476,305,202350,7029,32016,3207,99996,5176,38137,3359,61859,4180,19532,2265,13511,1836,6021,1266,38385,3110,16764,2267,21621,2260,12421,3010,6745,1870,5676,2197,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4138825,2463,3978738,7061,3891884,7352,47992,4050,39083,3448,8909,2148,27673,3509,19958,2281,7715,2230,6368,1489,5322,1393,1046,516,4821,1378,3733,1271,1088,598,160087,6504,30781,2749,54066,3116,14530,2217,39536,2995,28865,3751,18826,2590,10039,2169,28231,2808,13918,2388,14313,2237,18144,4120,7273,1730,10871,3509,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4344222,2904,4151841,7402,3945798,11811,72002,5682,57913,5249,14089,2116,114348,6282,98731,5705,15617,1850,13157,2067,10174,1782,2983,848,6536,2136,5432,2065,1104,842,192381,6848,32463,3425,87035,4921,26817,2621,60218,4998,22692,4135,14871,3002,7821,2221,40506,3574,16236,2543,24270,2734,9685,3161,4540,1616,5145,2034,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1267172,687,1218240,3439,1162869,4557,7346,1547,6074,1372,1272,502,41456,2569,35329,2623,6127,1097,3064,1053,2772,1035,292,209,3505,1484,2968,1184,537,446,48932,3458,17554,2103,3984,1008,2478,883,1506,552,12405,1511,7878,1273,4527,967,8846,1534,3347,850,5499,1313,6143,1605,2580,1042,3563,1268,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5609124,1397,4724994,16213,4435146,16783,158281,6017,135533,5464,22748,3032,71977,5332,63841,4849,8136,1473,41266,4116,34962,3595,6304,1158,18324,3317,16888,3340,1436,557,884130,16012,212956,9401,237329,9976,85233,5636,152096,8993,191905,10033,124831,7495,67074,5445,167029,7071,84180,4905,82849,5647,74911,7419,55288,6320,19623,3057,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6379441,1190,5327059,16342,4739303,19707,327446,8610,242900,9040,84546,5815,180926,7577,163751,6927,17175,2243,60164,4086,50703,3858,9461,1657,19220,2749,16900,2530,2320,966,1052382,16228,195215,9004,220689,7405,79270,5535,141419,7239,358998,13254,193070,9066,165928,8994,201903,6155,88686,4981,113217,5080,75577,7209,42401,4434,33176,5020,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9340973,2043,8711070,13066,8347390,15437,167957,7199,138730,6603,29227,2896,97029,5747,82424,5216,14605,1576,30592,3256,27073,3151,3519,936,68102,5584,58703,5112,9399,1321,629903,12395,131160,5722,103579,5140,39455,3767,64124,4411,158806,7428,91288,4697,67518,4899,114585,5290,57741,3642,56844,4194,121773,9064,53864,4567,67909,6019,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5109770,1970,4686383,12496,4458991,13577,94969,4937,78928,4355,16041,2228,43641,3385,37607,3134,6034,973,55543,4607,43561,4185,11982,2122,33239,4393,28853,3910,4386,1468,423387,12180,85626,6047,89637,4571,26407,2651,63230,4264,60020,5841,36941,3529,23079,3582,113510,5368,46778,3454,66732,3866,74594,6334,35621,4234,38973,4756,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2802072,2244,2737525,4700,2684149,5949,38518,3987,28471,3313,10047,1794,6100,1446,4053,1049,2047,780,3378,1150,2871,915,507,496,5380,1124,3695,829,1685,946,64547,4312,15076,2378,28446,2614,10780,1646,17666,2233,8417,1732,5658,1404,2759,919,10541,1793,4613,1254,5928,1413,2067,1194,1456,942,611,471,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5691365,2732,5468392,8556,5324585,10732,74071,5262,62806,5084,11265,2343,46268,4788,36898,3880,9370,1951,15060,2291,12603,2236,2457,776,8408,1893,7215,1634,1193,624,222973,8254,47692,4190,56914,3805,22501,2699,34413,3682,51295,4489,32346,3164,18949,2527,47988,3664,23462,2817,24526,2645,19084,3545,10868,2291,8216,2305,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,963804,1062,940044,2505,914781,3474,10066,1629,8558,1451,1508,640,7088,1135,6116,1008,972,446,1035,536,843,513,192,126,7074,1319,6653,1319,421,243,23760,2411,11305,1754,3924,1095,2312,714,1612,780,4220,1087,2966,739,1254,658,3693,1028,1978,635,1715,582,618,380,439,304,179,152,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1751135,1526,1626497,5762,1551116,6332,60656,2940,50584,3005,10072,1363,8061,1127,6750,1055,1311,386,3807,856,3195,846,612,340,2857,1080,2063,812,794,527,124638,5443,13948,2000,66722,3502,16596,1916,50126,2740,11836,1781,7557,1359,4279,1174,21767,2601,7239,1455,14528,2521,10365,3162,5715,2192,4650,1791,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2663364,1265,2113087,11291,1784357,13189,271683,8676,238374,7919,33309,3544,21875,2461,19467,2299,2408,706,29387,3086,24778,2876,4609,936,5785,1520,4725,1344,1060,562,550277,11345,62238,3751,298037,8253,91960,5376,206077,7004,42804,4971,27323,3386,15481,2905,131086,4619,72163,4969,58923,4274,16112,3241,9320,1922,6792,2272,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1261731,777,1182928,4746,1143381,6438,13134,1897,9981,1757,3153,868,22834,2825,20015,2745,2819,681,2604,891,2512,891,92,131,975,597,975,597,0,182,78803,4751,24089,2424,10450,1924,3467,818,6983,1796,27362,3472,16546,2448,10816,2225,13852,2282,8099,1446,5753,1673,3050,1111,2078,734,972,602,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8406007,1462,6457138,21273,5516328,24972,626133,14604,515119,13880,111014,6122,198010,9306,181035,8927,16975,2184,79188,6184,71338,6066,7850,1561,37479,5041,34132,4801,3347,1341,1948869,21274,316662,11445,709049,12687,221371,7875,487678,12065,494786,14806,278443,10654,216343,9301,335892,10502,184472,7706,151420,6923,92480,8324,62030,6283,30450,3882,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1950156,1401,1745297,10125,1212722,14292,414356,9861,362629,9244,51727,3811,11784,2359,10404,2245,1380,706,4984,1338,4371,1274,613,313,101451,3164,85807,3079,15644,1583,204859,9879,19482,1951,153256,8314,57478,4472,95778,6881,13129,2345,9301,1967,3828,1190,13948,1870,7912,1622,6036,1450,5044,2318,3458,1946,1586,713,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18563935,2320,14122648,32624,11854301,35186,1422512,19606,1134514,18900,287998,8768,553690,16182,444767,14553,108923,5743,182439,6972,144323,7101,38116,3317,109706,8165,92398,7165,17308,3119,4441287,32513,1062924,17683,1378687,19745,395488,11712,983199,19964,1066854,19355,535684,13753,531170,12074,736736,13078,230744,8446,505992,12281,196086,11634,114327,7562,81759,7173,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9342422,3276,8586717,13978,8162663,15514,320217,9875,252614,8551,67603,6895,55647,4363,49536,4104,6111,1552,33970,3346,27894,3059,6076,1413,14220,2638,12434,2619,1786,811,755705,13653,132488,7123,375188,7516,116929,6875,258259,8005,101239,6982,68325,5111,32914,4560,106961,4800,52069,4206,54892,4194,39829,5499,25455,3996,14374,2718,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,689505,976,665485,2895,644852,3928,7503,1550,6668,1441,835,441,9605,1217,8321,1141,1284,392,610,285,497,255,113,117,2915,1009,2286,1023,629,367,24020,2839,6930,1371,2285,847,879,563,1406,777,7332,2012,4685,1577,2647,902,3491,1007,1751,587,1740,812,3982,1058,1980,998,2002,1037,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10904728,2442,10428666,12228,10076865,18475,158557,6997,123161,6285,35396,3617,144270,7628,104868,6159,39402,4353,24450,2573,20974,2437,3476,847,24524,3701,21474,3411,3050,1065,476062,12137,109374,5611,73903,4364,26939,2665,46964,3686,133317,8115,76809,5138,56508,5110,96290,5516,48054,3642,48236,3785,63178,7366,37078,5299,26100,4035,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3614253,1779,3388921,6909,3221875,8427,118443,4547,97625,4470,20818,2219,17529,2387,14344,2017,3185,787,11888,1685,9516,1465,2372,823,19186,2347,16321,2260,2865,584,225332,6492,31690,2808,124334,4665,35118,2980,89216,4227,20539,2999,14567,2292,5972,1632,38887,2854,16526,2126,22361,2335,9882,2151,6378,1700,3504,1031,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3743771,1765,3352867,10358,3094297,12797,179295,7871,151139,7370,28156,3295,36791,4067,33426,3755,3365,966,32904,2897,28825,2997,4079,1350,9580,2484,8896,2510,684,439,390904,10004,70573,4824,168114,6026,52082,4244,116032,5319,55279,6633,34123,3874,21156,4292,82148,4559,35132,3171,47016,4306,14790,3852,8014,2908,6776,1834,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12075749,2550,11260949,17430,10594926,19863,387653,9434,280669,9291,106984,6796,207804,9072,170060,8434,37744,3057,49706,4056,40784,3662,8922,1762,20860,2818,18885,2881,1975,645,814800,17430,178518,8525,184672,10410,58653,4405,126019,9264,214982,8951,123590,6617,91392,5507,189158,6652,80942,5498,108216,5340,47470,5439,27356,4006,20114,3134,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1000317,690,860094,5961,765142,6076,57135,4287,46572,3736,10563,1927,30786,3068,27553,3003,3233,807,5910,1458,4926,1233,984,764,1121,467,1083,460,38,63,140223,5875,25343,3496,55382,3568,17499,2375,37883,3078,35399,3609,17245,2177,18154,2634,18107,1891,7825,1483,10282,1456,5992,1430,2945,1091,3047,1016,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
