GEO_ID,C08501_001E,C08501_001M,C08501_002E,C08501_002M,C08501_003E,C08501_003M,C08501_004E,C08501_004M,C08501_005E,C08501_005M,C08501_006E,C08501_006M,C08501_007E,C08501_007M,C08501_008E,C08501_008M,C08501_009E,C08501_009M,C08501_010E,C08501_010M,C08501_011E,C08501_011M,C08501_012E,C08501_012M,C08501_013E,C08501_013M,C08501_014E,C08501_014M,C08501_015E,C08501_015M,C08501_016E,C08501_016M,C08501_017E,C08501_017M,C08501_018E,C08501_018M,C08501_019E,C08501_019M,C08501_020E,C08501_020M,C08501_021E,C08501_021M,C08501_022E,C08501_022M,C08501_023E,C08501_023M,C08501_024E,C08501_024M,C08501_025E,C08501_025M,C08501_026E,C08501_026M,C08501_027E,C08501_027M,C08501_028E,C08501_028M,C08501_029E,C08501_029M,C08501_030E,C08501_030M,C08501_031E,C08501_031M,C08501_032E,C08501_032M,C08501_033E,C08501_033M,C08501_034E,C08501_034M,C08501_035E,C08501_035M,C08501_036E,C08501_036M,C08501_037E,C08501_037M,C08501_038E,C08501_038M,C08501_039E,C08501_039M,C08501_040E,C08501_040M,C08501_041E,C08501_041M,C08501_042E,C08501_042M,NAME,C08501_001EA,C08501_001MA,C08501_002EA,C08501_002MA,C08501_003MA,C08501_003EA,C08501_004MA,C08501_004EA,C08501_005EA,C08501_005MA,C08501_006EA,C08501_006MA,C08501_007EA,C08501_007MA,C08501_008EA,C08501_008MA,C08501_009MA,C08501_009EA,C08501_010MA,C08501_010EA,C08501_011MA,C08501_011EA,C08501_012MA,C08501_012EA,C08501_013EA,C08501_013MA,C08501_014MA,C08501_014EA,C08501_015MA,C08501_015EA,C08501_016MA,C08501_016EA,C08501_017MA,C08501_017EA,C08501_018EA,C08501_018MA,C08501_019EA,C08501_019MA,C08501_020MA,C08501_020EA,C08501_021MA,C08501_021EA,C08501_022MA,C08501_022EA,C08501_023EA,C08501_023MA,C08501_024EA,C08501_024MA,C08501_025MA,C08501_025EA,C08501_026MA,C08501_026EA,C08501_027MA,C08501_027EA,C08501_028EA,C08501_028MA,C08501_029EA,C08501_029MA,C08501_030EA,C08501_030MA,C08501_031MA,C08501_031EA,C08501_032MA,C08501_032EA,C08501_033EA,C08501_033MA,C08501_034EA,C08501_034MA,C08501_035EA,C08501_035MA,C08501_036MA,C08501_036EA,C08501_037MA,C08501_037EA,C08501_038EA,C08501_038MA,C08501_039EA,C08501_039MA,C08501_040EA,C08501_040MA,C08501_041EA,C08501_041MA,C08501_042MA,C08501_042EA,state
0400000US01,1960728,14412,61670,4258,199395,5020,838734,9924,432623,7121,194676,6020,233630,5484,1681753,15904,47303,3751,163856,5326,719733,9882,376644,7312,172043,6502,202174,5388,170458,8413,8086,1590,21855,2954,81179,4536,32403,3233,12801,1753,14134,1812,7454,1743,393,303,603,448,3640,1116,1179,555,795,357,844,415,43830,4062,4152,1229,9008,2034,14635,1896,7859,1719,3886,1133,4290,978,57233,3661,1736,560,4073,1217,19547,2293,14538,1733,5151,1079,12188,1562,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366124,5570,13531,1614,46632,2266,159941,3321,71452,2435,34663,2112,39905,2808,250684,6214,8343,1427,29044,2420,114997,4146,47689,2238,24260,1971,26351,2300,43650,3232,2862,805,7199,1270,18399,1995,8374,1377,3485,780,3331,822,5178,1224,262,218,1992,845,2049,836,358,180,341,195,176,121,52697,3275,1693,454,7019,1206,20584,2030,11941,1293,5030,1150,6430,941,13915,1891,371,286,1378,775,3912,970,3090,769,1547,533,3617,756,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2803956,19199,101805,4967,310744,7214,1238269,11068,594102,6667,251998,6735,307038,7568,2158777,17865,66116,4120,230590,6985,965876,11897,464651,6823,195780,6285,235764,6027,293325,9205,15946,2032,39212,3655,139160,6552,57537,3389,21422,2219,20048,2511,56512,4964,4367,1096,11626,2124,22049,2833,9793,1853,4383,1045,4294,995,133689,7305,12206,2165,22994,3086,52983,4201,22203,2676,9712,1610,13591,2248,161653,6371,3170,925,6322,1534,58201,4030,39918,2805,20701,2099,33341,2817,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1244956,13403,44204,3274,131767,5194,538495,7544,262932,5603,118133,4342,149425,4793,1028051,13906,32825,2896,102426,5044,444845,8320,222033,5164,99302,4160,126620,4280,134288,6948,7801,1648,19146,2763,63549,4228,23528,2468,10280,1521,9984,1399,4138,1186,289,262,675,488,1676,645,844,571,327,274,327,258,37104,3064,2711,645,6809,1443,13438,2096,6942,1208,3050,812,4154,948,41375,3177,578,343,2711,921,14987,2236,9585,1782,5174,1075,8340,1494,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17255848,41675,426700,10346,1728659,13525,7905403,25930,3784742,16494,1559043,16559,1851301,18800,12684561,45443,248535,7792,1199967,14302,5848104,28018,2851186,18163,1181993,15047,1354776,16095,1811654,28148,67703,4212,206150,8161,859470,15863,384214,9957,139989,6192,154128,7538,913139,15806,30070,2939,120527,5793,437619,10157,171243,7102,69224,3674,84456,4450,915519,14959,64512,4339,154286,6676,409563,10087,147078,6335,63471,4298,76609,3568,930975,16361,15880,2114,47729,3722,350647,11654,231021,7401,104366,5306,181332,6290,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2669008,13651,95307,4285,271461,5380,1198762,8154,551629,5313,249098,6144,302751,6983,2019345,15439,62512,4304,194797,5454,903873,9624,428944,6146,198006,6039,231213,6349,256486,9969,14326,1694,30052,3438,129241,6390,46430,3488,16169,1939,20268,2182,88323,4484,4503,1387,13695,1873,42042,3078,14807,1814,6068,1172,7208,1008,130501,6450,10045,1396,24789,2750,56306,4367,19330,2045,8443,1435,11588,1318,174353,6876,3921,1000,8128,1474,67300,4422,42118,2869,20412,1856,32474,2576,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1751075,13180,61795,3737,159424,4283,682183,7738,414715,7138,194257,5652,238701,6147,1387627,14015,37059,2626,110837,4189,538130,8696,339672,6415,165427,5242,196502,5587,143947,7901,8969,1490,17348,2099,63767,4934,27968,2725,11962,1577,13933,1973,61369,3884,3484,929,9594,1689,29487,2983,11271,1720,4167,1124,3366,759,76538,4878,10250,1746,16723,2041,26451,3057,11400,1943,4247,1100,7467,1226,81594,4474,2033,786,4922,1370,24348,2609,24404,2564,8454,1322,17433,1718,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437466,8194,13856,1601,42181,2779,181280,4688,99035,3236,46272,2432,54842,2981,359027,8816,8822,1422,33553,2835,147011,4950,84379,3306,38642,2013,46620,2897,35048,3682,2506,944,3619,1071,17474,2250,5810,1193,2711,681,2928,805,10085,1800,704,384,1528,651,3575,1054,1884,706,1682,824,712,364,14019,2369,1589,612,2608,1032,5535,1264,1986,771,991,328,1310,441,19287,2306,235,180,873,404,7685,1715,4976,1063,2246,543,3272,700,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,821495,12642,7130,1466,52869,3277,407758,8416,186184,6329,77689,3724,89865,3738,348856,9573,1677,689,14417,1834,158403,6834,92462,4829,37219,2969,44678,2374,71576,4636,763,433,2555,749,35019,3150,18098,2071,8251,1186,6890,1066,311082,9176,2425,931,24357,2431,165613,7098,61217,3588,27963,2254,29507,2552,72969,3489,2011,588,10760,1801,40377,2824,11179,1225,3089,781,5553,883,17012,2053,254,206,780,369,8346,1383,3228,737,1167,444,3237,926,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8585487,32920,217982,7642,805392,11775,3652688,21742,1971088,13996,837369,14296,1100968,12987,6852662,34711,147020,6912,618958,12679,2938480,24973,1594654,15173,676333,13270,877217,12353,780601,18054,34936,3349,84007,6268,362665,11666,162933,7482,63036,4229,73024,4502,177546,7809,10468,1697,30812,3755,75173,5612,30605,3012,12991,1721,17497,2027,308817,11111,17755,2185,48437,5124,121275,7637,63095,4226,23657,2405,34598,3339,465861,12632,7803,1681,23178,2776,155095,6740,119801,6649,61352,4358,98632,4830,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
