GEO_ID,B24081_001E,B24081_001M,B24081_002E,B24081_002M,B24081_003E,B24081_003M,B24081_004E,B24081_004M,B24081_005E,B24081_005M,B24081_006E,B24081_006M,B24081_007E,B24081_007M,B24081_008E,B24081_008M,B24081_009E,B24081_009M,NAME,B24081_001MA,B24081_001EA,B24081_002EA,B24081_002MA,B24081_003EA,B24081_003MA,B24081_004EA,B24081_004MA,B24081_005EA,B24081_005MA,B24081_006MA,B24081_006EA,B24081_007EA,B24081_007MA,B24081_008EA,B24081_008MA,B24081_009EA,B24081_009MA,state
0400000US01,30388,249,28670,724,27897,697,50146,3439,29752,1947,35364,1337,40555,1311,60410,2352,18685,1528,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41707,867,37927,2263,36943,1074,55400,11364,42495,4150,46620,2994,55248,3247,57370,4443,29440,5992,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31663,188,30961,230,30607,235,50818,994,34414,1854,38425,898,37812,1133,55110,2789,20742,737,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,28798,749,27253,399,26974,391,38808,3410,31287,1260,31541,1227,35231,1039,51398,2442,21359,966,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34537,341,32053,118,31576,121,57240,2625,40592,401,48660,885,48043,1279,56535,719,24858,590,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36365,226,35535,292,35016,540,48422,3213,39492,1617,41737,811,42771,1467,60660,2224,23823,1691,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,41801,341,40818,388,40299,411,60949,2628,41643,1052,51174,886,57057,3183,57318,3125,32140,1852,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36763,741,35292,1137,34493,1956,52010,2538,40667,4444,48233,3758,44557,3075,56471,6517,25450,5173,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51931,950,42465,2235,42174,1719,60348,15764,52138,3305,50964,4947,48548,5463,88275,4504,32224,5593,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,30104,129,28150,336,27320,165,40624,694,32412,639,40207,394,37857,1069,55432,1413,18869,716,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,31661,177,30808,182,30423,194,44567,3589,35949,1292,36604,597,37621,1320,52623,2007,21441,764,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,35675,431,31882,380,31578,386,51003,4996,39817,1892,49278,3755,41640,2037,60366,2923,22136,1825,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,27939,870,26247,600,25603,649,39371,5016,32416,2531,33491,2265,34148,2877,50124,4942,23923,2489,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,35800,208,34640,551,33478,561,51310,676,36636,595,47053,1202,44672,1740,58510,1725,23503,1271,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,31408,203,31131,228,30923,237,44835,3170,31754,631,36062,948,36775,913,54450,2250,20597,737,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,32991,615,32318,302,32054,290,45084,4515,30798,863,39392,1831,43142,1986,55483,1770,25360,1478,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,32308,254,32047,291,31660,308,50598,1823,32230,1052,35580,1071,36601,1232,51388,1676,22317,2260,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,30192,218,29277,599,28626,589,42868,5558,31800,788,31855,1237,35956,1019,50706,1314,20358,861,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,31471,250,30987,320,30643,334,49418,4971,32239,1303,32417,1506,38963,2134,52889,3654,22577,1500,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,31016,407,30148,676,29182,1301,41866,4992,32790,1926,38568,2579,37343,2233,55533,3746,21474,1080,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,42330,266,37124,392,36589,409,52200,3322,46024,1076,49493,1213,47494,1413,87446,1711,27582,1819,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,41549,215,40574,265,40135,309,60479,2811,43317,1718,51283,765,54713,2835,62081,1772,29284,2297,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,31488,144,30874,154,30583,160,42258,1805,33397,1088,40691,705,45362,993,55696,1666,20572,486,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,36817,246,36168,316,35733,312,47301,3492,37255,718,42925,1283,43910,2100,56336,1866,25973,747,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29818,795,27576,772,27229,427,45064,5386,31035,1382,30481,1002,35096,1682,50823,1837,22215,2009,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,31338,163,30840,206,30550,202,47081,3706,32705,986,36191,1085,32700,962,52072,1610,22054,654,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,28465,860,27233,675,26515,642,39622,3772,26866,1814,34912,2889,36510,1949,41702,2981,20520,1604,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,31711,249,30710,313,30410,330,41499,2305,33054,1924,38263,2000,37082,1491,51558,3162,27630,2176,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,31520,256,30623,257,30346,266,49043,5387,35771,3002,46631,1495,46985,2136,51531,2494,22219,1943,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,37782,896,37689,909,37235,605,52757,4615,36808,1559,43010,3200,41870,2653,66710,3709,24570,2256,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
