GEO_ID,B24032_001E,B24032_001M,B24032_002E,B24032_002M,B24032_003E,B24032_003M,B24032_004E,B24032_004M,B24032_005E,B24032_005M,B24032_006E,B24032_006M,B24032_007E,B24032_007M,B24032_008E,B24032_008M,B24032_009E,B24032_009M,B24032_010E,B24032_010M,B24032_011E,B24032_011M,B24032_012E,B24032_012M,B24032_013E,B24032_013M,B24032_014E,B24032_014M,B24032_015E,B24032_015M,B24032_016E,B24032_016M,B24032_017E,B24032_017M,B24032_018E,B24032_018M,B24032_019E,B24032_019M,B24032_020E,B24032_020M,B24032_021E,B24032_021M,B24032_022E,B24032_022M,B24032_023E,B24032_023M,B24032_024E,B24032_024M,B24032_025E,B24032_025M,B24032_026E,B24032_026M,B24032_027E,B24032_027M,B24032_028E,B24032_028M,B24032_029E,B24032_029M,B24032_030E,B24032_030M,B24032_031E,B24032_031M,B24032_032E,B24032_032M,B24032_033E,B24032_033M,B24032_034E,B24032_034M,B24032_035E,B24032_035M,B24032_036E,B24032_036M,B24032_037E,B24032_037M,B24032_038E,B24032_038M,B24032_039E,B24032_039M,B24032_040E,B24032_040M,B24032_041E,B24032_041M,B24032_042E,B24032_042M,B24032_043E,B24032_043M,B24032_044E,B24032_044M,B24032_045E,B24032_045M,B24032_046E,B24032_046M,B24032_047E,B24032_047M,B24032_048E,B24032_048M,B24032_049E,B24032_049M,B24032_050E,B24032_050M,B24032_051E,B24032_051M,B24032_052E,B24032_052M,B24032_053E,B24032_053M,B24032_054E,B24032_054M,NAME,B24032_001EA,B24032_001MA,B24032_002EA,B24032_002MA,B24032_003MA,B24032_003EA,B24032_004MA,B24032_004EA,B24032_005EA,B24032_005MA,B24032_006EA,B24032_006MA,B24032_007MA,B24032_007EA,B24032_008EA,B24032_008MA,B24032_009MA,B24032_009EA,B24032_010MA,B24032_010EA,B24032_011MA,B24032_011EA,B24032_012MA,B24032_012EA,B24032_013EA,B24032_013MA,B24032_014MA,B24032_014EA,B24032_015MA,B24032_015EA,B24032_016EA,B24032_016MA,B24032_017MA,B24032_017EA,B24032_018MA,B24032_018EA,B24032_019EA,B24032_019MA,B24032_020MA,B24032_020EA,B24032_021MA,B24032_021EA,B24032_022EA,B24032_022MA,B24032_023EA,B24032_023MA,B24032_024EA,B24032_024MA,B24032_025MA,B24032_025EA,B24032_026MA,B24032_026EA,B24032_027EA,B24032_027MA,B24032_028MA,B24032_028EA,B24032_029MA,B24032_029EA,B24032_030EA,B24032_030MA,B24032_031MA,B24032_031EA,B24032_032EA,B24032_032MA,B24032_033EA,B24032_033MA,B24032_034EA,B24032_034MA,B24032_035EA,B24032_035MA,B24032_036MA,B24032_036EA,B24032_037EA,B24032_037MA,B24032_038EA,B24032_038MA,B24032_039MA,B24032_039EA,B24032_040MA,B24032_040EA,B24032_041EA,B24032_041MA,B24032_042MA,B24032_042EA,B24032_043EA,B24032_043MA,B24032_044EA,B24032_044MA,B24032_045EA,B24032_045MA,B24032_046EA,B24032_046MA,B24032_047MA,B24032_047EA,B24032_048EA,B24032_048MA,B24032_049EA,B24032_049MA,B24032_050MA,B24032_050EA,B24032_051MA,B24032_051EA,B24032_052EA,B24032_052MA,B24032_053MA,B24032_053EA,B24032_054EA,B24032_054MA,state
0400000US01,36287,486,38167,6566,30902,3643,66351,10236,30088,1414,41589,871,40460,1625,24508,1250,47233,2478,42098,1988,61748,3282,42980,9595,50858,3842,73333,7111,31868,1537,42483,3779,71034,2459,-666666666,-222222222,25464,1852,41935,2155,39271,4357,45938,2638,11820,430,14221,4134,11648,430,30321,1671,51150,1531,24379,460,25654,4968,20870,6696,69934,19563,26493,2710,25839,939,28134,4991,16514,696,34143,3081,29362,3730,50921,8862,29306,3692,32257,1526,33777,2436,26820,3007,26274,1194,36408,2721,4904,67100,16609,1153,29798,918,32322,2080,28235,1124,11578,438,13974,3554,11472,450,14500,1318,37336,1872,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50591,1291,77334,8210,41638,7619,93750,19211,61274,2193,32400,5018,46214,12172,30364,5231,54996,6098,49894,6705,75139,15644,56774,6785,45616,12078,50867,46983,43101,12743,61655,4328,66153,4222,104888,26553,36242,10448,50948,4402,54004,7852,47318,6484,20473,1900,30351,11328,20070,2187,41355,8887,60631,4329,35300,1113,47216,10622,30822,7910,65800,8280,31698,5621,25980,2881,36394,15712,24843,3240,42069,8533,39094,9913,60117,20053,51767,12111,50470,8522,52198,9343,40865,12843,39141,5855,47817,6664,41973,14335,30633,16541,40331,2312,40767,7385,40261,2326,17950,3457,15006,6628,18980,3656,23052,4618,47763,3642,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,36071,401,34488,5554,21161,2869,62101,4521,32203,754,52284,2097,40948,2784,25633,1243,42067,1259,40097,1520,65725,8773,45973,5265,46931,2596,51475,1426,35832,3272,34326,2264,65717,3845,100153,65073,22740,1480,39869,1236,36689,1382,43431,3321,17756,1170,21771,2195,17139,528,27591,2567,54144,2264,28083,665,26078,10297,12075,5697,53272,5024,35732,3703,39357,3067,36236,2791,18616,1235,38002,2870,35471,3247,51106,1312,31822,4811,39699,1975,40831,1125,32196,3400,30131,1712,37133,1241,38107,6005,21000,1197,31644,391,32305,755,31393,470,13386,990,15475,1551,12891,989,17537,1024,41113,875,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,33225,1296,30923,1593,27154,2997,49732,13699,30472,957,36405,920,39629,3005,28784,2992,49771,2608,46343,4086,56168,5734,46568,13002,42187,6361,51641,9399,26587,4458,34025,3927,56965,6909,68125,53227,21850,1869,39948,4029,37230,3743,41513,3476,12992,1136,16220,2904,12596,960,27866,2475,40858,1441,23797,620,17978,13214,13891,7718,41567,8667,28172,4336,26327,869,32624,4614,18485,1480,31848,4540,30368,2699,40036,9734,30219,9456,31446,2121,33369,2724,25489,2341,23987,2205,31178,2930,55438,33024,17410,1724,28084,1362,33960,2002,25786,995,11326,578,15856,4344,11135,569,17190,2451,30458,1736,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39806,398,22741,877,21360,473,69651,6516,36107,469,48587,1240,41983,1004,26686,336,43394,2133,39542,1752,81428,1725,71586,1040,60343,1975,72389,3287,41316,834,50064,844,81650,661,64551,14746,25008,459,47054,690,45786,894,48715,1611,20651,284,26598,1006,19188,461,27589,1401,72617,1637,30033,194,13681,1063,13048,1059,71373,8753,39667,2472,33974,1934,34563,1677,18882,524,37391,1704,31944,792,64650,3610,52248,1733,44822,1331,48345,1453,36191,972,37905,1312,50159,745,43813,9488,22085,585,34745,746,35558,600,34045,898,15159,312,21754,727,13971,385,16907,398,49534,1325,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41664,284,49142,3861,30541,581,70556,5278,35884,754,51091,1382,54284,4299,30017,1445,50171,2019,46582,1751,61720,1853,62353,5219,58229,4554,71165,4944,46018,2251,57739,3532,78818,3796,75460,67581,28176,2231,44352,1790,41776,1133,48050,2769,20050,945,24539,2888,18883,1351,32239,1812,60700,1588,31097,276,41146,5865,18611,3126,65072,13753,33927,4338,36764,1773,37443,4067,18936,1059,40490,2365,37292,2857,50611,8882,40600,3369,42701,1654,45054,2011,37699,3762,37336,1574,47744,2509,37208,20231,21998,957,33957,1232,33319,1856,34378,1573,15588,565,16490,2198,15461,629,19088,1497,47353,2283,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,50240,462,28222,8797,26480,7268,66481,25751,42914,2811,61643,1063,47179,4707,28146,2510,51326,1270,45612,4740,91105,2801,62084,3962,97405,5320,115515,6994,50921,3421,57925,6126,82243,5041,131549,53428,27387,3629,50777,1753,51114,2124,50353,4333,21640,1277,28882,5421,19540,1822,35965,2282,70626,2703,35535,603,19167,11445,18363,12739,-666666666,-222222222,41407,7155,43724,3554,45652,3737,17299,1350,35099,7526,29045,5507,69233,8094,47598,5589,57012,3504,61643,1907,41558,4390,41765,1401,50856,2037,74511,82490,25722,1251,38781,1845,43577,2940,36668,787,15463,1187,21141,1928,14060,1574,21516,1117,54188,4629,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,41885,968,32411,16668,32104,8657,90174,51989,40751,3163,51752,2175,42177,4988,25049,3461,53828,3836,52291,2421,66480,13556,41902,21351,61049,5048,61270,4839,56976,23892,48093,6163,71613,6178,250001,-333333333,27839,2342,43878,4642,40942,6814,45765,4056,16627,4771,17550,11798,16466,5245,31623,4174,59813,5617,32394,1292,14514,11253,14514,11253,-666666666,-222222222,31054,15582,48614,6408,38559,4685,16691,1505,35489,9715,31378,7332,40739,1122,40694,8548,45318,5223,47030,4879,40359,3396,40920,2572,50905,7753,-666666666,-222222222,25371,3165,37226,1380,42042,3414,35837,1344,11309,1361,12797,3729,11008,1268,16929,3661,38431,3156,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"250,000+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,57826,3513,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,36756,2647,57985,26226,91836,27596,23767,4229,40174,9858,36953,6681,70151,18889,71382,8659,71633,20098,100590,26525,49135,10632,71366,3676,80018,6656,-666666666,-222222222,32345,6819,51173,4543,52640,6449,47454,8725,27440,5493,36223,9273,25715,6205,59495,3795,92136,7886,48297,2620,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,57593,30307,56904,25740,72977,31147,17437,6432,33049,8261,32226,6336,100372,87434,67268,10158,55223,10736,81705,24081,43839,12018,61972,5948,75220,5851,-666666666,-222222222,26829,1883,36548,3594,33570,7828,37247,5978,20782,3436,26908,14139,18963,5298,51538,4611,79428,4513,District of Columbia,null,null,-,**,**,-,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,-,**,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,32350,210,21913,588,21341,543,61285,6099,29506,1034,41850,961,41796,1075,24329,778,39163,2147,36029,786,56196,3622,50621,2132,47484,1919,60560,1906,34332,2493,35857,758,60642,1391,65629,12639,24158,856,40823,481,40036,1127,41517,791,20896,405,25637,971,19781,689,26589,834,51956,875,26356,172,16256,871,16139,843,51154,27816,27875,1876,30093,1208,31230,821,17611,573,32499,2015,31826,1067,41580,2320,34133,2937,36788,663,39735,1277,31011,949,28802,1496,36883,703,37010,12782,20697,879,31164,261,34949,1097,30248,301,15675,335,19758,1529,15098,353,16979,519,38006,969,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
