GEO_ID,B10056_001E,B10056_001M,B10056_002E,B10056_002M,B10056_003E,B10056_003M,B10056_004E,B10056_004M,B10056_005E,B10056_005M,B10056_006E,B10056_006M,B10056_007E,B10056_007M,B10056_008E,B10056_008M,B10056_009E,B10056_009M,B10056_010E,B10056_010M,B10056_011E,B10056_011M,NAME,B10056_001MA,B10056_001EA,B10056_002MA,B10056_002EA,B10056_003EA,B10056_003MA,B10056_004EA,B10056_004MA,B10056_005MA,B10056_005EA,B10056_006MA,B10056_006EA,B10056_007MA,B10056_007EA,B10056_008EA,B10056_008MA,B10056_009EA,B10056_009MA,B10056_010EA,B10056_010MA,B10056_011EA,B10056_011MA,state
0400000US23,19701,2279,7470,1085,2630,708,1432,597,1198,459,4840,848,12231,1445,4953,1303,3239,1111,1714,537,7278,1293,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,144589,7250,51322,3520,15784,1700,8254,1393,7530,1272,35538,3041,93267,4698,31130,2413,19137,1983,11993,1767,62137,4118,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,123183,7063,44660,3278,12805,1688,7270,1450,5535,929,31855,2482,78523,4815,23346,2068,15673,1997,7673,1288,55177,4354,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,175039,7737,61606,3442,24202,2146,13505,1428,10697,1412,37404,2685,113433,5157,38281,3184,24457,2389,13824,1644,75152,4446,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,65875,4343,23717,2046,8131,992,4995,807,3136,580,15586,1678,42158,3187,13528,1745,9886,1566,3642,714,28630,2515,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,89392,5698,29005,2623,16424,1997,9397,1510,7027,1423,12581,1495,60387,3832,32062,2446,21563,2279,10499,1487,28325,2944,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,115647,6569,44261,3552,20683,2060,10864,1477,9819,1351,23578,2454,71386,3707,30911,2633,20023,2169,10888,1332,40475,2928,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16065,2162,6368,1125,3083,708,1763,592,1320,414,3285,840,9697,1442,5367,1048,3421,778,1946,672,4330,914,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24793,2675,9498,1216,4546,871,3154,726,1392,491,4952,798,15295,1712,6888,1243,4676,882,2212,712,8407,1130,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,68379,5015,23688,2624,10559,1636,6411,1380,4148,989,13129,2197,44691,3126,15221,1793,9250,1402,5971,1180,29470,3236,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,24703,2885,9968,1641,3504,1007,1965,825,1539,650,6464,1348,14735,1730,4698,1202,3400,1211,1298,503,10037,1503,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,195030,7702,65747,3579,18118,2087,8776,1683,9342,1373,47629,3002,129283,5477,31572,2814,17250,2055,14322,1770,97711,4910,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,53575,4803,20034,2386,10472,1651,5181,1094,5291,1073,9562,1595,33541,3121,15148,1869,10731,1775,4417,861,18393,2202,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,431647,11601,142717,6206,41982,3491,20279,2246,21703,2619,100735,4472,288930,7436,84939,3710,50121,2848,34818,3017,203991,6641,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,212883,7396,74248,3885,34670,2825,19996,2308,14674,1634,39578,2806,138635,4853,64229,4126,42058,3409,22171,2156,74406,3799,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8038,1458,2848,675,1050,387,555,330,495,211,1798,520,5190,1023,1835,549,1411,537,424,177,3355,919,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,223261,7901,79473,4243,36859,3057,22002,2457,14857,1558,42614,2979,143788,4978,63722,3456,43478,2863,20244,1987,80066,4294,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,90243,4265,33631,2091,18908,1578,10491,1148,8417,1121,14723,1491,56612,2634,27936,1951,17259,1564,10677,1080,28676,1735,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,72283,5529,28775,2667,10141,1740,5896,1448,4245,833,18634,2043,43508,3552,14353,2047,7885,1552,6468,1402,29155,2776,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,242419,7174,88042,3706,33581,2443,20312,2077,13269,1475,54461,3056,154377,5199,57950,3672,40178,2967,17772,1654,96427,4529,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20302,2541,7229,1364,2151,685,1325,631,826,391,5078,1276,13073,1672,3836,932,1935,628,1901,742,9237,1499,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,116121,5688,37957,2483,19336,2163,8919,1314,10417,1633,18621,2091,78164,4133,36372,3395,20663,2553,15709,2170,41792,2684,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13307,1855,4690,870,2697,603,1310,471,1387,438,1993,659,8617,1256,5228,786,3465,688,1763,529,3389,932,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,165382,7646,60997,3623,29181,2260,16984,1936,12197,1472,31816,2942,104385,4931,47836,3540,32380,3123,15456,1597,56549,3968,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,763473,19978,286633,9814,119817,6456,72898,5150,46919,3405,166816,6902,476840,12134,181842,7960,126487,6756,55355,3119,294998,10084,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,64330,4339,26166,2092,6989,1016,3701,787,3288,755,19177,1882,38164,2849,9814,1712,5299,1167,4515,1185,28350,2303,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,11234,1713,4427,939,1573,563,945,373,628,402,2854,826,6807,1059,1907,592,1476,538,431,186,4900,937,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,187210,8609,67846,3642,24158,2609,12541,1934,11617,1631,43688,3345,119364,6131,39619,3019,24170,2230,15449,1891,79745,4872,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,136567,6438,50553,3732,16391,1758,9215,1391,7176,1068,34162,3133,86014,3820,24839,2230,15310,1597,9529,1382,61175,3430,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,41641,3388,15699,1769,8038,1204,4012,800,4026,954,7661,1189,25942,2198,12910,1598,7131,1325,5779,1109,13032,1630,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,71853,4556,26418,2184,10297,1372,6620,1133,3677,731,16121,1719,45435,2999,17428,1928,11891,1441,5537,1027,28007,2265,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8269,1768,3018,785,1357,564,760,455,597,335,1661,570,5251,1265,2642,852,1641,579,1001,562,2609,836,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,93731,5215,32587,2572,15942,2046,7542,1458,8400,1215,16645,1675,61144,3720,27237,2552,15360,1951,11877,1972,33907,2730,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
