GEO_ID,B13002I_001E,B13002I_001M,B13002I_002E,B13002I_002M,B13002I_003E,B13002I_003M,B13002I_004E,B13002I_004M,B13002I_005E,B13002I_005M,B13002I_006E,B13002I_006M,B13002I_007E,B13002I_007M,NAME,B13002I_001EA,B13002I_001MA,B13002I_002EA,B13002I_002MA,B13002I_003MA,B13002I_003EA,B13002I_004MA,B13002I_004EA,B13002I_005MA,B13002I_005EA,B13002I_006EA,B13002I_006MA,B13002I_007EA,B13002I_007MA,state
0400000US01,45970,1916,3854,1057,3151,1062,703,424,42116,2066,20675,2002,21441,2419,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,12671,803,1030,556,768,454,262,312,11641,875,5714,828,5927,824,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,549326,2087,32533,2926,16145,2389,16388,2322,516793,3434,210506,7113,306287,6909,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,53509,1862,4837,1112,3149,957,1688,593,48672,2088,23743,2139,24929,2409,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4059524,5251,224438,7892,129526,6139,94912,5161,3835086,9772,1573984,16642,2261102,16566,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,297173,2036,21534,2950,10241,1542,11293,2468,275639,3466,123552,4401,152087,4314,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,149903,1273,9588,1963,4180,1160,5408,1453,140315,2250,46976,2934,93339,3053,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22881,408,780,495,384,386,396,295,22101,651,9626,1206,12475,1183,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20032,436,956,622,707,604,249,237,19076,792,6558,1029,12518,1130,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1252099,4362,65983,4529,39596,3477,26387,3085,1186116,6179,516022,10233,670094,10269,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,246751,3710,16923,2609,11679,2100,5244,1278,229828,4205,111638,4585,118190,5361,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,35803,624,2339,765,1097,467,1242,686,33464,979,13196,1351,20268,1452,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,51842,1667,3237,953,2179,739,1058,630,48605,1870,24390,2198,24215,2391,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,577042,2881,32812,3008,19197,2334,13615,2023,544230,4298,236151,5871,308079,6623,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,111031,2527,7664,1431,4350,1025,3314,953,103367,2850,45824,2785,57543,2956,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,43388,1497,3433,783,1978,627,1455,693,39955,1400,18899,1236,21056,1701,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,83545,1739,5148,1010,3336,716,1812,620,78397,2081,37125,2270,41272,2870,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,34931,1490,1146,477,812,459,334,284,33785,1553,14574,1527,19211,1964,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,53556,2132,3624,1178,2038,917,1586,701,49932,2099,21501,2289,28431,2325,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5229,870,485,378,316,332,169,176,4744,906,1434,467,3310,824,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,149068,1786,10431,1970,6017,1524,4414,1199,138637,2729,58862,3619,79775,3874,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,208127,1324,12596,1996,5835,1240,6761,1419,195531,2593,63732,3514,131799,3924,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,120964,1655,7900,1328,4925,1079,2975,755,113064,2036,43880,2291,69184,2448,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,71301,1519,4229,913,1994,551,2235,763,67072,1630,28573,1800,38499,1873,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18611,1658,990,365,743,330,247,176,17621,1689,8983,1301,8638,1445,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,59127,2131,4164,1040,2774,999,1390,628,54963,2380,23745,2284,31218,1979,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8868,774,453,301,379,285,74,99,8415,811,3490,783,4925,761,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,47599,1389,3839,1021,2496,781,1343,528,43760,1658,20207,1674,23553,2190,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,215568,1551,11472,1679,6787,1418,4685,1105,204096,2365,86277,3350,117819,3509,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,11101,757,620,504,184,185,436,464,10481,844,4122,914,6359,978,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
