GEO_ID,B13002I_001E,B13002I_001M,B13002I_002E,B13002I_002M,B13002I_003E,B13002I_003M,B13002I_004E,B13002I_004M,B13002I_005E,B13002I_005M,B13002I_006E,B13002I_006M,B13002I_007E,B13002I_007M,NAME,B13002I_001EA,B13002I_001MA,B13002I_002EA,B13002I_002MA,B13002I_003MA,B13002I_003EA,B13002I_004MA,B13002I_004EA,B13002I_005MA,B13002I_005EA,B13002I_006EA,B13002I_006MA,B13002I_007EA,B13002I_007MA,state
0400000US34,461227,1787,25354,2693,13540,1710,11814,2055,435873,2967,171493,4839,264380,5641,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,247219,1915,13960,2190,6961,1522,6999,1799,233259,2757,93955,4238,139304,3968,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,998548,2663,50873,3278,25049,2427,25824,2984,947675,4517,340792,7025,606883,7587,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,233017,3346,17192,2809,10138,1973,7054,1539,215825,4088,106446,4182,109379,4905,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5756,744,403,276,303,243,100,162,5353,785,2086,520,3267,717,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,100706,2009,6627,1438,3211,1006,3416,1073,94079,2477,37166,2257,56913,2303,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,95263,1469,6383,1036,3779,701,2604,718,88880,1656,42229,2024,46651,2061,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,132025,1709,9336,1984,4374,1384,4962,1403,122689,2475,56734,2996,65955,2899,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,222440,1486,15921,2321,6691,1485,9230,1712,206519,2922,69217,3405,137302,4497,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,41610,790,2389,747,1031,487,1358,600,39221,1180,13966,1571,25255,1599,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,63979,1773,4265,1213,3299,1080,966,536,59714,2024,30670,2545,29044,2656,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,6779,1165,407,253,285,233,122,136,6372,1124,3206,844,3166,999,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,81023,2364,9111,1874,6306,1638,2805,1031,71912,2501,36196,2679,35716,2217,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2733579,4415,184784,7624,110875,6999,73909,4791,2548795,8393,1186687,13675,1362108,12965,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,105566,1634,7983,1798,5354,1295,2629,1075,97583,2362,51352,3040,46231,2957,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3664,596,122,148,122,148,0,147,3542,561,824,382,2718,498,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,203741,3159,14692,2267,10292,1814,4400,1292,189049,3655,87865,3831,101184,4416,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,222868,1640,15757,2261,9587,1891,6170,1472,207111,2702,94107,4057,113004,4539,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,5580,1332,140,160,79,130,61,90,5440,1332,2516,702,2924,1093,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,95365,1395,5812,1016,3158,682,2654,775,89553,1741,37727,2451,51826,2666,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15132,1298,876,390,586,343,290,257,14256,1176,7331,1262,6925,1323,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,854531,3469,35932,3788,14825,2262,21107,2955,818599,5135,256792,7216,561807,8351,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
