GEO_ID,B15011_001E,B15011_001M,B15011_002E,B15011_002M,B15011_003E,B15011_003M,B15011_004E,B15011_004M,B15011_005E,B15011_005M,B15011_006E,B15011_006M,B15011_007E,B15011_007M,B15011_008E,B15011_008M,B15011_009E,B15011_009M,B15011_010E,B15011_010M,B15011_011E,B15011_011M,B15011_012E,B15011_012M,B15011_013E,B15011_013M,B15011_014E,B15011_014M,B15011_015E,B15011_015M,B15011_016E,B15011_016M,B15011_017E,B15011_017M,B15011_018E,B15011_018M,B15011_019E,B15011_019M,B15011_020E,B15011_020M,B15011_021E,B15011_021M,B15011_022E,B15011_022M,B15011_023E,B15011_023M,B15011_024E,B15011_024M,B15011_025E,B15011_025M,B15011_026E,B15011_026M,B15011_027E,B15011_027M,B15011_028E,B15011_028M,B15011_029E,B15011_029M,B15011_030E,B15011_030M,B15011_031E,B15011_031M,B15011_032E,B15011_032M,B15011_033E,B15011_033M,B15011_034E,B15011_034M,B15011_035E,B15011_035M,B15011_036E,B15011_036M,B15011_037E,B15011_037M,B15011_038E,B15011_038M,B15011_039E,B15011_039M,NAME,B15011_001EA,B15011_001MA,B15011_002MA,B15011_002EA,B15011_003MA,B15011_003EA,B15011_004MA,B15011_004EA,B15011_005MA,B15011_005EA,B15011_006EA,B15011_006MA,B15011_007MA,B15011_007EA,B15011_008MA,B15011_008EA,B15011_009EA,B15011_009MA,B15011_010MA,B15011_010EA,B15011_011MA,B15011_011EA,B15011_012EA,B15011_012MA,B15011_013MA,B15011_013EA,B15011_014MA,B15011_014EA,B15011_015MA,B15011_015EA,B15011_016EA,B15011_016MA,B15011_017EA,B15011_017MA,B15011_018MA,B15011_018EA,B15011_019MA,B15011_019EA,B15011_020EA,B15011_020MA,B15011_021EA,B15011_021MA,B15011_022MA,B15011_022EA,B15011_023EA,B15011_023MA,B15011_024MA,B15011_024EA,B15011_025MA,B15011_025EA,B15011_026EA,B15011_026MA,B15011_027EA,B15011_027MA,B15011_028EA,B15011_028MA,B15011_029MA,B15011_029EA,B15011_030EA,B15011_030MA,B15011_031EA,B15011_031MA,B15011_032EA,B15011_032MA,B15011_033MA,B15011_033EA,B15011_034EA,B15011_034MA,B15011_035EA,B15011_035MA,B15011_036MA,B15011_036EA,B15011_037EA,B15011_037MA,B15011_038EA,B15011_038MA,B15011_039EA,B15011_039MA,state
0400000US01,764407,13255,355646,7954,97943,3950,37450,3039,6146,1261,29720,2670,7093,1509,17534,2276,178418,5339,72655,4302,12207,1788,50101,3301,12227,1673,31228,2543,79285,3297,33119,2451,5063,928,20151,2119,8889,1449,12063,1458,408761,9517,132472,4849,30741,2731,19124,2686,29631,2838,21615,2266,31361,2725,213423,6263,40563,3522,29929,2672,49552,3088,50379,3103,43000,3643,62866,2514,9379,1285,8020,1473,6458,1127,26038,1934,12971,1330,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,130264,5047,60522,3208,18998,2041,9311,1707,876,521,3112,946,884,489,4815,981,29879,2085,14654,1516,1770,652,5834,979,2276,559,5345,995,11645,1352,5899,1066,509,276,2140,666,1790,630,1307,413,69742,3189,22985,1948,6577,1054,3068,781,3327,863,2718,828,7295,1347,37172,2290,9882,1486,5219,1122,5735,1224,7241,1110,9095,1415,9585,1240,1672,557,834,346,551,355,4445,878,2083,623,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1222292,14027,607301,8404,159809,5848,66185,4188,10005,1631,40231,3268,6321,1471,37067,3297,279453,5936,116317,4757,16840,2027,73172,3944,21316,2172,51808,3035,168039,3554,71365,3235,9086,1150,42630,3005,17932,1645,27026,1902,614991,10756,195724,6089,53690,3573,23304,2685,34768,3075,30785,2815,53177,3415,295363,7578,67490,3442,41418,2759,58858,3600,58992,3662,68605,3964,123904,4083,21374,1882,16462,1812,11317,1643,46108,2869,28643,2158,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,420958,10645,198132,6329,58818,4049,24276,2525,3432,833,14361,2742,3440,986,13309,2308,92821,3961,35252,2583,5872,1240,26186,2022,8678,1419,16833,2002,46493,2563,18060,1913,1947,591,12378,1573,8108,1109,6000,992,222826,6715,77612,3976,17506,2447,12415,2121,15018,2075,14352,1933,18321,1954,109614,4900,18252,2329,17437,2206,19055,1751,35532,2581,19338,2121,35600,2277,4493,804,4291,948,2076,575,17972,1653,6768,1070,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8136670,41097,4005921,23119,1289654,14915,646580,10903,60255,4105,233477,7912,21298,2343,328044,10655,1924617,15732,957937,12520,104788,4944,409412,9472,61284,3492,391196,9117,791650,8692,388828,7104,41159,3069,157346,5855,53080,3329,151237,5124,4130749,24907,1497164,13117,558027,9168,136347,4881,247422,7599,81436,5293,473932,11047,1953747,19312,614332,11226,226926,6203,370993,9294,172149,6170,569347,10312,679838,11051,148278,4803,80216,4201,67584,4055,182084,5667,201676,5809,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1374212,13755,668462,10202,206479,6215,93610,4360,8181,1366,45573,3339,6839,1390,52276,3030,333042,7111,161053,5224,15736,1653,77275,3727,14560,1780,64418,3680,128941,3169,67339,3108,6622,1004,23500,1746,12334,1691,19146,1966,705750,8385,254521,6301,88421,4386,25512,2732,45383,3822,21091,2585,74114,4108,349205,6464,106568,5011,40387,2627,64037,3592,48113,2939,90100,5214,102024,2908,22386,1866,12166,1305,7438,1080,34472,2077,25562,1979,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,940114,11310,446984,7298,118618,4150,57378,3674,4741,872,26519,2447,3015,925,26965,2580,238721,6268,103138,4372,12217,1898,61678,3436,11229,1568,50459,3218,89645,3050,42947,2668,3058,737,19186,1753,8283,1108,16171,1622,493130,7757,152280,4849,53276,3205,19319,2262,25153,2314,16352,2276,38180,3050,261511,5952,72674,3565,32889,2403,49576,3233,38876,2565,67496,3613,79339,2880,16981,1646,9157,1116,4910,988,24887,1904,23404,1830,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,195881,6561,90028,3748,24702,1991,12455,1587,790,346,5936,1032,876,512,4645,996,43908,2730,19136,2020,1729,490,11332,1631,2495,671,9216,1525,21418,1535,11197,1158,733,311,4042,879,2412,707,3034,822,105853,4328,35231,2527,12393,1677,4099,973,7528,1766,4534,1041,6677,1302,52500,3022,13535,1886,6762,1202,12307,1460,9206,1189,10690,1198,18122,1723,3829,850,2163,598,2046,549,6569,1206,3515,658,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,254672,4652,119050,2985,61500,2317,34706,2494,1015,397,8888,1637,752,387,16139,1741,44479,2341,20948,1799,1689,586,8066,1148,1186,498,12590,1657,13071,1222,6970,1096,249,127,1162,457,820,386,3870,639,135622,3013,77136,2321,35189,2453,4753,1208,9706,1469,2115,744,25373,1949,42359,1926,16094,1678,3350,1012,7345,1287,2951,649,12619,1305,16127,1312,5159,938,1022,444,1101,486,3564,884,5281,846,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3830504,29450,1884260,20899,456106,10821,182756,7098,26054,2898,130955,6680,15853,2679,100488,5521,878359,12814,356536,9693,55293,3475,260021,7873,51948,4385,154561,5802,549795,9651,220590,6243,30194,2693,158125,5647,57314,3365,83572,4516,1946244,19002,579567,10919,161845,7361,79773,5260,131011,7281,70431,4638,136507,6233,945096,14345,217452,6891,136047,6064,217934,7833,186087,7014,187576,7458,421581,9215,65269,3955,57732,3883,38819,3232,168579,6140,91182,4411,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
