GEO_ID,B20005H_001E,B20005H_001M,B20005H_002E,B20005H_002M,B20005H_003E,B20005H_003M,B20005H_004E,B20005H_004M,B20005H_005E,B20005H_005M,B20005H_006E,B20005H_006M,B20005H_007E,B20005H_007M,B20005H_008E,B20005H_008M,B20005H_009E,B20005H_009M,B20005H_010E,B20005H_010M,B20005H_011E,B20005H_011M,B20005H_012E,B20005H_012M,B20005H_013E,B20005H_013M,B20005H_014E,B20005H_014M,B20005H_015E,B20005H_015M,B20005H_016E,B20005H_016M,B20005H_017E,B20005H_017M,B20005H_018E,B20005H_018M,B20005H_019E,B20005H_019M,B20005H_020E,B20005H_020M,B20005H_021E,B20005H_021M,B20005H_022E,B20005H_022M,B20005H_023E,B20005H_023M,B20005H_024E,B20005H_024M,B20005H_025E,B20005H_025M,B20005H_026E,B20005H_026M,B20005H_027E,B20005H_027M,B20005H_028E,B20005H_028M,B20005H_029E,B20005H_029M,B20005H_030E,B20005H_030M,B20005H_031E,B20005H_031M,B20005H_032E,B20005H_032M,B20005H_033E,B20005H_033M,B20005H_034E,B20005H_034M,B20005H_035E,B20005H_035M,B20005H_036E,B20005H_036M,B20005H_037E,B20005H_037M,B20005H_038E,B20005H_038M,B20005H_039E,B20005H_039M,B20005H_040E,B20005H_040M,B20005H_041E,B20005H_041M,B20005H_042E,B20005H_042M,B20005H_043E,B20005H_043M,B20005H_044E,B20005H_044M,B20005H_045E,B20005H_045M,B20005H_046E,B20005H_046M,B20005H_047E,B20005H_047M,B20005H_048E,B20005H_048M,B20005H_049E,B20005H_049M,B20005H_050E,B20005H_050M,B20005H_051E,B20005H_051M,B20005H_052E,B20005H_052M,B20005H_053E,B20005H_053M,B20005H_054E,B20005H_054M,B20005H_055E,B20005H_055M,B20005H_056E,B20005H_056M,B20005H_057E,B20005H_057M,B20005H_058E,B20005H_058M,B20005H_059E,B20005H_059M,B20005H_060E,B20005H_060M,B20005H_061E,B20005H_061M,B20005H_062E,B20005H_062M,B20005H_063E,B20005H_063M,B20005H_064E,B20005H_064M,B20005H_065E,B20005H_065M,B20005H_066E,B20005H_066M,B20005H_067E,B20005H_067M,B20005H_068E,B20005H_068M,B20005H_069E,B20005H_069M,B20005H_070E,B20005H_070M,B20005H_071E,B20005H_071M,B20005H_072E,B20005H_072M,B20005H_073E,B20005H_073M,B20005H_074E,B20005H_074M,B20005H_075E,B20005H_075M,B20005H_076E,B20005H_076M,B20005H_077E,B20005H_077M,B20005H_078E,B20005H_078M,B20005H_079E,B20005H_079M,B20005H_080E,B20005H_080M,B20005H_081E,B20005H_081M,B20005H_082E,B20005H_082M,B20005H_083E,B20005H_083M,B20005H_084E,B20005H_084M,B20005H_085E,B20005H_085M,B20005H_086E,B20005H_086M,B20005H_087E,B20005H_087M,B20005H_088E,B20005H_088M,B20005H_089E,B20005H_089M,B20005H_090E,B20005H_090M,B20005H_091E,B20005H_091M,B20005H_092E,B20005H_092M,B20005H_093E,B20005H_093M,B20005H_094E,B20005H_094M,B20005H_095E,B20005H_095M,NAME,B20005H_001MA,B20005H_001EA,B20005H_002MA,B20005H_002EA,B20005H_003EA,B20005H_003MA,B20005H_004MA,B20005H_004EA,B20005H_005EA,B20005H_005MA,B20005H_006MA,B20005H_006EA,B20005H_007MA,B20005H_007EA,B20005H_008MA,B20005H_008EA,B20005H_009EA,B20005H_009MA,B20005H_010EA,B20005H_010MA,B20005H_011EA,B20005H_011MA,B20005H_012MA,B20005H_012EA,B20005H_013MA,B20005H_013EA,B20005H_014EA,B20005H_014MA,B20005H_015MA,B20005H_015EA,B20005H_016EA,B20005H_016MA,B20005H_017MA,B20005H_017EA,B20005H_018MA,B20005H_018EA,B20005H_019MA,B20005H_019EA,B20005H_020EA,B20005H_020MA,B20005H_021EA,B20005H_021MA,B20005H_022EA,B20005H_022MA,B20005H_023MA,B20005H_023EA,B20005H_024MA,B20005H_024EA,B20005H_025EA,B20005H_025MA,B20005H_026MA,B20005H_026EA,B20005H_027EA,B20005H_027MA,B20005H_028MA,B20005H_028EA,B20005H_029EA,B20005H_029MA,B20005H_030EA,B20005H_030MA,B20005H_031EA,B20005H_031MA,B20005H_032EA,B20005H_032MA,B20005H_033EA,B20005H_033MA,B20005H_034EA,B20005H_034MA,B20005H_035MA,B20005H_035EA,B20005H_036EA,B20005H_036MA,B20005H_037MA,B20005H_037EA,B20005H_038EA,B20005H_038MA,B20005H_039EA,B20005H_039MA,B20005H_040EA,B20005H_040MA,B20005H_041EA,B20005H_041MA,B20005H_042EA,B20005H_042MA,B20005H_043EA,B20005H_043MA,B20005H_044EA,B20005H_044MA,B20005H_045EA,B20005H_045MA,B20005H_046MA,B20005H_046EA,B20005H_047EA,B20005H_047MA,B20005H_048MA,B20005H_048EA,B20005H_049EA,B20005H_049MA,B20005H_050MA,B20005H_050EA,B20005H_051MA,B20005H_051EA,B20005H_052MA,B20005H_052EA,B20005H_053EA,B20005H_053MA,B20005H_054MA,B20005H_054EA,B20005H_055EA,B20005H_055MA,B20005H_056MA,B20005H_056EA,B20005H_057MA,B20005H_057EA,B20005H_058EA,B20005H_058MA,B20005H_059MA,B20005H_059EA,B20005H_060EA,B20005H_060MA,B20005H_061MA,B20005H_061EA,B20005H_062MA,B20005H_062EA,B20005H_063MA,B20005H_063EA,B20005H_064EA,B20005H_064MA,B20005H_065EA,B20005H_065MA,B20005H_066EA,B20005H_066MA,B20005H_067MA,B20005H_067EA,B20005H_068MA,B20005H_068EA,B20005H_069EA,B20005H_069MA,B20005H_070MA,B20005H_070EA,B20005H_071EA,B20005H_071MA,B20005H_072MA,B20005H_072EA,B20005H_073MA,B20005H_073EA,B20005H_074MA,B20005H_074EA,B20005H_075EA,B20005H_075MA,B20005H_076EA,B20005H_076MA,B20005H_077EA,B20005H_077MA,B20005H_078MA,B20005H_078EA,B20005H_079MA,B20005H_079EA,B20005H_080EA,B20005H_080MA,B20005H_081MA,B20005H_081EA,B20005H_082EA,B20005H_082MA,B20005H_083MA,B20005H_083EA,B20005H_084EA,B20005H_084MA,B20005H_085EA,B20005H_085MA,B20005H_086EA,B20005H_086MA,B20005H_087EA,B20005H_087MA,B20005H_088EA,B20005H_088MA,B20005H_089EA,B20005H_089MA,B20005H_090MA,B20005H_090EA,B20005H_091EA,B20005H_091MA,B20005H_092MA,B20005H_092EA,B20005H_093EA,B20005H_093MA,B20005H_094EA,B20005H_094MA,B20005H_095EA,B20005H_095MA,state
0400000US01,2637664,2520,1277125,1908,616121,8980,112,106,616009,8974,2170,627,913,439,3159,943,4189,1126,8347,1503,5847,1439,12358,2094,11975,1720,32591,3139,14741,2376,42701,4533,50350,4079,41810,3427,45352,3142,35441,3120,45431,3317,56680,4068,38176,2950,71787,3941,91991,4237,661004,9398,422663,6703,238341,7671,42833,3739,26864,3323,26097,2699,16853,2026,27109,2938,10646,1493,13507,1949,6183,1198,11355,1601,4821,1183,9299,1616,8589,1325,3876,708,4601,1215,3400,952,3973,927,4220,1133,2711,763,5724,1056,5680,1055,1360539,1824,414747,6986,168,158,414579,6966,227,131,1027,477,4026,845,3648,1035,9527,1371,10069,1755,20766,2246,18001,2411,30926,3207,18028,2341,41799,3502,41903,2999,35684,2790,35084,3056,26535,2467,25845,2291,29200,2782,22392,2401,21497,2093,18395,1913,945792,7255,637797,7755,307995,6604,59469,3568,38749,3174,37707,2843,25332,2410,34077,2546,18320,1772,17910,1859,8538,1400,17224,2463,6173,1228,7957,1101,8049,1463,5739,1068,5013,1123,5224,1139,3994,859,3118,851,1465,464,2829,780,1108,501,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,372014,1008,199666,772,109916,3404,12,22,109904,3406,211,178,78,89,297,204,18,34,1382,824,248,198,2104,1036,875,492,3490,898,2005,682,4882,1225,5281,881,5246,1335,5594,1090,5475,1065,6381,1152,13877,2202,11515,1615,18017,2159,22928,1840,89750,3392,36467,2267,53283,3106,5843,1133,4077,1013,4152,819,2319,668,3113,941,1038,468,2377,735,1584,610,1675,621,1165,441,2865,1159,3416,965,1275,602,1837,622,872,337,1540,647,2559,892,3173,937,3149,766,5254,994,172348,824,69002,3187,0,145,69002,3187,8,16,42,56,569,282,766,366,472,259,185,142,2150,826,416,279,1963,597,831,418,4311,1232,4892,1011,6068,1146,5258,909,4926,991,4573,783,9018,1516,6520,1072,8897,1079,7137,1222,103346,3275,50177,2689,53169,2748,6452,1201,5225,1036,4512,888,3703,1119,4060,1068,1852,621,3798,1071,1630,535,4040,926,990,385,3738,1002,2500,633,1331,497,1069,353,1530,595,1760,613,1282,490,1584,536,1502,583,611,284,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3200575,2631,1571043,1923,684936,8575,216,184,684720,8547,2253,803,947,398,3851,1158,3031,958,9035,1686,8262,1902,14561,2363,11859,1804,27563,2925,15560,1818,38463,3266,45098,3447,46931,3924,47292,3741,36776,3126,48917,3809,63959,3762,48307,3304,81918,4152,130137,5206,886107,8588,566078,8061,320029,7945,51573,3573,33520,2561,32286,2980,19704,2458,30480,2879,12823,1737,18723,2263,8798,1522,16012,2258,6163,1361,15480,1927,12433,1649,9223,1531,8535,1420,5251,1142,7191,1234,7989,1404,4795,1236,7995,1327,11055,1431,1629532,1853,503153,9835,113,138,503040,9833,926,428,1562,799,3505,942,3465,974,9895,1735,6242,1059,14096,2583,10893,1823,22919,2305,16171,2179,39380,3335,54435,3187,47180,3653,46178,3250,31723,3007,31838,3008,43024,3571,33251,2815,45369,3175,40988,2575,1126379,10280,735141,9323,391238,8562,65769,3861,42813,3098,45856,3724,29472,2889,38741,3233,18741,2463,25936,2680,12080,1533,15621,2026,6714,1281,18041,2173,15299,2021,11625,1752,11337,1749,5326,1095,7446,1328,6384,1278,4610,962,4926,867,4501,1188,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777784,2295,864079,1859,405968,6619,0,190,405968,6619,765,399,327,230,1561,502,2689,840,7939,2013,8300,2037,10223,1591,7730,1362,23765,2548,13657,1664,33987,3268,37696,2721,32574,2808,30324,2713,23782,2329,31121,2822,35322,2725,22720,2098,37498,2918,43988,2826,458111,6963,294279,5439,163832,5218,30448,3114,20671,2381,15820,1705,11305,1628,17115,2026,7912,1342,9168,1503,3880,947,6931,1610,2960,792,5266,1284,6026,1294,4365,1233,4022,1141,3426,951,3214,1023,2604,702,1964,656,2689,715,4046,1025,913705,1583,290611,7082,109,133,290502,7081,788,437,698,353,1773,601,4084,1139,10031,1559,8204,1367,16481,2141,14769,2296,22902,2531,13927,1888,31509,2729,29372,2748,24546,2511,24071,2351,14963,1685,16114,2323,20382,2310,12016,1739,13768,1537,10104,1814,623094,7245,417108,7050,205986,6707,41273,3418,28407,2406,24307,2507,15863,2092,20592,2449,11039,1901,12602,1883,5186,1308,6963,1147,4138,1198,8794,1461,6605,1436,4850,1234,3413,925,3764,1140,3073,996,2244,711,1305,496,585,317,983,380,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12752796,6588,6332190,4096,2919631,18736,403,247,2919228,18714,8477,1446,4744,1170,16048,1827,11885,1568,35738,3066,17390,2302,42752,3924,31986,2823,77129,4576,46111,3723,111740,5534,131108,4925,115432,5792,144349,5916,127875,6969,175518,7051,238246,7587,216735,7521,419145,9178,946820,13565,3412559,19154,1990100,15620,1422459,15490,194456,6842,122290,5728,126542,5186,79016,4359,116224,5403,52331,3930,74762,4689,41802,3572,74292,4152,31106,2887,66103,4925,62893,3921,44591,3287,42189,3126,26482,2068,38836,2923,41227,2766,31877,2462,61307,3318,94133,4419,6420606,4531,1948395,18292,349,236,1948046,18325,5821,1360,3892,901,12356,2038,9361,1586,34302,2947,18460,2276,33672,3128,29554,3152,68344,4548,46069,3461,96835,4278,122745,5417,115592,5558,138827,6714,110089,5375,131798,7073,186130,5158,160993,5335,278282,7669,344924,8912,4472211,19162,2729881,18976,1742330,18740,246068,7241,159043,5086,165686,5316,109785,5404,164799,5853,70746,4143,99319,5044,51101,3448,92199,4999,43085,3307,81401,4183,80877,4438,49191,3114,53539,3774,32507,2697,38220,3237,49222,2887,40427,2516,62921,3888,52194,3487,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3058136,2735,1521973,1986,816344,9228,103,117,816241,9199,1592,650,1573,550,5005,993,3938,1238,13399,1810,4763,1374,12774,1924,10902,1681,25937,2534,16601,2054,37569,3479,52653,4128,48172,3653,55723,3816,45629,3064,51333,3016,80043,4582,64123,3891,110479,4169,174033,5477,705629,9432,350918,7409,354711,7977,58915,3634,38045,2958,34962,2685,20131,2064,27468,2780,13578,1884,19869,2456,10822,1889,18454,2053,7434,1207,17214,1962,15933,2095,9674,1670,8596,1434,6649,1376,8097,1552,8859,1406,6033,1065,8749,1458,15229,1940,1536163,2108,570780,8274,357,380,570423,8291,809,455,1972,632,3933,1023,2825,675,11302,1639,6583,1353,13262,1658,13045,1599,24169,1989,15338,1906,34989,2490,49409,3385,48113,3510,53225,3770,39733,3013,41166,2619,54859,3411,42141,3516,57501,3491,56049,3790,965383,8709,511969,6987,453414,9007,75388,4179,50410,4063,44796,3217,31398,2874,42004,3462,18793,2255,29244,2428,14743,1789,22448,2063,12267,1850,22229,2183,21419,2266,13648,1452,12230,1635,6638,1291,8195,1480,8915,1171,5493,911,6803,1369,6353,1020,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2081711,2838,1003020,1518,512695,7461,91,107,512604,7454,764,402,424,261,2178,666,1448,626,3509,742,1698,550,3419,769,3401,888,10219,1636,5711,1476,16462,1832,19885,2546,21383,2738,38183,2755,24172,2610,37739,2759,49941,3183,42873,3008,78213,4489,150982,4805,490325,7517,262823,4976,227502,6019,36267,2510,24224,2239,20695,2060,17644,1996,17476,2213,7409,1341,14099,2082,5737,1088,10525,1468,3725,837,9629,1520,9512,1628,7393,1176,5463,994,3304,774,5756,1057,5465,1045,4069,767,7674,1246,11436,1334,1078691,1942,374535,6105,65,105,374470,6096,472,305,481,338,2202,820,1254,602,3989,915,2448,867,6367,1609,4629,1141,9406,1296,5266,1066,18925,2005,27559,2592,23945,2491,30016,2772,22640,2219,29886,2620,38781,2816,34195,2454,56529,3093,55480,3354,704156,6705,388503,5921,315653,6462,51111,3000,32825,2543,30591,2530,16519,1826,26283,2419,10879,1402,19559,2166,11066,1471,17329,1931,6359,1350,16335,1841,13625,1717,9119,1626,9337,1369,7613,1344,7820,1151,7482,1080,6792,1237,9687,1229,5322,847,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,502623,1213,240680,929,114382,3027,0,185,114382,3027,159,166,62,103,443,343,454,293,2324,913,545,324,1554,554,1895,688,2777,787,2571,906,7212,1499,7127,1540,8039,1607,6882,1406,6621,1086,9914,1471,11859,1584,8109,1322,14472,1633,21363,1895,126298,3120,76080,3241,50218,2722,8062,1104,5684,944,5781,900,4329,1065,4812,1114,2010,611,1928,515,1235,605,2600,766,868,475,1949,706,1335,513,1227,529,988,395,929,446,886,381,1658,539,957,350,688,319,2292,760,261943,748,92630,3632,42,68,92588,3630,87,103,7,11,309,190,452,245,1011,427,1421,751,2352,908,1620,586,4093,982,2588,814,7790,1272,9085,1420,8193,1447,6529,1114,7242,1352,5760,1150,9083,1479,6567,970,10132,1727,8267,1227,169313,3650,103028,3046,66285,3459,11039,1818,9223,1351,5247,1107,4445,1060,8282,1749,3194,870,3334,954,2115,651,3309,976,1086,392,1782,662,2754,725,2063,780,1978,675,1092,526,670,326,1451,507,727,330,1303,682,1191,471,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,212830,405,105965,248,69821,2386,0,198,69821,2386,25,43,0,198,308,237,107,132,388,331,74,89,197,262,176,266,1195,599,404,364,682,384,2058,846,2092,592,3590,1114,2253,998,2092,721,6919,1340,5225,1227,11212,1443,30824,1823,36144,2367,14675,1328,21469,2036,3318,845,2330,592,1275,533,772,399,773,412,251,176,779,458,273,234,961,416,170,167,703,400,1927,785,964,497,1219,679,367,297,1228,598,844,425,768,363,653,353,1894,751,106865,279,58876,2097,0,198,58876,2097,97,158,0,198,52,79,133,129,437,310,194,196,124,129,31,54,432,251,263,365,683,332,3208,1133,1749,567,2876,850,2832,981,2926,727,6348,1029,4848,902,11120,1345,20523,1789,47989,2041,19964,1682,28025,1792,5408,1076,3408,725,1629,561,931,499,1150,454,879,457,1388,576,328,280,1638,632,444,291,1116,472,1639,706,1182,675,1052,339,361,241,850,572,891,357,719,377,860,387,2152,811,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9515162,7958,4629405,4797,1944507,17529,468,257,1944039,17487,2937,934,3454,1128,13063,2334,11363,2027,31059,3072,16439,2263,46849,4180,44555,3874,94325,5972,50071,3439,130523,6520,152643,7134,134842,6724,146105,7014,102503,6345,137661,6266,172151,6672,123479,6279,199162,7514,330855,8471,2684898,17532,1794687,16213,890211,14723,121586,5368,94135,6442,100483,5604,64380,4780,98691,5940,35856,2827,59742,4699,28049,2815,45093,4261,17568,2056,35406,3024,31414,3291,24312,2788,22525,2162,13826,1924,16134,2000,17186,2730,12221,1912,16643,1798,34961,3194,4885757,5093,1469240,16474,202,120,1469038,16467,1468,506,1632,533,10185,1719,10638,1893,28301,2747,24806,2828,48963,4148,44259,3690,81974,5268,52496,3851,138517,5872,162306,7632,133853,7181,133466,7550,93096,5360,98787,5444,114708,6159,80568,4616,109866,4938,99149,5378,3416517,15225,2349644,15214,1066873,14548,150666,6195,116841,5850,114354,4747,88119,4534,118343,5962,57169,3715,75225,4918,37443,3276,55579,4138,21573,2294,53285,4011,43571,3746,26050,2661,28051,2586,14509,2087,16701,2042,16470,1948,11978,1613,11264,1593,9682,1217,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
