GEO_ID,B07410_001E,B07410_001M,B07410_002E,B07410_002M,B07410_003E,B07410_003M,B07410_004E,B07410_004M,B07410_005E,B07410_005M,B07410_006E,B07410_006M,B07410_007E,B07410_007M,B07410_008E,B07410_008M,B07410_009E,B07410_009M,B07410_010E,B07410_010M,B07410_011E,B07410_011M,B07410_012E,B07410_012M,B07410_013E,B07410_013M,B07410_014E,B07410_014M,B07410_015E,B07410_015M,B07410_016E,B07410_016M,B07410_017E,B07410_017M,B07410_018E,B07410_018M,B07410_019E,B07410_019M,B07410_020E,B07410_020M,B07410_021E,B07410_021M,B07410_022E,B07410_022M,B07410_023E,B07410_023M,B07410_024E,B07410_024M,B07410_025E,B07410_025M,B07410_026E,B07410_026M,B07410_027E,B07410_027M,B07410_028E,B07410_028M,B07410_029E,B07410_029M,B07410_030E,B07410_030M,B07410_031E,B07410_031M,B07410_032E,B07410_032M,B07410_033E,B07410_033M,B07410_034E,B07410_034M,B07410_035E,B07410_035M,B07410_036E,B07410_036M,B07410_037E,B07410_037M,B07410_038E,B07410_038M,B07410_039E,B07410_039M,B07410_040E,B07410_040M,B07410_041E,B07410_041M,B07410_042E,B07410_042M,B07410_043E,B07410_043M,B07410_044E,B07410_044M,B07410_045E,B07410_045M,B07410_046E,B07410_046M,B07410_047E,B07410_047M,B07410_048E,B07410_048M,B07410_049E,B07410_049M,B07410_050E,B07410_050M,B07410_051E,B07410_051M,B07410_052E,B07410_052M,B07410_053E,B07410_053M,B07410_054E,B07410_054M,B07410_055E,B07410_055M,NAME,B07410_001MA,B07410_001EA,B07410_002MA,B07410_002EA,B07410_003EA,B07410_003MA,B07410_004MA,B07410_004EA,B07410_005MA,B07410_005EA,B07410_006MA,B07410_006EA,B07410_007EA,B07410_007MA,B07410_008EA,B07410_008MA,B07410_009MA,B07410_009EA,B07410_010MA,B07410_010EA,B07410_011MA,B07410_011EA,B07410_012MA,B07410_012EA,B07410_013EA,B07410_013MA,B07410_014EA,B07410_014MA,B07410_015MA,B07410_015EA,B07410_016MA,B07410_016EA,B07410_017EA,B07410_017MA,B07410_018EA,B07410_018MA,B07410_019EA,B07410_019MA,B07410_020MA,B07410_020EA,B07410_021MA,B07410_021EA,B07410_022MA,B07410_022EA,B07410_023EA,B07410_023MA,B07410_024EA,B07410_024MA,B07410_025EA,B07410_025MA,B07410_026MA,B07410_026EA,B07410_027EA,B07410_027MA,B07410_028EA,B07410_028MA,B07410_029EA,B07410_029MA,B07410_030EA,B07410_030MA,B07410_031MA,B07410_031EA,B07410_032MA,B07410_032EA,B07410_033MA,B07410_033EA,B07410_034MA,B07410_034EA,B07410_035MA,B07410_035EA,B07410_036EA,B07410_036MA,B07410_037MA,B07410_037EA,B07410_038MA,B07410_038EA,B07410_039MA,B07410_039EA,B07410_040MA,B07410_040EA,B07410_041MA,B07410_041EA,B07410_042EA,B07410_042MA,B07410_043MA,B07410_043EA,B07410_044MA,B07410_044EA,B07410_045MA,B07410_045EA,B07410_046MA,B07410_046EA,B07410_047EA,B07410_047MA,B07410_048MA,B07410_048EA,B07410_049MA,B07410_049EA,B07410_050MA,B07410_050EA,B07410_051MA,B07410_051EA,B07410_052EA,B07410_052MA,B07410_053MA,B07410_053EA,B07410_054MA,B07410_054EA,B07410_055MA,B07410_055EA,state
0400000US01,3924158,11401,586319,10781,3337839,14998,760444,11639,411918,9610,616215,10403,430414,10613,434600,11864,268718,8741,102316,5022,313214,8555,3371431,17208,497746,10240,2873685,17795,620071,12045,349711,8518,530489,9817,371285,9675,381298,10712,241060,8164,92561,4930,287210,8132,330058,12092,48757,3700,281301,10602,81581,5815,40095,4237,55847,3981,37658,3362,31479,3410,15981,2265,5921,1157,12739,1843,129052,8034,25186,3062,103866,6488,37634,3022,11301,1828,17589,2550,11676,1789,12871,2253,5700,1426,1518,607,5577,1176,93617,7286,14630,2870,78987,5702,21158,2194,10811,1690,12290,1829,9795,1650,8952,1802,5977,1747,2316,947,7688,1810,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,621377,7617,36777,4058,584600,6812,125412,4760,44429,3021,80491,4824,63270,4022,77187,4123,64912,3876,31572,2982,97327,3966,466074,5731,19829,2670,446245,5719,97198,3929,31721,2633,55863,3264,44773,2927,57196,3825,51062,3285,26188,2546,82244,3269,63692,5252,3759,1110,59933,5013,12038,1933,5401,1253,8835,1946,9330,1512,8492,1442,5865,1370,2837,876,7135,1383,15035,2383,1353,663,13682,2203,2898,736,1388,594,2316,682,1239,497,2180,940,1259,549,839,420,1563,598,76576,7567,11836,2248,64740,6549,13278,2796,5919,1313,13477,2201,7928,1939,9319,1892,6726,1671,1708,952,6385,1751,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5302477,14081,863420,14021,4439057,19249,888185,12051,483629,11704,771680,14725,594358,13835,639634,13930,390576,10236,152691,6510,518304,9792,4411248,21468,716978,12217,3694270,22829,703429,10295,395626,10429,640694,12788,492765,11981,541453,12924,330476,9322,133556,5756,456271,9906,619652,17155,101169,7006,518483,14502,117438,7103,60065,4743,95903,6953,77701,5036,72434,5278,42659,3767,12294,1627,39989,3622,101406,8237,20005,3130,81401,6726,27218,3333,10908,1859,13007,2094,6335,1352,8213,1783,6762,1194,2153,948,6805,1463,170171,9455,25268,2888,144903,8155,40100,3576,17030,2081,22076,2435,17557,2765,17534,2508,10679,1984,4688,1245,15239,2095,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2365292,8381,333022,8768,2032270,11618,439246,9900,267216,7831,401654,10234,273399,8256,274642,9341,164059,6731,55112,3446,156942,5843,2019198,14014,281946,9496,1737252,14057,352997,8287,223744,7041,337287,8877,240177,7544,242167,8644,146799,6519,50020,3239,144061,5225,207221,9798,25993,2667,181228,8916,49872,4296,27559,3056,42858,3942,20109,2992,19542,2816,11053,2109,2742,986,7493,1478,87250,5460,17875,2346,69375,4544,24508,2688,10332,1765,12504,1907,7539,1430,7603,1491,3705,1215,626,336,2558,795,51623,4732,7208,1557,44415,4325,11869,1563,5581,1349,9005,1677,5574,1445,5330,1189,2502,813,1724,807,2830,828,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31006074,21474,5428722,34597,25577352,36191,4962107,32822,2913647,26128,4164199,33788,2874136,26399,3064931,28260,2210077,21267,1012109,12486,4376146,25093,26765172,40923,4689757,32008,22075415,47899,4145039,32354,2507912,24944,3584808,31227,2477734,26006,2657892,27158,1928380,21002,890609,11228,3883041,23701,2819369,38163,469424,13628,2349945,33151,498501,12250,287911,9999,404932,10776,275729,10175,280895,9745,190108,7935,85889,5146,325980,10547,918778,21119,190779,7613,727999,17587,202788,7568,74803,4875,106847,5996,75224,5035,79151,4881,57531,4304,22812,2480,108843,5011,502755,16565,78762,5469,423993,13978,115779,5042,43021,3776,67612,4287,45449,3988,46993,4031,34058,3261,12799,1968,58282,4286,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4238042,13963,462651,9721,3775391,15193,695042,11666,333549,10249,568256,12268,472541,10159,564244,11145,376637,8456,171024,5484,594098,9334,3467774,20150,381849,9576,3085925,18825,537475,9926,266909,8943,453476,11239,378447,8197,464389,9838,320015,8025,145023,5592,520191,8732,400328,11564,38431,3262,361897,10565,78863,5200,37617,3851,61226,4738,48938,3765,53342,4359,31320,3315,13259,2092,37332,3363,227007,10056,23900,2912,203107,8777,47103,3591,17361,1914,36065,2769,28130,3218,32025,3120,15680,1859,7042,1270,19701,2352,142933,8132,18471,2478,124462,7179,31601,2972,11662,1625,17489,2220,17026,2085,14488,2184,9622,1625,5700,1477,16874,2377,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2960295,7701,343702,9008,2616593,11264,459778,10016,214116,7246,378870,8341,289652,8910,348152,9245,269511,7686,131535,4974,524979,10083,2600817,11297,296716,8996,2304101,12195,383052,9259,184889,6513,328715,7787,254873,8461,310933,8871,243033,7417,116215,4769,482391,9294,219687,9398,28703,3164,190984,8197,39482,3111,17577,2234,33653,3253,24545,2643,23409,2429,16385,2381,9855,1599,26078,2651,55010,4336,7927,1217,47083,3956,14874,2263,4541,964,6095,1109,5330,1430,5664,1593,3091,877,2593,680,4895,1134,84781,5646,10356,1901,74425,5179,22370,2423,7109,1547,10407,1803,4904,992,8146,1480,7002,1610,2872,995,11615,2034,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,756940,4539,87720,4131,669220,5662,121920,4688,62451,3517,98194,5319,90820,5060,101421,4839,68837,4130,29395,2352,96182,4570,671334,5754,76043,3976,595291,5808,103820,4683,56566,3314,85565,4669,81528,5141,90095,4439,62481,4011,27159,2223,88077,4363,54611,4536,8507,1805,46104,3863,10410,1662,4014,987,7543,1228,6323,1309,7476,1321,4132,949,1486,585,4720,1111,7973,1321,1172,384,6801,1290,1692,565,261,192,1882,765,660,301,1162,633,373,286,233,202,538,367,23022,2895,1998,575,21024,2713,5998,1421,1610,741,3204,1168,2309,777,2688,1049,1851,604,517,282,2847,818,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,549284,6198,62501,3989,486783,6100,88076,4737,32492,3120,50454,3871,46978,4104,57898,3852,47682,3244,23120,2535,140083,5792,437520,6300,51077,3697,386443,6754,67102,4296,25750,2561,41497,3606,37313,3735,44401,3486,36876,2914,18291,2294,115213,4992,57703,4177,4483,1113,53220,4136,12011,1925,3499,973,5842,1316,4703,1117,6804,1434,6372,1330,2300,754,11689,1888,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,54061,5012,6941,1709,47120,4509,8963,1572,3243,1019,3115,901,4962,1055,6693,1579,4434,1082,2529,963,13181,2446,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16282966,26260,2499979,23177,13782987,31441,2718429,25334,1624599,20377,2665044,30107,1891684,22699,1863513,22573,1131967,17933,426796,11089,1460955,18760,13920864,37691,2113267,23198,11807597,39978,2241790,25499,1392525,19085,2267532,28379,1610291,21596,1611693,20198,1001845,18383,378362,11036,1303559,17995,1466704,29362,217477,11045,1249227,24940,281300,9996,154407,8006,263611,9971,188061,9257,162618,8598,81166,4954,28259,3041,89805,5031,525788,14323,118793,5386,406995,12147,115659,5926,41390,3283,72959,5606,55783,4304,51703,5312,27305,2773,11107,1836,31089,3511,369610,14724,50442,5005,319168,12573,79680,5105,36277,3381,60942,4974,37549,3371,37499,3831,21651,2837,9068,1383,36502,3573,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
