GEO_ID,C07401_001E,C07401_001M,C07401_002E,C07401_002M,C07401_003E,C07401_003M,C07401_004E,C07401_004M,C07401_005E,C07401_005M,C07401_006E,C07401_006M,C07401_007E,C07401_007M,C07401_008E,C07401_008M,C07401_009E,C07401_009M,C07401_010E,C07401_010M,C07401_011E,C07401_011M,C07401_012E,C07401_012M,C07401_013E,C07401_013M,C07401_014E,C07401_014M,C07401_015E,C07401_015M,C07401_016E,C07401_016M,C07401_017E,C07401_017M,C07401_018E,C07401_018M,C07401_019E,C07401_019M,C07401_020E,C07401_020M,C07401_021E,C07401_021M,C07401_022E,C07401_022M,C07401_023E,C07401_023M,C07401_024E,C07401_024M,C07401_025E,C07401_025M,C07401_026E,C07401_026M,C07401_027E,C07401_027M,C07401_028E,C07401_028M,C07401_029E,C07401_029M,C07401_030E,C07401_030M,C07401_031E,C07401_031M,C07401_032E,C07401_032M,C07401_033E,C07401_033M,C07401_034E,C07401_034M,C07401_035E,C07401_035M,C07401_036E,C07401_036M,C07401_037E,C07401_037M,C07401_038E,C07401_038M,C07401_039E,C07401_039M,C07401_040E,C07401_040M,C07401_041E,C07401_041M,C07401_042E,C07401_042M,C07401_043E,C07401_043M,C07401_044E,C07401_044M,C07401_045E,C07401_045M,C07401_046E,C07401_046M,C07401_047E,C07401_047M,C07401_048E,C07401_048M,C07401_049E,C07401_049M,C07401_050E,C07401_050M,NAME,C07401_001MA,C07401_001EA,C07401_002MA,C07401_002EA,C07401_003MA,C07401_003EA,C07401_004EA,C07401_004MA,C07401_005EA,C07401_005MA,C07401_006MA,C07401_006EA,C07401_007MA,C07401_007EA,C07401_008MA,C07401_008EA,C07401_009EA,C07401_009MA,C07401_010EA,C07401_010MA,C07401_011EA,C07401_011MA,C07401_012MA,C07401_012EA,C07401_013MA,C07401_013EA,C07401_014EA,C07401_014MA,C07401_015EA,C07401_015MA,C07401_016EA,C07401_016MA,C07401_017MA,C07401_017EA,C07401_018MA,C07401_018EA,C07401_019EA,C07401_019MA,C07401_020EA,C07401_020MA,C07401_021EA,C07401_021MA,C07401_022EA,C07401_022MA,C07401_023MA,C07401_023EA,C07401_024MA,C07401_024EA,C07401_025EA,C07401_025MA,C07401_026EA,C07401_026MA,C07401_027EA,C07401_027MA,C07401_028MA,C07401_028EA,C07401_029MA,C07401_029EA,C07401_030EA,C07401_030MA,C07401_031EA,C07401_031MA,C07401_032EA,C07401_032MA,C07401_033EA,C07401_033MA,C07401_034MA,C07401_034EA,C07401_035MA,C07401_035EA,C07401_036EA,C07401_036MA,C07401_037EA,C07401_037MA,C07401_038EA,C07401_038MA,C07401_039MA,C07401_039EA,C07401_040MA,C07401_040EA,C07401_041EA,C07401_041MA,C07401_042EA,C07401_042MA,C07401_043EA,C07401_043MA,C07401_044EA,C07401_044MA,C07401_045MA,C07401_045EA,C07401_046MA,C07401_046EA,C07401_047EA,C07401_047MA,C07401_048EA,C07401_048MA,C07401_049EA,C07401_049MA,C07401_050MA,C07401_050EA,state
0400000US01,4782388,16516,234299,5519,814838,6140,482722,6369,615194,7081,613242,6277,649770,5531,627166,3094,432985,2414,312172,2660,4081522,22252,183648,5303,694394,8235,343367,8101,465908,8644,521186,7148,585619,6646,583520,4406,411728,3257,292152,3025,433594,16491,34386,3190,82826,6764,73149,5491,94919,5695,57458,4482,38302,3579,26020,2910,13371,2034,13163,1609,155617,10155,9840,1657,22584,3425,40258,4530,28988,3354,19206,2868,15574,2328,10473,2080,4814,1240,3880,997,111655,10897,6425,2317,15034,3747,25948,2893,25379,3470,15392,2808,10275,1690,7153,1539,3072,979,2977,832,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,775911,10074,44242,2275,142103,3945,90195,3643,125413,4457,99898,3095,105182,2659,95801,2346,48432,1601,24645,1224,585916,7276,32764,1775,112071,2469,54451,2987,77706,3021,73159,2312,86044,1931,84043,1626,43259,1567,22419,1272,79177,6423,5483,989,12984,2168,15606,2516,21004,2338,11449,1996,5624,1083,5042,1209,1262,553,723,443,18181,3059,828,307,3422,1295,3654,947,3402,852,2804,995,1985,790,1098,369,891,484,97,75,92637,9491,5167,1511,13626,3375,16484,2805,23301,3988,12486,2403,11529,2271,5618,1967,3020,970,1406,781,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6557180,17736,349956,5539,1173105,6001,665174,5924,879833,7577,831098,5022,827447,4300,780487,3477,606496,3327,443584,2404,5431241,29624,270320,5770,978593,10849,457837,9840,648539,8942,685421,7261,719785,5777,701652,5092,563637,4732,405457,3543,802723,23953,59477,4687,153624,9655,133422,7799,165284,7501,107846,6135,76587,4901,51923,4091,27332,2869,27228,3017,119406,10233,7048,1753,15534,3579,30440,4007,23310,2569,13688,2009,10945,2176,9426,1510,5943,1590,3072,711,203810,12009,13111,2149,25354,3432,43475,4193,42700,3533,24143,3313,20130,2431,17486,2411,9584,1550,7827,1205,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2912474,10060,153400,3671,513017,4565,290860,5298,374247,5976,372200,4785,377457,4577,367911,2799,267329,2226,196053,1879,2464189,16201,113767,3472,436782,6417,196541,6121,282686,6881,317210,6033,338125,5214,342427,3159,253183,3212,183468,2213,277335,12841,26453,2728,52596,5336,51631,4131,56843,4653,34034,3501,24889,2887,15150,2088,8748,1940,6991,1118,105752,7406,7967,1946,13667,2366,28408,2832,22519,3377,12530,2286,9506,1704,6005,1048,2432,680,2718,684,65198,6104,5213,1364,9972,2054,14280,2184,12199,2279,8426,1442,4937,1163,4329,988,2966,869,2876,1213,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38101643,30953,2037614,12615,6606592,9135,3953367,11586,5653781,10925,5154572,9571,5221103,6554,4507427,6421,2824474,5198,2142713,4107,32849251,61601,1665834,14152,5798333,22576,3024841,14670,4404684,18269,4434205,16103,4713495,14323,4150740,11701,2650085,7547,2007034,6563,3568783,53411,269538,10397,607457,20087,550528,15756,837599,15781,508922,14266,353481,11730,237968,7716,111952,4962,91338,4742,1090301,29041,66187,5046,131433,10159,247351,9263,265417,11126,137412,6530,103339,6388,72644,4690,36877,3043,29641,2852,593308,21701,36055,3950,69369,6784,130647,6146,146081,8205,74033,5569,50788,3943,46075,3417,25560,2817,14700,2234,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5215029,18335,266397,5257,909915,5473,500111,5995,768275,7934,720129,6374,705927,4221,665206,3765,409315,2338,269754,2235,4263998,25609,202830,4512,766288,8470,312099,8314,540174,9037,591666,7033,621933,5770,602977,4928,378832,3099,247199,3062,504223,15887,36002,3707,83749,6411,91939,4964,119243,6354,71652,5299,46144,3815,29411,2845,14096,1817,11987,2256,273476,13231,17466,2464,35239,4580,59735,4466,70715,4776,33528,3592,21981,2607,20320,2245,8217,1365,6275,1193,173332,10357,10099,2102,24639,3510,36338,3929,38143,3974,23283,2977,15869,2320,12498,1608,8170,1427,4293,1025,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541487,10802,145971,3298,579643,4057,351663,4360,432487,4845,436462,3335,547684,3718,489203,2209,307384,2093,250990,1699,3111779,13932,123101,3663,520743,4701,269376,4742,331279,6152,385285,4463,505066,4165,455819,3533,288325,2122,232785,2044,273080,10699,17041,1996,45581,3950,37094,3501,62720,4881,36279,3472,28241,2988,21581,2611,11582,1672,12961,1720,61127,4905,2644,953,4311,1493,16432,2405,16342,2202,6749,1207,6688,1576,4428,1109,1613,523,1920,606,95501,7273,3185,1089,9008,2447,28761,2774,22146,2619,8149,1901,7689,1653,7375,1473,5864,1448,3324,1005,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,915330,5644,44279,1582,146961,2171,90178,2272,119918,2054,112202,1559,127781,1263,122397,1556,89455,1421,62159,1138,810905,7547,37061,1870,132530,2927,68788,2665,96119,2523,98648,2203,118213,1624,115308,1637,85598,1542,58640,1093,67894,6499,5422,1224,10253,2514,12295,2293,15009,1844,9174,1685,6578,1268,4739,936,2402,674,2022,621,9352,1634,763,530,700,495,1838,612,2853,914,1155,512,781,350,458,326,512,362,292,233,27179,3431,1033,505,3478,1337,7257,1822,5937,1049,3225,947,2209,871,1892,711,943,516,1205,635,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,640058,6981,33524,1854,73083,1454,67521,3558,150162,3617,93914,2587,76887,1709,68514,1207,43136,1239,33317,803,513634,7913,26230,1807,63536,1986,43163,2812,105157,3791,77008,2337,67097,1534,61696,1343,39230,1045,30517,837,67286,5744,4977,1423,5457,1477,12386,1929,23197,2370,8284,1474,5717,1071,4303,1259,1642,631,1323,551,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,59138,5825,2317,810,4090,1350,11972,2194,21808,2724,8622,1929,4073,1303,2515,933,2264,897,1477,568,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19378973,35245,854517,9009,2939710,11185,1770866,9625,2470459,11827,2393279,13100,2695462,11439,2534562,8611,2029290,7170,1690828,6433,16504838,45685,683183,10680,2511451,16457,1310678,14366,1880600,16478,2003240,16038,2369624,13386,2292457,10206,1888601,9657,1565004,7742,1824077,35893,118476,7658,300179,13304,259235,10275,364806,10832,252031,11974,213507,9499,149900,7003,87456,5688,78487,4633,612542,19025,29066,3165,73013,7485,129183,6540,132125,7585,80860,4587,66684,4739,50230,3518,28651,3138,22730,2842,437516,20171,23792,2688,55067,7658,71770,4459,92928,6515,57148,4666,45647,5131,41975,3987,24582,2620,24607,2952,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
