GEO_ID,C07401_001E,C07401_001M,C07401_002E,C07401_002M,C07401_003E,C07401_003M,C07401_004E,C07401_004M,C07401_005E,C07401_005M,C07401_006E,C07401_006M,C07401_007E,C07401_007M,C07401_008E,C07401_008M,C07401_009E,C07401_009M,C07401_010E,C07401_010M,C07401_011E,C07401_011M,C07401_012E,C07401_012M,C07401_013E,C07401_013M,C07401_014E,C07401_014M,C07401_015E,C07401_015M,C07401_016E,C07401_016M,C07401_017E,C07401_017M,C07401_018E,C07401_018M,C07401_019E,C07401_019M,C07401_020E,C07401_020M,C07401_021E,C07401_021M,C07401_022E,C07401_022M,C07401_023E,C07401_023M,C07401_024E,C07401_024M,C07401_025E,C07401_025M,C07401_026E,C07401_026M,C07401_027E,C07401_027M,C07401_028E,C07401_028M,C07401_029E,C07401_029M,C07401_030E,C07401_030M,C07401_031E,C07401_031M,C07401_032E,C07401_032M,C07401_033E,C07401_033M,C07401_034E,C07401_034M,C07401_035E,C07401_035M,C07401_036E,C07401_036M,C07401_037E,C07401_037M,C07401_038E,C07401_038M,C07401_039E,C07401_039M,C07401_040E,C07401_040M,C07401_041E,C07401_041M,C07401_042E,C07401_042M,C07401_043E,C07401_043M,C07401_044E,C07401_044M,C07401_045E,C07401_045M,C07401_046E,C07401_046M,C07401_047E,C07401_047M,C07401_048E,C07401_048M,C07401_049E,C07401_049M,C07401_050E,C07401_050M,NAME,C07401_001MA,C07401_001EA,C07401_002MA,C07401_002EA,C07401_003MA,C07401_003EA,C07401_004EA,C07401_004MA,C07401_005EA,C07401_005MA,C07401_006MA,C07401_006EA,C07401_007MA,C07401_007EA,C07401_008MA,C07401_008EA,C07401_009EA,C07401_009MA,C07401_010EA,C07401_010MA,C07401_011EA,C07401_011MA,C07401_012MA,C07401_012EA,C07401_013MA,C07401_013EA,C07401_014EA,C07401_014MA,C07401_015EA,C07401_015MA,C07401_016EA,C07401_016MA,C07401_017MA,C07401_017EA,C07401_018MA,C07401_018EA,C07401_019EA,C07401_019MA,C07401_020EA,C07401_020MA,C07401_021EA,C07401_021MA,C07401_022EA,C07401_022MA,C07401_023MA,C07401_023EA,C07401_024MA,C07401_024EA,C07401_025EA,C07401_025MA,C07401_026EA,C07401_026MA,C07401_027EA,C07401_027MA,C07401_028MA,C07401_028EA,C07401_029MA,C07401_029EA,C07401_030EA,C07401_030MA,C07401_031EA,C07401_031MA,C07401_032EA,C07401_032MA,C07401_033EA,C07401_033MA,C07401_034MA,C07401_034EA,C07401_035MA,C07401_035EA,C07401_036EA,C07401_036MA,C07401_037EA,C07401_037MA,C07401_038EA,C07401_038MA,C07401_039MA,C07401_039EA,C07401_040MA,C07401_040EA,C07401_041EA,C07401_041MA,C07401_042EA,C07401_042MA,C07401_043EA,C07401_043MA,C07401_044EA,C07401_044MA,C07401_045MA,C07401_045EA,C07401_046MA,C07401_046EA,C07401_047EA,C07401_047MA,C07401_048EA,C07401_048MA,C07401_049EA,C07401_049MA,C07401_050MA,C07401_050EA,state
0400000US13,9890145,21256,523050,6910,1826691,8025,1018971,8626,1359824,12516,1375076,10263,1381893,8574,1166669,5186,762802,5103,475169,3648,8406436,36778,418916,6921,1570153,13707,725352,10903,1027367,14738,1178392,12232,1241227,9442,1078425,6980,721691,5765,444913,3988,765710,25707,57536,4715,152447,9855,130596,7145,168139,9763,100610,6700,71495,5185,46638,4159,19871,2448,18378,2471,472429,21812,30131,3950,65157,7169,111202,6825,105095,7204,65493,4768,46826,3854,27711,3175,13112,2151,7702,1299,245570,13098,16467,2255,38934,4796,51821,4376,59223,5633,30581,3495,22345,2772,13895,2018,8128,1447,4176,1219,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1391479,7890,72402,2482,217597,2208,132683,3185,209863,3762,175889,2460,178288,2111,178953,1581,125401,1401,100403,1029,1198766,10297,57295,2515,191479,3072,102262,3067,157411,3934,148736,2927,160737,2355,165927,2117,119703,1689,95216,1399,124846,8421,9333,1592,18034,2904,16935,2283,31722,3290,18659,2371,12083,1570,9695,1791,4094,931,4291,926,7128,2063,1416,862,471,279,619,402,2251,873,669,464,570,355,668,372,388,325,76,72,60739,5271,4358,1133,7613,1813,12867,2100,18479,2656,7825,1645,4898,1325,2663,928,1216,606,820,485,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1599631,10011,88471,3023,316783,3547,155297,3782,211080,4140,199674,3455,196094,3154,196583,2881,140442,2332,95207,1352,1335689,14615,68521,3482,270981,5779,93100,3914,153405,4787,171321,4403,174568,3944,183741,2687,132091,2610,87961,1631,148695,11362,10656,2208,29672,4408,32416,3489,31007,3360,18223,2869,12931,2603,6858,1280,2952,755,3980,951,58360,6101,5586,1655,8666,2018,15874,2201,12602,1870,6160,1439,4302,1845,2206,666,2035,781,929,480,56887,5985,3708,1179,7464,1793,13907,1964,14066,2339,3970,1137,4293,1468,3778,1100,3364,1048,2337,861,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12775981,20713,643723,7353,2205917,6359,1270679,7393,1772193,7985,1687551,7220,1776373,6034,1625775,4451,1007977,3791,785793,2440,11021611,32616,525273,7709,1948290,11075,916473,10352,1341748,12989,1465912,8791,1623435,6593,1516509,5509,951426,3399,732545,3953,1090742,26711,78756,5373,180226,10332,179552,8447,273650,10150,142178,7396,98545,5472,68606,3960,32932,2399,36297,2955,340160,11603,21229,2532,38350,3943,94652,5431,80666,4783,40473,3785,27261,2551,18883,2187,9493,1586,9153,1075,323468,14689,18465,2469,39051,5440,80002,4296,76129,5220,38988,3969,27132,3004,21777,2667,14126,2304,7798,1314,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6488141,13697,334706,5273,1161110,3933,664208,6120,837313,6304,824934,5172,888748,4004,835751,3929,536234,2797,405137,1957,5540754,26629,267405,5771,1013386,8897,442973,8174,639149,8069,712784,8281,801324,5599,778834,5637,506798,3473,378101,3016,576965,18569,45450,3793,102021,6253,116637,6213,118166,5151,70394,5523,55751,3978,33694,3604,17887,2141,16965,1814,233553,12110,14304,2468,30536,4247,68029,4639,48120,3500,28497,3526,18868,1948,12877,1911,5608,1222,6714,1082,136869,8574,7547,1927,15167,2306,36569,4272,31878,3597,13259,1809,12805,1955,10346,1891,5941,1490,3357,817,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3051259,10061,152793,3721,528046,3731,313523,4843,388241,4561,362482,4243,408377,3045,406541,2469,260189,1582,231067,1353,2594781,13916,124006,3819,464246,4494,184356,4864,296457,4955,316296,5031,371115,3578,380056,3159,245971,1939,212278,2180,266980,12098,17653,1787,40099,3975,68644,4736,53078,3909,28758,3179,23753,2652,14490,1649,7620,1478,12885,1470,112538,7466,6882,1342,14989,2488,39747,3123,21035,2125,9383,1539,7807,1276,6540,1396,2990,717,3165,720,76960,7152,4252,1222,8712,2191,20776,2404,17671,2925,8045,1880,5702,1321,5455,1362,3608,1086,2739,895,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2848002,10892,158833,4308,518471,4427,293755,5318,384408,5494,345942,3851,364464,2808,364441,2181,226095,2184,191593,1692,2378716,16745,125215,3560,440246,6901,182271,6193,284318,6015,291873,5120,330745,3055,336737,2849,213012,2264,174299,2539,277001,14532,21924,2689,50256,5449,60151,4866,57610,4341,34141,3675,19533,2143,15811,1867,7756,1297,9819,1505,99238,6329,5243,1259,15070,2674,30953,2751,19052,1852,10345,1527,6627,1208,5172,1241,2679,686,4097,1084,93047,7502,6451,1434,12899,2227,20380,2791,23428,3190,9583,1928,7559,1396,6721,1113,2648,819,3378,914,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4337415,10626,218632,3910,740869,4840,421238,4743,557151,6503,555431,4847,614955,4144,575635,3233,385681,2653,267823,1829,3663490,18486,171077,4943,631644,7482,281276,6372,417766,6494,469511,5810,549279,5510,529827,4068,362449,2461,250661,2496,398346,14450,28014,3374,71221,5345,77322,5249,76773,4763,53113,4432,39405,3567,28281,3353,13541,1534,10676,1819,177083,11396,11610,1981,24253,3965,44730,4299,39786,3621,21291,2730,15508,2139,10831,1686,5052,1268,4022,916,98496,7763,7931,1959,13751,2649,17910,1984,22826,3314,11516,2050,10763,2078,6696,1431,4639,1719,2464,891,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4568045,12333,249052,4344,809382,5105,467073,6097,656290,6604,574537,7027,596898,4744,586054,3259,370000,2692,258759,2480,3970442,20735,201773,5291,708210,7401,346763,7373,522680,7987,498902,8189,546657,6293,548500,4324,352897,3244,244060,2686,360705,17438,31045,3810,69281,7004,66285,4880,77028,6197,44107,4524,32028,3668,21116,2735,11462,1484,8353,1590,150997,9530,9885,2295,18042,3167,37834,4049,36287,3590,18620,2899,12656,1731,10740,1974,3191,985,3742,930,85901,7457,6349,1570,13849,3222,16191,2500,20295,3165,12908,2640,5557,1029,5698,1484,2450,899,2604,1202,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1305084,6134,49775,2041,191935,2000,112071,2381,149797,2891,154189,1892,201281,2180,204480,1894,139671,1367,101885,1125,1138397,9455,41365,2116,173245,3093,74469,3448,113124,3994,135599,2961,182016,2714,191915,2239,132409,1421,94255,1559,96104,6907,4238,1070,13184,2458,15978,2199,22061,2581,12279,1889,12276,1835,8515,1413,3402,935,4171,926,38507,3944,2471,866,2684,814,12470,1959,8554,1741,3345,1168,3350,1041,2050,532,1561,547,2022,877,32076,4506,1701,918,2822,1345,9154,1469,6058,1898,2966,1046,3639,1237,2000,661,2299,782,1437,660,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5884563,14550,299188,4445,979174,4820,565035,5646,816339,5840,766741,4961,873359,4795,764443,3784,478495,2998,341789,2656,5091903,22914,242797,5013,858061,7064,425173,7287,620000,8904,662250,6951,797793,5872,711380,4625,451613,3437,322836,2849,448850,15831,34933,3012,79367,5442,62620,5003,111294,6659,60592,4590,46288,4303,29852,3164,13690,2071,10214,1597,166751,10246,11744,2509,22590,3723,35699,3262,41160,3775,23107,2600,13902,1945,10120,1863,4683,1269,3746,936,177059,9996,9714,1753,19156,2808,41543,3710,43885,3456,20792,2567,15376,2704,13091,2075,8509,1623,4993,1158,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
