GEO_ID,B18130_001E,B18130_001M,B18130_002E,B18130_002M,B18130_003E,B18130_003M,B18130_004E,B18130_004M,B18130_005E,B18130_005M,B18130_006E,B18130_006M,B18130_007E,B18130_007M,B18130_008E,B18130_008M,B18130_009E,B18130_009M,B18130_010E,B18130_010M,B18130_011E,B18130_011M,B18130_012E,B18130_012M,B18130_013E,B18130_013M,B18130_014E,B18130_014M,B18130_015E,B18130_015M,B18130_016E,B18130_016M,B18130_017E,B18130_017M,B18130_018E,B18130_018M,B18130_019E,B18130_019M,B18130_020E,B18130_020M,B18130_021E,B18130_021M,B18130_022E,B18130_022M,B18130_023E,B18130_023M,B18130_024E,B18130_024M,B18130_025E,B18130_025M,B18130_026E,B18130_026M,B18130_027E,B18130_027M,B18130_028E,B18130_028M,B18130_029E,B18130_029M,B18130_030E,B18130_030M,B18130_031E,B18130_031M,B18130_032E,B18130_032M,B18130_033E,B18130_033M,B18130_034E,B18130_034M,B18130_035E,B18130_035M,B18130_036E,B18130_036M,B18130_037E,B18130_037M,B18130_038E,B18130_038M,B18130_039E,B18130_039M,B18130_040E,B18130_040M,B18130_041E,B18130_041M,B18130_042E,B18130_042M,B18130_043E,B18130_043M,NAME,B18130_001EA,B18130_001MA,B18130_002EA,B18130_002MA,B18130_003MA,B18130_003EA,B18130_004MA,B18130_004EA,B18130_005EA,B18130_005MA,B18130_006MA,B18130_006EA,B18130_007EA,B18130_007MA,B18130_008EA,B18130_008MA,B18130_009MA,B18130_009EA,B18130_010EA,B18130_010MA,B18130_011MA,B18130_011EA,B18130_012EA,B18130_012MA,B18130_013EA,B18130_013MA,B18130_014MA,B18130_014EA,B18130_015EA,B18130_015MA,B18130_016EA,B18130_016MA,B18130_017MA,B18130_017EA,B18130_018EA,B18130_018MA,B18130_019MA,B18130_019EA,B18130_020EA,B18130_020MA,B18130_021EA,B18130_021MA,B18130_022MA,B18130_022EA,B18130_023EA,B18130_023MA,B18130_024MA,B18130_024EA,B18130_025EA,B18130_025MA,B18130_026EA,B18130_026MA,B18130_027EA,B18130_027MA,B18130_028MA,B18130_028EA,B18130_029EA,B18130_029MA,B18130_030EA,B18130_030MA,B18130_031MA,B18130_031EA,B18130_032MA,B18130_032EA,B18130_033EA,B18130_033MA,B18130_034EA,B18130_034MA,B18130_035EA,B18130_035MA,B18130_036MA,B18130_036EA,B18130_037MA,B18130_037EA,B18130_038EA,B18130_038MA,B18130_039EA,B18130_039MA,B18130_040EA,B18130_040MA,B18130_041EA,B18130_041MA,B18130_042MA,B18130_042EA,B18130_043MA,B18130_043EA,state
0400000US01,4716397,3470,286184,3256,1359,622,713,352,646,404,284825,3349,88245,5341,196580,5130,806353,3909,48225,3997,20628,2985,27597,3258,758128,5302,193150,9011,564978,9667,1035552,4136,82511,4997,32092,3557,50419,3705,953041,6197,221226,9604,731815,9477,1863139,5097,338009,8672,99300,4687,238709,7612,1525130,10326,173621,7526,1351509,12584,430263,2392,138295,4659,19520,1822,118775,4296,291968,5120,25754,2995,266214,5230,294906,2622,165151,3436,22207,2051,142944,3704,129755,3868,13712,1902,116043,3818,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,706055,1836,51647,1043,781,446,314,258,467,377,50866,1135,8789,1619,42077,1632,130851,1154,5927,1197,1054,466,4873,1105,124924,1561,18694,2912,106230,3111,179943,2357,9295,1415,2105,767,7190,1108,170648,2479,21800,2456,148848,2851,274596,2310,35369,2534,6479,1120,28890,2288,239227,3253,18149,2471,221078,3758,46028,1127,15155,1452,1101,474,14054,1405,30873,1519,1046,487,29827,1581,22990,1171,13206,1307,564,280,12642,1314,9784,1182,272,150,9512,1158,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6560899,3999,422603,2674,2533,800,1305,566,1228,549,420070,2778,118436,6189,301634,6212,1169175,3085,61867,4644,21524,3190,40343,3640,1107308,5423,266430,9316,840878,9338,1483614,3388,86032,4627,26832,2478,59200,4077,1397582,6045,311481,11086,1086101,11954,2427501,3589,322909,9364,89370,5886,233539,7614,2104592,9457,263297,10633,1841295,12456,618033,1826,159744,5351,21062,2022,138682,5146,458289,5691,36891,2660,421398,5565,439973,1455,210522,5545,24001,2324,186521,5283,229451,5517,17995,2103,211456,5194,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2879848,1971,187584,2875,3501,1089,1353,726,2148,918,184083,2954,55119,3846,128964,3877,508127,3268,34122,2991,13373,1986,20749,2416,474005,4016,113985,6524,360020,6851,628653,4570,51084,4112,17799,2516,33285,3144,577569,6801,132345,5846,445224,7575,1107154,4749,212207,7549,61397,3677,150810,5807,894947,8235,101036,5344,793911,8785,264336,2002,88036,3926,10280,1373,77756,3811,176300,4014,13780,1827,162520,4020,183994,1877,102947,2891,15644,1909,87303,3104,81047,2871,7709,1185,73338,2781,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37984821,9218,2471817,4688,14974,2194,5470,1426,9504,1781,2456843,5007,572680,13868,1884163,14957,6542732,6635,273501,8610,76464,5836,197037,7988,6269231,9135,1392645,25572,4876586,25757,9310681,7499,457728,11915,126452,6201,331276,10525,8852953,14315,1658115,25846,7194838,25767,14761776,7100,1543981,21490,416118,11199,1127863,18411,13217795,23152,1490133,23094,11727662,30586,2812162,3538,671663,10506,103144,4541,568519,9667,2140499,10038,169669,7133,1970830,11281,2085653,3168,1075059,8245,146716,6312,928343,9077,1010594,8305,99603,4973,910991,8911,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5217407,2951,328469,2403,2270,887,541,351,1729,780,326199,2551,52552,4204,273647,4430,902270,3150,38848,4552,11008,2352,27840,3497,863422,4623,125944,7977,737478,9252,1245935,3934,73491,5222,21231,3112,52260,4179,1172444,6750,185854,8133,986590,10228,2076453,3824,225612,7833,50785,4080,174827,7315,1850841,8205,135594,6481,1715247,10009,406478,1984,91076,3505,10068,1782,81008,3544,315402,3966,16111,2013,299291,4218,257802,2106,129089,3733,11284,1829,117805,3563,128713,3171,9550,1216,119163,3196,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3480470,2173,185821,1351,1670,733,438,468,1232,582,184151,1538,30859,3022,153292,3649,578599,2043,25764,2956,6803,1655,18961,2285,552835,3754,75612,6358,477223,6367,719255,2219,41670,3084,11026,1890,30644,2752,677585,3605,88387,4414,589198,5881,1463270,2218,147534,5562,34862,3024,112672,5062,1315736,5959,85385,5782,1230351,8240,300007,1535,61600,3000,8698,1551,52902,2687,238407,3446,12097,1728,226310,3615,233518,1621,108413,3024,10462,1593,97951,3102,125105,3455,10117,1538,114988,3462,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907185,1427,54993,604,622,392,155,178,467,347,54371,676,11123,1964,43248,1955,145381,1393,7901,1458,2122,832,5779,1333,137480,1890,22091,3202,115389,3283,196596,1231,12580,2125,2691,820,9889,1993,184016,2193,27070,2820,156946,3559,360489,1260,42732,3322,10276,1499,32456,3059,317757,3564,26720,3050,291037,4356,90743,1040,20915,1496,1795,609,19120,1510,69828,1743,4096,1025,65732,1915,58983,799,24662,1819,2059,663,22603,1826,34321,1730,3233,1061,31088,1942,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,622480,737,42156,359,138,232,138,232,0,198,42018,341,10102,1924,31916,1857,70967,497,4978,1079,3059,915,1919,632,65989,1150,16105,3208,49884,3025,202425,886,10892,1790,3761,1374,7131,1429,191533,1848,32965,3114,158568,3223,234952,1012,32712,2840,13919,2241,18793,2077,202240,2880,20105,2388,182135,3764,40997,669,10513,1296,2850,845,7663,1083,30484,1446,2431,742,28053,1437,30983,896,15807,1266,3136,804,12671,1284,15176,1190,2053,723,13123,1121,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19434036,6973,1058782,4231,8515,2294,2741,1558,5774,1584,1050267,4896,275096,11083,775171,12763,2927529,5856,157926,8006,55295,5001,102631,6056,2769603,9296,615333,19562,2154270,21899,4099345,7437,230684,10176,69027,5606,161657,9075,3868661,11995,743998,20605,3124663,23472,7624881,8840,958620,16668,265660,10652,692960,15045,6666261,18190,793800,17287,5872461,23736,2065459,4108,479760,11148,69508,4582,410252,10261,1585699,10725,130646,5374,1455053,11688,1658040,4425,776839,13178,95626,5237,681213,12782,881201,13030,94026,5205,787175,12153,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
