GEO_ID,B22005H_001E,B22005H_001M,B22005H_002E,B22005H_002M,B22005H_003E,B22005H_003M,NAME,B22005H_001MA,B22005H_001EA,B22005H_002EA,B22005H_002MA,B22005H_003EA,B22005H_003MA,state
0400000US01,1268856,8154,128328,5134,1140528,9610,Alabama,null,null,null,null,null,null,01
0400000US02,176108,2546,9370,1209,166738,2502,Alaska,null,null,null,null,null,null,02
0400000US04,1613335,9790,130986,5576,1482349,10071,Arizona,null,null,null,null,null,null,04
0400000US05,869449,6738,98811,4471,770638,7782,Arkansas,null,null,null,null,null,null,05
0400000US06,6269578,18213,323006,7728,5946572,18992,California,null,null,null,null,null,null,06
0400000US08,1548214,8060,89853,5137,1458361,8380,Colorado,null,null,null,null,null,null,08
0400000US09,1004635,6901,70257,3846,934378,7335,Connecticut,null,null,null,null,null,null,09
0400000US10,239982,3052,22572,2100,217410,3427,Delaware,null,null,null,null,null,null,10
0400000US11,113992,2428,1289,529,112703,2456,District of Columbia,null,null,null,null,null,null,11
0400000US12,4675110,19403,396936,10211,4278174,21106,Florida,null,null,null,null,null,null,12
0400000US13,2119079,13083,197322,7041,1921757,13333,Georgia,null,null,null,null,null,null,13
0400000US15,140383,3380,11178,1536,129205,3360,Hawaii,null,null,null,null,null,null,15
0400000US16,520497,4777,55078,3400,465419,5291,Idaho,null,null,null,null,null,null,16
0400000US17,3300946,10553,272958,6977,3027988,11016,Illinois,null,null,null,null,null,null,17
0400000US18,2093638,8894,212871,6829,1880767,10037,Indiana,null,null,null,null,null,null,18
0400000US19,1126625,5248,114631,4248,1011994,6457,Iowa,null,null,null,null,null,null,19
0400000US20,909629,4770,66831,3560,842798,5485,Kansas,null,null,null,null,null,null,20
0400000US21,1500150,7614,238380,6450,1261770,8681,Kentucky,null,null,null,null,null,null,21
0400000US22,1080100,7099,99989,5184,980111,8042,Louisiana,null,null,null,null,null,null,22
0400000US23,524604,4687,85470,3515,439134,4695,Maine,null,null,null,null,null,null,23
0400000US24,1254564,6869,85621,3956,1168943,7130,Maryland,null,null,null,null,null,null,24
0400000US25,2011901,7824,169734,6473,1842167,9066,Massachusetts,null,null,null,null,null,null,25
0400000US26,3041984,10750,364295,8145,2677689,12610,Michigan,null,null,null,null,null,null,26
0400000US27,1847743,6354,116904,4702,1730839,6685,Minnesota,null,null,null,null,null,null,27
0400000US28,669496,6609,68250,4683,601246,6892,Mississippi,null,null,null,null,null,null,28
0400000US29,1947288,9735,201880,6484,1745408,11562,Missouri,null,null,null,null,null,null,29
0400000US30,373143,3554,35670,2554,337473,4603,Montana,null,null,null,null,null,null,30
0400000US31,635519,3973,45272,2819,590247,5214,Nebraska,null,null,null,null,null,null,31
0400000US32,617908,5273,53400,3187,564508,5754,Nevada,null,null,null,null,null,null,32
0400000US33,485809,4620,35465,3139,450344,4768,New Hampshire,null,null,null,null,null,null,33
0400000US34,1998816,9881,93517,5131,1905299,10198,New Jersey,null,null,null,null,null,null,34
0400000US35,369910,5067,32623,2924,337287,5612,New Mexico,null,null,null,null,null,null,35
0400000US36,4548775,15395,415947,9707,4132828,16868,New York,null,null,null,null,null,null,36
0400000US37,2600551,10401,243271,6966,2357280,11907,North Carolina,null,null,null,null,null,null,37
0400000US38,272559,3764,16612,1880,255947,3955,North Dakota,null,null,null,null,null,null,38
0400000US39,3775088,13843,430831,9130,3344257,13037,Ohio,null,null,null,null,null,null,39
0400000US40,1069179,5468,117548,4059,951631,6055,Oklahoma,null,null,null,null,null,null,40
0400000US41,1280342,7022,212153,6685,1068189,8151,Oregon,null,null,null,null,null,null,41
0400000US42,4054392,12272,371551,7820,3682841,11819,Pennsylvania,null,null,null,null,null,null,42
0400000US44,324926,3398,41268,2776,283658,4055,Rhode Island,null,null,null,null,null,null,44
0400000US45,1247141,9201,102899,4780,1144242,9952,South Carolina,null,null,null,null,null,null,45
0400000US46,298126,2792,23618,2172,274508,3507,South Dakota,null,null,null,null,null,null,46
0400000US47,1955741,9846,272263,6654,1683478,11092,Tennessee,null,null,null,null,null,null,47
0400000US48,4775119,15999,309628,8410,4465491,16947,Texas,null,null,null,null,null,null,48
0400000US49,769896,4771,49614,3756,720282,6025,Utah,null,null,null,null,null,null,49
0400000US50,245050,2916,33933,2210,211117,3084,Vermont,null,null,null,null,null,null,50
0400000US51,2108119,10802,143630,6652,1964489,10554,Virginia,null,null,null,null,null,null,51
0400000US53,2079501,8811,246549,7226,1832952,10711,Washington,null,null,null,null,null,null,53
0400000US54,693005,6016,109824,4648,583181,6059,West Virginia,null,null,null,null,null,null,54
0400000US55,2007353,7495,197292,5960,1810061,8705,Wisconsin,null,null,null,null,null,null,55
0400000US56,202933,2835,10591,1572,192342,3062,Wyoming,null,null,null,null,null,null,56
0400000US72,8154,1356,1639,566,6515,1225,Puerto Rico,null,null,null,null,null,null,72
