GEO_ID,C23008_001E,C23008_001M,C23008_002E,C23008_002M,C23008_003E,C23008_003M,C23008_004E,C23008_004M,C23008_005E,C23008_005M,C23008_006E,C23008_006M,C23008_007E,C23008_007M,C23008_008E,C23008_008M,C23008_009E,C23008_009M,C23008_010E,C23008_010M,C23008_011E,C23008_011M,C23008_012E,C23008_012M,C23008_013E,C23008_013M,C23008_014E,C23008_014M,C23008_015E,C23008_015M,C23008_016E,C23008_016M,C23008_017E,C23008_017M,C23008_018E,C23008_018M,C23008_019E,C23008_019M,NAME,C23008_001EA,C23008_001MA,C23008_002MA,C23008_002EA,C23008_003EA,C23008_003MA,C23008_004EA,C23008_004MA,C23008_005EA,C23008_005MA,C23008_006EA,C23008_006MA,C23008_007MA,C23008_007EA,C23008_008MA,C23008_008EA,C23008_009EA,C23008_009MA,C23008_010EA,C23008_010MA,C23008_011EA,C23008_011MA,C23008_012MA,C23008_012EA,C23008_013MA,C23008_013EA,C23008_014EA,C23008_014MA,C23008_015EA,C23008_015MA,C23008_016EA,C23008_016MA,C23008_017EA,C23008_017MA,C23008_018EA,C23008_018MA,C23008_019EA,C23008_019MA,state
0400000US13,2355347,8545,757808,8639,454578,10738,256799,9998,177940,8133,13439,2619,6400,1580,303230,9717,237229,8568,66001,5956,1597539,9149,970554,17269,608610,16843,300286,11412,43663,5199,17995,3007,626985,15920,511627,15876,115358,8235,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,285579,2739,100239,2286,66661,2878,36149,2790,26100,2092,2864,1169,1548,919,33578,2451,24975,2252,8603,1685,185340,2544,128277,3628,87485,4173,31721,3363,5968,1339,3103,1299,57063,4108,46284,3778,10779,2284,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,413137,3016,131263,3441,99281,4151,49174,3885,44603,3298,3287,1106,2217,856,31982,3503,24720,3365,7262,1788,281874,4175,205734,6797,123325,7655,72087,6096,6087,1863,4235,1465,76140,5851,62008,5310,14132,2825,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2855560,6974,923220,6619,598779,10778,356032,9662,217046,7697,17248,2876,8453,2017,324441,9825,251812,8880,72629,5824,1932340,7364,1291883,15049,852493,15941,375426,14234,44414,4245,19550,3281,640457,14911,538714,14161,101743,6692,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1493797,7117,484634,5779,299045,8270,183879,5827,104998,6450,5744,1340,4424,1301,185589,7311,145884,7073,39705,4410,1009163,7160,655928,11089,450787,11896,168449,7784,23929,3315,12763,2360,353235,10229,297434,9389,55801,5103,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,693714,3941,226076,3132,159575,3727,113652,4309,40092,3371,4018,1118,1813,709,66501,3328,57900,3341,8601,1646,467638,4533,332574,6856,258223,7229,60273,4578,10114,1986,3964,1010,135064,6789,118331,7011,16733,2710,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,687266,4084,236759,3692,159884,4397,96305,4855,56140,4070,5206,1337,2233,852,76875,4943,60674,4454,16201,2588,450507,4283,315576,6872,220309,7214,80999,5037,9379,1743,4889,1388,134931,7040,115515,6437,19416,2626,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,935119,7114,311822,5358,193766,5855,113225,5893,68421,4890,6777,1861,5343,1278,118056,6096,85669,5125,32387,3122,623297,6554,413206,8197,269305,8416,106586,6754,19004,2854,18311,2688,210091,6594,161511,6332,48580,4702,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1048386,6082,356968,5567,184099,7598,107300,5793,67636,6170,5854,1566,3309,1347,172869,6527,127492,6437,45377,4663,691418,7563,376187,10615,231667,9261,118576,8467,17385,2441,8559,2157,315231,10785,249647,11226,65584,6248,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,242986,2477,71810,1691,43396,2701,28394,2100,13553,1722,896,470,553,378,28414,2283,20820,2278,7594,1287,171176,2594,113725,4354,83120,4381,24304,2791,4198,1075,2103,964,57451,4334,45576,3863,11875,2030,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1287529,5488,423458,5460,269574,7134,180448,6941,79702,5530,6915,1565,2509,912,153884,5913,125831,6109,28053,3115,864071,5354,552177,11479,398081,10137,129288,7224,18707,2608,6101,1585,311894,10957,268357,10410,43537,5052,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1336784,4088,425007,4300,290445,7302,191294,6896,88381,6741,6832,1471,3938,1586,134562,5961,109782,5578,24780,2783,911777,6041,621674,10739,452795,11214,138730,7273,23160,3461,6989,1831,290103,11242,239688,10765,50415,5438,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2121245,5766,665445,5929,416030,8036,245500,7206,147603,6547,14033,2627,8894,1479,249415,7312,193859,6604,55556,4330,1455800,7505,943405,11325,622683,13304,252954,8310,42258,4495,25510,3166,512395,11775,416296,13193,96099,6905,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1235352,4444,407748,4196,294799,5546,210973,6558,71473,4633,10268,1910,2085,628,112949,5837,90827,4874,22122,2877,827604,5328,592623,8138,444711,8883,115896,7063,25586,3515,6430,1745,234981,8616,201692,8327,33289,3830,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,684064,5491,224011,4142,111863,5054,65508,4661,39406,3722,4349,1341,2600,1143,112148,4686,88176,5084,23972,2935,460053,5725,250607,8376,166528,8084,65009,5291,11169,2280,7901,2170,209446,8375,159979,8189,49467,4944,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1312197,5038,425702,5406,273129,6434,170464,6127,88440,5172,8166,1799,6059,1609,152573,5864,118373,5638,34200,3972,886495,6056,582228,10090,402348,11217,141939,8023,26639,3571,11302,2081,304267,9814,247646,10116,56621,4559,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212495,2755,71415,1976,51123,2360,30587,2777,18496,2021,817,332,1223,779,20292,2125,15027,2000,5265,1420,141080,2694,98082,4274,67149,4355,25904,3181,3400,960,1629,587,42998,3782,36478,3507,6520,1490,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,450143,2552,152301,2980,107977,3698,74850,3120,29626,2981,2537,704,964,574,44324,3083,37407,2971,6917,1506,297842,3016,210306,4746,160000,4986,41944,3662,6388,1405,1974,939,87536,4362,78357,4338,9179,1727,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,632603,3290,205260,3515,118692,4792,67646,4393,43731,3815,5302,1512,2013,946,86568,5316,69424,5104,17144,2929,427343,4689,266142,7737,159555,8500,85006,7036,16309,3220,5272,1706,161201,7316,132746,7173,28455,3809,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,256607,2462,77209,1731,52443,2521,31910,2526,18008,2567,1744,769,781,609,24766,2710,20181,2482,4585,1147,179398,2643,125730,4749,88555,4118,32865,4077,3448,847,862,453,53668,4227,47092,3710,6576,2000,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1937762,5180,620823,5680,418953,8747,251540,7934,149958,7697,14901,2121,2554,1076,201870,7544,160491,7882,41379,3998,1316939,6331,906941,11082,603800,11142,259853,9233,33415,3835,9873,2056,409998,11096,346298,12348,63700,4756,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,468317,3648,158306,2919,90501,3831,42270,4102,43661,4651,3451,1209,1119,477,67805,4092,49789,3844,18016,2640,310011,4202,184911,7379,110052,6798,60147,4827,10294,2436,4418,1618,125100,5666,97349,5433,27751,3324,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4023786,9392,1358592,9659,864981,12650,509509,12636,307599,9894,33830,3686,14043,2231,493611,11595,371282,9773,122329,7456,2665194,9418,1708861,16206,1089517,18283,502326,14302,82992,6366,34026,4599,956333,15152,743721,15298,212612,9554,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2173707,7353,703950,6234,432521,7816,247516,8736,166618,7239,14653,2623,3734,1244,271429,8046,210620,8305,60809,5892,1469757,7262,930657,12881,591304,13937,274177,10832,47149,4677,18027,2973,539100,12642,445023,12218,94077,5900,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,159130,1850,58009,1829,39366,2384,25898,2037,12416,1759,512,309,540,329,18643,2156,14051,1987,4592,1182,101121,2369,72881,2922,53315,2842,15675,1969,2258,757,1633,1051,28240,2699,23903,2327,4337,1353,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2490976,6375,795292,6151,476666,7402,298645,7781,155234,6548,14339,2330,8448,2227,318626,7602,246835,7902,71791,5259,1695684,8034,1072640,13212,728481,13930,278941,11820,47026,4564,18192,3423,623044,12268,516585,12082,106459,7495,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,886455,4522,301190,3932,188387,4969,100866,4626,77179,3752,7072,1316,3270,851,112803,4497,84708,4327,28095,2929,585265,4708,381013,6572,234211,6570,119081,6403,18046,2329,9675,1370,204252,6575,162191,6571,42061,3982,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,812814,4853,266354,4302,178377,6207,103917,5801,65115,4727,6080,1497,3265,1274,87977,4996,61985,4369,25992,3267,546460,5184,365770,8913,235782,8253,104166,7467,19047,3563,6775,2032,180690,8351,148880,8219,31810,3583,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2576606,6679,820455,6797,517187,9437,322918,8234,172483,8055,13789,2439,7997,2075,303268,7993,234463,7625,68805,6298,1756151,8426,1154144,12305,785039,14112,302329,10646,47149,4541,19627,3024,602007,11950,476748,11234,125259,7359,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,205915,1732,64023,1768,38329,2547,26265,2287,9491,2074,1735,884,838,516,25694,2498,20953,2311,4741,1305,141892,2263,87547,3272,64573,3258,17158,2666,4545,1310,1271,651,54345,3653,45762,3482,8583,2215,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1013030,6680,332450,4511,190300,7385,110505,6386,72313,5049,5926,1385,1556,860,142150,7586,111025,6838,31125,3546,680580,6744,391187,10544,258618,9430,106811,6299,17322,3448,8436,3549,289393,8880,235322,8303,54071,5834,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,198507,2150,68543,1816,47151,2618,33637,2894,11625,1527,1107,519,782,336,21392,1991,17478,2051,3914,837,129964,2118,91447,3496,71982,3575,14970,2276,2559,1007,1936,1009,38517,3306,33987,3232,4530,1013,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1399449,6583,454016,6675,277008,8265,157258,6406,104905,5840,8677,2559,6168,1755,177008,6565,133925,5945,43083,4484,945433,7092,598942,10873,372053,10878,184170,10634,27420,3745,15299,3042,346491,11848,272184,10805,74307,6597,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6766340,15051,2263886,11116,1427149,20001,723115,18371,646491,16367,37438,4506,20105,3066,836737,17192,618939,15724,217798,11299,4502454,14466,2922702,28818,1701016,28727,1073261,23349,99987,7666,48438,4832,1579752,28196,1298448,28808,281304,13965,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,878267,3613,296042,3884,244286,4634,110030,6244,127639,5458,5126,1577,1491,615,51756,4194,39454,4171,12302,2602,582225,5350,466130,8262,260765,9765,192289,9218,9419,2049,3657,1261,116095,7660,97967,7079,18128,3718,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,117001,1353,36762,1481,23839,1800,15648,1767,7083,1566,646,301,462,355,12923,1677,10781,1697,2142,651,80239,1456,51802,2499,39393,2507,9476,1495,1845,513,1088,629,28437,2408,23544,1909,4893,1392,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1780359,5701,588500,7146,404618,9063,247162,9093,145148,6435,8833,1547,3475,1137,183882,7616,146245,6838,37637,3638,1191859,7267,823535,11981,538796,13346,239476,9029,30681,3037,14582,3062,368324,12512,310309,11947,58015,5107,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1526063,5456,515953,5413,365746,6931,191018,7139,156121,7396,12825,2097,5782,1758,150207,6660,115633,6606,34574,4081,1010110,6820,703491,12354,437461,12269,223490,8818,30266,4332,12274,2709,306619,10465,249627,9211,56992,5908,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,353067,3826,116365,2928,69806,3999,35895,3244,29097,3157,3004,1268,1810,882,46559,3733,30563,3292,15996,2314,236702,4312,153010,5614,93196,5774,42995,3754,9025,2155,7794,1714,83692,4459,62152,4686,21540,3414,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1242798,4513,396946,4244,264284,5084,182897,5242,70382,4256,7388,1304,3617,1129,132662,5202,106625,4577,26037,2813,845852,4965,570409,7820,420952,8994,120233,5881,21479,2556,7745,1460,275443,7847,232903,7938,42540,4082,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,129878,1992,42965,2009,32332,2019,18436,2090,11695,1657,2104,1016,97,101,10633,1686,8205,1530,2428,836,86913,2243,62422,3272,44149,3567,16562,2658,1477,634,234,214,24491,2825,20983,2602,3508,1217,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,740446,3432,214739,3309,79583,5148,50345,4876,22540,2956,3076,1364,3622,1374,135156,4553,80559,4652,54597,4072,525707,4538,220885,9598,120988,7355,65498,6259,14776,2902,19623,3435,304822,10131,196578,10011,108244,8079,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
