GEO_ID,C21001A_001E,C21001A_001M,C21001A_002E,C21001A_002M,C21001A_003E,C21001A_003M,C21001A_004E,C21001A_004M,C21001A_005E,C21001A_005M,C21001A_006E,C21001A_006M,C21001A_007E,C21001A_007M,C21001A_008E,C21001A_008M,C21001A_009E,C21001A_009M,C21001A_010E,C21001A_010M,C21001A_011E,C21001A_011M,C21001A_012E,C21001A_012M,C21001A_013E,C21001A_013M,C21001A_014E,C21001A_014M,C21001A_015E,C21001A_015M,NAME,C21001A_001EA,C21001A_001MA,C21001A_002EA,C21001A_002MA,C21001A_003EA,C21001A_003MA,C21001A_004MA,C21001A_004EA,C21001A_005MA,C21001A_005EA,C21001A_006EA,C21001A_006MA,C21001A_007EA,C21001A_007MA,C21001A_008EA,C21001A_008MA,C21001A_009EA,C21001A_009MA,C21001A_010MA,C21001A_010EA,C21001A_011MA,C21001A_011EA,C21001A_012EA,C21001A_012MA,C21001A_013EA,C21001A_013MA,C21001A_014MA,C21001A_014EA,C21001A_015MA,C21001A_015EA,state
0400000US13,4678982,10511,2283535,6707,1870818,6465,194639,7019,1676179,9880,412717,1334,210024,4558,202693,4790,2395447,5915,1879477,5804,25355,2585,1854122,6766,515970,1491,6454,1394,509516,2317,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,280572,2844,146380,2146,115189,2104,24581,2221,90608,2909,31191,356,14823,926,16368,1037,134192,1683,104017,1616,4605,1115,99412,1941,30175,449,467,284,29708,525,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1113377,3628,550268,2463,443982,2510,47708,4111,396274,4480,106286,819,55065,2539,51221,2705,563109,2031,443747,2016,6058,1308,437689,2300,119362,814,1522,461,117840,914,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7303687,15016,3561955,8407,2924085,8348,212806,7464,2711279,11012,637870,1522,290181,3989,347689,4255,3741732,8400,2911964,8102,24101,2157,2887863,8589,829768,2010,6535,1028,823233,2313,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4301699,6942,2092327,4324,1713671,4224,160904,5725,1552767,6906,378656,734,182868,3964,195788,4030,2209372,3851,1721977,3763,17345,2056,1704632,4371,487395,1051,4223,793,483172,1328,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2204384,2877,1076595,1971,867180,1945,79268,3138,787912,3932,209415,483,99410,2695,110005,2707,1127789,1764,858790,1751,9079,1330,849711,2147,268999,745,2640,490,266359,910,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1872907,4215,912750,3240,742978,3284,72281,3603,670697,4570,169772,678,83284,2431,86488,2373,960157,2275,745208,2333,9077,1275,736131,2904,214949,774,2806,705,212143,1079,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3006312,3553,1453510,2575,1184884,2523,118230,5596,1066654,6037,268626,438,114493,3478,154133,3486,1552802,2092,1210684,2114,11663,1594,1199021,2538,342118,803,3302,800,338816,1162,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2284408,4826,1114010,3700,906689,3584,82340,4572,824349,5450,207321,729,93948,2808,113373,2685,1170398,3136,910483,2859,9656,1526,900827,3410,259915,691,2344,526,257571,895,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1025025,1434,494044,1411,386182,1354,46360,2905,339822,3107,107862,349,55915,1947,51947,1986,530981,828,400400,813,5924,1297,394476,1564,130581,301,1445,428,129136,561,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2725186,8867,1319874,5445,1066482,5421,109018,4619,957464,7034,253392,925,119196,3447,134196,3553,1405312,4831,1083035,4380,20526,2419,1062509,5026,322277,1425,4892,1074,317385,1746,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4338429,9272,2072755,5413,1679935,5346,117212,4704,1562723,6945,392820,1093,179677,5191,213143,5233,2265674,5480,1743464,5244,12513,1577,1730951,5336,522210,1480,4831,890,517379,1652,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6196673,5872,3030056,3305,2437471,3240,217661,6135,2219810,7069,592585,908,274177,4524,318408,4558,3166617,3603,2427675,3379,23256,2119,2404419,3652,738942,1025,7191,1002,731751,1383,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3628813,4844,1782265,3135,1451325,3106,121002,4072,1330323,4256,330940,674,165205,3452,165735,3549,1846548,2630,1436811,2538,13918,1748,1422893,3151,409737,494,4679,852,405058,909,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1374268,3124,667080,2504,528698,2450,51680,4185,477018,4715,138382,385,66505,2608,71877,2678,707188,1775,531809,1727,7493,1506,524316,2335,175379,616,1701,615,173678,781,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3904758,4190,1894578,2894,1524293,2934,170644,5564,1353649,6237,370285,741,188877,4152,181408,4178,2010180,2545,1541923,2537,21153,2531,1520770,3548,468257,1013,3567,818,464690,1405,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,724463,1292,360757,1196,283008,1157,34601,2006,248407,2093,77749,345,39221,1832,38528,1844,363706,990,278345,948,4721,1049,273624,1406,85361,290,735,327,84626,432,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1270122,3213,623068,2153,508342,2021,50398,3146,457944,3613,114726,515,59773,1997,54953,2089,647054,1877,502847,1843,7440,1216,495407,2156,144207,673,1604,428,142603,733,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1520317,8690,771501,5431,613485,5240,71399,4094,542086,6062,158016,1009,84325,2884,73691,2875,748816,4727,580544,4497,11066,1605,569478,4811,168272,1170,2786,756,165486,1448,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,998555,1918,487107,1526,394444,1441,41405,2795,353039,3055,92663,258,49777,2035,42886,2051,511448,1143,398686,1124,4185,755,394501,1380,112762,409,1439,465,111323,630,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4796993,15943,2317807,8951,1867170,8792,90438,3537,1776732,9641,450637,1484,193723,3689,256914,4095,2479186,8722,1875349,8669,9610,1351,1865739,8955,603837,2229,4365,850,599472,2249,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1180582,9419,577259,5763,454358,5444,56137,3570,398221,5796,122901,1283,62821,2853,60080,2766,603323,5212,457872,5017,7771,1378,450101,5290,145451,1795,1680,559,143771,1902,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10165799,21928,4912815,12758,3963133,11491,232991,6679,3730142,12958,949682,3045,382833,6512,566849,7236,5252984,11828,4001861,11187,25728,2246,3976133,11054,1251123,3947,9595,1283,1241528,4118,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5389579,8501,2587334,6860,2066447,6979,222667,7501,1843780,10537,520887,1289,248630,5050,272257,4909,2802245,4417,2142104,4350,33788,3023,2108316,5692,660141,1350,6481,1151,653660,1800,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,512205,1996,260218,1724,214658,1678,22887,2242,191771,2810,45560,221,20418,1264,25142,1301,251987,981,196171,977,3074,1102,193097,1508,55816,65,329,174,55487,198,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7506448,5781,3638282,3981,2936802,3769,284972,6770,2651830,7817,701480,1093,336118,5627,365362,5561,3868166,3384,2962244,3379,31375,2672,2930869,4664,905922,1137,10574,1430,895348,1862,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2204899,4251,1071348,3195,857341,3065,103726,4410,753615,5108,214007,599,105978,2529,108029,2484,1133551,2080,866085,2103,13421,1873,852664,2926,267466,719,3616,679,263850,1044,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2687747,8248,1312083,5125,1042886,4986,109783,4808,933103,6521,269197,916,142619,3429,126578,3291,1375664,4353,1051023,4221,17426,1822,1033597,4470,324641,1196,6803,1207,317838,1757,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8392806,9790,4060345,6134,3225900,5979,279621,6892,2946279,8759,834445,1292,414349,5409,420096,5669,4332461,5405,3240003,5035,30590,2620,3209413,5570,1092458,1374,12312,1476,1080146,2032,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,700339,3774,332066,2564,266822,2430,22489,2078,244333,3101,65244,540,32998,1946,32246,1864,368273,2097,279925,1970,2956,1063,276969,2164,88348,615,737,382,87611,803,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2578904,6366,1248614,4560,979009,4666,115734,4513,863275,6219,269605,1066,138081,3753,131524,3738,1330290,3050,1004808,3116,16509,2126,988299,3754,325482,878,3441,772,322041,1043,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,562201,1729,279095,1085,223224,1073,24855,1996,198369,2358,55871,235,27073,1249,28798,1226,283106,1104,215656,1019,3804,856,211852,1262,67450,456,904,396,66546,665,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4005613,5110,1930047,3983,1546478,4066,167529,5791,1378949,7499,383569,936,182847,4215,200722,4108,2075566,2591,1596020,2662,22887,2579,1573133,3627,479546,1046,5504,917,474042,1360,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15018640,28996,7375223,16906,6216544,16402,579822,13535,5636722,20580,1158679,3496,533463,7621,625216,7962,7643417,16239,6208441,14632,86835,4754,6121606,15853,1434976,3764,18853,2236,1416123,4421,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1800173,6216,891219,3910,762020,3990,55797,3428,706223,4675,129199,736,59671,2458,69528,2646,908954,3308,758304,3352,6577,1186,751727,3411,150650,662,1943,698,148707,999,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,480372,1515,233815,915,186549,764,17905,1651,168644,1870,47266,352,21062,1121,26204,1159,246557,863,190267,728,2384,616,187883,994,56290,373,1147,413,55143,544,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4484048,10283,2174099,7712,1768603,7580,245345,7563,1523258,9247,405496,1198,210690,4072,194806,4103,2309949,5061,1806094,5124,47937,3088,1758157,5916,503855,1371,7024,1175,496831,1875,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4315697,10420,2128357,6734,1726667,6586,222941,5715,1503726,8883,401690,1017,219184,3953,182506,4210,2187340,5641,1709957,5358,35612,3113,1674345,6014,477383,1422,10239,1444,467144,2209,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1383723,2192,673812,1749,531600,1680,60792,3631,470808,4233,142212,382,65796,2844,76416,2912,709911,1259,535218,1170,6191,1207,529027,1658,174693,534,1888,769,172805,826,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3940920,4461,1940231,2700,1567148,2482,141186,5364,1425962,5437,373083,820,182549,3235,190534,3238,2000689,3049,1541057,3191,17887,2206,1523170,3880,459632,872,4128,835,455504,1301,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,408444,1904,206148,1526,170067,1476,20794,1666,149273,2101,36081,328,18449,1516,17632,1499,202296,1493,161853,1436,2418,721,159435,1672,40443,436,869,438,39574,668,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1970716,16873,910296,9562,710309,8480,23576,2938,686733,8864,199987,3188,39260,2723,160727,3680,1060420,10341,796499,9074,3137,992,793362,9370,263921,3788,891,404,263030,3756,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
