GEO_ID,B19101A_001E,B19101A_001M,B19101A_002E,B19101A_002M,B19101A_003E,B19101A_003M,B19101A_004E,B19101A_004M,B19101A_005E,B19101A_005M,B19101A_006E,B19101A_006M,B19101A_007E,B19101A_007M,B19101A_008E,B19101A_008M,B19101A_009E,B19101A_009M,B19101A_010E,B19101A_010M,B19101A_011E,B19101A_011M,B19101A_012E,B19101A_012M,B19101A_013E,B19101A_013M,B19101A_014E,B19101A_014M,B19101A_015E,B19101A_015M,B19101A_016E,B19101A_016M,B19101A_017E,B19101A_017M,NAME,B19101A_001EA,B19101A_001MA,B19101A_002MA,B19101A_002EA,B19101A_003EA,B19101A_003MA,B19101A_004EA,B19101A_004MA,B19101A_005MA,B19101A_005EA,B19101A_006EA,B19101A_006MA,B19101A_007EA,B19101A_007MA,B19101A_008MA,B19101A_008EA,B19101A_009EA,B19101A_009MA,B19101A_010EA,B19101A_010MA,B19101A_011MA,B19101A_011EA,B19101A_012EA,B19101A_012MA,B19101A_013MA,B19101A_013EA,B19101A_014EA,B19101A_014MA,B19101A_015EA,B19101A_015MA,B19101A_016MA,B19101A_016EA,B19101A_017EA,B19101A_017MA,state
0400000US13,1552442,12864,59982,3131,38471,3344,55515,4981,60754,4325,61252,3977,72846,4189,67661,4701,73114,4536,63500,3685,127228,6080,167731,6283,230476,7412,152488,5986,96806,5040,108843,5177,115775,4676,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,96258,3504,2936,889,1593,543,1933,649,2523,720,3317,898,3576,875,3359,771,3578,1029,3640,980,7352,1120,11747,1932,14546,1669,11075,1262,7577,1115,8742,1243,8764,1305,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,383206,5632,15035,2142,9301,1537,13238,1791,18566,2367,16788,1930,23301,2501,19426,2451,21970,2201,19683,1987,37075,2996,49233,4057,56599,3965,32083,2849,19635,2656,15891,1795,15382,2247,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2350292,15776,69516,3754,47024,3388,59319,3723,74323,3465,72750,3797,89276,4030,86173,3893,89054,3912,92213,4219,181946,6808,256107,8104,365733,8180,279713,6485,175405,6387,200981,7021,210759,5223,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1443339,10582,49750,3647,35943,2763,45188,2801,55425,3803,62279,3891,68117,3529,66716,3334,77167,3323,69755,3791,141747,5689,185053,6685,233959,6144,145222,5535,81628,3989,67522,4277,57868,2784,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,751422,6477,20983,1980,15658,1750,22186,2027,25147,1937,26549,1768,31413,2271,33771,2540,37202,2658,30373,2045,68096,3404,98969,3780,130135,4516,84391,3751,46944,3345,44208,2949,35397,2151,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,641943,7363,19552,2026,14927,1806,18024,2020,24184,2235,24000,1874,30342,2365,26410,2391,27969,2398,29099,2428,55525,3222,80143,3651,105547,4003,69423,3451,41856,2518,37031,2633,37911,2374,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1014922,9614,58164,3618,39390,2512,45142,3127,53346,3608,49888,3312,50081,3004,52733,3191,49431,3182,47145,3221,92460,3824,113328,5207,140312,5231,93221,4362,50082,3051,43698,3166,36501,2460,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,746519,8402,29717,2994,19838,2246,26438,2563,29246,2671,31125,2683,32309,2589,28702,2322,32139,2611,34382,3244,58641,3454,80564,4795,108467,5114,85602,5209,52554,3477,49890,3088,46905,3343,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,331318,4967,12673,1638,9932,1458,11096,1312,12574,1577,15115,1788,19657,1951,13889,1480,15072,1652,15594,1734,30245,2205,39782,2479,54118,2818,32808,2415,18121,2037,16107,2079,14535,1795,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,887471,8873,19035,2071,12850,1910,13278,1843,18982,2296,20950,2487,23551,2565,23164,2570,26100,2200,23907,2045,51613,3503,83106,4500,125718,5113,112906,4661,86976,4075,115694,4203,129641,4139,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1321919,11179,36279,3741,25859,2559,26377,2786,32047,2889,33909,2904,45427,3507,35400,2918,41407,3003,38625,2549,79065,3484,115964,3945,186341,5592,162078,5278,126376,4768,154756,5032,182009,5414,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2041431,12210,71926,3990,51416,2998,61426,3776,75445,4088,80620,3774,92599,3829,90420,4291,99243,4020,92391,3850,187337,6372,250007,6527,313704,7025,216311,5440,128282,4995,122993,4453,107311,4423,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1208879,9657,26331,2420,18711,1689,23209,2078,31070,2643,38001,2363,40223,2296,41911,2594,44520,2628,43124,2340,93142,3864,142897,3874,208050,4973,154748,4819,102533,3875,100122,3532,100287,3780,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,465066,6560,18570,2673,13015,1646,17318,2301,21655,2267,22834,2178,23727,2494,24415,2726,24014,2236,20052,2194,41237,3534,55711,3428,72880,3499,44388,3658,26264,2732,20797,1979,18189,2087,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1292771,11563,46496,3300,36455,2814,42213,2890,52917,3009,57257,3857,61809,3699,59616,3120,60162,3751,58550,3777,121802,4493,162717,6018,202224,7306,126820,5157,75857,3832,69785,3204,58091,2621,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,233453,4964,8821,1389,5125,1094,8115,1104,8867,1149,12174,1715,12843,1738,12759,1467,12311,1616,10501,1118,20809,2006,29600,2244,35138,2243,22892,2024,11490,1552,10961,1509,11047,1278,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,437578,5546,12996,1626,8585,1145,11484,1420,14590,1639,18025,1655,19019,1844,19076,1806,19778,1736,20498,2038,43076,2427,54443,2798,73871,3071,51391,2713,26320,1650,24318,1859,20108,1801,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,460764,6318,17049,1876,11581,1751,12545,1714,21016,2511,19326,2022,20554,1895,24132,2436,22639,2118,20571,1930,41400,3362,57771,3057,69347,3876,46915,3182,27597,2250,25811,2515,22510,2067,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,328914,5033,7173,1354,5821,1326,7068,1191,8204,1632,10697,1545,11643,1629,11470,1886,12661,1455,12579,1590,26031,2384,36324,2572,52329,3436,41257,2688,27722,2234,30278,2411,27657,2272,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1557693,11715,37069,3218,26943,2944,28432,2413,38330,2909,42835,3464,43038,3296,41586,3077,51460,3409,42185,2842,96436,4740,142032,5536,209909,6555,194661,6323,139161,5144,190446,6424,233170,6199,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,377743,7556,21046,2818,14783,2168,15443,1858,19998,2543,16695,1752,16553,2141,17210,1893,19088,2336,17634,1916,30956,2739,39540,3039,55909,2995,34231,3023,20969,2081,20283,2144,17405,1919,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3094654,17055,98989,4244,73614,4061,82293,4676,93606,4744,102519,5085,102534,4517,102668,4889,111863,4782,107016,4036,208021,5985,315259,7492,434567,8761,359300,8277,241952,7161,285772,7687,374681,8457,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1805173,13684,65618,4453,49448,3745,59803,4172,74986,4572,85968,4593,88870,4589,81788,4206,86841,4799,84259,4384,158474,6014,204365,7365,270526,7260,181717,5953,103877,4821,103528,5031,105105,4608,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,170916,3893,3837,856,2678,889,2491,639,4075,860,4977,941,6391,1110,6136,1084,7200,1121,7002,1162,13021,1417,22321,2178,31545,2155,21028,1897,13291,1508,11503,1611,13420,1572,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2481919,14580,94941,4368,62412,3697,73642,3941,89341,4258,96895,4125,111905,4558,114794,4376,117440,5250,109294,4901,229804,5972,304887,7781,390012,8654,262184,7086,155466,5379,143299,5006,125603,5420,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,750385,5951,29412,2189,23148,1813,28280,2088,32407,2347,34780,2263,35629,2285,34780,2350,36305,2078,32900,1937,70726,3128,92457,3971,109359,4004,72878,3403,38769,2439,39765,2268,38790,2504,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,848315,9744,34259,3169,23900,2930,28350,2900,33031,2723,32707,2904,39522,2829,42188,3244,41317,3173,39585,3031,74164,3735,97954,4859,128264,5297,88082,4420,49544,3011,49043,2401,46405,2860,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2714003,15027,81242,4330,60025,3511,68551,3371,92392,3921,98942,4169,113429,4891,115434,4142,117797,4492,116648,4582,228643,6894,329017,7729,429211,7465,304878,7348,186153,4603,193048,5036,178593,5671,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,216576,4613,8841,1531,3796,875,5165,1177,6705,1379,6730,1283,8469,1467,8873,1723,9337,1564,6963,1186,16932,1957,23047,1906,33529,2667,25037,2231,17390,1719,17446,1745,18316,1481,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,856329,8267,29940,2989,24087,2827,24615,3083,36446,3090,37926,3016,37947,3353,42247,2835,40628,2737,40862,2981,73892,3956,105315,4453,134686,4184,84651,4520,52740,3242,46575,2919,43772,2801,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,189611,3907,4587,981,4145,911,3947,777,5937,1192,7854,1187,8442,1408,8421,1347,7672,1341,8745,1273,16332,1598,26930,2120,35707,2424,22390,1839,11171,1327,8328,1445,9003,1147,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1345605,13601,61006,3805,40233,2989,51194,3913,70668,4742,64296,3941,67271,3640,67999,3971,67540,4136,60940,3610,121914,5753,159855,6637,191658,6353,120556,4821,69564,3681,64053,4199,66858,3437,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4947369,24717,218648,8223,155340,7760,190767,7650,211740,7968,218049,6858,225358,7952,219448,7865,216637,7575,195002,7924,392128,9031,509311,10866,676697,12536,502083,10515,312234,8567,329851,8264,374076,7891,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,621077,6364,16726,2119,13244,1982,13265,1859,21869,2005,19083,1977,24663,2277,23409,1743,25691,2196,26154,2332,62688,3338,81610,3458,107777,3545,72991,3527,40473,2483,36808,2458,34626,2387,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,156077,2996,6418,1182,4125,905,4667,774,5208,719,5938,846,6527,1070,6753,947,7055,1031,7217,1012,13047,1226,20466,1764,25319,1948,18044,1584,9331,1201,8891,1089,7071,979,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1488751,13143,36859,2917,25713,2964,31922,2920,42094,3399,46203,3269,45765,3692,51405,3636,51950,3236,53186,3766,114299,4809,152745,5701,221383,6900,172486,6593,125097,5437,137869,4941,179775,4774,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1410546,11949,42711,3247,29922,2809,35839,3326,42502,3547,42378,3413,56008,3311,51072,3545,57702,3096,54403,3591,109514,4613,166321,6651,220086,7725,169677,5639,102002,4488,118429,5470,111980,4876,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,451523,7748,26131,2843,16915,1687,21793,2482,23575,2390,23874,2211,25993,2374,26179,2439,23159,1985,22576,2590,42356,3244,56533,2876,61498,3930,34223,2533,17958,2003,16865,1755,11895,1514,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1327015,10267,34452,2744,27181,2255,34902,2399,45966,3212,46276,2979,57111,2529,58047,3147,58153,3080,60738,2953,118750,4059,169457,4906,231394,5209,157831,5217,84728,4065,78312,3770,63717,2889,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,139515,3663,4408,851,2379,728,4113,1024,5659,1269,5602,1427,5024,1182,4695,920,5938,1295,5587,1052,11123,1707,16057,2111,23556,2283,19761,1857,10544,1518,8671,1534,6398,1118,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,610351,10835,145286,5247,67106,4064,58862,4090,53497,3435,45057,3504,38461,2806,29320,2370,26487,2698,19323,2358,33351,2946,36350,3089,23042,2081,14292,1941,6242,1284,6272,1138,7403,1080,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
