GEO_ID,B11004_001E,B11004_001M,B11004_002E,B11004_002M,B11004_003E,B11004_003M,B11004_004E,B11004_004M,B11004_005E,B11004_005M,B11004_006E,B11004_006M,B11004_007E,B11004_007M,B11004_008E,B11004_008M,B11004_009E,B11004_009M,B11004_010E,B11004_010M,B11004_011E,B11004_011M,B11004_012E,B11004_012M,B11004_013E,B11004_013M,B11004_014E,B11004_014M,B11004_015E,B11004_015M,B11004_016E,B11004_016M,B11004_017E,B11004_017M,B11004_018E,B11004_018M,B11004_019E,B11004_019M,B11004_020E,B11004_020M,NAME,B11004_001MA,B11004_001EA,B11004_002EA,B11004_002MA,B11004_003EA,B11004_003MA,B11004_004EA,B11004_004MA,B11004_005MA,B11004_005EA,B11004_006MA,B11004_006EA,B11004_007MA,B11004_007EA,B11004_008EA,B11004_008MA,B11004_009EA,B11004_009MA,B11004_010MA,B11004_010EA,B11004_011MA,B11004_011EA,B11004_012MA,B11004_012EA,B11004_013EA,B11004_013MA,B11004_014EA,B11004_014MA,B11004_015EA,B11004_015MA,B11004_016MA,B11004_016EA,B11004_017MA,B11004_017EA,B11004_018MA,B11004_018EA,B11004_019MA,B11004_019EA,B11004_020EA,B11004_020MA,state
0400000US13,2426392,15122,1692033,16406,763114,12983,169122,6517,170146,6944,423846,10676,928919,12212,734359,13500,172404,7216,101756,5690,25624,2845,18630,2659,57502,4212,70648,4643,561955,11760,376723,10569,71867,4608,81073,4958,223783,8524,185232,7075,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314151,5725,232049,4639,104525,3950,27126,2316,22515,1965,54884,3216,127524,4074,82102,3161,26199,2497,12938,1735,3214,796,3268,916,6456,1175,13261,1761,55903,2676,32275,2305,6562,1371,6231,1174,19482,1864,23628,1993,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,407499,5941,324619,6464,139109,4853,29830,2991,35502,2628,73777,4479,185510,5786,82880,4627,27575,3301,17091,2511,3976,1084,3346,1036,9769,2007,10484,2146,55305,3597,37355,3128,6863,1422,7525,1483,22967,2663,17950,2094,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099184,17994,2269298,16848,980582,11654,223895,6343,202084,6108,554603,10372,1288716,13202,829886,12599,227528,7528,120991,5479,32526,2795,20776,2414,67689,4098,106537,5060,602358,9799,381582,9202,76444,4185,74666,4697,230472,7707,220776,6123,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1657223,12597,1219395,13717,494131,9815,107065,5110,110434,4658,276632,7568,725264,9327,437828,9469,120564,5671,72699,4630,19918,2227,12204,2044,40577,3537,47865,3160,317264,7669,212304,6434,47222,3254,43961,3726,121121,5514,104960,4571,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,801562,6871,636747,7680,256494,5671,62957,3199,54371,3080,139166,4223,380253,5521,164815,5776,54441,3441,36378,3037,10118,1484,5047,1155,21213,2076,18063,1988,110374,4814,77266,3862,17440,1865,16302,1943,43524,3022,33108,2536,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,728602,7887,564871,8163,241585,5833,57889,3317,55541,3411,128155,4189,323286,5579,163731,6154,51140,3103,32740,2634,9157,1623,5646,1277,17937,1741,18400,1622,112591,5597,79168,4797,19791,2292,16054,2118,43323,3094,33423,2642,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1124586,10250,828926,10947,336687,6557,77063,3973,68680,3945,190944,5160,492239,7747,295660,7352,79241,4457,47624,3450,11823,1611,8603,1670,27198,2692,31617,2680,216419,6462,141533,5599,33470,2984,26621,2740,81442,4572,74886,3713,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1112659,9882,741899,10099,299831,7428,67135,4507,70386,4605,162310,6155,442068,7927,370760,8047,92643,5021,49299,4197,13598,2396,8574,1691,27127,2851,43344,2816,278117,7394,186679,6927,41307,4185,40766,3157,104606,5711,91438,4281,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,344585,5357,263704,4972,87813,3753,18827,2046,14847,1705,54139,2712,175891,4258,80881,4057,25981,2366,15757,2086,4758,1371,1803,672,9196,1466,10224,1468,54900,3505,36467,2964,7907,1404,6650,1340,21910,2238,18433,2089,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1445972,11686,1022058,12423,447182,8324,104416,4600,89662,4559,253104,7132,574876,9274,423914,9260,106105,5982,59362,4404,13793,2109,11796,1864,33773,2929,46743,3483,317809,8369,192307,6896,36817,2860,37462,3290,118028,6250,125502,5347,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1610581,11929,1183524,12258,505935,8578,122932,4881,87958,4886,295045,6858,677589,9822,427057,8833,107701,5356,50698,3627,13306,1849,7651,1606,29741,2686,57003,3499,319356,7406,198498,6896,39234,3532,34785,3646,124479,5687,120858,4973,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2485159,14714,1814961,13892,712548,10036,158279,5038,144617,5341,409652,7506,1102413,10627,670198,10097,182312,6155,104073,4627,30293,3153,14927,1891,58853,3487,78239,3563,487886,8216,305811,7479,68046,3993,58948,4005,178817,5002,182075,5777,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1369594,10930,1075956,10727,444619,7537,106968,4621,96155,3549,241496,5258,631337,6936,293638,8154,89801,4314,55879,4021,14666,1997,8716,1456,32497,2355,33922,2085,203837,5816,139611,5458,30905,2815,26536,2849,82170,4187,64226,3577,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,738463,9100,482221,9251,195209,6776,39860,3523,40738,3002,114611,5432,287012,6380,256242,6501,55629,4144,31985,3286,9081,1788,5001,1215,17903,2394,23644,2443,200613,5536,131902,4288,24332,2690,28894,2482,78676,3876,68711,4070,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1508816,13340,1124715,11111,449675,7954,102990,4159,93856,3888,252829,6632,675040,8867,384101,8789,103300,5474,65422,4293,15952,2197,10026,1452,39444,3334,37878,3135,280801,7932,180860,6406,40929,3420,31855,3088,108076,5444,99941,4219,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,251176,5144,199495,5288,73254,3601,17478,1846,17461,1817,38315,2578,126241,4179,51681,2829,17819,1932,11802,1722,2862,812,1562,510,7378,1321,6017,1168,33862,1994,21935,1899,4206,962,3981,946,13748,1544,11927,1295,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,480317,5426,371696,5522,157185,3992,37311,2123,38477,2685,81397,3424,214511,4115,108621,4088,30590,2212,18732,1758,4310,921,3136,874,11286,1492,11858,1510,78031,3372,55786,2649,14035,1576,10536,1496,31215,2203,22245,2195,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,642461,7985,447162,6558,189064,4533,40678,2857,41757,3095,106629,4149,258098,5195,195299,6572,67405,3690,37403,2922,9019,1456,8050,1654,20334,2306,30002,2814,127894,5624,82663,4573,18009,2191,19188,2171,45466,3894,45231,2758,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,345901,5099,270978,4490,101441,3873,21974,2317,16773,1830,62694,2835,169537,4075,74923,4248,24221,2510,14443,1981,3880,1098,1463,640,9100,1621,9778,1556,50702,3596,32996,3010,6474,1353,5510,1405,21012,2356,17706,1918,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2203675,15024,1607880,11979,726893,10450,164135,5843,134018,5372,428740,9197,880987,9949,595795,10279,154428,6346,74304,4276,19477,2378,12760,1960,42067,3532,80124,4725,441367,8776,258541,7187,46515,3348,48543,4073,163483,7150,182826,5366,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,489532,7201,340733,6214,137042,4827,27732,2280,34264,2581,75046,3850,203691,4957,148799,4495,42076,2999,25675,2839,5593,1033,4785,1176,15297,2435,16401,1774,106723,4079,73124,3712,14877,1992,15810,2281,42437,3083,33599,2437,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4621954,18878,3176379,16778,1354866,12943,321646,8918,282155,7782,751065,9902,1821513,14627,1445575,15513,366755,8559,176022,6621,50222,3744,27342,2397,98458,4945,190733,7019,1078820,12339,627381,10487,120173,5210,124990,5653,382218,9001,451439,8824,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2492048,17217,1803874,15234,732565,11958,169722,6177,147496,6464,415347,9205,1071309,11485,688174,12288,171445,6601,102501,5590,25409,2820,14957,2143,62135,4155,68944,4351,516729,10248,337827,8541,71881,3702,66352,4350,199594,6846,178902,5592,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,187800,4204,149016,3686,60681,3042,14134,1728,16072,1910,30475,1824,88335,2427,38784,3001,14108,1969,8830,1561,3242,962,841,474,4747,1006,5278,1129,24676,2390,19093,2327,5914,1412,4322,1051,8857,1816,5583,894,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2923523,16690,2104719,15671,823117,12550,183328,6382,165569,5164,474220,9550,1281602,10797,818804,12837,214341,7082,120736,5568,31058,3435,19129,2250,70549,4269,93605,5038,604463,10668,401591,7989,91559,4955,78603,4246,231429,7255,202872,6293,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,966516,7153,710773,6030,299426,4027,69338,3147,68922,3030,161166,4165,411347,5092,255743,6158,73148,3591,44246,2875,12044,1384,7343,1241,24859,1972,28902,2463,182595,4759,126513,4124,29755,2642,26298,2392,70460,3175,56082,2424,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,966250,10337,730615,9955,284475,6423,65082,4164,64522,4399,154871,5052,446140,7614,235635,7515,71466,4154,43799,3318,12050,2070,7029,1298,24720,2776,27667,2539,164169,6403,107978,5178,24787,2420,19054,2265,64137,4098,56191,3246,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3185054,17847,2364442,15878,900945,12192,203910,6055,171744,6153,525291,9086,1463497,10940,820612,12775,224880,6520,118529,4830,34562,2901,16623,2412,67344,3872,106351,4339,595732,10598,365485,8229,78153,3947,68616,4258,218716,6718,230247,7662,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,257165,5063,179215,4972,70130,3017,16415,1639,12724,1465,40991,2445,109085,4037,77950,3455,20253,2238,10628,1660,2981,952,2008,884,5639,1248,9625,1485,57697,3615,36919,2915,7173,1268,7375,1457,22371,2147,20778,1902,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1201616,11426,847329,10524,313681,7480,71896,4945,62835,4081,178950,4977,533648,7358,354287,8720,83380,5166,43624,4185,10185,1810,7356,1875,26083,3015,39756,3457,270907,8346,174435,7099,35227,3015,38129,3805,101079,6001,96472,3852,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,211235,4208,165729,4179,63110,2928,14240,1774,15447,1672,33423,2113,102619,3171,45506,2725,14250,1447,8612,1278,2595,796,1240,628,4777,825,5638,935,31256,2378,24070,2122,5573,1095,5308,1069,13189,1671,7186,1001,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1660344,15866,1203038,14862,489464,10125,113210,5531,98699,4699,277555,7516,713574,11064,457306,10457,114935,5547,62139,3851,15949,2219,8558,1245,37632,3016,52796,3639,342371,8081,224700,6699,47388,3608,43146,3351,134166,6009,117671,5190,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6407165,29321,4603234,27270,2233667,21483,488408,11390,556512,12725,1188747,15791,2369567,19461,1803931,25171,477204,12008,273416,8765,70601,4840,53648,4615,149167,7003,203788,8575,1326727,19053,913033,16297,181865,7976,201088,7909,530080,13293,413694,9584,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,691495,6211,566881,6427,299175,5279,69584,3184,90554,4028,139037,4643,267706,5115,124614,5152,37803,3513,23439,2677,5684,1211,3591,1065,14164,2174,14364,1847,86811,4853,59599,4186,11773,2008,11409,1899,36417,3056,27212,2587,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,162017,3119,125741,3293,45163,2192,11288,1263,7860,1065,26015,1725,80578,2514,36276,2271,11469,1442,7291,1271,2010,764,664,264,4617,849,4178,720,24807,2094,17873,1843,3537,966,3369,983,10967,1370,6934,1014,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2058820,15546,1544439,14338,680455,9870,162792,6758,143379,5163,374284,7175,863984,10937,514381,11177,133347,6615,73717,4737,20937,2782,10705,1932,42075,3724,59630,4191,381034,9487,239374,8459,48009,3718,47604,4034,143761,7226,141660,4770,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1725099,12755,1329276,12459,554688,8834,138316,4504,121896,4835,294476,7395,774588,10016,395823,9204,120527,5410,73289,4388,19634,2506,11195,1792,42460,3309,47238,3271,275296,7468,179510,5901,38596,3436,35494,2989,105420,4796,95786,4691,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,472869,8027,355690,7517,121374,4476,26526,2285,24142,2062,70706,3595,234316,6408,117179,5086,33280,2681,19339,2106,5605,1311,1980,664,11754,1512,13941,1685,83899,4157,50299,3127,11237,1781,9299,1462,29763,2179,33600,2731,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1485877,10597,1133193,10338,433957,7351,96027,3744,91079,3803,246851,5314,699236,7034,352684,7521,113960,4925,71648,3696,20668,1992,9796,1592,41184,2638,42312,3078,238724,5695,166449,5222,36770,2867,29037,2557,100642,4364,72275,3550,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,149032,3982,117040,3830,47767,2882,12662,1487,11419,1654,23686,2430,69273,2812,31992,2585,12147,1635,7364,1466,1597,786,1118,617,4649,1289,4783,1004,19845,2032,13782,1720,3991,1150,1820,548,7971,1264,6063,1065,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,867505,10682,489760,8473,169785,6232,32951,2311,26128,2380,110706,5049,319975,7324,377745,10114,83007,5489,41866,3730,11539,1757,8524,1856,21803,2382,41141,3219,294738,7962,173341,6060,31288,2922,28996,3196,113057,5156,121397,5508,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
