GEO_ID,B08007_001E,B08007_001M,B08007_002E,B08007_002M,B08007_003E,B08007_003M,B08007_004E,B08007_004M,B08007_005E,B08007_005M,B08007_006E,B08007_006M,B08007_007E,B08007_007M,B08007_008E,B08007_008M,B08007_009E,B08007_009M,B08007_010E,B08007_010M,B08007_011E,B08007_011M,B08007_012E,B08007_012M,B08007_013E,B08007_013M,B08007_014E,B08007_014M,B08007_015E,B08007_015M,NAME,B08007_001MA,B08007_001EA,B08007_002EA,B08007_002MA,B08007_003EA,B08007_003MA,B08007_004EA,B08007_004MA,B08007_005EA,B08007_005MA,B08007_006MA,B08007_006EA,B08007_007EA,B08007_007MA,B08007_008EA,B08007_008MA,B08007_009EA,B08007_009MA,B08007_010EA,B08007_010MA,B08007_011MA,B08007_011EA,B08007_012MA,B08007_012EA,B08007_013EA,B08007_013MA,B08007_014EA,B08007_014MA,B08007_015EA,B08007_015MA,state
0400000US13,4421064,22975,4297954,21650,2559520,26602,1738434,23294,123110,7567,2322338,17140,2243200,16607,1284845,17163,958355,16686,79138,5187,2098726,16179,2054754,15702,1274675,15592,780079,15047,43972,4179,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,685447,7710,682902,7709,680290,7652,2612,842,2545,706,372265,4420,370592,4455,369181,4493,1411,678,1673,590,313182,6012,312310,6033,311109,5986,1201,493,872,387,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,714398,8872,673806,8673,569751,9107,104055,5534,40592,3042,389067,5518,360093,5492,298682,5967,61411,3735,28974,2750,325331,6183,313713,6198,271069,6608,42644,3505,11618,1784,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6043111,22829,5832449,22985,4435771,22211,1396678,16555,210662,7201,3186053,14694,3062137,15086,2253872,17435,808265,11009,123916,5119,2857058,16784,2770312,16868,2181899,16079,588413,10690,86746,4378,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3031672,15356,2860348,15840,2061508,17973,798840,13177,171324,5882,1595514,11840,1490073,12189,1028520,13134,461553,9064,105441,3950,1436158,11493,1370275,11460,1032988,12207,337287,7832,65883,3859,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1565334,9879,1492430,10858,1192252,11449,300178,6819,72904,4291,821348,7240,777861,7836,610697,7467,167164,5495,43487,3060,743986,7208,714569,7526,581555,8419,133014,3856,29417,2065,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1388575,10089,1289720,10558,1046710,10236,243010,6765,98855,4163,744073,6922,684290,7173,541388,7760,142902,5276,59783,2864,644502,7013,605430,6705,505322,7002,100108,3779,39072,2847,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1879141,13562,1760773,14290,1283577,14877,477196,10349,118368,4835,996634,9125,924001,9592,649666,9115,274335,6960,72633,3860,882507,8774,836772,9680,633911,9473,202861,6493,45735,2889,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1987108,13668,1942394,14199,1381355,13527,561039,12422,44714,3619,1039166,10221,1004169,10546,680197,10050,323972,9533,34997,3239,947942,9530,938225,9697,701158,8633,237067,7550,9717,1492,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,638497,7135,611626,7264,493262,8191,118364,5132,26871,2348,327866,4910,312064,4948,244690,5360,67374,3838,15802,1838,310631,4787,299562,5225,248572,5374,50990,2810,11069,1793,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2960073,14341,2460447,16227,1575632,16152,884815,11255,499626,10044,1512493,10533,1238899,11011,754088,10738,484811,8600,273594,7523,1447580,10636,1221548,12075,821544,11417,400004,8398,226032,6240,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3396137,20118,3262386,20117,2213367,19093,1049019,14206,133751,6707,1728005,13202,1648012,13558,1081708,13567,566304,10911,79993,4734,1668132,12246,1614374,12127,1131659,12132,482715,8542,53758,4188,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4356081,21962,4276772,22158,3028354,22224,1248418,14713,79309,3512,2266477,14092,2214165,13399,1507973,12712,706192,11281,52312,2776,2089604,14797,2062607,15196,1520381,15481,542226,9581,26997,1916,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2811291,12563,2738038,12556,1785914,14371,952124,13704,73253,2973,1458937,8668,1411848,8812,893729,10094,518119,8801,47089,2338,1352354,7802,1326190,7700,892185,8473,434005,7659,26164,1877,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1196527,11156,1093948,11648,764124,12346,329824,10028,102579,4822,621319,7838,552240,8087,379420,8802,172820,7204,69079,4061,575208,8417,541708,8268,384704,7483,157004,6358,33500,2522,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2769496,15926,2607704,15040,1816647,14912,791057,11226,161792,6449,1431564,9184,1331893,9415,898972,10539,432921,8764,99671,4720,1337932,12132,1275811,11122,917675,11009,358136,7028,62121,3698,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,488297,5336,479203,5388,444571,4953,34632,2353,9094,1426,259852,3406,252701,3634,231902,3915,20799,1796,7151,1262,228445,4089,226502,4024,212669,3866,13833,1400,1943,606,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,967636,7198,939583,7099,753314,9119,186269,5276,28053,2363,513719,4730,497521,4819,394676,6422,102845,3394,16198,1731,453917,5122,442062,5160,358638,5816,83424,3388,11855,1459,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1279533,11630,1254336,12097,1210799,12005,43537,3242,25197,3240,693503,6869,675355,7374,648418,7388,26937,2434,18148,2702,586030,8720,578981,8890,562381,8864,16600,1852,7049,1390,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,685701,7315,582555,8575,444603,8592,137952,5984,103146,4406,359656,4551,295467,5572,220842,5455,74625,4124,64189,3578,326045,5033,287088,5407,223761,5448,63327,4226,38957,2497,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4281288,18792,3696615,19530,2321704,18841,1374911,17122,584673,11186,2265573,11381,1909589,12130,1142703,12481,766886,12431,355984,8182,2015715,14865,1787026,15785,1179001,13023,608025,10883,228689,6365,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,872554,9902,840419,10133,737984,11206,102435,4427,32135,3151,463765,8159,445114,8176,385683,8161,59431,3347,18651,2216,408789,7000,395305,7053,352301,7515,43004,3396,13484,1930,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9169233,25906,8934099,26047,5919318,24228,3014781,23999,235134,6707,4746172,17918,4597689,17944,2936992,16523,1660697,17077,148483,6108,4423061,20663,4336410,20199,2982326,17422,1354084,16268,86651,4078,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4431005,19374,4320319,20510,3184197,21719,1136122,15932,110686,6323,2321679,13095,2247120,14985,1610657,15618,636463,10447,74559,5314,2109326,14879,2073199,14528,1573540,15664,499659,10018,36127,2842,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,388595,5049,377307,4918,330283,5202,47024,2731,11288,1970,212108,3331,206073,3270,177926,3311,28147,2203,6035,1302,176487,3579,171234,3705,152357,4016,18877,1593,5253,1332,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5330410,21237,5186647,22298,3720971,21405,1465676,18744,143763,6339,2769659,13023,2678524,13596,1853502,13985,825022,12409,91135,5349,2560751,13600,2508123,13522,1867469,14756,640654,11944,52628,2913,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1723902,9202,1682698,9473,1286711,9816,395987,6959,41204,2380,926463,6704,897412,7046,666201,7380,231211,5173,29051,2020,797439,7697,785286,7677,620510,6867,164776,4636,12153,1269,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1779891,13638,1739294,13906,1372617,14814,366677,8568,40597,2959,941516,8490,915977,8293,703574,8341,212403,6609,25539,2322,838375,9887,823317,10153,669043,9501,154274,5506,15058,1872,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5930486,23224,5632732,20907,4186291,22042,1446441,15805,297754,8850,3069357,14741,2884381,14139,2081767,14800,802614,10584,184976,6050,2861129,14330,2748351,13119,2104524,14074,643827,9604,112778,5048,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,505224,6803,426369,8045,320533,8667,105836,4315,78855,5219,258990,4427,211238,5689,153997,5699,57241,3328,47752,3741,246234,4829,215131,5223,166536,6034,48595,3125,31103,2760,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2117951,15116,2008493,14965,1495739,16707,512754,11467,109458,5034,1105434,9623,1039979,9664,757056,11048,282923,7553,65455,4238,1012517,11000,968514,10976,738683,10681,229831,7734,44003,3637,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,435818,4863,421427,4832,344321,5065,77106,3513,14391,1282,232563,3077,222776,3170,182942,3614,39834,2413,9787,1087,203255,3585,198651,3663,161379,3807,37272,2317,4604,844,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2865341,17158,2758484,16610,2058712,16651,699772,10743,106857,4893,1504620,12544,1433626,12598,1037272,13038,396354,8359,70994,4473,1360721,12559,1324858,12597,1021440,12708,303418,7659,35863,3170,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,12275962,34820,12156392,35914,9488417,37004,2667975,26040,119570,7033,6750758,19749,6658346,20127,5047081,21062,1611265,20157,92412,5733,5525204,27719,5498046,27895,4441336,29533,1056710,17084,27158,2942,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1345675,8238,1330172,8844,1106915,9369,223257,6470,15503,2377,755147,5872,743197,6431,595052,5941,148145,4881,11950,1776,590528,6096,586975,6220,511863,6030,75112,4165,3553,1125,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,317172,4692,297956,4838,248334,4985,49622,2334,19216,1615,163687,2609,154369,2873,126307,2836,28062,1719,9318,1093,153485,3469,143587,3423,122027,3578,21560,1734,9898,1131,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4063553,17597,3698736,18171,1957550,18487,1741186,17406,364817,9376,2143886,12082,1923287,12251,977056,11526,946231,12277,220599,6581,1919667,12699,1775449,12722,980494,12974,794955,12748,144218,5960,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3309730,16792,3204179,16954,2687660,17294,516519,10397,105551,4880,1795815,11279,1724932,11944,1416335,13002,308597,8002,70883,4007,1513915,11397,1479247,11510,1271325,11598,207922,7338,34668,2374,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,732360,9105,645238,8752,491297,9076,153941,5395,87122,4660,388053,6104,334209,6289,242115,6464,92094,4097,53844,3278,344307,6627,311029,6243,249182,6282,61847,3266,33278,3114,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2869683,11821,2759182,12399,2061154,13335,698028,9167,110501,4660,1488802,7332,1423094,7348,1033637,7319,389457,6240,65708,3054,1380881,9848,1336088,10120,1027517,10789,308571,6388,44793,3092,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,296201,4351,288455,4402,270949,4593,17506,2138,7746,1126,162624,3202,156378,3226,143240,3143,13138,1949,6246,1023,133577,3369,132077,3469,127709,3486,4368,1265,1500,611,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1010328,12072,1008673,11955,480777,11172,527896,10465,1655,609,542622,9140,541492,9131,252886,7630,288606,7622,1130,547,467706,8325,467181,8239,227891,7584,239290,6879,525,350,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
