GEO_ID,B05013_001E,B05013_001M,B05013_002E,B05013_002M,B05013_003E,B05013_003M,B05013_004E,B05013_004M,B05013_005E,B05013_005M,B05013_006E,B05013_006M,B05013_007E,B05013_007M,B05013_008E,B05013_008M,B05013_009E,B05013_009M,B05013_010E,B05013_010M,B05013_011E,B05013_011M,B05013_012E,B05013_012M,B05013_013E,B05013_013M,B05013_014E,B05013_014M,B05013_015E,B05013_015M,B05013_016E,B05013_016M,B05013_017E,B05013_017M,B05013_018E,B05013_018M,B05013_019E,B05013_019M,B05013_020E,B05013_020M,B05013_021E,B05013_021M,B05013_022E,B05013_022M,B05013_023E,B05013_023M,B05013_024E,B05013_024M,B05013_025E,B05013_025M,B05013_026E,B05013_026M,B05013_027E,B05013_027M,B05013_028E,B05013_028M,B05013_029E,B05013_029M,B05013_030E,B05013_030M,B05013_031E,B05013_031M,B05013_032E,B05013_032M,B05013_033E,B05013_033M,B05013_034E,B05013_034M,B05013_035E,B05013_035M,B05013_036E,B05013_036M,B05013_037E,B05013_037M,B05013_038E,B05013_038M,B05013_039E,B05013_039M,NAME,B05013_001EA,B05013_001MA,B05013_002MA,B05013_002EA,B05013_003MA,B05013_003EA,B05013_004MA,B05013_004EA,B05013_005EA,B05013_005MA,B05013_006EA,B05013_006MA,B05013_007MA,B05013_007EA,B05013_008MA,B05013_008EA,B05013_009MA,B05013_009EA,B05013_010EA,B05013_010MA,B05013_011EA,B05013_011MA,B05013_012EA,B05013_012MA,B05013_013MA,B05013_013EA,B05013_014MA,B05013_014EA,B05013_015EA,B05013_015MA,B05013_016EA,B05013_016MA,B05013_017EA,B05013_017MA,B05013_018MA,B05013_018EA,B05013_019MA,B05013_019EA,B05013_020MA,B05013_020EA,B05013_021EA,B05013_021MA,B05013_022EA,B05013_022MA,B05013_023EA,B05013_023MA,B05013_024MA,B05013_024EA,B05013_025MA,B05013_025EA,B05013_026EA,B05013_026MA,B05013_027EA,B05013_027MA,B05013_028EA,B05013_028MA,B05013_029MA,B05013_029EA,B05013_030MA,B05013_030EA,B05013_031EA,B05013_031MA,B05013_032EA,B05013_032MA,B05013_033EA,B05013_033MA,B05013_034EA,B05013_034MA,B05013_035MA,B05013_035EA,B05013_036MA,B05013_036EA,B05013_037MA,B05013_037EA,B05013_038EA,B05013_038MA,B05013_039EA,B05013_039MA,state
0400000US01,157356,6968,78744,4522,448,384,1772,603,1858,755,5634,1266,7546,1883,8508,1621,10250,1595,10338,1708,9880,1655,5867,1252,5515,1038,3477,992,2361,641,2071,610,1004,546,949,499,696,352,570,341,78612,4561,227,171,1166,461,3543,1193,3157,1057,4098,1041,7174,1263,9874,1723,8693,1633,7344,1199,6450,1282,6305,1335,5640,1289,3754,1006,2767,751,3323,975,2869,954,878,487,1350,658,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,54672,3978,27274,2378,153,181,875,528,643,327,1227,651,2835,1205,1456,489,2050,721,2241,760,2514,821,3386,915,1938,439,3522,996,1978,643,888,462,791,434,443,280,133,144,201,248,27398,2508,344,379,413,323,681,420,904,519,1335,669,1717,592,2583,919,2550,805,3491,752,2516,689,3011,553,2015,482,1375,559,1349,542,1169,531,728,387,544,341,673,413,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,919559,15821,444942,9366,3409,1100,5482,1303,8179,1619,21435,2385,31185,3046,40087,2772,47829,3330,44553,3409,49838,3723,44998,2706,39901,2240,28666,2484,22661,2424,19800,1920,15957,1988,10921,1740,6510,966,3531,869,474617,9649,2860,874,5523,1304,11402,2058,15725,1874,27309,2871,31974,2512,41279,3329,49828,3699,54442,3568,47297,2322,41445,2381,34496,2673,31129,2362,24474,1916,22585,2241,13242,1560,9863,1211,9744,1323,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,139997,6123,71284,3955,844,714,980,568,2208,894,3171,1207,6892,1470,9407,1796,9582,1542,9500,1539,7812,1303,6572,1268,4309,1052,3351,1105,2897,934,1552,550,878,432,799,439,359,233,171,210,68713,3746,158,143,815,528,1333,571,3585,1278,4295,1189,6883,1467,9150,1651,10082,1669,7176,1290,7184,1477,4217,887,3036,797,3644,1132,2159,729,2391,805,1088,496,610,356,907,403,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10512399,46440,5096796,27814,25990,2454,44661,3483,86094,4398,160485,5608,247305,7889,401562,9933,488928,8917,531220,10968,590819,11754,563228,7134,512106,5983,417672,7462,333496,7399,243850,5802,170356,5654,130789,4063,85310,3504,62925,3464,5415603,27479,24002,2390,43040,3563,82172,4667,139379,6056,214200,7627,367556,8300,472526,8914,548301,10201,611188,10561,578918,7677,532128,6926,463341,8293,380198,8020,298454,7285,233009,6474,178004,6128,123563,4987,125624,5141,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,538244,12742,266767,9050,2318,790,3378,1023,6120,1540,13082,2068,19632,2129,26429,2764,30587,2427,31920,2848,33553,3092,27591,2141,21435,1863,15555,1952,11352,1574,8289,1175,6682,1322,4452,869,2720,673,1672,511,271477,6948,2130,756,4098,1010,6198,1262,9539,1444,15029,2043,25223,2897,31709,2519,32019,2649,32608,2715,26759,2235,21322,1936,16131,1612,14254,1841,10507,1392,9258,1371,6644,1190,4223,937,3826,911,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,491919,12684,243648,7936,2036,717,4431,1151,5802,1389,9732,1732,16234,1838,22176,2359,23611,2607,26891,2535,22738,2425,24415,2181,22675,2137,19850,1939,12732,1646,11288,1484,7321,982,6339,1181,2680,653,2697,613,248271,6817,2533,686,3325,880,6035,1206,9366,1581,10996,1575,17587,1898,21943,2176,26397,2328,23712,1922,24878,2393,21605,2149,19630,2003,14971,1858,12883,1780,10007,1427,8672,1323,6136,1192,7595,1432,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,80300,4876,39456,2665,279,176,80,95,1298,617,1078,391,3197,1022,3616,1096,5568,1065,4911,1104,5311,981,2358,650,3090,933,2048,591,1919,526,2093,655,1289,610,866,378,119,110,336,244,40844,3153,211,195,986,664,1480,581,1373,535,2572,708,3455,652,4948,1037,3838,1054,4017,1097,3784,754,3300,992,2555,636,1873,678,2361,871,1777,530,1127,367,475,498,712,452,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,91949,5261,43725,3100,747,591,651,392,953,507,1845,593,2661,733,3946,765,7552,1207,6234,1404,3822,1085,3839,730,3638,872,2508,618,1740,569,1339,480,1432,686,542,339,86,146,190,166,48224,3183,704,560,1200,710,999,525,2393,849,3645,1039,5447,1045,5135,1221,6695,1531,3082,913,3798,632,4291,898,3065,647,2146,567,1883,621,1525,518,800,377,619,322,797,434,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3973515,35748,1876420,19725,10446,2114,18276,2904,38588,3360,70953,4410,105530,6184,132962,5898,157676,5952,176443,6968,190235,7151,183497,5700,181759,5187,145531,5347,128035,5824,108629,4732,87000,4054,63202,3623,42247,3214,35411,3127,2097095,21551,10860,2207,19921,2807,42380,4122,65522,4861,92145,4877,130870,6184,155582,6451,181133,7866,203513,7249,202798,6069,202639,4584,168508,6501,158257,6681,137400,5788,113413,5038,79565,4535,59512,3793,73077,4830,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
