GEO_ID,B17013_001E,B17013_001M,B17013_002E,B17013_002M,B17013_003E,B17013_003M,B17013_004E,B17013_004M,B17013_005E,B17013_005M,B17013_006E,B17013_006M,B17013_007E,B17013_007M,B17013_008E,B17013_008M,B17013_009E,B17013_009M,B17013_010E,B17013_010M,B17013_011E,B17013_011M,B17013_012E,B17013_012M,B17013_013E,B17013_013M,B17013_014E,B17013_014M,B17013_015E,B17013_015M,B17013_016E,B17013_016M,B17013_017E,B17013_017M,B17013_018E,B17013_018M,B17013_019E,B17013_019M,B17013_020E,B17013_020M,B17013_021E,B17013_021M,B17013_022E,B17013_022M,B17013_023E,B17013_023M,B17013_024E,B17013_024M,B17013_025E,B17013_025M,B17013_026E,B17013_026M,B17013_027E,B17013_027M,B17013_028E,B17013_028M,B17013_029E,B17013_029M,B17013_030E,B17013_030M,B17013_031E,B17013_031M,B17013_032E,B17013_032M,B17013_033E,B17013_033M,B17013_034E,B17013_034M,B17013_035E,B17013_035M,NAME,B17013_001EA,B17013_001MA,B17013_002MA,B17013_002EA,B17013_003MA,B17013_003EA,B17013_004MA,B17013_004EA,B17013_005EA,B17013_005MA,B17013_006EA,B17013_006MA,B17013_007EA,B17013_007MA,B17013_008EA,B17013_008MA,B17013_009EA,B17013_009MA,B17013_010MA,B17013_010EA,B17013_011EA,B17013_011MA,B17013_012EA,B17013_012MA,B17013_013EA,B17013_013MA,B17013_014EA,B17013_014MA,B17013_015MA,B17013_015EA,B17013_016EA,B17013_016MA,B17013_017EA,B17013_017MA,B17013_018EA,B17013_018MA,B17013_019EA,B17013_019MA,B17013_020MA,B17013_020EA,B17013_021EA,B17013_021MA,B17013_022EA,B17013_022MA,B17013_023EA,B17013_023MA,B17013_024EA,B17013_024MA,B17013_025MA,B17013_025EA,B17013_026MA,B17013_026EA,B17013_027EA,B17013_027MA,B17013_028EA,B17013_028MA,B17013_029EA,B17013_029MA,B17013_030MA,B17013_030EA,B17013_031MA,B17013_031EA,B17013_032EA,B17013_032MA,B17013_033EA,B17013_033MA,B17013_034EA,B17013_034MA,B17013_035MA,B17013_035EA,state
0400000US01,1232515,11755,184841,6662,56254,3359,21301,1795,21283,2200,10801,1678,2869,1112,128587,5238,16420,2394,9638,1828,4713,1176,1847,796,222,190,112167,5073,42776,3287,54886,4034,12442,2127,2063,652,1047674,12321,813772,12248,410247,8420,318336,7973,77275,4237,7914,1360,233902,7177,61185,3606,36712,2977,21220,2549,2848,912,405,249,172717,5819,94942,4364,68647,3954,7860,1219,1268,558,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,12999,1612,4885,1020,1066,383,2242,876,649,201,928,438,8114,1333,2317,642,977,499,790,295,243,121,307,327,5797,1159,1971,642,2648,762,542,261,636,348,152016,3662,119143,3424,50617,2823,48070,2850,16443,1666,4013,917,32873,3004,12349,1870,7452,1464,4385,1095,457,214,55,35,20524,2120,11392,1706,7449,1063,942,288,741,371,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,209001,6363,88335,4279,28014,2505,26501,2798,26884,2556,6936,1330,120666,5231,25890,2940,11031,2063,9677,1587,3852,918,1330,727,94776,4191,30849,2604,42869,3344,17050,2259,4008,955,1370480,13405,1052960,12543,535157,8900,364535,8425,131628,5603,21640,2384,317520,9464,108230,5859,57896,3939,40909,3619,8440,1828,985,486,209290,7098,105903,4935,82008,4460,17490,2004,3889,913,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,104138,4501,38327,2962,13105,1616,13055,1677,10314,1921,1853,653,65811,3452,9891,1758,4206,1136,4763,1182,836,522,86,55,55920,2988,21828,2306,26634,2655,6350,1263,1108,653,648074,9714,508201,9423,263018,6761,191672,6669,48579,3336,4932,1205,139873,5594,43661,3786,25671,2688,15222,2049,2618,1096,150,124,96212,4644,50487,3331,39029,3394,5414,1228,1282,743,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1067419,13044,452770,11184,98427,4220,162365,6630,150443,7054,41535,3812,614649,11962,125277,5404,48533,3371,56800,3856,16567,2209,3377,904,489372,11197,155939,6024,235168,7657,80021,3965,18244,2140,7694640,28159,5786373,25282,2206331,18063,2506117,18101,897547,15497,176378,6701,1908267,22054,646999,13474,311356,9176,263603,8509,59277,3805,12763,1835,1261268,16448,594204,12297,522942,11256,115998,5879,28124,2100,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,105560,4841,42865,3138,13743,1828,14816,1947,12093,1712,2213,869,62695,4689,11365,2198,4487,1133,5503,1450,1210,603,165,165,51330,4066,18841,2194,26521,2885,5371,1043,597,359,1209723,10079,962861,10575,454031,8078,380900,7239,113501,4668,14429,1632,246862,6362,87770,4684,47666,3752,34352,2762,4773,1301,979,557,159092,5547,84107,4205,63690,3834,9179,1343,2116,804,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,66949,4874,19680,2501,7434,1465,6881,1365,4782,1075,583,285,47269,4219,8008,1771,3687,1230,3786,1151,535,444,0,197,39261,3896,13208,1963,20123,2637,5434,1291,496,353,820314,9845,630993,9055,279190,6241,277470,6226,67835,4029,6498,1273,189321,5974,56763,3609,30624,3181,23998,2460,1908,818,233,217,132558,5089,70264,4051,53981,3753,7526,1378,787,418,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,19733,2314,5763,1205,1980,640,2587,977,1079,389,117,133,13970,2088,2502,749,1476,683,517,312,436,348,73,93,11468,1892,3861,1046,5329,1321,2080,744,198,176,213267,4508,159599,4060,78405,3369,60974,3465,17505,1926,2715,886,53668,2749,15655,1986,7741,1407,7255,1555,659,396,0,185,38013,2417,17591,1877,17277,2276,2890,860,255,160,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,16707,2102,2292,700,731,362,960,544,417,301,184,262,14415,1910,1704,674,1232,647,116,117,163,140,193,321,12711,1772,5099,1067,5822,1403,1423,677,367,307,101157,3173,63952,3106,33930,2560,24417,2182,4954,1087,651,335,37205,2778,7792,1463,5319,1304,2154,597,278,291,41,68,29413,2463,14420,2122,12412,1830,2289,789,292,197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,563761,13976,221565,8739,88994,5406,77687,4846,44614,3777,10270,1586,342196,9105,60354,4673,26610,3162,26545,3017,5620,1325,1579,939,281842,7975,105295,5272,136011,6851,34621,3521,5915,1153,4129650,24086,3158538,24036,1678637,17176,1139538,14055,304043,8247,36320,3110,971112,16358,293183,8421,165840,6721,107290,5346,17506,2312,2547,850,677929,12957,363424,9246,269634,9303,37918,2872,6953,1390,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
