GEO_ID,B18108_001E,B18108_001M,B18108_002E,B18108_002M,B18108_003E,B18108_003M,B18108_004E,B18108_004M,B18108_005E,B18108_005M,B18108_006E,B18108_006M,B18108_007E,B18108_007M,B18108_008E,B18108_008M,B18108_009E,B18108_009M,B18108_010E,B18108_010M,B18108_011E,B18108_011M,B18108_012E,B18108_012M,B18108_013E,B18108_013M,B18108_014E,B18108_014M,B18108_015E,B18108_015M,B18108_016E,B18108_016M,B18108_017E,B18108_017M,B18108_018E,B18108_018M,B18108_019E,B18108_019M,B18108_020E,B18108_020M,B18108_021E,B18108_021M,B18108_022E,B18108_022M,B18108_023E,B18108_023M,B18108_024E,B18108_024M,B18108_025E,B18108_025M,NAME,B18108_001EA,B18108_001MA,B18108_002EA,B18108_002MA,B18108_003MA,B18108_003EA,B18108_004EA,B18108_004MA,B18108_005MA,B18108_005EA,B18108_006EA,B18108_006MA,B18108_007EA,B18108_007MA,B18108_008MA,B18108_008EA,B18108_009EA,B18108_009MA,B18108_010EA,B18108_010MA,B18108_011MA,B18108_011EA,B18108_012EA,B18108_012MA,B18108_013EA,B18108_013MA,B18108_014MA,B18108_014EA,B18108_015MA,B18108_015EA,B18108_016EA,B18108_016MA,B18108_017EA,B18108_017MA,B18108_018EA,B18108_018MA,B18108_019MA,B18108_019EA,B18108_020MA,B18108_020EA,B18108_021EA,B18108_021MA,B18108_022MA,B18108_022EA,B18108_023EA,B18108_023MA,B18108_024EA,B18108_024MA,B18108_025MA,B18108_025EA,state
0400000US01,4767383,1932,291160,2782,1540,733,0,189,289620,2926,815687,3386,38184,3645,10729,1749,766774,4764,1072084,4128,49106,4288,35434,3100,987544,6243,1863283,5108,171175,6875,166834,5519,1525274,10352,430263,2392,71789,3895,66506,3605,291968,5120,294906,2622,57546,2933,107605,3894,129755,3868,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,53408,986,550,310,236,307,52622,1107,132837,1199,4472,979,1507,687,126858,1553,181682,2383,5750,1145,3555,1023,172377,2498,274596,2310,20429,1848,14940,1856,239227,3253,46028,1127,9290,1190,5865,1113,30873,1519,22990,1171,4138,858,9068,1203,9784,1182,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,432663,1394,2137,716,396,280,430130,1432,1187913,1747,43796,3953,18953,2420,1125164,5243,1516944,3512,53595,3827,34605,3622,1428744,6146,2427548,3579,171407,6836,151502,6580,2104639,9449,618033,1826,89514,4296,70230,3779,458289,5691,439973,1455,84374,3762,126148,5253,229451,5517,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,190396,2624,2387,976,1145,616,186864,2743,513415,3106,24889,2443,9351,1576,479175,3711,654973,4587,28675,2549,23655,2814,602643,6860,1107262,4777,107250,4846,105065,5744,894947,8235,264336,2002,45919,3388,42117,2626,176300,4014,183994,1877,39139,2656,63808,3139,81047,2871,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,2511575,2543,11230,1915,4243,1244,2496102,3402,6623558,2818,194461,8038,83192,4178,6345905,8662,9501794,7388,265789,8685,201013,9167,9034992,14366,14762715,7130,814247,15843,729734,15534,13218734,23137,2812162,3538,349998,7548,321665,7740,2140499,10038,2085653,3168,375577,8348,699482,10534,1010594,8305,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,332058,2144,1609,607,722,564,329727,2279,913374,2282,29862,3801,9508,1691,874004,4785,1279840,3934,45572,3718,29002,3297,1205266,6691,2076470,3820,130095,5363,95517,5645,1850858,8201,406478,1984,54201,2963,36875,2303,315402,3966,257802,2106,54895,2707,74194,3482,128713,3171,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,188862,964,1411,605,343,456,187108,1298,585159,1202,19438,2434,6862,1418,558859,3414,770462,2182,25893,2716,17758,2178,726811,3606,1463274,2218,81639,4653,65895,3781,1315740,5959,300007,1535,34960,2337,26640,2371,238407,3446,233518,1621,44502,2777,63911,3036,125105,3455,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,56010,228,484,350,168,196,55358,443,147404,597,5614,1429,2287,799,139503,1573,207279,1182,7954,1651,4947,1382,194378,2248,360511,1264,21146,2517,21586,2238,317779,3572,90743,1040,12530,1241,8385,1263,69828,1743,58983,799,9958,1359,14704,1431,34321,1730,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,42763,6,138,232,0,198,42625,232,72071,70,4222,1015,823,367,67026,1091,226110,858,7203,1507,4543,1321,214364,1913,235042,984,18847,2223,13911,1873,202284,2887,40997,669,4309,750,6204,1109,30484,1446,30983,896,5176,866,10631,1179,15176,1190,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,1077572,3345,6895,1912,1929,1009,1068748,4488,2968578,3875,121784,7531,39732,3249,2807062,8833,4188612,7348,132922,7314,101091,6147,3954599,11929,7625096,8799,491148,12334,467472,11884,6666476,18179,2065459,4108,274309,7695,205451,8047,1585699,10725,1658040,4425,308437,8958,468402,11454,881201,13030,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
