GEO_ID,B05003_001E,B05003_001M,B05003_002E,B05003_002M,B05003_003E,B05003_003M,B05003_004E,B05003_004M,B05003_005E,B05003_005M,B05003_006E,B05003_006M,B05003_007E,B05003_007M,B05003_008E,B05003_008M,B05003_009E,B05003_009M,B05003_010E,B05003_010M,B05003_011E,B05003_011M,B05003_012E,B05003_012M,B05003_013E,B05003_013M,B05003_014E,B05003_014M,B05003_015E,B05003_015M,B05003_016E,B05003_016M,B05003_017E,B05003_017M,B05003_018E,B05003_018M,B05003_019E,B05003_019M,B05003_020E,B05003_020M,B05003_021E,B05003_021M,B05003_022E,B05003_022M,B05003_023E,B05003_023M,NAME,B05003_001EA,B05003_001MA,B05003_002EA,B05003_002MA,B05003_003EA,B05003_003MA,B05003_004MA,B05003_004EA,B05003_005EA,B05003_005MA,B05003_006MA,B05003_006EA,B05003_007EA,B05003_007MA,B05003_008EA,B05003_008MA,B05003_009MA,B05003_009EA,B05003_010EA,B05003_010MA,B05003_011MA,B05003_011EA,B05003_012EA,B05003_012MA,B05003_013EA,B05003_013MA,B05003_014MA,B05003_014EA,B05003_015MA,B05003_015EA,B05003_016MA,B05003_016EA,B05003_017MA,B05003_017EA,B05003_018EA,B05003_018MA,B05003_019MA,B05003_019EA,B05003_020MA,B05003_020EA,B05003_021MA,B05003_021EA,B05003_022MA,B05003_022EA,B05003_023EA,B05003_023MA,state
0400000US13,10097343,-555555555,4921939,6161,1271693,6060,1238360,6162,33333,4036,8123,1746,25210,3438,3650246,3939,3184167,10536,466079,10493,187130,8371,278949,8914,5175404,6161,1219728,5616,1189480,7515,30248,3588,8628,1953,21620,2923,3955676,3322,3490685,10401,464991,11070,206564,7446,258427,8592,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1419561,-555555555,717313,1553,158143,1328,148982,2061,9161,1660,2009,687,7152,1508,559170,820,462224,4850,96946,4722,56439,3294,40507,3451,702248,1553,150211,1308,142821,2170,7390,1721,2408,758,4982,1654,552037,736,415262,5302,136775,5364,81647,4050,55128,4158,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1634464,-555555555,817050,2782,221624,2305,216251,2386,5373,1697,663,793,4710,1668,595426,1910,551851,3271,43575,3037,15555,2291,28020,3080,817414,2782,209641,2255,205869,2516,3772,1150,1137,615,2635,947,607773,1854,563140,3917,44633,3509,17884,2285,26749,2966,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12880580,-555555555,6320605,4324,1521712,3317,1480188,4753,41524,3507,11473,1612,30051,3280,4798893,3116,3946716,11013,852177,10690,406573,8262,445604,10621,6559975,4324,1463022,3559,1422744,4078,40278,2947,12873,1718,27405,2721,5096953,2711,4246529,11386,850424,11302,451113,9730,399311,9876,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6596855,-555555555,3243979,5121,810234,4028,796455,4607,13779,2936,3311,901,10468,2656,2433745,3093,2286651,6349,147094,6199,55829,4168,91265,4615,3352876,5121,773440,4227,756994,4275,16446,1960,6033,1408,10413,1675,2579436,2786,2437175,6289,142261,6049,58524,4475,83737,5157,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3107126,-555555555,1544801,3400,374198,2979,366133,3152,8065,1621,2500,652,5565,1474,1170603,2850,1098175,4013,72428,3717,23925,2306,48503,3643,1562325,3400,351393,2558,342458,3027,8935,1960,2080,760,6855,1855,1210932,2167,1147039,3327,63893,2572,26245,2183,37648,2842,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2904021,-555555555,1444945,3648,369332,2722,360014,3208,9318,1787,2826,913,6492,1363,1075613,2623,980145,3898,95468,3478,35160,2829,60308,3530,1459076,3648,353155,3016,343015,3517,10140,1654,3457,993,6683,1522,1105921,2598,1016427,4069,89494,3845,35941,2526,53553,3427,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4413457,-555555555,2174158,3527,522882,3324,513579,3777,9303,2010,2541,777,6762,1936,1651276,3508,1574541,5461,76735,4138,25643,2258,51092,3674,2239299,3527,492421,2972,482828,3245,9593,1721,3610,1092,5983,1337,1746878,2675,1680469,4115,66409,3512,26948,2583,39461,2946,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4649676,-555555555,2272116,3972,568204,3697,561478,3896,6726,1727,1646,847,5080,1527,1703912,2891,1607923,4976,95989,4469,36976,2800,59013,4080,2377560,3972,546580,3799,539176,3879,7404,1613,1821,728,5583,1403,1830980,2424,1746822,3570,84158,3348,37535,3021,46623,3337,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1330089,-555555555,647622,1797,130469,1111,128520,1181,1949,708,616,312,1333,629,517153,1489,497554,2454,19599,2044,11229,1457,8370,1682,682467,1797,127503,1241,125054,1577,2449,954,528,320,1921,905,554964,1358,529275,2311,25689,2085,14084,1519,11605,1451,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5976407,-555555555,2896033,2845,690418,2777,660212,4028,30206,2997,8330,1478,21876,2633,2205615,1653,1804462,8876,401153,8892,192257,6537,208896,7239,3080374,2845,660757,2692,631546,3953,29211,2973,7819,1367,21392,2573,2419617,1370,1989748,7191,429869,7104,226385,6164,203484,6438,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6745408,-555555555,3269679,2194,709888,1864,677345,3991,32543,3247,9997,1794,22546,2659,2559791,1771,2075952,9290,483839,9194,249679,6830,234160,8501,3475729,2194,680797,2064,647038,3291,33759,3168,12181,1750,21578,2899,2794932,1894,2284792,9837,510140,9406,282354,6670,227786,7435,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9909877,-555555555,4865257,3056,1137648,2655,1113279,3664,24369,2858,7580,1397,16789,2316,3727609,2588,3441867,7128,285742,6858,148077,4906,137665,5753,5044620,3056,1085988,2396,1058458,3447,27530,2470,8847,1339,18683,2259,3958632,1834,3659704,6749,298928,6814,163833,6526,135095,5191,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5457173,-555555555,2712823,3068,657020,2548,637275,3427,19745,2668,7128,1473,12617,2250,2055803,2078,1867565,6173,188238,6222,90707,4545,97531,4744,2744350,3068,626088,2493,603168,3340,22920,2921,9433,1585,13487,2393,2118262,1849,1921108,6000,197154,5715,107875,4855,89279,4468,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2994079,-555555555,1457828,3775,377794,3680,375764,3828,2030,969,486,486,1544,694,1080034,2026,1047742,2955,32292,3193,9238,1550,23054,2674,1536251,3775,354759,3590,352560,3592,2199,718,262,238,1937,678,1181492,2004,1152863,2478,28629,2398,13354,1915,15275,2016,Mississippi,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6063589,-555555555,2970513,3838,711288,3528,701808,4174,9480,1930,4641,1329,4839,1289,2259225,3263,2159818,5448,99407,4321,42703,2972,56704,3370,3093076,3838,681214,3363,671688,3740,9526,1826,4286,1469,5240,1281,2411862,2454,2305153,5127,106709,4760,51366,3367,55343,4176,Missouri,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1023579,-555555555,513409,1733,115260,1335,114373,1354,887,424,187,148,700,380,398149,1561,388909,1952,9240,1360,4572,976,4668,845,510170,1733,109362,1482,108449,1430,913,419,304,256,609,339,400808,1191,387966,2016,12842,1628,6347,1096,6495,1218,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1881503,-555555555,936197,2174,240777,1752,234391,2395,6386,1544,1213,520,5173,1328,695420,1879,637433,3009,57987,2894,20977,1854,37010,2730,945306,2174,227100,1647,220737,1634,6363,1245,1313,547,5050,1217,718206,1366,663542,3134,54664,2922,20468,2185,34196,2710,Nebraska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2839099,-555555555,1426744,2030,339682,1655,326260,2547,13422,1925,2797,830,10625,1772,1087062,1332,841763,6253,245299,6293,104735,4728,140564,6123,1412355,2030,322849,1726,309889,2850,12960,2174,2768,848,10192,1927,1089506,1244,809465,6010,280041,5943,139430,5922,140611,5641,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1326813,-555555555,654814,1601,136257,1236,132818,1378,3439,1014,1570,774,1869,790,518557,1530,486145,2514,32412,2395,17694,2035,14718,1457,671999,1601,131029,1152,127837,1372,3192,982,1551,746,1641,795,540970,1074,500481,2944,40489,3008,22929,2678,17560,2088,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8938175,-555555555,4363391,2659,1027925,2259,974205,4084,53720,3852,13415,1828,40305,3262,3335466,1553,2432133,11563,903333,11405,486072,9633,417261,9645,4574784,2659,984272,2237,934654,4777,49618,3974,16869,2386,32749,3081,3590512,1295,2636449,13079,954063,12824,550104,10717,403959,9550,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2085572,-555555555,1032779,2949,254635,2614,247567,3561,7068,1885,2269,1202,4799,1191,778144,2121,688035,5471,90109,5583,30781,2594,59328,4808,1052793,2949,245443,2420,237741,2797,7702,1763,1195,528,6507,1696,807350,1253,706576,5045,100774,5006,41362,3207,59412,4487,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19746227,-555555555,9574309,3968,2156326,2772,2048010,6751,108316,6182,31460,3431,76856,5407,7417983,3150,5422782,16535,1995201,16223,1044886,14995,950315,15576,10171918,3968,2068947,3441,1960085,5972,108862,5334,31026,2666,77836,5095,8102971,2825,5849881,19751,2253090,19143,1308812,15644,944278,16336,New York,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9943964,-555555555,4842403,6467,1171945,5955,1143263,6258,28682,2958,6839,1390,21843,2523,3670458,3888,3313685,7876,356773,7484,120716,5576,236057,7376,5101561,6467,1118623,5691,1087692,6203,30931,3433,9273,2121,21658,2785,3982938,3213,3635740,8157,347198,8096,132607,5550,214591,7043,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,739482,-555555555,376324,2104,84491,1611,83339,1404,1152,615,83,98,1069,614,291833,1488,281274,1911,10559,1429,4035,1026,6524,1207,363158,2104,83035,1737,81958,1763,1077,519,432,354,645,530,280123,1244,268757,2021,11366,1809,4840,1392,6526,1179,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11594163,-555555555,5676586,4591,1351418,3546,1332233,4123,19185,2492,6965,1243,12220,2126,4325168,3550,4106410,7881,218758,6543,106153,4746,112605,5758,5917577,4591,1284222,3543,1263390,4669,20832,2714,8055,1571,12777,2493,4633355,2877,4410016,7447,223339,6649,119392,5080,103947,4325,Ohio,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3878051,-555555555,1920562,2531,490320,2229,481174,2856,9146,1542,1958,736,7188,1377,1430242,1713,1324004,3840,106238,3376,31351,2116,74887,3392,1957489,2531,461973,2420,452342,2696,9631,1388,2035,646,7596,1365,1495516,1825,1393866,3830,101650,3333,38094,2360,63556,2919,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3970239,-555555555,1964293,3573,439294,2840,425240,3497,14054,2498,3316,905,10738,2244,1524999,2557,1342486,6022,182513,5413,70105,3591,112408,5438,2005946,3573,419421,2907,405696,3065,13725,2113,3634,1054,10091,1938,1586525,2176,1403165,5960,183360,5910,82775,4803,100585,4934,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12787209,-555555555,6253250,3783,1380587,3156,1349751,4230,30836,2936,9281,1339,21555,2468,4872663,2663,4501890,9042,370773,9018,181554,5931,189219,8669,6533959,3783,1319591,3040,1286886,4826,32705,3371,13215,2209,19490,2694,5214368,2388,4826982,8782,387386,8799,215941,6631,171445,7352,Pennsylvania,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1055173,-555555555,511650,1387,109169,1188,105064,1681,4105,1145,1773,690,2332,950,402481,1279,337653,3317,64828,3325,32327,2717,32501,2680,543523,1387,103386,1163,99030,1328,4356,1002,1365,582,2991,993,440137,1071,372193,3667,67944,3281,37419,2767,30525,2726,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4832482,-555555555,2351359,4607,553332,4249,546151,4265,7181,1508,1296,658,5885,1429,1798027,2253,1687131,4849,110896,4536,38587,3649,72309,4044,2481123,4607,530352,4543,520784,4852,9568,2005,3366,977,6202,1652,1950771,1875,1849863,4643,100908,4586,43398,3245,57510,3543,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,853175,-555555555,427381,2338,107789,1406,105798,1491,1991,667,698,393,1293,540,319592,1780,309423,1870,10169,1744,4855,1308,5314,1075,425794,2338,103104,1745,100674,1877,2430,748,988,619,1442,578,322690,1907,312653,1948,10037,1419,4760,1176,5277,927,South Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6549352,-555555555,3190199,4846,761918,4069,746734,4494,15184,2011,3590,1023,11594,1959,2428281,2998,2277434,6331,150847,5911,50902,3499,99945,5739,3359153,4846,730419,4363,715616,4806,14803,2311,4647,1255,10156,2120,2628734,2940,2488310,4621,140424,4699,56586,3552,83838,4711,Tennessee,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26956958,-555555555,13384317,8322,3636214,8117,3479376,9388,156838,7022,23952,3027,132886,6523,9748103,4885,7631797,19151,2116306,18732,727796,14683,1388510,19219,13572641,8322,3479622,7369,3329978,10645,149644,8043,25453,2803,124191,7557,10093019,4369,7993379,19896,2099640,18636,802757,12155,1296883,18260,Texas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2942902,-555555555,1479527,2281,466440,1773,457180,2650,9260,1704,2202,671,7058,1643,1013087,1429,899543,4886,113544,4921,40865,3404,72679,4491,1463375,2281,439109,1857,429961,2159,9148,1974,2421,811,6727,1675,1024266,1331,906301,3677,117965,3890,49551,4015,68414,4128,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,626562,-555555555,308516,1131,63115,966,61884,825,1231,571,674,369,557,350,245401,975,235174,1650,10227,1454,4903,883,5324,1103,318046,1131,58695,996,57717,1063,978,383,680,355,298,206,259351,989,246209,1508,13142,1058,7103,949,6039,805,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8326289,-555555555,4092671,5531,952622,4091,913522,4842,39100,3274,10176,1697,28924,2965,3140049,4115,2696211,8734,443838,7651,219669,6574,224169,8144,4233618,5531,914915,4714,879546,5951,35369,3067,11325,1953,24044,2565,3318703,3851,2831390,9600,487313,9637,255639,7038,231674,7726,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7061530,-555555555,3529597,3659,820236,3237,787659,4332,32577,3191,7449,1160,25128,3175,2709361,2202,2283712,9155,425649,8919,189965,7252,235684,8754,3531933,3659,782417,2896,748931,4039,33486,3495,9478,1756,24008,3038,2749516,2009,2296482,8622,453034,8625,230487,7060,222547,7271,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1850326,-555555555,914686,2605,196722,2356,195729,2407,993,723,145,135,848,695,717964,2164,706529,2667,11435,2046,4588,1003,6847,1576,935640,2605,186478,2417,185395,2374,1083,582,436,360,647,481,749162,1683,737266,2059,11896,1435,7482,1329,4414,897,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5757564,-555555555,2857982,2972,663967,2439,653187,2713,10780,1442,4108,971,6672,1314,2194015,2584,2062288,4640,131727,4440,55114,2924,76613,3786,2899582,2972,635535,2390,622724,2623,12811,1655,5478,1127,7333,1351,2264047,2242,2139208,3842,124839,3776,59987,3564,64852,3480,Wisconsin,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
