GEO_ID,C27001G_001E,C27001G_001M,C27001G_002E,C27001G_002M,C27001G_003E,C27001G_003M,C27001G_004E,C27001G_004M,C27001G_005E,C27001G_005M,C27001G_006E,C27001G_006M,C27001G_007E,C27001G_007M,C27001G_008E,C27001G_008M,C27001G_009E,C27001G_009M,C27001G_010E,C27001G_010M,NAME,C27001G_001MA,C27001G_001EA,C27001G_002EA,C27001G_002MA,C27001G_003MA,C27001G_003EA,C27001G_004EA,C27001G_004MA,C27001G_005MA,C27001G_005EA,C27001G_006MA,C27001G_006EA,C27001G_007EA,C27001G_007MA,C27001G_008EA,C27001G_008MA,C27001G_009MA,C27001G_009EA,C27001G_010EA,C27001G_010MA,state
0400000US01,84080,6372,41971,4570,40009,4553,1962,1014,36031,3625,28364,3145,7667,1559,6078,1144,6078,1144,0,189,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,61134,4314,30723,3014,25372,3078,5351,1527,28787,2561,21051,2421,7736,1261,1624,463,1563,423,61,80,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,221323,10877,109661,7315,99226,7278,10435,2341,101782,7351,83113,6325,18669,2611,9880,1378,9803,1365,77,130,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,63950,5704,28345,3347,26204,3095,2141,860,30770,3598,24547,3093,6223,1521,4835,1033,4835,1033,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1753669,27832,768759,19266,739357,19037,29402,4493,896631,14542,776231,13907,120400,6469,88279,4655,86902,4775,1377,451,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,179753,9554,79636,5520,76663,5379,2973,1009,92639,4950,78157,4490,14482,2024,7478,1229,7195,1247,283,197,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,101149,7773,50728,5134,49605,4936,1123,648,46313,4177,42232,3757,4081,1027,4108,1026,4108,1026,0,197,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23631,3259,14377,2531,13245,2551,1132,915,8362,1587,7665,1437,697,462,892,438,892,438,0,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,16566,2517,5912,1458,5671,1421,241,300,10116,1445,9806,1403,310,215,538,311,538,311,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,467802,19733,220226,12303,209370,12355,10856,2552,222238,10978,169339,8376,52899,5356,25338,2443,24958,2402,380,291,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,199612,11121,102135,7671,95330,7065,6805,2061,89190,5681,67095,4572,22095,2792,8287,1679,8252,1678,35,64,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,325477,10620,124418,5364,121061,5408,3357,1227,176487,6947,164063,6895,12424,2082,24572,2889,24528,2885,44,74,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,40104,4157,20062,2804,19167,2862,895,548,17192,2344,13466,2078,3726,1059,2850,747,2850,747,0,190,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,288411,11421,148217,7678,144155,7427,4062,1274,127835,6211,108987,5652,18848,2310,12359,1673,11871,1561,488,367,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,144101,6720,80403,5092,74291,4912,6112,1667,58300,3766,43704,3578,14596,2261,5398,1069,5343,1070,55,75,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,59655,4465,34147,3295,33414,3281,733,394,24173,2595,20825,2356,3348,1113,1335,381,1335,381,0,155,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,97377,5703,48966,3673,46479,3592,2487,778,43386,3415,34502,2953,8884,1711,5025,1095,5001,1103,24,41,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,92364,5943,53597,4638,51478,4531,2119,824,34463,2972,30380,2848,4083,1113,4304,868,4304,868,0,185,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,76381,5878,36148,4095,35300,3980,848,409,35676,3762,26133,3137,9543,2064,4557,1018,4496,1021,61,99,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,27189,2113,12089,1583,10908,1492,1181,723,13415,1206,11379,1149,2036,568,1685,552,1634,536,51,87,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,170514,8267,81145,5950,79510,5911,1635,961,79247,4879,69367,4390,9880,2050,10122,1493,9674,1448,448,398,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,207760,11478,91894,6870,89332,6667,2562,1406,107933,6658,98525,6114,9408,1895,7933,1537,7870,1536,63,101,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,252605,10764,126475,7555,121351,7744,5124,1482,114329,5465,96515,4850,17814,2073,11801,1355,11801,1355,0,165,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,140647,6623,78550,5194,74891,5264,3659,1102,58593,3457,50000,3013,8593,1596,3504,808,3475,807,29,34,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,37019,4412,20913,3490,19740,3387,1173,656,14359,2422,11479,2182,2880,1116,1747,671,1747,671,0,206,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,147112,7751,70973,4833,66376,4890,4597,1138,68767,4751,55719,4058,13048,2258,7372,1232,7372,1232,0,181,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21664,2382,10475,1563,9669,1519,806,458,10042,1516,8506,1468,1536,603,1147,362,1147,362,0,161,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42832,4198,23674,2854,22222,2587,1452,705,18010,2294,14265,2058,3745,1043,1148,454,1148,454,0,153,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,123465,7129,58516,4665,55017,4607,3499,1307,59239,4636,48443,4163,10796,2222,5710,1048,5710,1048,0,203,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,26421,3165,12411,1969,11572,1844,839,915,13190,1823,11239,1452,1951,885,820,309,820,309,0,182,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,204324,10133,93057,6502,89824,6616,3233,1391,100489,5904,82986,4587,17503,2942,10778,1782,10611,1780,167,162,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,62372,5101,25300,3147,23804,3106,1496,737,32866,3091,26749,3107,6117,1793,4206,951,4160,948,46,82,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,564909,19206,239997,10637,233499,10272,6498,1923,292032,12755,249272,11054,42760,4489,32880,2796,32511,2780,369,293,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,228188,11238,122343,7977,118463,7908,3880,1183,97808,5938,77530,5338,20278,2385,8037,1459,7800,1439,237,227,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,16582,2942,8763,1704,8029,1706,734,577,7415,1778,6101,1540,1314,753,404,295,404,295,0,147,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,292272,10148,154994,7245,150366,7088,4628,1390,126753,6020,105355,5625,21398,2398,10525,1403,10381,1372,144,151,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,291387,9043,126133,5246,111739,5293,14394,1874,146057,5248,101028,4362,45029,3190,19197,1510,19143,1515,54,73,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,175549,7086,76298,4490,74057,4540,2241,792,90088,4858,76374,4535,13714,2135,9163,1252,9148,1256,15,28,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,283745,12746,144771,7788,139685,7669,5086,1512,126545,6636,103404,5492,23141,3444,12429,1853,12336,1861,93,152,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26656,3957,10733,2415,10223,2334,510,538,13680,2407,10602,2003,3078,1271,2243,791,2243,791,0,203,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,98858,8250,55625,5838,53372,5842,2253,1087,38555,4122,28751,3124,9804,2229,4678,1016,4609,1001,69,124,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23258,2886,11392,1925,10918,1989,474,276,10891,1706,8001,1424,2890,779,975,399,975,399,0,151,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,134858,7938,64669,5475,60747,5353,3922,1308,62247,4125,50082,3813,12165,2228,7942,1231,7942,1231,0,198,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,650049,19175,308230,11968,286164,11390,22066,3353,308455,11516,236893,9055,71562,5506,33364,3199,33159,3191,205,199,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,77359,6653,45066,4482,42336,4247,2730,1129,30407,3380,24961,2770,5446,1523,1886,741,1886,741,0,184,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,12648,2162,4886,986,4827,985,59,58,6095,1316,5489,1241,606,414,1667,746,1667,746,0,147,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,267414,11250,135325,7544,128829,7291,6496,1650,122284,6559,103858,6127,18426,2634,9805,1493,9683,1452,122,148,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,376515,11529,177344,6927,170030,6596,7314,1623,187074,6930,159254,6277,27820,3254,12097,1308,11943,1312,154,203,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,30078,3174,16923,2340,15844,2241,1079,603,11404,1698,8717,1426,2687,803,1751,513,1751,513,0,187,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,117176,6513,63068,3969,61466,3939,1602,577,50210,3697,43789,3514,6421,1055,3898,814,3846,799,52,95,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,12644,2267,4765,1419,4570,1401,195,255,7033,1691,6316,1688,717,436,846,470,846,470,0,190,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,223068,10209,54945,4563,53173,4627,1772,948,140609,6460,125291,6204,15318,2282,27514,2376,27231,2369,283,221,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
