GEO_ID,B06008_001E,B06008_001M,B06008_002E,B06008_002M,B06008_003E,B06008_003M,B06008_004E,B06008_004M,B06008_005E,B06008_005M,B06008_006E,B06008_006M,B06008_007E,B06008_007M,B06008_008E,B06008_008M,B06008_009E,B06008_009M,B06008_010E,B06008_010M,B06008_011E,B06008_011M,B06008_012E,B06008_012M,B06008_013E,B06008_013M,B06008_014E,B06008_014M,B06008_015E,B06008_015M,B06008_016E,B06008_016M,B06008_017E,B06008_017M,B06008_018E,B06008_018M,B06008_019E,B06008_019M,B06008_020E,B06008_020M,B06008_021E,B06008_021M,B06008_022E,B06008_022M,B06008_023E,B06008_023M,B06008_024E,B06008_024M,B06008_025E,B06008_025M,B06008_026E,B06008_026M,B06008_027E,B06008_027M,B06008_028E,B06008_028M,B06008_029E,B06008_029M,B06008_030E,B06008_030M,NAME,B06008_001EA,B06008_001MA,B06008_002MA,B06008_002EA,B06008_003EA,B06008_003MA,B06008_004MA,B06008_004EA,B06008_005EA,B06008_005MA,B06008_006EA,B06008_006MA,B06008_007MA,B06008_007EA,B06008_008EA,B06008_008MA,B06008_009MA,B06008_009EA,B06008_010MA,B06008_010EA,B06008_011EA,B06008_011MA,B06008_012MA,B06008_012EA,B06008_013EA,B06008_013MA,B06008_014EA,B06008_014MA,B06008_015MA,B06008_015EA,B06008_016EA,B06008_016MA,B06008_017EA,B06008_017MA,B06008_018MA,B06008_018EA,B06008_019EA,B06008_019MA,B06008_020MA,B06008_020EA,B06008_021MA,B06008_021EA,B06008_022EA,B06008_022MA,B06008_023EA,B06008_023MA,B06008_024MA,B06008_024EA,B06008_025MA,B06008_025EA,B06008_026MA,B06008_026EA,B06008_027EA,B06008_027MA,B06008_028EA,B06008_028MA,B06008_029EA,B06008_029MA,B06008_030MA,B06008_030EA,state
0400000US13,8019982,4605,2759911,24562,3709729,31318,905514,16656,195750,7515,449078,9973,3929574,31660,1561913,22741,1568941,22579,444439,13101,102534,5708,251747,7298,3015925,32237,896539,21042,1524843,23538,375194,10028,62585,4355,156764,6103,120341,10021,46910,5934,53701,5246,15118,2196,2010,654,2602,918,954142,17804,254549,12636,562244,12819,70763,5532,28621,4059,37965,3536,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1158752,687,387757,7913,571000,8919,111810,5678,13402,1894,74783,3256,554710,10629,233162,7555,225649,8173,51553,3745,5706,1036,38640,2488,324305,6698,95121,4986,174437,5724,39229,3140,3467,927,12051,1719,40670,3593,13909,1903,20618,2651,3857,1088,222,184,2064,850,239067,9014,45565,3857,150296,6062,17171,2266,4007,975,22028,2509,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1274423,2323,343766,7996,696177,12284,150667,7434,17437,2607,66376,3297,519549,11353,176461,7359,253422,9811,61251,3842,5306,1129,23109,2363,650123,12384,141327,6547,377904,10645,82777,5184,9756,2141,38359,2726,12856,1938,4742,1318,6638,1444,798,430,356,252,322,203,91895,5350,21236,3121,58213,4664,5841,1442,2019,986,4586,1123,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10412161,2949,3661126,23761,4936980,32329,1036279,16134,173692,6694,604084,10735,6497273,27175,2618953,22479,2755109,27138,677844,12926,95194,4852,350173,9021,2061717,20891,592632,14632,1041257,14515,234660,7309,34090,3094,159078,4419,123417,6903,47499,4042,52293,3553,13059,2144,3845,1195,6721,1222,1729754,18721,402042,12043,1088321,15734,110716,6335,40563,3085,88112,3996,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5284811,3328,1616268,16546,2597405,25037,681863,13626,78626,4603,310649,7751,3399117,16540,1116026,14563,1597010,18827,455147,11614,47541,3319,183393,6235,1550868,17051,410483,12252,801444,13153,200065,7186,23929,2768,114947,4411,37074,3465,9500,1828,19865,2100,5679,1282,1048,649,982,415,297752,10551,80259,5738,179086,6705,20972,2685,6108,1674,11327,1569,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2503309,2920,725131,10490,1327851,14150,265905,7283,28635,2907,155787,4270,1722916,11362,494377,9781,912007,11450,183588,6067,17433,2003,115511,3841,626208,11021,186249,7665,324153,9934,72621,4090,7755,1211,35430,2172,13809,1933,5814,1506,6473,1124,1234,435,133,139,155,150,140376,5030,38691,3305,85218,3772,8462,1559,3314,1178,4691,1039,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2299146,3172,669896,9879,1198473,15278,265828,6923,30594,2835,134355,4731,1233712,12112,401790,7607,600981,12147,143338,4996,13295,1695,74308,3679,854056,11441,210988,6916,472599,9440,105417,4696,12168,1956,52884,3092,21649,2157,5512,1223,13712,1699,1955,607,216,175,254,164,189729,6253,51606,3974,111181,4549,15118,1940,4915,1210,6909,1213,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3569190,3373,1012331,14914,1771124,21064,466196,10560,80871,4619,238668,6409,2380697,17224,692108,13621,1150330,17224,311749,8258,51349,3094,175161,5831,1017017,17630,265436,7983,529947,13127,138582,6150,25632,2599,57420,3607,23722,2544,7607,1587,11152,1559,3664,1120,603,367,696,391,147754,6110,47180,3831,79695,5170,12201,1722,3287,1019,5391,982,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3716740,3485,1320638,12828,1607644,20381,445035,13353,98730,5255,244693,6487,2788454,13793,1047480,12808,1143299,17250,335212,10992,76003,5061,186460,5349,718258,15061,204434,8029,355809,10879,93020,6034,17074,2270,47921,3025,26204,2787,10257,1768,11638,1714,2695,825,382,285,1232,652,183824,6396,58467,4616,96898,5644,14108,2092,5271,1398,9080,1313,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1119690,1197,321028,5671,555318,9808,163072,5985,11337,1604,68935,2951,668397,8253,210424,6388,312808,7354,94505,4396,6548,1283,44112,2261,393615,7868,96323,4709,209887,6397,62265,3650,4049,926,21091,1907,11675,1382,3073,827,6289,999,1709,609,56,72,548,301,46003,3016,11208,1796,26334,2502,4593,809,684,475,3184,681,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4854750,2202,1718599,15104,2257524,23364,483402,11106,119778,5247,275447,6741,1996140,18479,883649,12251,756326,13848,191733,7939,52015,3853,112417,5096,1937966,18959,574440,14081,978729,15444,219838,7139,41995,3568,122964,4835,70871,4660,27408,3102,30865,2617,9882,1603,979,442,1737,636,849773,14483,233102,8942,491604,11824,61949,4366,24789,2792,38329,2959,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5604860,1239,2079272,15766,2567554,22007,534374,11495,105084,5609,318576,7216,3191841,19307,1282914,15435,1348491,18682,316515,8501,47966,3916,195955,5768,1228514,14150,437812,11105,596957,12066,115756,5316,15278,1718,62711,3379,169906,6911,72131,4510,62222,4307,20354,2308,8251,1928,6948,1293,1014599,15528,286415,8723,559884,12329,81749,4880,33589,3417,52962,3174,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8089154,2302,2683056,17755,3852751,24496,951599,14109,109280,5130,492468,7637,5955704,19589,2150440,18352,2704744,18910,710167,11996,75031,4506,315322,6354,1477511,16489,376342,8173,745197,11634,194815,5922,24966,2481,136191,4578,55823,3815,19934,2376,25868,2047,5900,1279,1019,414,3102,728,600116,11817,136340,5706,376942,9203,40717,3771,8264,1476,37853,2710,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4386934,2222,1403177,13252,2265927,19185,445711,8741,49252,3464,222867,6176,2805405,15760,949959,11734,1401862,14691,283020,7029,22023,1910,148541,4600,1152920,14072,324049,7652,630878,11432,125828,4811,14054,1870,58111,2945,31536,2936,13706,1708,13732,1610,2998,808,587,421,513,243,397073,10604,115463,6542,219455,7876,33865,2621,12588,2079,15702,2027,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2383607,2810,801029,11079,1048095,16498,287549,9459,75699,4787,171235,5640,1626137,13225,587718,10744,668461,13666,192089,8279,53515,3953,124354,5305,676710,13626,187342,8508,337419,10773,89245,5786,20079,2484,42625,2926,18123,2672,6328,1657,8287,1582,2742,911,223,236,543,365,62637,4205,19641,2793,33928,3405,3473,1236,1882,555,3713,1009,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4909194,3433,1498407,13846,2397640,20652,609623,11875,96528,4817,306996,5405,3050227,20799,1038395,12908,1402100,18910,365222,9345,56971,3774,187539,5189,1607777,18729,387962,9521,856132,13103,222017,7884,33026,2997,108640,3843,38479,3595,14279,2286,17085,1880,5058,1165,1159,615,898,537,212711,7988,57771,4491,122323,5891,17326,2508,5372,1408,9919,1535,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,835422,1508,239069,5956,426079,9049,105912,5518,13163,1835,51199,2975,409091,8268,135120,5868,193638,6344,48962,3579,7161,1395,24210,2107,395811,8622,96302,4608,214992,6991,54147,3928,5620,1270,24750,2324,7925,1545,2109,673,4460,1207,1179,631,0,161,177,148,22595,2316,5538,1166,12989,1607,1624,489,382,328,2062,673,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1488730,1877,442831,6964,782285,9937,159259,5444,18685,2321,85670,2873,911330,8057,288598,6797,461096,8480,95330,4657,9192,1469,57114,2483,449283,7452,117607,4247,246522,6638,54049,3162,6762,1439,24343,1637,11724,1577,4477,1073,5536,971,1459,540,214,206,38,63,116393,4717,32149,3063,69131,3708,8421,1485,2517,908,4175,711,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2287984,1576,771938,11316,1023034,13697,325654,8576,50866,4064,116492,5352,328366,9884,201356,7653,85603,4375,30363,2951,4491,1139,6553,1431,1381877,12109,424031,9647,621516,11145,223415,6570,29079,3260,83836,4624,42899,3865,14255,2207,18982,2790,6927,1377,1191,586,1544,670,534842,10398,132296,7628,296933,7633,64949,4236,16105,2458,24559,2512,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1111188,1013,329265,7420,572179,8532,135599,5820,12525,1653,61620,2852,410612,8167,165882,5510,174121,6109,46091,2915,3178,904,21340,2013,613318,8756,145723,6437,344962,7779,79925,4878,7831,1459,34877,2430,11942,1760,3889,1052,5837,1118,1902,779,95,132,219,182,75316,4579,13771,1852,47259,3071,7681,1415,1421,628,5184,1505,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7282046,1363,2524660,18895,3542580,23230,621116,12953,147597,7011,446093,8090,3372142,22463,1529951,18575,1333097,15829,281728,8110,52640,3771,174726,5894,1828317,16417,466501,10697,993986,15285,181291,5729,30383,2923,156156,5762,192066,7069,65026,4439,84320,5004,21981,2166,7091,1459,13648,1854,1889521,20817,463182,12947,1131177,18476,136116,6255,57483,4657,101563,4951,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1667854,2014,574904,9777,755110,13456,205016,6832,32037,3280,100787,4506,775398,13294,343758,9737,285583,8522,91462,4629,13053,1638,41542,2829,675253,11411,177948,7813,343205,7914,95439,5144,12275,2171,46386,3216,20146,2569,7369,1726,9037,1691,2411,784,813,550,516,277,197057,9212,45829,4281,117285,7638,15704,2294,5896,1576,12343,1892,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,16248072,3243,6252893,28491,7200320,33606,1406201,16875,405823,8116,982835,13193,9399833,36429,4044271,26863,3822514,24777,810908,13523,188102,6464,534038,9437,2091955,24119,832352,14732,888593,13708,191009,7086,44912,3412,135089,5941,440227,11791,168936,8708,157861,6583,50939,4039,18969,2319,43522,3450,4316057,30739,1207334,22701,2331352,28617,353345,9696,153840,5723,270186,7488,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8029973,4767,2520992,21688,3884918,28581,876382,14699,244865,8464,502816,9370,4179868,23852,1462424,18040,1797509,22101,471059,10441,136142,6701,312734,8250,3029142,23729,814984,16851,1625240,19346,345497,9079,81520,5252,161901,6048,99336,5617,35249,3530,45923,3921,11812,1797,4416,1433,1936,670,721627,12648,208335,7802,416246,11319,48014,4368,22787,2697,26245,2655,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,598037,1279,191072,6046,311821,6831,56508,3416,4614,1156,34022,1970,368268,6424,112646,4732,194889,5871,33223,2634,2223,678,25287,1849,203005,6785,70139,4786,101702,4727,21154,2095,2245,808,7765,1170,4167,950,1946,744,1767,636,358,238,0,147,96,92,22597,2765,6341,1636,13463,2088,1773,752,146,123,874,434,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9422595,3652,3027632,20703,4466616,30615,1158838,18233,162699,6414,606810,8913,6783094,28521,2369835,22624,3071155,25908,837595,15232,114139,5130,390370,7307,2106998,26550,516243,13326,1081201,18506,283300,8365,39286,3109,186968,5924,78520,4586,27712,2641,37654,3456,8698,1563,1436,538,3020,679,453983,11197,113842,6396,276606,8094,29245,2466,7838,1597,26452,2550,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3080740,1721,869785,8110,1542113,11440,409527,7111,65869,3768,193446,4970,1713798,11945,534732,8191,798785,9810,230435,5551,33854,2356,115992,3700,1118913,11727,262622,6822,604419,8977,157997,4875,24725,1936,69150,3231,33478,2726,11735,1764,15642,1554,4503,1051,730,356,868,327,214551,5625,60696,3784,123267,5261,16592,2022,6560,1203,7436,950,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3258094,2359,999992,11627,1581162,16885,439702,11517,57269,4443,179969,6207,1259961,15506,500775,10721,523953,12630,160258,6956,20521,2482,54454,3747,1583226,15735,391783,11669,816524,11855,243318,8530,25619,2405,105982,4909,39944,3768,16962,2514,15710,2250,5755,1289,344,225,1173,659,374963,9621,90472,6486,224975,7400,30371,3535,10785,2168,18360,2030,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
