GEO_ID,B27005_001E,B27005_001M,B27005_002E,B27005_002M,B27005_003E,B27005_003M,B27005_004E,B27005_004M,B27005_005E,B27005_005M,B27005_006E,B27005_006M,B27005_007E,B27005_007M,B27005_008E,B27005_008M,B27005_009E,B27005_009M,B27005_010E,B27005_010M,B27005_011E,B27005_011M,B27005_012E,B27005_012M,B27005_013E,B27005_013M,B27005_014E,B27005_014M,B27005_015E,B27005_015M,B27005_016E,B27005_016M,B27005_017E,B27005_017M,B27005_018E,B27005_018M,B27005_019E,B27005_019M,B27005_020E,B27005_020M,B27005_021E,B27005_021M,B27005_022E,B27005_022M,B27005_023E,B27005_023M,B27005_024E,B27005_024M,B27005_025E,B27005_025M,B27005_026E,B27005_026M,B27005_027E,B27005_027M,B27005_028E,B27005_028M,B27005_029E,B27005_029M,B27005_030E,B27005_030M,B27005_031E,B27005_031M,B27005_032E,B27005_032M,B27005_033E,B27005_033M,B27005_034E,B27005_034M,B27005_035E,B27005_035M,B27005_036E,B27005_036M,B27005_037E,B27005_037M,B27005_038E,B27005_038M,B27005_039E,B27005_039M,B27005_040E,B27005_040M,B27005_041E,B27005_041M,B27005_042E,B27005_042M,B27005_043E,B27005_043M,B27005_044E,B27005_044M,B27005_045E,B27005_045M,B27005_046E,B27005_046M,B27005_047E,B27005_047M,B27005_048E,B27005_048M,B27005_049E,B27005_049M,B27005_050E,B27005_050M,B27005_051E,B27005_051M,B27005_052E,B27005_052M,B27005_053E,B27005_053M,B27005_054E,B27005_054M,B27005_055E,B27005_055M,B27005_056E,B27005_056M,B27005_057E,B27005_057M,NAME,B27005_001MA,B27005_001EA,B27005_002MA,B27005_002EA,B27005_003EA,B27005_003MA,B27005_004EA,B27005_004MA,B27005_005EA,B27005_005MA,B27005_006MA,B27005_006EA,B27005_007MA,B27005_007EA,B27005_008EA,B27005_008MA,B27005_009EA,B27005_009MA,B27005_010EA,B27005_010MA,B27005_011MA,B27005_011EA,B27005_012MA,B27005_012EA,B27005_013MA,B27005_013EA,B27005_014EA,B27005_014MA,B27005_015EA,B27005_015MA,B27005_016MA,B27005_016EA,B27005_017MA,B27005_017EA,B27005_018MA,B27005_018EA,B27005_019EA,B27005_019MA,B27005_020EA,B27005_020MA,B27005_021MA,B27005_021EA,B27005_022MA,B27005_022EA,B27005_023MA,B27005_023EA,B27005_024MA,B27005_024EA,B27005_025EA,B27005_025MA,B27005_026MA,B27005_026EA,B27005_027MA,B27005_027EA,B27005_028MA,B27005_028EA,B27005_029MA,B27005_029EA,B27005_030EA,B27005_030MA,B27005_031EA,B27005_031MA,B27005_032EA,B27005_032MA,B27005_033MA,B27005_033EA,B27005_034MA,B27005_034EA,B27005_035MA,B27005_035EA,B27005_036MA,B27005_036EA,B27005_037EA,B27005_037MA,B27005_038EA,B27005_038MA,B27005_039MA,B27005_039EA,B27005_040MA,B27005_040EA,B27005_041MA,B27005_041EA,B27005_042EA,B27005_042MA,B27005_043EA,B27005_043MA,B27005_044MA,B27005_044EA,B27005_045MA,B27005_045EA,B27005_046MA,B27005_046EA,B27005_047EA,B27005_047MA,B27005_048EA,B27005_048MA,B27005_049EA,B27005_049MA,B27005_050MA,B27005_050EA,B27005_051MA,B27005_051EA,B27005_052EA,B27005_052MA,B27005_053EA,B27005_053MA,B27005_054EA,B27005_054MA,B27005_055MA,B27005_055EA,B27005_056MA,B27005_056EA,B27005_057MA,B27005_057EA,state
0400000US01,4767383,1932,2289780,5872,180774,4077,8388,1883,172386,4376,384145,5137,21212,2966,362933,5210,236975,3747,28132,3611,208843,4168,283658,3829,27252,3291,256406,4633,286297,3968,25534,2912,260763,4492,306272,3089,33267,2544,273005,3826,294579,2244,39712,2255,254867,3317,198963,1759,52495,2923,146468,3519,118117,1636,40873,2277,77244,2644,2477603,5606,169526,3889,7268,1710,162258,4226,372402,3993,20247,2428,352155,4360,237408,2932,25848,2437,211560,3693,314043,3628,30673,2477,283370,4297,310113,3427,26371,2678,283742,4288,335435,2972,37804,2489,297631,3750,330587,2047,53276,3064,277311,3442,231300,1755,70995,3228,160305,3333,176789,2021,60335,2834,116454,3048,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,32423,1370,1174,486,31249,1433,62233,1864,3028,1108,59205,1968,40465,1856,3556,1318,36909,2293,54358,1880,3168,926,51190,1897,44478,1417,2855,873,41623,1498,48114,1213,4215,1007,43899,1499,47618,1024,5306,1106,42312,1536,24071,848,2614,664,21457,922,9829,792,1320,457,8509,837,347952,2104,31460,1477,727,278,30733,1514,60129,1523,3320,1134,56809,1711,35525,1115,1900,658,33625,1138,51334,1190,3155,931,48179,1643,44358,1287,3282,875,41076,1628,46606,1051,4224,950,42382,1191,43422,809,4491,759,38931,1132,21957,744,2354,625,19603,891,13161,879,1860,470,11301,960,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,268507,3684,16963,2800,251544,4573,557851,3937,43514,3554,514337,5384,328324,2112,30851,2982,297473,3656,433332,2735,35856,2781,397476,3906,402628,2617,35857,2987,366771,3871,402312,1842,44748,3203,357564,3772,371403,1105,53612,2972,317791,3126,290746,1306,80039,3390,210707,3461,196194,1182,65677,2719,130517,2781,3371777,2888,257277,4264,17127,2267,240150,4218,536941,4347,43405,3552,493536,5711,325057,1774,36532,3591,288525,4155,430231,2181,38241,3147,391990,3843,415511,1840,35456,2473,380055,3138,419256,1809,46951,3095,372305,3443,416438,1148,64805,3344,351633,3312,327287,1219,94160,3527,233127,3700,243779,1187,84323,3091,159456,3394,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,117821,3217,6875,1525,110946,3297,242570,4154,14183,2339,228387,4415,144070,2721,18682,1859,125388,3240,181138,3435,15065,2050,166073,3961,176985,3031,16504,2098,160481,3488,183655,2986,19594,2013,164061,3314,175477,1529,24403,2303,151074,2804,123712,1295,37184,2448,86528,2779,77984,1147,31671,1823,46313,1772,1490964,4568,110503,3533,4771,1040,105732,3579,232917,3816,12431,1842,220486,4151,142429,2631,14515,2060,127914,3171,187336,2819,19573,2704,167763,3908,189151,3125,16116,2172,173035,3851,191610,2559,21877,1748,169733,2922,190384,1758,30825,2232,159559,2787,140624,1388,47144,2405,93480,2593,106010,1618,42620,2290,63390,2560,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,1534723,7474,97374,5349,1437349,8801,3123268,8050,244392,9156,2878876,12750,1978296,5187,240029,8429,1738267,8997,2827196,5223,280882,9506,2546314,9485,2522938,4351,231181,6934,2291757,8093,2554490,4652,290652,7976,2263838,9875,2155141,3297,308930,6990,1846211,7015,1306922,2480,254787,5780,1052135,6096,862520,2250,213413,5829,649107,5437,19431963,5973,1467115,7973,95449,5635,1371666,10055,3010027,8190,235303,7503,2774724,11010,1921375,3951,242065,9314,1679310,9701,2774927,4420,257251,7777,2517676,9174,2579992,3236,248847,7840,2331145,8685,2622661,2760,313765,9355,2308896,9510,2327493,2433,350476,8383,1977017,9141,1505240,2282,332283,6917,1172957,6936,1223133,3000,318575,5891,904558,5988,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,210906,2966,13520,2168,197386,3627,429394,3727,38900,3485,390494,5030,259382,2647,35598,3252,223784,4064,390134,3608,39407,3060,350727,4740,359282,3288,38610,2800,320672,3484,346712,2190,40768,2953,305944,3298,323268,1491,53201,2455,270067,3015,194508,1262,50356,2328,144152,2634,108825,1411,41700,2222,67125,2481,2643611,4048,194507,3246,11674,1977,182833,3216,410625,3639,34717,3114,375908,4399,247086,2691,28669,2336,218417,3592,383238,2893,41106,3359,342132,4592,351031,2779,37785,3236,313246,3628,354361,2075,43512,3114,310849,3601,341816,1772,62478,3780,279338,3825,211970,1323,61327,2367,150643,2695,148977,1527,57701,2641,91276,2908,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,115676,2586,5530,1238,110146,2921,279327,2541,16986,1784,262341,2868,173367,1791,23383,2507,149984,2703,212101,1617,18597,2398,193504,3094,210090,1825,15072,1990,195018,2727,261921,1554,23680,1950,238241,2390,233999,1137,31487,1981,202512,2221,139843,1204,33755,2163,106088,2351,93101,1077,32336,2065,60765,2379,1821857,2336,112679,2265,4422,1162,108257,2346,266339,2382,16343,2119,249996,3310,168282,1264,22750,2499,145532,2669,216712,1620,16391,1850,200321,2272,224785,1589,17911,1805,206874,2421,282561,1633,28061,2290,254500,2755,249918,1064,34441,2288,215477,2600,160164,1044,41817,2282,118347,2544,140417,1349,51565,2234,88852,2249,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,35151,1445,984,511,34167,1499,68880,1428,3052,933,65828,1670,45311,920,4496,1111,40815,1394,56241,1044,4426,1056,51815,1398,53003,845,3749,841,49254,1143,59890,764,4740,887,55150,1084,57714,703,5668,1023,52046,1220,42168,722,10977,1189,31191,1298,25265,592,9835,975,15430,1038,477307,1167,33712,1742,1306,577,32406,1828,65671,1687,4018,1107,61653,1967,44142,560,3883,926,40259,1116,61585,644,4237,884,57348,1117,57015,580,3342,788,53673,922,67073,433,4457,955,62616,918,65816,371,6776,876,59040,943,48575,574,13360,1240,35215,1263,33718,629,12688,1238,21030,1314,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,24896,1047,1525,611,23371,1162,33244,929,2315,775,30929,1111,35239,626,7669,1364,27570,1353,67685,799,8304,1536,59381,1629,44704,597,4811,968,39893,1023,37427,574,3836,934,33591,1084,31517,551,3814,875,27703,998,17491,595,2707,658,14784,906,11588,605,2988,623,8600,782,344175,1099,23199,931,1231,513,21968,799,33495,790,3793,1378,29702,1745,43151,234,9815,1657,33336,1676,80035,574,6908,1081,73127,1164,46711,418,6029,1183,40682,1185,38138,417,3609,833,34529,902,36545,111,3878,718,32667,736,23506,374,5386,865,18120,957,19395,786,5818,820,13577,1055,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,658309,7707,41371,3894,616938,8275,1407695,8329,130269,7654,1277426,9914,881522,5664,114662,5451,766860,6835,1204467,5776,123559,6561,1080908,8596,1157330,5436,125509,5887,1031821,7661,1307942,5082,170879,6568,1137063,8321,1196333,3719,187249,5589,1009084,5824,961376,3422,227115,7128,734261,7231,715885,3430,222320,5659,493565,5314,10092498,7609,636937,7877,41590,3509,595347,7306,1343209,7478,117780,5639,1225429,8557,867094,3935,111529,6482,755565,6723,1235529,4615,123198,5838,1112331,6954,1220794,4397,142247,6371,1078547,7667,1386343,4042,191466,7893,1194877,8246,1356354,3196,249357,6525,1106997,6599,1104083,2558,288216,6335,815867,6731,942155,3022,289152,7917,653003,7791,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
