GEO_ID,B28009H_001E,B28009H_001M,B28009H_002E,B28009H_002M,B28009H_003E,B28009H_003M,B28009H_004E,B28009H_004M,B28009H_005E,B28009H_005M,B28009H_006E,B28009H_006M,NAME,B28009H_001MA,B28009H_001EA,B28009H_002MA,B28009H_002EA,B28009H_003EA,B28009H_003MA,B28009H_004EA,B28009H_004MA,B28009H_005EA,B28009H_005MA,B28009H_006MA,B28009H_006EA,state
0400000US01,3139820,2771,2729433,14954,23231,3653,2354547,20755,351655,16486,410387,14902,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,441237,1339,423478,2682,2167,703,389269,5326,32042,4218,17759,2473,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3702600,3693,3434050,12668,18878,2443,3162422,16685,252750,12023,268550,12527,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2122827,1976,1851724,11422,20080,4836,1543310,17933,288334,13796,271103,10993,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14514152,9766,13632587,24382,81520,5785,12797218,33302,753849,22640,881565,21456,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3613290,2991,3438784,8521,30517,3505,3193366,13683,214901,11221,174506,8220,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2389497,3738,2218149,8820,12523,2639,2092091,12083,113535,8674,171348,7745,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,580537,1177,533187,5479,3705,1167,482367,7810,47115,6147,47350,5287,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,221517,1541,217619,1794,320,221,211835,2153,5464,1243,3898,857,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10833585,8761,9905779,27718,75871,6136,8978728,31006,851180,20798,927806,25178,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5357679,5662,4845395,16841,30496,4981,4373588,23182,441311,16521,512284,15975,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,312403,1614,298430,2565,2393,1330,281872,3814,14165,2493,13973,2211,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1330577,1334,1232824,6283,13920,3096,1081182,11471,137722,10644,97753,6266,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7835485,5018,7154234,14751,49622,4540,6605695,18971,498917,13587,681251,14223,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5152199,3712,4589479,16956,44491,4627,4033048,22394,511940,16691,562720,16732,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2623948,1722,2365535,8392,30123,4101,2117515,13106,217897,9729,258413,8580,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2171975,1473,1981763,8179,11575,2032,1789209,13212,180979,10869,190212,8054,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3673240,2956,3159551,17254,28625,4810,2771788,21197,359138,13034,513689,17051,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2696524,2708,2397442,11005,18982,3373,2106271,18789,272189,14620,299082,10939,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1215854,1579,1101747,6297,10206,2050,982101,11116,109440,7585,114107,6102,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3063907,3889,2851626,9294,18294,3087,2651940,14769,181392,12535,212281,8281,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4804795,6405,4460688,11815,20308,3332,4214719,18137,225661,11134,344107,10937,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7358915,4014,6661572,16168,60345,5275,5940770,22132,660457,19090,697343,15592,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4332706,3302,4008788,8824,37025,2969,3686017,13163,285746,11196,323918,8403,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1669874,2346,1447388,9742,13616,3079,1192664,17484,241108,12259,222486,9260,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4725450,4176,4208816,16169,41618,4444,3697385,22057,469813,14864,516634,15701,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,864509,832,781334,5108,6896,1320,692029,8582,82409,6723,83175,5066,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1473810,1332,1345541,6567,12004,1902,1222367,9052,111170,7224,128269,6556,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1439327,1742,1326557,8234,7175,1776,1219225,10966,100157,7338,112770,8025,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1175985,989,1096891,6903,4970,1122,1020736,9640,71185,6765,79094,6815,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4964982,4709,4632161,12430,23527,3639,4384805,15242,223829,11845,332821,10560,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,792088,2186,719730,5590,5812,1533,653836,6901,60082,5610,72358,4936,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10809043,7914,9822007,22680,55098,4482,8999051,26516,767858,19361,987036,21346,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6217708,5336,5594967,19556,43703,5228,5045328,24427,505936,16959,622741,17696,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,619090,1163,567414,3572,3112,776,509783,7136,54519,5951,51676,3258,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9059389,4120,8111790,21662,69119,6807,7359026,27615,683645,24389,947599,21388,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2528765,2097,2247807,8839,17778,2326,1929198,11236,300831,11741,280958,8908,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2993662,2963,2789873,9422,20076,3110,2524165,16901,245632,14025,203789,9071,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9655129,6039,8583408,21394,80628,5593,7869141,28254,633639,17420,1071721,20988,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,750896,2009,679643,5373,4450,1462,637046,7127,38147,5648,71253,5291,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3011080,2962,2709761,11258,19334,3199,2399418,18263,291009,16322,301319,11416,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,685122,1305,615433,4331,6879,2303,547283,6128,61271,5243,69689,4147,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4783530,3115,4182691,15827,39112,5116,3654803,21847,488776,16962,600839,15308,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11452407,8415,10643479,20257,73375,6333,9638297,33376,931807,26130,808928,18185,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2296901,2362,2220245,5670,15045,2768,2033944,11295,171256,9091,76656,4845,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,562743,1665,509323,5021,4142,1011,458776,6038,46405,3901,53420,4494,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5105874,5747,4693087,16423,34263,3980,4269728,22423,389096,16899,412787,14275,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4864251,4537,4579023,11596,34243,4670,4256761,18525,288019,13820,285228,10870,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1675129,1830,1399158,11070,13933,3429,1223071,15374,162154,10617,275971,10924,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4621683,2168,4181768,10645,45822,3769,3813903,13893,322043,11394,439915,10124,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,479376,583,446580,3027,3952,1322,398318,6056,44310,5593,32796,3096,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23160,2709,19409,2798,45,73,17103,2585,2261,915,3751,792,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
