GEO_ID,C17002_001E,C17002_001M,C17002_002E,C17002_002M,C17002_003E,C17002_003M,C17002_004E,C17002_004M,C17002_005E,C17002_005M,C17002_006E,C17002_006M,C17002_007E,C17002_007M,C17002_008E,C17002_008M,NAME,C17002_001MA,C17002_001EA,C17002_002EA,C17002_002MA,C17002_003EA,C17002_003MA,C17002_004EA,C17002_004MA,C17002_005EA,C17002_005MA,C17002_006MA,C17002_006EA,C17002_007EA,C17002_007MA,C17002_008EA,C17002_008MA,state
0400000US01,4727549,2783,390019,18009,520156,18936,272735,19255,251620,12794,334370,18002,139889,9061,2818760,30265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,717723,893,34387,4030,46240,6184,28026,4392,27046,3522,36092,4309,15029,2241,530903,8352,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6573369,3679,561138,19231,637923,22746,365465,18537,313650,17892,478183,20639,192072,12484,4024938,32978,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2882856,1835,217844,11688,326038,13403,178366,11517,175272,10670,233179,12953,101085,9772,1651072,24449,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38060228,7073,2677525,46284,3581573,52381,1939577,42966,1950257,48893,2565498,46503,1019287,38135,24326511,84402,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5237149,2559,287952,11728,342834,17502,223878,14837,211994,14776,319968,15389,131161,9245,3719362,30050,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3485629,1870,171654,10666,203118,12527,109327,9782,108747,8592,184199,13306,72223,6920,2636361,18589,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,909611,1367,54216,5471,59292,5643,30352,5043,33696,5092,50138,6332,22122,4453,659795,10787,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,624327,573,56790,6173,53876,6204,19848,3494,27724,5363,23804,3945,14609,3474,427676,8785,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19470210,6164,1396477,36785,1815138,47177,1053268,33645,1086360,33191,1451897,31839,581080,22378,12085990,71934,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9823859,5286,810355,25848,987614,30995,494361,19949,509258,22307,690153,22636,284823,20214,6047295,47959,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1379804,1532,68688,6919,88041,8503,52710,7332,42840,5287,69116,7889,31781,5842,1026628,15392,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1603083,1505,96609,9388,141372,8675,100570,10414,94863,9601,129376,11199,49596,5538,990697,17489,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12571848,5001,829130,21730,975405,27237,550906,22044,561008,20160,725088,24907,319081,14785,8611230,41434,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6391460,3622,434407,17502,539811,20178,308839,13994,304857,14802,450196,17883,181333,11026,4172017,29912,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3004857,1994,163544,8509,204272,11362,133018,8875,135585,9792,173844,8237,88692,7306,2105902,18861,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2821431,1822,165153,10913,217559,11705,122215,8127,132156,8758,190678,12468,76470,6199,1917200,17420,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
