GEO_ID,B27001F_001E,B27001F_001M,B27001F_002E,B27001F_002M,B27001F_003E,B27001F_003M,B27001F_004E,B27001F_004M,B27001F_005E,B27001F_005M,B27001F_006E,B27001F_006M,B27001F_007E,B27001F_007M,B27001F_008E,B27001F_008M,B27001F_009E,B27001F_009M,B27001F_010E,B27001F_010M,B27001F_011E,B27001F_011M,B27001F_012E,B27001F_012M,B27001F_013E,B27001F_013M,B27001F_014E,B27001F_014M,B27001F_015E,B27001F_015M,B27001F_016E,B27001F_016M,B27001F_017E,B27001F_017M,B27001F_018E,B27001F_018M,B27001F_019E,B27001F_019M,B27001F_020E,B27001F_020M,B27001F_021E,B27001F_021M,B27001F_022E,B27001F_022M,B27001F_023E,B27001F_023M,B27001F_024E,B27001F_024M,B27001F_025E,B27001F_025M,B27001F_026E,B27001F_026M,B27001F_027E,B27001F_027M,B27001F_028E,B27001F_028M,NAME,B27001F_001MA,B27001F_001EA,B27001F_002EA,B27001F_002MA,B27001F_003EA,B27001F_003MA,B27001F_004EA,B27001F_004MA,B27001F_005MA,B27001F_005EA,B27001F_006MA,B27001F_006EA,B27001F_007EA,B27001F_007MA,B27001F_008EA,B27001F_008MA,B27001F_009EA,B27001F_009MA,B27001F_010MA,B27001F_010EA,B27001F_011MA,B27001F_011EA,B27001F_012EA,B27001F_012MA,B27001F_013EA,B27001F_013MA,B27001F_014EA,B27001F_014MA,B27001F_015EA,B27001F_015MA,B27001F_016MA,B27001F_016EA,B27001F_017EA,B27001F_017MA,B27001F_018EA,B27001F_018MA,B27001F_019EA,B27001F_019MA,B27001F_020EA,B27001F_020MA,B27001F_021MA,B27001F_021EA,B27001F_022MA,B27001F_022EA,B27001F_023MA,B27001F_023EA,B27001F_024EA,B27001F_024MA,B27001F_025EA,B27001F_025MA,B27001F_026EA,B27001F_026MA,B27001F_027MA,B27001F_027EA,B27001F_028MA,B27001F_028EA,state
0400000US01,69480,6652,10280,2159,9467,2179,813,499,19396,3003,16250,2934,3146,1324,7061,1631,3832,1230,3229,1123,11970,2314,3826,1500,8144,1828,12611,2132,5326,1578,7285,1737,4229,1014,2667,831,1562,667,2742,739,1343,719,1399,572,794,484,561,399,233,224,397,292,397,292,0,189,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,9273,2166,1100,727,870,775,230,247,822,519,662,484,160,172,1195,866,287,199,908,822,2080,956,1758,984,322,285,1466,588,808,470,658,412,1472,592,801,401,671,427,878,399,422,252,456,360,260,196,249,197,11,18,0,145,0,145,0,145,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,428048,21376,43584,4593,39167,4378,4417,1416,90452,6788,72738,5476,17714,3156,57616,5511,36844,4000,20772,3392,78117,5941,50757,5168,27360,3750,61053,4638,39031,3414,22022,2937,48499,4824,31690,3396,16809,2927,28113,2711,22536,2438,5577,1256,14400,1757,13295,1749,1105,657,6214,1175,5610,960,604,454,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,50193,5785,6578,1622,6340,1635,238,249,12171,1985,9917,1993,2254,1033,7014,1431,3701,1085,3313,1048,8413,1603,4483,1198,3930,1092,7098,1702,4093,1304,3005,961,5067,1512,3234,1268,1833,765,2758,894,1671,797,1087,784,733,433,609,352,124,212,361,303,361,303,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5053490,54121,494556,13048,469939,12626,24617,3768,1022327,17282,931924,18519,90403,7545,649688,13634,461091,11739,188597,7589,844326,14616,554698,11862,289628,8673,761659,13690,510134,12751,251525,9182,637305,11439,447075,9846,190230,8522,377402,10071,291769,8593,85633,5977,168751,6326,156518,6222,12233,1962,97476,4705,91841,4562,5635,1362,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,214335,14319,18039,2591,15423,2383,2616,1430,47611,6072,38840,5123,8771,2229,26974,2829,17590,2202,9384,1848,33755,3964,21110,2806,12645,2569,35424,3722,21516,2882,13908,2130,24965,2847,17701,2550,7264,1770,15599,2113,13191,1999,2408,847,8696,1376,8468,1330,228,313,3272,792,3041,734,231,284,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,193058,11926,17419,2439,16766,2421,653,674,40198,3729,36792,3644,3406,1164,22772,2970,17072,2827,5700,1606,34715,3877,20488,3165,14227,2864,32160,3080,21279,2618,10881,2233,25446,3203,19165,2735,6281,1529,12342,2083,10493,1913,1849,712,4978,1028,4519,996,459,360,3028,864,2897,854,131,169,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,20730,3504,2691,1227,1813,917,878,865,3773,1250,3263,1275,510,562,2864,958,2549,903,315,300,3690,890,2539,842,1151,659,3318,1228,2257,1054,1061,683,1883,742,1490,684,393,388,1851,523,1749,520,102,94,442,304,427,304,15,25,218,169,218,169,0,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,28756,4660,3125,1197,3125,1197,0,198,4095,1233,3857,1312,238,219,3864,755,3392,839,472,396,6491,1615,4045,1257,2446,1165,4301,1185,3262,1148,1039,700,4564,923,2564,962,2000,952,1692,603,1302,566,390,405,0,198,0,198,0,198,624,520,138,112,486,535,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,485960,24706,43903,5018,40257,4604,3646,1633,83825,7932,70521,6489,13304,3180,54924,5773,31306,4224,23618,3591,94119,7106,54643,5565,39476,5052,77484,6458,40868,4312,36616,4570,59588,4523,40545,3738,19043,2643,41117,4500,29621,3618,11496,2443,20082,2779,18209,2726,1873,894,10918,2215,10652,2102,266,303,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
