GEO_ID,B01002I_001E,B01002I_001M,B01002I_002E,B01002I_002M,B01002I_003E,B01002I_003M,NAME,B01002I_001EA,B01002I_001MA,B01002I_002MA,B01002I_002EA,B01002I_003MA,B01002I_003EA,state
0400000US01,26.1,1.0,26.1,1.4,26.1,1.5,Alabama,null,null,null,null,null,null,01
0400000US02,25.2,0.7,25.2,0.8,25.1,1.8,Alaska,null,null,null,null,null,null,02
0400000US04,26.7,0.1,26.2,0.2,27.3,0.2,Arizona,null,null,null,null,null,null,04
0400000US05,24.0,0.5,24.6,0.7,23.4,0.8,Arkansas,null,null,null,null,null,null,05
0400000US06,28.5,0.1,28.0,0.1,29.0,0.1,California,null,null,null,null,null,null,06
0400000US08,27.4,0.3,27.1,0.3,27.8,0.3,Colorado,null,null,null,null,null,null,08
0400000US09,28.3,0.3,27.5,0.4,29.1,0.3,Connecticut,null,null,null,null,null,null,09
0400000US10,25.6,0.6,24.7,0.7,26.4,1.2,Delaware,null,null,null,null,null,null,10
0400000US11,30.7,0.4,31.2,0.7,30.4,0.4,District of Columbia,null,null,null,null,null,null,11
0400000US12,34.8,0.2,33.4,0.1,36.3,0.2,Florida,null,null,null,null,null,null,12
0400000US13,25.7,0.3,25.7,0.4,25.6,0.6,Georgia,null,null,null,null,null,null,13
0400000US15,24.9,0.3,24.7,0.4,25.2,0.4,Hawaii,null,null,null,null,null,null,15
0400000US16,23.6,0.7,23.4,0.7,24.1,1.6,Idaho,null,null,null,null,null,null,16
0400000US17,27.7,0.2,27.7,0.3,27.6,0.2,Illinois,null,null,null,null,null,null,17
0400000US18,24.0,0.4,23.9,0.7,24.2,0.6,Indiana,null,null,null,null,null,null,18
0400000US19,23.4,0.4,23.5,0.6,23.3,0.7,Iowa,null,null,null,null,null,null,19
0400000US20,23.6,0.4,23.9,0.5,23.3,0.6,Kansas,null,null,null,null,null,null,20
0400000US21,23.7,1.2,25.0,1.7,22.6,1.2,Kentucky,null,null,null,null,null,null,21
0400000US22,28.9,0.7,29.2,0.8,28.0,1.4,Louisiana,null,null,null,null,null,null,22
0400000US23,28.7,1.5,30.0,5.2,27.8,2.6,Maine,null,null,null,null,null,null,23
0400000US24,28.6,0.2,28.4,0.4,28.8,0.3,Maryland,null,null,null,null,null,null,24
0400000US25,27.1,0.3,26.1,0.3,28.3,0.3,Massachusetts,null,null,null,null,null,null,25
0400000US26,24.8,0.2,24.7,0.4,24.9,0.3,Michigan,null,null,null,null,null,null,26
0400000US27,23.7,0.5,23.3,0.8,24.1,0.5,Minnesota,null,null,null,null,null,null,27
0400000US28,26.5,1.2,27.4,1.4,25.5,1.6,Mississippi,null,null,null,null,null,null,28
0400000US29,24.8,0.5,24.4,1.0,25.0,0.8,Missouri,null,null,null,null,null,null,29
0400000US30,22.5,1.2,21.7,1.8,23.2,1.3,Montana,null,null,null,null,null,null,30
0400000US31,23.4,0.5,23.1,0.8,24.0,0.9,Nebraska,null,null,null,null,null,null,31
0400000US32,27.5,0.2,27.2,0.3,27.8,0.3,Nevada,null,null,null,null,null,null,32
0400000US33,26.7,1.1,26.4,1.3,27.3,2.2,New Hampshire,null,null,null,null,null,null,33
0400000US34,31.0,0.2,30.2,0.1,32.0,0.2,New Jersey,null,null,null,null,null,null,34
0400000US35,30.9,0.2,30.1,0.2,32.0,0.3,New Mexico,null,null,null,null,null,null,35
0400000US36,31.2,0.2,30.1,0.1,32.5,0.2,New York,null,null,null,null,null,null,36
0400000US37,24.5,0.3,24.6,0.4,24.4,0.5,North Carolina,null,null,null,null,null,null,37
0400000US38,23.6,1.2,24.5,1.3,20.0,2.2,North Dakota,null,null,null,null,null,null,38
0400000US39,25.4,0.3,25.4,0.5,25.4,0.6,Ohio,null,null,null,null,null,null,39
0400000US40,23.4,0.4,23.5,0.5,23.1,0.7,Oklahoma,null,null,null,null,null,null,40
0400000US41,24.9,0.3,25.4,0.4,24.2,0.6,Oregon,null,null,null,null,null,null,41
0400000US42,25.9,0.2,25.8,0.3,26.1,0.3,Pennsylvania,null,null,null,null,null,null,42
0400000US44,26.4,0.5,25.6,0.5,27.6,0.5,Rhode Island,null,null,null,null,null,null,44
0400000US45,26.8,0.7,27.4,1.0,26.0,1.0,South Carolina,null,null,null,null,null,null,45
0400000US46,21.8,1.7,21.6,3.2,22.1,2.2,South Dakota,null,null,null,null,null,null,46
0400000US47,24.7,0.4,25.2,0.5,24.1,0.8,Tennessee,null,null,null,null,null,null,47
0400000US48,28.0,0.1,27.3,0.2,28.7,0.2,Texas,null,null,null,null,null,null,48
0400000US49,24.3,0.2,24.3,0.4,24.3,0.3,Utah,null,null,null,null,null,null,49
0400000US50,25.3,2.1,27.1,6.1,25.2,2.1,Vermont,null,null,null,null,null,null,50
0400000US51,28.1,0.3,28.0,0.5,28.2,0.5,Virginia,null,null,null,null,null,null,51
0400000US53,24.3,0.2,24.7,0.3,24.1,0.3,Washington,null,null,null,null,null,null,53
0400000US54,24.7,2.7,24.5,4.1,25.2,4.7,West Virginia,null,null,null,null,null,null,54
0400000US55,24.4,0.3,24.5,0.5,24.4,0.4,Wisconsin,null,null,null,null,null,null,55
0400000US56,26.8,1.3,26.3,2.1,27.6,2.6,Wyoming,null,null,null,null,null,null,56
0400000US72,39.2,0.2,37.2,0.3,41.2,0.2,Puerto Rico,null,null,null,null,null,null,72
