B08528_004M,B08528_005E,B08528_005M,B08528_006E,B08528_006M,B08528_007E,B08528_007M,B08528_008E,B08528_008M,B08528_009E,B08528_009M,B08528_010E,B08528_010M,B08528_011E,B08528_011M,B08528_012E,B08528_012M,B08528_013E,B08528_013M,B08528_014E,B08528_014M,B08528_015E,B08528_015M,B08528_016E,B08528_016M,B08528_017E,B08528_017M,B08528_018E,B08528_018M,B08528_019E,B08528_019M,B08528_020E,B08528_020M,B08528_021E,B08528_021M,B08528_022E,B08528_022M,B08528_023E,B08528_023M,B08528_024E,B08528_024M,B08528_025E,B08528_025M,B08528_026E,B08528_026M,B08528_027E,B08528_027M,B08528_028E,B08528_028M,B08528_029E,B08528_029M,B08528_030E,B08528_030M,B08528_031E,B08528_031M,B08528_032E,B08528_032M,B08528_033E,B08528_033M,B08528_034E,B08528_034M,B08528_035E,B08528_035M,B08528_036E,B08528_036M,B08528_037E,B08528_037M,B08528_038E,B08528_038M,B08528_039E,B08528_039M,B08528_040E,B08528_040M,B08528_041E,B08528_041M,B08528_042E,B08528_042M,B08528_043E,B08528_043M,B08528_044E,B08528_044M,B08528_045E,B08528_045M,B08528_046E,B08528_046M,B08528_047E,B08528_047M,B08528_048E,B08528_048M,B08528_049E,B08528_049M,B08528_050E,B08528_050M,B08528_051E,B08528_051M,B08528_052E,B08528_052M,B08528_053E,B08528_053M,B08528_054E,B08528_054M,B08528_055E,B08528_055M,B08528_056E,B08528_056M,B08528_057E,B08528_057M,B08528_058E,B08528_058M,B08528_059E,B08528_059M,B08528_060E,B08528_060M,B08528_061E,B08528_061M,B08528_062E,B08528_062M,B08528_063E,B08528_063M,B08528_064E,B08528_064M,B08528_065E,B08528_065M,B08528_066E,B08528_066M,B08528_067E,B08528_067M,B08528_068E,B08528_068M,B08528_069E,B08528_069M,B08528_070E,B08528_070M,GEO_ID,B08528_001E,B08528_001M,B08528_002E,B08528_002M,B08528_003E,B08528_003M,B08528_004E,B08528_004MA,B08528_005EA,B08528_005MA,B08528_006MA,B08528_006EA,B08528_007MA,B08528_007EA,B08528_008EA,B08528_008MA,B08528_009EA,B08528_009MA,B08528_010EA,B08528_010MA,B08528_011MA,B08528_011EA,B08528_012MA,B08528_012EA,B08528_013EA,B08528_013MA,B08528_014EA,B08528_014MA,B08528_015EA,B08528_015MA,B08528_016EA,B08528_016MA,B08528_017MA,B08528_017EA,B08528_018MA,B08528_018EA,B08528_019MA,B08528_019EA,B08528_020EA,B08528_020MA,B08528_021EA,B08528_021MA,B08528_022EA,B08528_022MA,B08528_023EA,B08528_023MA,B08528_024MA,B08528_024EA,B08528_025EA,B08528_025MA,B08528_026EA,B08528_026MA,B08528_027EA,B08528_027MA,B08528_028EA,B08528_028MA,B08528_029MA,B08528_029EA,B08528_030MA,B08528_030EA,B08528_031EA,B08528_031MA,B08528_032EA,B08528_032MA,B08528_033MA,B08528_033EA,B08528_034MA,B08528_034EA,B08528_035MA,B08528_035EA,B08528_036EA,B08528_036MA,B08528_037EA,B08528_037MA,B08528_038MA,B08528_038EA,B08528_039MA,B08528_039EA,B08528_040MA,B08528_040EA,B08528_041MA,B08528_041EA,B08528_042EA,B08528_042MA,B08528_043EA,B08528_043MA,B08528_044MA,B08528_044EA,B08528_045MA,B08528_045EA,B08528_046MA,B08528_046EA,B08528_047EA,B08528_047MA,B08528_048EA,B08528_048MA,B08528_049EA,B08528_049MA,B08528_050MA,B08528_050EA,B08528_051MA,B08528_051EA,B08528_052MA,B08528_052EA,B08528_053MA,B08528_053EA,B08528_054EA,B08528_054MA,B08528_055MA,B08528_055EA,B08528_056MA,B08528_056EA,B08528_057MA,B08528_057EA,B08528_058MA,B08528_058EA,B08528_059EA,B08528_059MA,B08528_060EA,B08528_060MA,B08528_061MA,B08528_061EA,B08528_062MA,B08528_062EA,B08528_063EA,B08528_063MA,B08528_064EA,B08528_064MA,B08528_065EA,B08528_065MA,B08528_066MA,B08528_066EA,B08528_067MA,B08528_067EA,B08528_068MA,B08528_068EA,B08528_069EA,B08528_069MA,B08528_070EA,B08528_070MA,NAME,B08528_001MA,B08528_001EA,B08528_002MA,B08528_002EA,B08528_003MA,B08528_003EA,B08528_004EA,state
6836,260908,9366,296652,9836,210978,8035,193502,7843,237440,9665,7235,1625,3520840,22401,2575367,21171,2457047,21264,118320,5993,213071,8292,256986,8697,171205,7008,155515,7106,145095,7421,3601,1158,444548,11382,332081,9928,315471,9758,16610,2259,22153,2740,26172,3178,20283,2846,13233,1929,28799,3769,1827,1062,93619,6864,69726,5935,69001,5938,725,334,5279,1273,4471,1197,5468,1384,5459,1210,2954,825,262,238,68078,4122,41951,3440,39662,3233,2289,755,7019,1388,2610,883,6941,1291,4548,1061,4905,1059,104,144,71095,4896,53210,3973,50644,4097,2566,1024,3643,956,2974,978,2335,880,2108,691,6468,1813,357,396,219216,7808,138346,6398,106331,5146,32015,3404,9743,1573,3439,877,4746,1234,12639,1174,49219,4349,1084,513,0400000US13,4417396,21376,3210681,21642,3038156,21397,172525,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,13
1952,49906,4097,20122,2123,59746,3557,88915,4061,43083,3012,2924,1337,455110,8625,281548,7134,268256,6838,13292,1529,32705,2816,15223,1747,40692,3269,62602,3608,21696,2130,644,361,93490,4964,57151,3855,55513,3715,1638,614,8504,1502,2446,534,9364,1274,10336,1532,4675,1049,1014,737,49050,3820,36977,3112,36913,3112,64,79,2325,728,914,414,4812,960,1932,734,2069,789,21,36,32172,2728,18182,2054,17770,2008,412,242,3257,1003,585,348,1891,568,5380,1187,2079,795,798,1080,25931,2733,14972,2302,14781,2321,191,184,1961,651,397,241,1917,574,5574,1111,1110,584,0,187,30505,3393,12732,2099,7887,1398,4845,1327,1154,711,557,361,1070,467,3091,950,11454,1639,447,337,0400000US15,686258,7733,421562,7221,401120,6892,20442,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,15
3791,42847,3360,45022,3077,37877,3048,21680,2557,50780,3653,1954,855,546680,9395,394660,9897,373280,9381,21380,3076,34731,3241,38024,2861,30788,2489,17526,2419,30202,2614,749,388,66711,4753,47689,4609,45406,4721,2283,829,4603,1178,4146,1160,3421,1038,2376,765,4281,971,195,166,4862,1061,2737,795,2737,795,0,187,648,460,226,166,601,446,622,316,28,54,0,187,15504,2157,9259,1704,8698,1661,561,337,1050,454,1309,541,1782,736,163,197,1820,665,121,144,13164,2228,9435,2026,9008,1966,427,343,242,208,757,319,645,334,543,315,1542,557,0,187,44352,4520,27333,3610,21243,3515,6090,1667,1573,561,560,368,640,387,450,249,12907,2050,889,654,0400000US16,691273,8858,491113,10088,460372,9771,30741,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,16
7798,515991,10726,402381,10154,224829,6994,111147,4485,272930,8391,7899,1532,4414595,25861,3317503,24452,3177816,24594,139687,5813,361518,8873,334504,9874,164906,5998,77731,3966,154289,6210,4144,1161,482759,10820,373498,9645,353831,9660,19667,2191,39911,3216,25340,2209,17615,2007,5878,1014,19641,2210,876,432,569211,11332,437910,9188,430031,9332,7879,1322,61278,3680,25300,2120,20259,2220,12045,1630,12218,1607,201,178,186057,5900,118320,5258,111263,5054,7057,1292,28574,2730,8464,1484,11045,1665,10262,1056,8977,1320,415,256,107877,5406,83833,4643,80831,4674,3002,732,8955,1490,3491,794,3744,953,1530,632,5976,1011,348,282,264383,8659,158641,6158,121705,5336,36936,3083,15755,1984,5282,1114,7260,1335,3701,1145,71829,4308,1915,757,0400000US17,6024882,24715,4489705,25999,4275477,26259,214228,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,17
4971,270598,7516,170520,6778,104877,4848,41722,3262,135899,5696,4042,1011,2473657,16358,1892802,17075,1835139,16355,57663,4059,226211,6744,148259,6189,85005,4303,36574,3077,82932,3993,1874,532,267952,8814,203673,8032,197528,7837,6145,1099,23889,2216,13955,2007,10522,1655,2382,685,13135,2168,396,278,27747,3089,20148,2658,20053,2678,95,84,3080,830,1259,669,2185,844,448,308,606,380,21,38,59836,4181,39746,3520,37521,3316,2225,737,8747,1353,2586,748,3274,1031,945,389,4119,953,419,261,42944,3015,31795,2755,31014,2734,781,390,3430,792,2176,725,2100,624,245,230,3029,796,169,120,102249,3955,58563,3839,44526,3281,14037,1927,5241,854,2285,771,1791,599,1128,573,32078,2642,1163,653,0400000US18,2974385,16676,2246727,17087,2165781,16002,80946,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,18
3116,132494,4590,97712,4513,89608,4009,22970,2753,105914,4000,2507,662,1269578,11961,927626,11105,890761,10678,36865,2573,106353,4067,86007,4517,68622,3693,20445,2678,59312,3074,1213,409,135130,5353,103219,4777,98904,4878,4315,1011,9674,1304,6423,1086,8197,1485,1055,444,6441,1042,121,90,16410,1997,8219,1389,8082,1354,137,197,3323,990,634,448,3377,783,219,218,514,458,124,203,52861,3497,31270,2619,28578,2534,2692,794,7262,1195,2390,580,5788,1125,450,239,5658,1086,43,58,22784,2275,15545,1753,14811,1731,734,357,1351,447,1187,484,1679,628,345,244,2677,873,0,187,74447,3958,34126,2461,24191,2257,9935,1424,4531,1092,1071,411,1945,723,456,268,31312,2594,1006,479,0400000US19,1571210,10948,1120005,10234,1065327,10130,54678,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,19
3073,106692,4914,98627,4604,80116,4257,48592,3526,81429,3944,2955,701,1159658,14622,830393,12405,797635,11804,32758,2526,88851,4665,84220,4316,62308,3534,42205,3457,49973,2434,1708,553,136437,6267,98222,5124,95937,5084,2285,550,9900,1419,8924,1413,8436,1586,3760,980,6667,1226,528,467,6202,1528,3292,986,3292,986,0,187,963,598,247,200,934,732,166,203,551,445,49,79,33772,2982,18702,2079,17457,1954,1245,413,3078,817,2580,682,4791,1313,759,412,3712,832,150,141,20123,2122,13233,1811,12384,1761,849,409,1456,588,1296,420,1466,614,701,336,1965,683,6,11,55940,3146,29879,2086,23248,1899,6631,1213,2444,616,1360,482,2181,603,1001,426,18561,1892,514,269,0400000US20,1412132,12415,993721,11772,949953,11466,43768,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,20
3744,148658,5694,105814,4265,121108,5710,72000,4350,98815,5112,3185,1019,1563583,14821,1125131,14661,1086802,14467,38329,3337,123479,5028,91113,4379,99267,5198,57804,3990,64784,4327,2005,831,185543,8119,133692,6756,128702,6837,4990,1291,13823,1836,9525,1626,12338,1976,5648,1325,10257,1750,260,172,21647,2191,16205,1897,15957,1882,248,260,1990,727,1103,499,990,541,655,376,673,490,31,50,46187,3543,26570,2606,25608,2630,962,325,3918,914,1940,651,4335,1181,5987,1170,3306,866,131,145,26360,3124,18940,2109,18207,2073,733,487,1241,519,790,422,1984,721,923,546,2416,1643,66,106,60300,4078,33502,3164,26599,2901,6903,1219,4207,932,1343,568,2194,741,983,611,17379,1687,692,412,0400000US21,1903620,16938,1354040,16427,1301875,15993,52165,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,21
4487,130179,5105,126224,6549,106561,5646,62420,3896,107157,5900,2954,825,1642839,17640,1209063,16498,1157773,16158,51290,3615,105548,4807,111181,6073,89221,5493,53511,3969,72398,4919,1917,718,196757,8586,148124,7086,141964,6800,6160,1353,13925,2083,8936,1563,9292,1861,5178,1137,10869,2104,433,388,28663,3157,22176,2959,21998,2951,178,156,2227,841,1761,627,1692,577,374,279,433,233,0,187,36779,3404,25380,3127,23511,2975,1869,663,3384,1030,731,389,2677,1021,945,487,3608,1163,54,100,39638,3626,29226,3138,28304,3096,922,434,2837,930,2170,820,1596,841,1357,622,2324,767,128,154,52360,3737,27572,2692,20283,2299,7289,1661,2258,783,1445,657,2083,656,1055,716,17525,2559,422,300,0400000US22,1997036,14305,1461541,15604,1393833,15640,67708,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,22
2249,73971,4273,47534,2987,24675,1959,17466,1820,54734,3673,953,352,480155,8373,312043,7626,294645,7391,17398,1619,61722,3988,40510,2642,20346,1730,14210,1504,30836,2510,488,270,66876,4803,46576,4083,45007,4003,1569,488,5695,1058,4538,1100,1776,570,2568,1064,5657,1239,66,91,4938,799,3777,781,3387,685,390,303,584,299,265,177,160,164,20,35,132,124,0,187,25589,2584,15598,2042,13923,1941,1675,702,3426,819,1510,631,1539,634,198,147,3231,816,87,95,11240,2007,8825,1818,8238,1817,587,463,839,428,324,216,194,189,310,291,748,427,0,187,34543,2478,17189,1686,12762,1412,4427,1144,1705,443,387,241,660,258,160,135,14130,1937,312,190,0400000US23,623341,7591,404008,8401,377962,8717,26046,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,23
4537,246287,8570,214622,6958,121644,5754,240653,8408,130068,5744,3039,797,2056101,15414,1324037,15452,1264425,15745,59612,3791,191183,7280,182728,6351,95690,5262,187654,7426,73275,4001,1534,515,251924,9774,171268,8100,162254,7732,9014,1373,20582,1955,18433,2577,9151,1345,19582,2248,12453,2249,455,403,152911,7142,101400,6471,99972,6441,1428,537,17047,2278,6293,1558,8036,1443,16945,1653,3190,1059,0,187,68580,4848,43349,4002,40954,3792,2395,731,6876,1147,2766,753,4999,955,6084,964,4112,956,394,375,36642,3442,24955,2780,23686,2643,1269,637,3265,913,1922,766,1301,488,2376,723,2555,874,268,240,122798,5355,67634,3643,51233,3601,16401,1943,7334,1074,2480,716,2467,807,8012,1084,34483,2854,388,215,0400000US24,2688956,16873,1732643,15639,1642524,15979,90119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,24
5680,437096,10975,234231,8073,128688,6356,56665,3718,207338,7116,5135,1187,2471862,20732,1735696,19811,1662290,19772,73406,5006,278495,8522,199197,7039,94621,5579,42701,3338,118551,4878,2601,749,258995,8486,187831,7341,180591,7176,7240,1366,31004,2756,13774,1984,7918,1402,3656,1081,14316,1798,496,285,338359,9300,237294,7263,233827,7272,3467,866,63748,4585,9656,1609,14331,1736,5947,1107,6824,1544,559,407,166105,6608,103380,5293,101686,5238,1694,621,37838,3242,6345,1162,6461,1253,2341,946,9286,1924,454,275,65758,4187,44701,3557,43562,3535,1139,419,12847,1630,2205,732,1479,567,811,351,3715,1134,0,187,163528,7042,86552,4764,72354,4253,14198,1866,13164,2037,3054,805,3878,1194,1209,465,54646,4047,1025,668,0400000US25,3464607,21921,2395454,21429,2294310,21837,101144,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,25
5511,420212,8770,213795,5444,174676,6278,61992,3198,209905,5123,8877,1350,3557899,22096,2697827,22691,2588367,23183,109460,4229,344835,7787,190702,5120,134613,5496,52595,2709,131229,3909,6098,1099,385449,10363,294250,9047,282771,8724,11479,1646,37405,2757,13354,1516,15804,1945,5957,1317,17539,1857,1140,572,65771,4088,44672,3447,44348,3463,324,193,9427,1385,2319,647,7008,1488,492,249,1726,738,127,147,96748,4687,64475,4141,60229,3850,4246,900,13086,1512,3355,826,7550,1116,1051,404,6720,1045,511,263,57547,3321,42376,2732,40633,2759,1743,671,5719,1346,1534,495,3198,864,705,356,3652,813,363,372,159227,5552,89584,4629,69811,4105,19773,2252,9740,1402,2531,678,6503,1077,1192,400,49039,3569,638,219,0400000US26,4322641,22774,3233184,23136,3086159,23295,147025,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,26
4532,317032,6513,175299,5677,119563,5953,42171,2830,153149,5412,3176,568,2195019,15069,1594108,14544,1516301,14319,77807,3558,245090,5697,145557,4742,86635,3918,34560,2721,87660,4187,1409,414,249079,8361,176367,6882,169117,6692,7250,1068,28744,2036,15448,1818,12910,2784,3328,748,11915,1481,367,209,102389,4602,70317,4117,69760,4136,557,267,16793,1911,5434,909,6879,1169,1642,510,1324,748,0,187,81215,4558,50437,3534,47223,3530,3214,605,11312,1375,4153,867,6714,1336,1009,553,7216,773,374,164,48808,3149,34637,2954,33389,2884,1248,535,5103,863,2189,604,3417,942,585,313,2841,562,36,40,144022,5360,84276,4328,64576,3993,19700,2137,9990,1322,2518,517,3008,713,1047,396,42193,2337,990,328,0400000US27,2820532,13276,2010142,14227,1900366,13390,109776,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,27
3443,64130,4406,69759,5365,99752,4802,46110,3382,67240,4584,2009,765,978154,12944,688999,12701,661905,12129,27094,2760,55646,3892,63019,5061,83456,4660,37930,3356,47951,3574,1153,530,99623,6555,68210,4886,65645,4794,2565,888,5007,1182,4912,1082,11304,1870,2832,845,7085,1912,273,234,3117,1052,1958,836,1958,836,0,187,102,122,100,100,793,495,0,187,164,181,0,187,16421,1958,7589,1721,7101,1628,488,387,1325,658,489,364,1190,499,4356,337,1325,570,147,321,17585,2462,11902,2100,11201,2019,701,697,977,528,510,364,1314,721,622,529,2046,900,214,302,27966,3305,15208,2024,10345,1861,4863,1530,1073,450,729,440,1695,549,370,320,8669,2019,222,215,0400000US28,1142866,12323,793866,13715,758155,13291,35711,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,28
4437,307718,8045,152094,5495,125999,5790,77582,3676,151467,6509,4942,985,2292118,17033,1649230,15851,1589848,15317,59382,3721,252439,7509,134912,5213,102471,5180,57437,3528,92632,4821,2997,822,246404,10107,174374,8446,167722,8424,6652,1285,27716,2468,11247,1582,14166,1869,5513,1194,12696,1719,692,292,48377,4730,34840,3927,34670,3915,170,169,6581,1501,1504,544,1345,583,2405,870,1658,907,44,74,57533,3993,37844,3252,35386,3284,2458,753,8377,1615,1266,334,3738,965,704,341,5231,1082,373,260,35988,3305,24371,2823,23636,2773,735,386,4171,1056,2040,534,1786,645,885,445,2601,693,134,158,121894,5852,61853,3974,47738,3382,14115,2166,8434,1358,1125,385,2493,706,10638,1182,36649,3185,702,335,0400000US29,2802314,15163,1982512,14942,1899000,14107,83512,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,29
2532,45901,3435,34514,2855,30877,2545,23068,2000,46856,3592,2203,682,362943,7326,235540,6619,218702,6852,16838,1955,32281,2949,27463,2330,22671,2117,17258,1736,26870,2575,860,531,50686,3786,31724,2829,29676,2697,2048,597,5930,1275,3220,889,2762,696,2623,610,3991,968,436,335,5400,1626,2911,1025,2869,1017,42,68,340,218,228,250,1079,1012,304,273,538,562,0,187,22287,2212,11217,1348,9199,1184,2018,746,3289,949,2029,598,2011,536,835,338,2644,739,262,185,9952,1672,5222,1562,4560,1500,662,424,1080,420,1175,548,1195,482,175,120,953,505,152,144,34875,3086,16110,2078,11134,1831,4976,955,2981,819,399,187,1159,485,1873,524,11860,1683,493,318,0400000US30,486143,5583,302724,6196,276140,6671,26584,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,30
