GEO_ID,B25011_001E,B25011_001M,B25011_002E,B25011_002M,B25011_003E,B25011_003M,B25011_004E,B25011_004M,B25011_005E,B25011_005M,B25011_006E,B25011_006M,B25011_007E,B25011_007M,B25011_008E,B25011_008M,B25011_009E,B25011_009M,B25011_010E,B25011_010M,B25011_011E,B25011_011M,B25011_012E,B25011_012M,B25011_013E,B25011_013M,B25011_014E,B25011_014M,B25011_015E,B25011_015M,B25011_016E,B25011_016M,B25011_017E,B25011_017M,B25011_018E,B25011_018M,B25011_019E,B25011_019M,B25011_020E,B25011_020M,B25011_021E,B25011_021M,B25011_022E,B25011_022M,B25011_023E,B25011_023M,B25011_024E,B25011_024M,B25011_025E,B25011_025M,B25011_026E,B25011_026M,B25011_027E,B25011_027M,B25011_028E,B25011_028M,B25011_029E,B25011_029M,B25011_030E,B25011_030M,B25011_031E,B25011_031M,B25011_032E,B25011_032M,B25011_033E,B25011_033M,B25011_034E,B25011_034M,B25011_035E,B25011_035M,B25011_036E,B25011_036M,B25011_037E,B25011_037M,B25011_038E,B25011_038M,B25011_039E,B25011_039M,B25011_040E,B25011_040M,B25011_041E,B25011_041M,B25011_042E,B25011_042M,B25011_043E,B25011_043M,B25011_044E,B25011_044M,B25011_045E,B25011_045M,B25011_046E,B25011_046M,B25011_047E,B25011_047M,B25011_048E,B25011_048M,B25011_049E,B25011_049M,NAME,B25011_001EA,B25011_001MA,B25011_002EA,B25011_002MA,B25011_003EA,B25011_003MA,B25011_004EA,B25011_004MA,B25011_005EA,B25011_005MA,B25011_006EA,B25011_006MA,B25011_007MA,B25011_007EA,B25011_008EA,B25011_008MA,B25011_009EA,B25011_009MA,B25011_010EA,B25011_010MA,B25011_011EA,B25011_011MA,B25011_012MA,B25011_012EA,B25011_013EA,B25011_013MA,B25011_014EA,B25011_014MA,B25011_015EA,B25011_015MA,B25011_016EA,B25011_016MA,B25011_017EA,B25011_017MA,B25011_018MA,B25011_018EA,B25011_019MA,B25011_019EA,B25011_020MA,B25011_020EA,B25011_021EA,B25011_021MA,B25011_022EA,B25011_022MA,B25011_023EA,B25011_023MA,B25011_024MA,B25011_024EA,B25011_025MA,B25011_025EA,B25011_026MA,B25011_026EA,B25011_027MA,B25011_027EA,B25011_028EA,B25011_028MA,B25011_029MA,B25011_029EA,B25011_030MA,B25011_030EA,B25011_031MA,B25011_031EA,B25011_032MA,B25011_032EA,B25011_033EA,B25011_033MA,B25011_034EA,B25011_034MA,B25011_035MA,B25011_035EA,B25011_036MA,B25011_036EA,B25011_037MA,B25011_037EA,B25011_038EA,B25011_038MA,B25011_039EA,B25011_039MA,B25011_040MA,B25011_040EA,B25011_041MA,B25011_041EA,B25011_042EA,B25011_042MA,B25011_043EA,B25011_043MA,B25011_044EA,B25011_044MA,B25011_045EA,B25011_045MA,B25011_046MA,B25011_046EA,B25011_047EA,B25011_047MA,B25011_048EA,B25011_048MA,B25011_049EA,B25011_049MA,state
0400000US01,1841217,10615,1246080,12085,906401,11928,725354,11682,77075,4616,458294,8347,189985,3739,181047,6882,46516,3224,5500,1262,30243,2577,10773,1411,134531,5647,14548,2293,81470,4409,38513,1987,339679,7332,311255,6928,19781,2365,142338,5286,149136,4172,28424,2881,6825,1382,16301,2230,5298,859,595137,11423,326114,8791,144672,5929,51260,3508,80048,4277,13364,1698,181442,5593,31089,2864,13072,1968,16529,2240,1488,589,150353,4861,60195,3833,81545,4037,8613,1378,269023,7819,219661,7559,57638,4350,108033,5127,53990,3728,49362,3183,32876,2761,14978,1878,1508,496,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249659,2978,156006,4250,112914,3601,91185,3375,10371,1542,63698,2794,17116,1227,21729,2230,8285,1416,1323,640,5755,1113,1207,412,13444,1515,1861,629,8946,1227,2637,681,43092,2957,33370,2464,3639,939,18776,1605,10955,1408,9722,1328,2282,713,5530,839,1910,509,93653,4082,52101,3606,32843,3045,15878,2226,16099,1983,866,294,19258,2289,6381,1115,3223,890,2775,696,383,421,12877,1883,6317,1397,6035,1096,525,257,41552,3081,30603,2766,8777,1430,16567,1981,5259,1069,10949,1470,7265,1247,3546,858,138,142,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2428743,11353,1484857,11801,1056172,11784,861246,11387,79238,4458,506015,9686,275993,5221,194926,6452,62940,4045,12020,1875,39501,3425,11419,1577,131986,5077,14055,1701,80701,4209,37230,2526,428685,9317,353456,8059,22159,2416,150207,6067,181090,5629,75229,3673,15897,1936,41638,2854,17694,1944,943886,14175,523309,11075,280049,9202,85995,5115,163607,6881,30447,2676,243260,7556,71180,4445,29998,3037,37711,3677,3471,928,172080,6141,65251,4294,98214,4851,8615,1200,420577,10648,316171,9114,90488,4739,148198,6583,77485,4230,104406,5774,65014,4612,35224,3158,4168,945,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1131288,8373,744318,10448,544614,9110,443210,8848,51731,3123,270258,6438,121221,3581,101404,4683,32268,2960,6074,1230,21115,2403,5079,963,69136,3909,9197,1672,40730,2953,19209,1931,199704,7277,179243,6803,10042,1751,80220,4970,88981,4168,20461,1927,4915,1024,11083,1357,4463,965,386970,9803,207598,7556,103318,5288,37491,3054,55734,3779,10093,1571,104280,5567,21284,2958,8271,1930,11895,1949,1118,413,82996,4323,37770,3480,41009,3051,4217,934,179372,8079,144177,6900,36702,3518,73050,4397,34425,3173,35195,3161,22078,2647,12121,1696,996,540,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12758648,18835,6855688,27608,5183694,26176,4194618,23342,317495,9019,2850857,19438,1026266,8670,989076,16421,325992,8961,51925,3472,210548,7044,63519,3243,663084,12253,55595,3628,405933,11595,201556,5194,1671994,16705,1376955,14632,71119,4412,615112,10742,690724,9457,295039,7910,50550,4109,163844,5709,80645,4495,5902960,28154,3578365,23428,2044525,19805,575179,11346,1280671,16106,188675,6008,1533840,19084,446284,11182,163062,6824,258428,7694,24794,2705,1087556,16178,327033,11327,686351,13216,74172,4651,2324595,21014,1685545,19199,394384,10919,843994,15298,447167,10360,639050,11974,396238,9973,209982,7531,32830,2805,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2039592,7530,1302533,10820,952567,9883,799735,9601,90085,4609,530268,8187,179382,3572,152832,5074,52286,3167,8288,1482,35076,3072,8922,1144,100546,4486,9252,1497,70019,3835,21275,1998,349966,7170,290689,7025,22030,2251,151954,5425,116705,4213,59277,3493,16975,1770,34857,2669,7445,1124,737059,11315,362716,8780,205991,7435,79847,5140,109489,5224,16655,1554,156725,6023,46849,3856,17903,2393,26921,2937,2025,687,109876,5172,46514,3494,59010,3944,4352,823,374343,7384,269223,6754,86593,4058,123224,5583,59406,3307,105120,4686,78047,3651,24611,2885,2462,820,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1355817,6673,900039,8072,659444,8604,546107,7983,37048,2873,377907,6427,131152,3083,113337,4961,36776,3322,4011,1076,25398,2838,7367,1270,76561,3787,4643,989,54391,3272,17527,1475,240595,7283,204129,6651,9895,1421,98509,5094,95725,4169,36466,2760,6729,1315,22922,2458,6815,944,455778,8159,227819,7271,104566,5801,30973,2886,60490,3809,13103,1720,123253,5435,27995,3036,8820,1731,17453,2353,1722,816,95258,4764,32002,2846,58153,3708,5103,1085,227959,5725,188180,5353,37885,3344,90986,4299,59309,3127,39779,3096,25696,2415,12248,1644,1835,607,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,349743,3705,245808,4425,178246,3825,138565,3669,10992,1395,86360,3103,41213,1844,39681,2677,13439,2021,2837,948,8812,1680,1790,641,26242,2153,2801,952,16950,1721,6491,848,67562,3549,58289,3530,4378,1106,26899,2590,27012,2173,9273,1429,1900,540,5480,1309,1893,471,103935,3908,54754,3516,26797,2684,9139,1474,15174,1923,2484,716,27957,2597,4718,1101,1552,550,2925,971,241,192,23239,2415,8669,1586,13260,1697,1310,499,49181,3206,38013,2753,9676,1757,18978,2092,9359,1321,11168,1823,6825,1354,3759,1159,584,412,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,277378,3304,112492,3641,58907,2498,42595,2462,4906,837,27532,2012,10157,1043,16312,1872,3135,895,170,165,1951,820,1014,369,13177,1601,938,581,6808,1083,5431,873,53585,3425,44209,3081,5791,1168,23769,2267,14649,1443,9376,1257,2306,526,5897,1141,1173,421,164886,4965,58957,3166,23649,1915,10482,1265,11728,1551,1439,484,35308,2724,6361,1207,2381,883,3646,912,334,281,28947,2346,9795,1559,17155,1928,1997,493,105929,4347,79534,3807,26532,2245,39314,2907,13688,1708,26395,2080,20390,1800,5424,1122,581,290,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7328046,25793,4693821,26616,3227954,23750,2599900,22719,166765,6223,1516228,21425,916907,9621,628054,14122,181996,7163,25997,3101,117871,5796,38128,2956,446058,10606,36715,3215,280960,9103,128383,4232,1465867,16738,1244375,16810,56610,4128,514128,11540,673637,11519,221492,7413,30657,2550,122830,5482,68005,3980,2634225,22450,1465457,19079,780203,14735,206630,7169,472715,11261,100858,4742,685254,14584,171541,8231,61130,4715,99334,6317,11077,1798,513713,11346,180404,6661,300543,9276,32766,2920,1168768,18216,890980,15468,214650,8406,438461,12195,237869,5756,277788,9041,159276,6206,102404,5222,16108,2212,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
