GEO_ID,B13014_001E,B13014_001M,B13014_002E,B13014_002M,B13014_003E,B13014_003M,B13014_004E,B13014_004M,B13014_005E,B13014_005M,B13014_006E,B13014_006M,B13014_007E,B13014_007M,B13014_008E,B13014_008M,B13014_009E,B13014_009M,B13014_010E,B13014_010M,B13014_011E,B13014_011M,B13014_012E,B13014_012M,B13014_013E,B13014_013M,B13014_014E,B13014_014M,B13014_015E,B13014_015M,B13014_016E,B13014_016M,B13014_017E,B13014_017M,B13014_018E,B13014_018M,B13014_019E,B13014_019M,B13014_020E,B13014_020M,B13014_021E,B13014_021M,B13014_022E,B13014_022M,B13014_023E,B13014_023M,B13014_024E,B13014_024M,B13014_025E,B13014_025M,B13014_026E,B13014_026M,B13014_027E,B13014_027M,NAME,B13014_001MA,B13014_001EA,B13014_002EA,B13014_002MA,B13014_003EA,B13014_003MA,B13014_004MA,B13014_004EA,B13014_005MA,B13014_005EA,B13014_006MA,B13014_006EA,B13014_007MA,B13014_007EA,B13014_008EA,B13014_008MA,B13014_009MA,B13014_009EA,B13014_010MA,B13014_010EA,B13014_011MA,B13014_011EA,B13014_012MA,B13014_012EA,B13014_013EA,B13014_013MA,B13014_014MA,B13014_014EA,B13014_015MA,B13014_015EA,B13014_016MA,B13014_016EA,B13014_017MA,B13014_017EA,B13014_018MA,B13014_018EA,B13014_019EA,B13014_019MA,B13014_020EA,B13014_020MA,B13014_021MA,B13014_021EA,B13014_022MA,B13014_022EA,B13014_023MA,B13014_023EA,B13014_024EA,B13014_024MA,B13014_025EA,B13014_025MA,B13014_026EA,B13014_026MA,B13014_027MA,B13014_027EA,state
0400000US01,1156187,3545,58890,3917,34294,2949,3180,1054,7600,1373,11686,1995,8256,1623,3572,915,24596,2602,5607,1335,9513,1800,8125,1661,1056,576,295,244,1097297,5019,476064,8437,42048,3256,117286,5675,166615,6871,95836,5057,54279,3412,621233,9000,161908,5342,147184,7070,221343,8776,63921,4732,26877,2627,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,175566,2091,11703,1683,8861,1436,474,395,2146,831,3434,879,2050,615,757,529,2842,738,845,496,1061,333,698,268,221,278,17,23,163863,2186,73430,2880,3257,724,17021,1636,28875,2421,17438,1749,6839,1280,90433,3278,22965,1703,23544,2203,27380,2659,12274,1621,4270,1103,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1557582,3804,82774,5252,48818,3713,4342,1113,9380,1454,18120,2215,10959,1505,6017,1042,33956,3859,8206,1571,10360,2001,12879,2315,2091,842,420,297,1474808,6739,619095,10355,84827,4321,126057,6589,215339,8232,126862,4963,66010,3702,855713,11367,225167,4691,181441,7415,302584,9025,104277,4787,42244,3688,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,693987,4287,40479,3024,24304,2384,2262,800,5372,1316,8007,1526,6053,1362,2610,709,16175,1878,3960,1142,6466,1218,4479,1064,976,667,294,241,653508,5495,304283,6295,29103,2677,85046,4639,106873,4741,55187,3774,28074,2683,349225,7365,89259,3159,87173,4719,125575,5635,35845,3397,11373,2040,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9650839,9573,472565,12298,317441,9911,39451,3165,52219,3435,94948,5236,80981,3990,49842,3059,155124,6328,42901,3770,42727,3134,54902,3911,11249,1677,3345,940,9178274,15539,3856805,23204,640400,11580,718719,12691,1118892,16677,871176,14076,507618,10273,5321469,23016,1286322,13223,1014927,17583,1884627,22165,840866,13899,294727,8272,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1293015,3873,70525,5389,47600,3415,3814,955,7889,1485,13109,1853,14262,1886,8526,1183,22925,3095,4824,1522,7872,1958,8179,1712,1560,625,490,314,1222490,6526,567411,9201,48798,3037,99888,4653,168836,4960,156705,5342,93184,4250,655079,9155,142375,4391,118051,5679,219148,6408,128580,5450,46925,3302,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,850651,2832,42104,3708,27833,2632,1210,513,4002,1353,7001,1437,8285,1406,7335,1367,14271,2155,2625,974,5002,1211,5223,1184,1079,563,342,258,808547,4557,319799,6249,18717,2348,58602,3672,77460,3486,90902,3869,74118,3864,488748,6817,106964,3720,105579,6745,157049,5794,81706,4781,37450,2962,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,219746,1678,10944,1357,6749,1181,376,373,415,268,2223,702,1617,610,2118,750,4195,832,812,508,1370,573,1300,590,384,276,329,241,208802,2051,81731,3251,6913,1442,15141,1850,26309,2520,20016,2086,13352,1564,127071,3282,28290,1856,31811,2804,41915,2607,17161,2349,7894,1297,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,200589,967,9901,1790,5096,1047,658,590,330,270,238,209,1551,600,2319,694,4805,1414,758,482,1394,572,1120,702,898,529,635,655,190688,1928,47197,2702,3186,944,5053,1088,6952,1212,11695,1452,20311,1861,143491,3274,16900,1818,22094,2598,32997,2959,40974,3012,30526,2585,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4516605,7757,213196,8030,125409,5442,11618,2070,26346,3397,41433,3573,31764,2689,14248,1998,87787,5673,17643,2695,29286,3727,31165,3381,7402,1873,2291,913,4303409,12091,1734480,17214,154321,6146,421600,12185,587544,12888,384459,10729,186556,7054,2568929,17826,566606,9401,595264,15453,929396,14578,341189,11183,136474,5427,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2545136,7487,136418,7094,82517,5506,8507,1938,16193,2721,24346,3132,20983,2663,12488,1892,53901,4076,13905,2271,17228,2712,16994,2263,4301,1368,1473,693,2408718,10454,1018168,12109,103661,5699,216969,8320,325002,10192,237114,8204,135422,6126,1390550,12447,339092,8223,316262,10528,467202,11626,185238,7572,82756,5202,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,321300,1865,20432,2193,13967,1768,834,549,2702,825,4440,1008,4352,1063,1639,506,6465,1436,701,425,2153,764,2911,920,620,424,80,83,300868,2754,135172,3864,5706,1214,33634,2685,44646,3392,35871,2647,15315,1868,165696,4162,31863,1953,39440,2956,60420,3821,25227,2457,8746,1443,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,375500,3096,21912,1927,16545,1709,1458,598,3607,975,6565,1101,3412,957,1503,658,5367,1172,753,357,2238,798,2271,899,105,119,0,190,353588,3771,175959,5636,17071,2345,40180,2777,69673,5247,35955,3633,13080,1899,177629,6185,49446,2741,41780,3793,62651,4629,19148,2871,4604,1126,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3128287,5256,152835,5277,100527,4466,5707,1097,16056,2085,25954,2191,32167,2537,20643,2077,52308,3395,11550,1480,16898,1998,17925,2290,4438,1157,1497,625,2975452,7438,1236095,12985,113052,4707,236210,6996,353554,8352,321813,8244,211466,6640,1739357,14129,387216,7197,346383,7297,588786,10162,293673,8674,123299,5062,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1562984,5569,85078,4894,51070,3488,5593,1262,8687,1530,16821,2226,13539,1924,6430,1330,34008,3241,7922,1254,10152,1769,13821,2292,1302,579,811,633,1477906,7430,644637,8755,54717,3491,152005,5067,217042,6739,153266,6238,67607,4233,833269,10252,212249,5208,199300,7787,291305,7955,101001,5440,29414,2586,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,701873,3201,42728,2959,28029,2532,1175,489,4632,1178,9275,1414,8646,1352,4301,1108,14699,1802,3167,917,4655,962,6087,1110,705,375,85,85,659145,4134,312064,5656,17800,1703,57332,3228,115302,3722,86630,3800,35000,2983,347081,5896,78617,3116,68511,4296,137285,4395,47805,3179,14863,2214,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,664008,3589,37641,2748,25553,2132,2140,754,4115,1005,7649,1234,7453,1292,4196,973,12088,1816,2665,933,3306,831,4650,1132,1267,625,200,182,626367,4406,297451,6049,22761,2242,53068,3572,100732,3987,82805,3941,38085,2371,328916,7420,84759,3473,59692,3445,122395,5581,44421,3518,17649,2143,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1033382,4024,57714,3543,37217,2660,3533,918,7298,1144,13742,1789,7070,1290,5574,1113,20497,2449,3740,1068,8248,1437,7441,1532,922,499,146,149,975668,5110,459064,6920,41864,2751,116319,4579,164006,5578,83900,4253,52975,2726,516604,7888,124627,4317,128683,5934,179516,6035,58569,3714,25209,2899,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
