GEO_ID,B27011_001E,B27011_001M,B27011_002E,B27011_002M,B27011_003E,B27011_003M,B27011_004E,B27011_004M,B27011_005E,B27011_005M,B27011_006E,B27011_006M,B27011_007E,B27011_007M,B27011_008E,B27011_008M,B27011_009E,B27011_009M,B27011_010E,B27011_010M,B27011_011E,B27011_011M,B27011_012E,B27011_012M,B27011_013E,B27011_013M,B27011_014E,B27011_014M,B27011_015E,B27011_015M,B27011_016E,B27011_016M,B27011_017E,B27011_017M,B27011_018E,B27011_018M,B27011_019E,B27011_019M,B27011_020E,B27011_020M,B27011_021E,B27011_021M,B27011_022E,B27011_022M,B27011_023E,B27011_023M,B27011_024E,B27011_024M,B27011_025E,B27011_025M,B27011_026E,B27011_026M,B27011_027E,B27011_027M,B27011_028E,B27011_028M,B27011_029E,B27011_029M,B27011_030E,B27011_030M,B27011_031E,B27011_031M,B27011_032E,B27011_032M,B27011_033E,B27011_033M,B27011_034E,B27011_034M,B27011_035E,B27011_035M,NAME,B27011_001EA,B27011_001MA,B27011_002MA,B27011_002EA,B27011_003MA,B27011_003EA,B27011_004EA,B27011_004MA,B27011_005MA,B27011_005EA,B27011_006EA,B27011_006MA,B27011_007EA,B27011_007MA,B27011_008MA,B27011_008EA,B27011_009MA,B27011_009EA,B27011_010MA,B27011_010EA,B27011_011EA,B27011_011MA,B27011_012EA,B27011_012MA,B27011_013MA,B27011_013EA,B27011_014MA,B27011_014EA,B27011_015MA,B27011_015EA,B27011_016MA,B27011_016EA,B27011_017EA,B27011_017MA,B27011_018EA,B27011_018MA,B27011_019MA,B27011_019EA,B27011_020EA,B27011_020MA,B27011_021MA,B27011_021EA,B27011_022EA,B27011_022MA,B27011_023EA,B27011_023MA,B27011_024MA,B27011_024EA,B27011_025EA,B27011_025MA,B27011_026MA,B27011_026EA,B27011_027MA,B27011_027EA,B27011_028EA,B27011_028MA,B27011_029EA,B27011_029MA,B27011_030MA,B27011_030EA,B27011_031MA,B27011_031EA,B27011_032EA,B27011_032MA,B27011_033EA,B27011_033MA,B27011_034MA,B27011_034EA,B27011_035EA,B27011_035MA,state
0400000US01,3660536,3104,2194626,12301,2011855,13313,1906207,12893,1621746,14797,1561976,14693,111251,6008,284461,9242,105648,4038,104521,4000,77981,3536,95528,3778,1127,580,182771,7050,178798,7058,95380,5029,67357,4187,34615,2965,83418,4974,3973,768,3728,707,1721,476,3609,705,245,191,1465910,11567,850362,10841,685341,10147,432805,9133,337451,6928,165021,7865,615548,4895,613073,4877,386902,7554,608893,5052,2475,817,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,525296,1652,376362,4987,348004,5304,331154,5026,269116,6312,254088,6522,30292,2923,62038,4065,16850,1823,16472,1732,11612,1565,13652,1614,378,288,28358,2319,27696,2331,15794,1890,10030,1632,7467,1424,11902,1597,662,326,662,326,427,284,662,326,0,145,148934,4730,97428,4341,71922,3868,50820,3505,27869,2343,25506,2441,51506,1907,50146,1940,29027,2194,49270,1970,1360,705,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5002498,2411,3077303,13880,2840791,18410,2697734,18674,2248959,20493,2023835,20937,292025,9877,448775,12349,143057,5293,141485,5100,85224,3836,129069,5051,1572,737,236512,8511,229430,8120,150074,6093,71865,4163,83223,5031,79356,5580,7082,1313,6691,1194,3475,764,6598,1200,391,353,1925195,13590,1017328,13928,817073,14521,465083,10756,414375,11650,200255,6957,907867,5728,896742,6288,505722,10013,884229,6234,11125,2046,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2210565,2640,1340235,11321,1253688,12192,1182962,11095,993060,13368,913703,14374,111481,5652,189902,9270,70726,3615,70317,3628,48161,3368,65067,3564,409,293,86547,4375,85090,4507,51639,3678,26043,2954,28196,2806,33451,2924,1457,572,1457,572,932,440,1389,570,0,190,870330,10772,494183,9641,409960,8366,222505,6723,226025,7652,84223,5030,376147,3821,375040,3773,222072,4319,372838,3789,1107,656,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29162324,5744,19148405,35543,17555045,36402,16733124,32319,14113340,43121,12574989,45817,1846271,25954,2619784,28072,821921,11590,806324,11281,540120,10396,685773,10103,15597,2212,1593360,20119,1545654,20216,1066311,14610,583109,11511,520240,10921,479343,12827,47706,3807,44490,3585,20144,2698,42902,3404,3216,1103,10013919,35993,5985731,31476,4891426,27747,2933907,24524,2241388,25436,1094305,19280,4028188,12278,3970812,13095,1972801,16071,3893674,13273,57376,4743,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4020590,3165,2817976,12337,2669920,12896,2541864,12578,2212480,15041,2027793,16229,246709,8278,329384,10881,128056,3997,126278,4046,85270,3466,110743,4063,1778,645,148056,6210,142188,6011,102048,4913,61711,3655,45723,3688,40140,3691,5868,1026,5699,1028,2487,626,5699,1028,169,215,1202614,11615,672258,10945,575857,9990,386513,9108,231500,8712,96401,5273,530356,4328,525701,4379,324522,6305,516213,4364,4655,1232,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2767261,1349,1925567,9726,1780956,10842,1667784,10863,1524587,12672,1372740,13418,183047,7871,143197,7276,113172,3874,112495,3888,83490,3664,97351,3694,677,387,144611,6212,137813,6132,109987,5686,56206,4025,56472,4251,27826,3070,6798,1157,6798,1157,3768,738,6621,1168,0,197,841694,9754,428139,9502,386933,9085,246657,7488,161348,6298,41206,4180,413555,4052,409932,4241,253084,5098,403638,4491,3623,1067,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,717516,830,467232,5505,437188,5806,410762,5452,371561,6589,338286,6296,42908,3723,39201,4112,26426,1905,26382,1907,18811,1712,23235,1857,44,79,30044,2829,28962,2771,22508,2346,11095,1698,12416,1916,6454,1602,1082,340,1082,340,688,237,1082,340,0,185,250284,5502,128066,5140,114243,5203,70600,4227,54008,4255,13823,2573,122218,1896,121795,1898,87187,2774,120857,1933,423,385,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,533132,509,377791,5321,344599,5583,328023,5260,309279,5677,270087,5588,46980,3814,18744,2894,16576,1626,16576,1626,14197,1427,13339,1633,0,198,33192,2958,32559,2966,27805,2804,10338,1569,18263,2382,4754,1167,633,279,633,279,326,186,595,277,0,198,155341,5333,100570,5024,93114,4789,50550,3162,48321,4347,7456,1520,54771,1968,53922,1933,35520,1802,50499,1995,849,626,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15537207,4034,9425547,32757,8687255,32179,8153295,30553,6382756,34533,5965176,31918,586197,15989,1770539,29006,533960,11803,521251,11853,296418,9050,478226,10569,12709,2248,738292,19519,710875,18992,387146,12969,246085,9297,156635,9298,323729,12509,27417,2623,26204,2483,11095,1659,25677,2458,1213,515,6111660,32188,2949538,28076,2230914,25178,1387108,21858,1024644,19161,718624,18574,3162122,12361,3121762,12709,1631244,17555,3076475,12358,40360,3789,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
