GEO_ID,B25106_001E,B25106_001M,B25106_002E,B25106_002M,B25106_003E,B25106_003M,B25106_004E,B25106_004M,B25106_005E,B25106_005M,B25106_006E,B25106_006M,B25106_007E,B25106_007M,B25106_008E,B25106_008M,B25106_009E,B25106_009M,B25106_010E,B25106_010M,B25106_011E,B25106_011M,B25106_012E,B25106_012M,B25106_013E,B25106_013M,B25106_014E,B25106_014M,B25106_015E,B25106_015M,B25106_016E,B25106_016M,B25106_017E,B25106_017M,B25106_018E,B25106_018M,B25106_019E,B25106_019M,B25106_020E,B25106_020M,B25106_021E,B25106_021M,B25106_022E,B25106_022M,B25106_023E,B25106_023M,B25106_024E,B25106_024M,B25106_025E,B25106_025M,B25106_026E,B25106_026M,B25106_027E,B25106_027M,B25106_028E,B25106_028M,B25106_029E,B25106_029M,B25106_030E,B25106_030M,B25106_031E,B25106_031M,B25106_032E,B25106_032M,B25106_033E,B25106_033M,B25106_034E,B25106_034M,B25106_035E,B25106_035M,B25106_036E,B25106_036M,B25106_037E,B25106_037M,B25106_038E,B25106_038M,B25106_039E,B25106_039M,B25106_040E,B25106_040M,B25106_041E,B25106_041M,B25106_042E,B25106_042M,B25106_043E,B25106_043M,B25106_044E,B25106_044M,B25106_045E,B25106_045M,B25106_046E,B25106_046M,NAME,B25106_001EA,B25106_001MA,B25106_002EA,B25106_002MA,B25106_003EA,B25106_003MA,B25106_004MA,B25106_004EA,B25106_005MA,B25106_005EA,B25106_006MA,B25106_006EA,B25106_007EA,B25106_007MA,B25106_008EA,B25106_008MA,B25106_009EA,B25106_009MA,B25106_010MA,B25106_010EA,B25106_011MA,B25106_011EA,B25106_012EA,B25106_012MA,B25106_013EA,B25106_013MA,B25106_014EA,B25106_014MA,B25106_015MA,B25106_015EA,B25106_016MA,B25106_016EA,B25106_017MA,B25106_017EA,B25106_018EA,B25106_018MA,B25106_019EA,B25106_019MA,B25106_020EA,B25106_020MA,B25106_021MA,B25106_021EA,B25106_022MA,B25106_022EA,B25106_023EA,B25106_023MA,B25106_024EA,B25106_024MA,B25106_025EA,B25106_025MA,B25106_026MA,B25106_026EA,B25106_027MA,B25106_027EA,B25106_028MA,B25106_028EA,B25106_029EA,B25106_029MA,B25106_030EA,B25106_030MA,B25106_031EA,B25106_031MA,B25106_032MA,B25106_032EA,B25106_033MA,B25106_033EA,B25106_034EA,B25106_034MA,B25106_035EA,B25106_035MA,B25106_036EA,B25106_036MA,B25106_037MA,B25106_037EA,B25106_038MA,B25106_038EA,B25106_039MA,B25106_039EA,B25106_040EA,B25106_040MA,B25106_041EA,B25106_041MA,B25106_042EA,B25106_042MA,B25106_043MA,B25106_043EA,B25106_044MA,B25106_044EA,B25106_045EA,B25106_045MA,B25106_046EA,B25106_046MA,state
0400000US01,1841217,10615,1246080,12085,183169,5622,31019,2596,33135,2190,119015,4371,196482,6556,87501,4412,36940,3141,72041,4181,182776,6143,96069,4085,45903,3401,40804,3175,239463,7457,150493,5506,63074,3925,25896,2716,430194,9341,365493,8663,54270,3698,10431,1484,13996,1638,595137,11423,193129,7164,4579,950,15749,1948,172801,7278,125363,5348,11293,1862,40545,3477,73525,4350,75550,4339,22084,2151,37976,3404,15490,2068,64275,4720,38295,3595,22139,2924,3841,1035,56505,4875,52320,4616,3818,990,367,236,15486,2209,64829,3675,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249659,2978,156006,4250,10081,1139,1563,597,886,269,7632,956,12064,1381,4248,724,2247,585,5569,926,13357,1415,5254,764,2139,469,5964,1163,28294,2391,12147,1299,7765,1237,8382,1325,91744,3194,62736,2547,22053,2152,6955,1149,466,257,93653,4082,13641,1607,564,404,747,306,12330,1571,15804,2137,512,197,1673,588,13619,1947,13857,1631,705,254,3375,777,9777,1579,16733,2212,4028,867,6463,1451,6242,1312,25487,2536,17063,2012,6528,1342,1896,840,607,499,7524,814,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2428743,11353,1484857,11801,163697,5353,28918,2338,22321,1884,112458,5226,207515,5994,76678,3799,37170,2661,93667,4636,205239,6349,92036,4520,47196,3276,66007,3742,289320,7286,155038,5646,89908,4208,44374,2392,600092,10265,474088,9979,102789,4196,23215,2242,18994,2041,943886,14175,221717,7883,3062,950,12680,1733,205975,7712,186643,6183,8590,1271,36310,2956,141743,5976,143967,6058,23060,2293,65289,4174,55618,4049,154665,6708,63173,4260,68378,4150,23114,2963,160748,7196,128907,6707,27854,2727,3987,1066,27346,2769,48800,3180,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1131288,8373,744318,10448,111681,4940,23237,2157,21677,2021,66767,3993,124100,4993,57248,3437,26217,2520,40635,2751,119255,5393,69731,3806,31063,3124,18461,2070,145570,5780,105100,4666,31115,3016,9355,1467,237579,7460,209128,7003,24035,2096,4416,972,6133,1189,386970,9803,118912,5806,2986,734,12194,1625,103732,5285,85058,5375,8642,1417,29585,3146,46831,4048,55361,3956,20203,2572,26065,2981,9093,1746,48528,4220,36964,3747,9659,1829,1905,821,32670,3629,29355,3397,3139,1057,176,216,7263,1512,39178,2829,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12758648,18835,6855688,27608,528754,10275,55092,3524,51404,3265,422258,9184,668268,12055,172025,5721,95708,4202,400535,9330,680906,12783,223875,6135,103557,4745,353474,10287,1113416,15744,390424,8594,244388,7178,478604,10838,3812627,23914,2120680,17681,1071092,17465,620855,12772,51717,3571,5902960,28154,1224860,16088,14782,1685,74328,4070,1135750,15931,1041021,15669,29146,3025,85298,4887,926577,15968,820825,14432,48353,3583,219874,8155,552598,12567,971391,16835,165761,6805,405920,10459,399710,9597,1536504,18989,845562,14917,529501,12165,161441,5789,117747,6771,190612,6287,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2039592,7530,1302533,10820,93994,3914,9157,1396,11350,1733,73487,3225,131114,5267,39049,2537,19938,2103,72127,4407,144567,5336,56340,3140,27405,2670,60822,3667,246542,6481,97193,4295,82220,4423,67129,3374,678525,9637,488968,9120,149877,4826,39680,2932,7791,1366,737059,11315,157983,6544,3740,930,10141,1256,144102,6142,145688,6343,5283,1135,21955,2247,118450,6008,122405,5230,14409,1947,47898,3785,60098,3628,125828,5651,40167,2996,58224,4108,27437,2697,145825,5923,105396,5585,35631,3273,4798,1172,13552,2378,25778,2851,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1355817,6673,900039,8072,50435,2986,787,328,1883,532,47765,2975,74184,3606,4502,874,12401,1415,57281,3222,85091,4468,14658,1701,20338,2071,50095,3146,141152,5018,41444,2562,38687,2794,61021,3604,543697,8612,334369,7345,148489,4318,60839,3343,5480,1233,455778,8159,116814,5763,2915,802,14391,2115,99508,5395,83260,4769,4533,1050,9163,1657,69564,4445,60249,4200,4758,1041,21127,2384,34364,3402,72577,4395,21864,2438,33397,2663,17316,2073,90069,4566,61196,4123,22961,2708,5912,1241,10723,2090,22086,2089,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,349743,3705,245808,4425,20774,2135,1406,490,2910,789,16458,1877,29825,2086,9663,1208,5159,1067,15003,1579,31703,2533,10537,1429,6505,1243,14661,1789,45508,2784,20771,1917,13773,1917,10964,1858,115537,4071,86055,3607,23914,2401,5568,1156,2461,799,103935,3908,23526,2540,434,327,2018,549,21074,2454,17172,2118,531,471,1587,641,15054,2023,16795,2438,1475,616,6592,1516,8728,1633,18907,2081,7009,1313,8959,1267,2939,849,20484,2376,16453,2141,3727,1189,304,236,2230,757,4821,1242,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,277378,3304,112492,3641,7527,1102,426,288,568,258,6533,1008,6157,1214,947,403,1131,397,4079,1110,7173,1124,2602,619,1121,417,3450,858,14777,1566,5533,1008,3577,661,5667,1108,75706,3345,49680,2645,18726,1775,7300,999,1152,588,164886,4965,36316,3210,1815,602,4173,1114,30328,2694,22736,2651,1725,729,1307,566,19704,2443,16938,1906,827,472,6008,1207,10103,1654,21219,2240,4945,1209,7399,1301,8875,1707,57112,3300,29429,2372,21639,2282,6044,1242,4184,1309,6381,1373,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7328046,25793,4693821,26616,590024,11548,77254,4018,73715,4625,439055,10934,713236,11321,234557,6991,137641,5732,341038,8296,657550,12337,288181,7224,144970,5974,224399,6609,911869,14037,471215,9638,243428,6998,197226,8663,1752618,20343,1295990,18805,340668,9990,115960,5241,68524,4648,2634225,22450,636417,14872,9422,1530,31053,2680,595942,14750,565399,13378,13450,2244,66599,3992,485350,13302,428298,11859,33837,2980,171046,7041,223415,8516,415030,11110,124767,6651,203764,7796,86499,5831,395268,10798,276329,9106,97395,4486,21544,2391,70832,4664,122981,6050,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
