GEO_ID,C15010_001E,C15010_001M,C15010_002E,C15010_002M,C15010_003E,C15010_003M,C15010_004E,C15010_004M,C15010_005E,C15010_005M,C15010_006E,C15010_006M,NAME,C15010_001EA,C15010_001MA,C15010_002MA,C15010_002EA,C15010_003EA,C15010_003MA,C15010_004EA,C15010_004MA,C15010_005EA,C15010_005MA,C15010_006EA,C15010_006MA,state
0400000US16,261522,8516,91814,5422,27432,2608,48216,4059,40341,3177,53719,4293,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2833407,20119,941198,15502,262473,9255,597593,11725,388418,7833,643725,13308,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1070602,15914,305742,8258,130294,6039,216101,7068,182072,6512,236393,8888,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,570426,9907,171340,5177,51716,3103,121847,4954,105424,4558,120099,4732,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,593084,8909,166687,5022,64529,3695,129471,5215,102274,3816,130123,4802,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,659701,11647,188513,6883,76514,4395,130713,4768,114095,4843,149866,6227,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,701596,12835,201247,7107,84361,4568,141824,6027,114843,5268,159321,6162,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,281781,6685,94850,4798,27397,2060,43812,2850,40880,2570,74842,3619,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1553684,15304,634334,12091,133323,5875,279456,7907,160530,5590,346041,6893,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1916729,18005,750247,12529,157636,5815,348500,9072,181175,6272,479171,11074,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1827339,16900,597624,10705,192630,5985,393073,7574,270346,6836,373666,7832,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1258534,12532,424509,7836,119678,5040,244879,6694,181565,5894,287903,6581,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,410953,12273,101562,5830,46740,4276,88024,5004,96611,4960,78016,4304,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1120711,15893,324112,10597,115614,4966,247314,7539,187141,6351,246530,6383,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,203839,5327,73323,3535,24583,2315,30695,3059,38740,2915,36498,3010,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,361769,7140,96509,3560,40707,2712,82623,3625,72197,3398,69733,3372,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,443463,8884,138634,5325,45446,3360,106326,5286,55707,3550,97350,4562,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,326030,7278,118746,4736,28930,2353,63390,3535,39037,2109,75927,4779,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2291268,18347,837720,16436,193808,6530,503628,11190,269274,7135,486838,9858,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,362934,7527,133585,5414,31650,2744,56519,3200,59085,3856,82095,4167,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4667982,27027,1579997,21657,405021,8948,890275,15045,541490,10947,1251199,18035,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1912564,21200,637800,12185,180546,6808,395962,10602,258090,8186,440166,11114,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,131316,4263,40639,2572,15521,1639,26348,2453,25712,1996,23096,2187,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2092218,17691,644561,12368,223231,6631,453586,9399,344346,8676,426494,9978,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,611368,10349,166577,5122,61873,3434,139276,5039,121615,3946,122027,5041,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,846246,13703,338123,9639,66435,4042,123488,5162,97447,4946,220753,9098,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2567725,22205,845660,13147,265942,7412,506641,8005,403648,9396,545834,9989,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,220894,7010,76297,4220,18577,2020,40804,3270,25213,2436,60003,3584,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,856973,14060,274466,8340,75921,4332,193093,6470,138790,5301,174703,7376,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,154216,5368,42073,3191,17934,1928,30786,2288,35689,2804,27734,2528,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1118307,16249,340103,9803,108187,4427,252553,7177,178718,5761,238746,8281,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4749029,36165,1636338,22982,416130,10916,1091622,17045,629416,13994,975523,17912,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,530203,8847,173000,5597,49421,3126,99691,4338,79943,3937,128148,4287,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,152901,4367,55175,2773,12199,1305,18752,1645,21879,1795,44896,2457,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2066339,20208,839985,12132,147708,5966,399303,9671,199683,5975,479660,10634,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1584776,20426,637521,13308,136381,5255,262699,8562,168022,7212,380153,9636,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,248257,6672,67446,4187,29529,2401,50844,3061,54259,3694,46179,3300,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1108094,13789,344684,7163,121813,4985,216752,5733,183947,5031,240898,6209,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,103333,4395,36828,3173,9486,1607,15066,1912,20047,2029,21906,2553,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,586712,10565,161541,6957,52863,4079,180166,6511,112890,6081,79252,5431,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
