GEO_ID,B05004_001E,B05004_001M,B05004_002E,B05004_002M,B05004_003E,B05004_003M,B05004_004E,B05004_004M,B05004_005E,B05004_005M,B05004_006E,B05004_006M,B05004_007E,B05004_007M,B05004_008E,B05004_008M,B05004_009E,B05004_009M,B05004_010E,B05004_010M,B05004_011E,B05004_011M,B05004_012E,B05004_012M,B05004_013E,B05004_013M,B05004_014E,B05004_014M,B05004_015E,B05004_015M,NAME,B05004_001EA,B05004_001MA,B05004_002MA,B05004_002EA,B05004_003MA,B05004_003EA,B05004_004MA,B05004_004EA,B05004_005MA,B05004_005EA,B05004_006EA,B05004_006MA,B05004_007MA,B05004_007EA,B05004_008MA,B05004_008EA,B05004_009MA,B05004_009EA,B05004_010MA,B05004_010EA,B05004_011EA,B05004_011MA,B05004_012MA,B05004_012EA,B05004_013MA,B05004_013EA,B05004_014MA,B05004_014EA,B05004_015MA,B05004_015EA,state
0400000US13,36.1,0.1,34.8,0.1,37.3,0.2,35.1,0.2,33.6,0.2,36.6,0.2,40.3,0.4,39.8,0.5,40.9,0.4,47.1,0.6,47.5,0.8,46.6,0.9,36.4,0.5,36.0,0.5,37.0,0.5,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38.1,0.2,36.3,0.2,39.9,0.4,34.5,0.3,33.8,0.3,35.5,0.5,48.1,1.0,46.1,1.1,49.8,1.1,53.5,1.0,51.6,1.4,54.7,1.0,40.9,1.2,40.1,1.7,41.7,1.5,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35.9,0.2,34.9,0.2,36.8,0.3,35.2,0.2,34.4,0.3,36.2,0.3,40.4,1.0,39.3,1.5,42.0,2.0,47.0,3.6,45.4,3.5,48.8,3.8,37.4,1.8,36.7,2.1,38.4,2.0,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,37.5,0.2,36.2,0.1,38.7,0.2,35.4,0.1,34.1,0.2,36.9,0.2,43.8,0.3,43.2,0.3,44.4,0.4,50.8,0.4,50.8,0.5,50.8,0.5,37.8,0.4,37.2,0.5,38.5,0.5,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.4,0.2,36.1,0.2,38.7,0.2,37.4,0.2,36.1,0.2,38.7,0.2,37.5,0.5,36.6,0.6,38.7,1.1,46.5,1.2,45.5,2.3,47.6,1.8,34.3,0.8,33.9,0.6,35.1,1.1,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.2,0.1,37.0,0.2,39.5,0.2,38.3,0.2,36.9,0.3,39.8,0.2,37.3,0.8,37.4,1.2,37.3,1.0,44.5,1.1,44.7,1.3,44.0,1.7,33.5,1.0,33.5,2.0,33.5,1.2,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.2,0.1,35.0,0.2,37.7,0.3,36.0,0.2,34.5,0.3,37.7,0.3,37.6,0.8,37.4,1.0,37.9,1.1,45.0,1.0,45.3,1.0,44.7,1.5,33.7,0.9,33.5,1.1,34.1,1.2,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38.5,0.2,37.0,0.2,40.0,0.2,38.6,0.2,37.2,0.3,40.1,0.2,36.0,1.2,34.8,1.4,37.7,1.3,45.4,1.4,46.2,1.9,44.8,1.7,32.4,0.9,31.5,1.2,33.3,0.6,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36.1,0.1,35.0,0.1,37.4,0.2,35.9,0.1,34.8,0.2,37.1,0.2,38.8,1.0,37.7,0.8,40.3,1.7,48.8,1.8,47.2,2.2,50.8,2.4,34.2,1.1,33.5,1.6,35.1,1.5,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,44.1,0.2,43.1,0.2,45.1,0.2,44.0,0.2,43.1,0.3,45.0,0.2,45.9,2.1,43.8,2.5,48.0,2.9,54.7,2.7,51.1,2.8,59.3,1.6,36.1,2.4,36.0,2.2,36.4,5.0,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38.3,0.1,36.6,0.1,39.9,0.2,36.8,0.2,35.0,0.2,38.6,0.3,42.2,0.4,41.1,0.5,43.2,0.5,49.5,0.5,49.0,0.7,49.9,0.6,36.4,0.5,35.9,0.5,37.0,0.6,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,39.4,0.2,37.9,0.2,40.8,0.1,38.2,0.2,36.3,0.3,39.9,0.3,42.7,0.4,41.9,0.5,43.5,0.5,49.7,0.6,49.4,0.9,49.8,0.7,35.7,0.5,35.4,0.5,36.3,0.7,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,39.6,0.1,38.2,0.1,40.9,0.2,39.2,0.2,37.7,0.1,40.6,0.2,42.9,0.5,42.1,0.5,43.7,0.6,50.6,0.6,50.3,0.7,50.9,0.7,35.8,0.4,34.8,0.5,36.9,0.8,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,37.8,0.1,36.8,0.2,39.0,0.2,37.8,0.1,36.6,0.2,39.1,0.2,37.8,0.5,37.5,0.6,38.3,0.6,43.2,1.1,43.0,1.5,43.3,1.2,33.4,0.5,33.5,0.6,33.2,0.8,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,36.7,0.2,35.2,0.2,38.3,0.3,36.7,0.2,35.1,0.2,38.3,0.3,37.8,1.7,36.3,1.3,40.2,2.4,49.2,3.4,47.2,3.6,49.9,4.3,34.0,1.7,33.5,1.9,34.6,2.0,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,38.5,0.1,37.1,0.2,39.9,0.2,38.4,0.1,37.1,0.2,39.8,0.2,39.5,0.8,38.2,0.9,40.9,1.1,47.0,1.5,47.0,2.2,47.0,1.8,34.0,1.1,32.0,1.0,36.6,1.3,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,39.6,0.3,38.6,0.5,40.7,0.5,39.5,0.3,38.6,0.5,40.4,0.4,43.2,5.5,39.0,6.2,51.2,6.4,57.2,2.3,54.4,4.6,62.4,5.9,29.9,6.7,26.3,3.5,35.6,3.3,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36.2,0.2,35.1,0.2,37.5,0.2,36.1,0.2,34.9,0.2,37.4,0.3,37.0,0.9,36.3,1.1,37.9,1.5,45.1,1.5,44.8,2.1,45.4,1.9,33.6,0.9,33.4,1.0,33.8,1.3,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,37.4,0.2,36.8,0.2,38.1,0.2,34.3,0.3,34.2,0.2,34.5,0.3,44.5,0.4,43.6,0.6,45.3,0.6,50.8,0.5,50.5,0.6,51.0,0.8,39.1,0.6,38.3,0.6,40.2,0.7,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,42.5,0.3,41.3,0.3,43.5,0.2,42.1,0.3,41.0,0.3,43.1,0.3,46.0,1.4,44.5,1.8,47.7,2.4,51.6,2.0,49.8,2.2,53.1,2.7,37.6,1.7,36.0,2.5,39.8,3.7,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,39.4,0.2,37.7,0.2,41.2,0.2,36.4,0.2,34.5,0.2,38.5,0.3,44.6,0.3,43.6,0.4,45.4,0.3,50.9,0.4,50.8,0.4,50.9,0.5,37.3,0.3,36.7,0.4,38.2,0.6,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,37.2,0.2,35.7,0.3,38.6,0.3,36.0,0.3,34.4,0.4,37.3,0.4,42.8,0.9,42.3,1.0,43.4,1.4,51.0,1.4,50.1,2.5,52.2,1.9,39.4,0.9,39.5,1.1,39.3,1.3,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,38.2,0.1,36.6,0.1,39.8,0.1,34.4,0.1,32.9,0.2,36.0,0.1,45.7,0.2,44.7,0.3,46.8,0.3,52.1,0.2,51.4,0.3,52.6,0.3,38.2,0.3,37.8,0.3,38.8,0.4,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,38.3,0.1,36.7,0.2,39.8,0.2,38.2,0.2,36.4,0.2,39.8,0.2,38.7,0.4,38.1,0.5,39.2,0.5,45.7,0.7,45.3,1.0,46.0,0.9,35.5,0.4,35.4,0.4,35.7,0.6,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,35.1,0.2,34.2,0.3,36.6,0.5,35.2,0.2,34.4,0.4,36.4,0.6,34.4,3.4,33.2,2.1,37.6,1.8,41.5,3.5,43.4,6.4,40.6,2.5,31.9,2.0,29.0,1.4,33.6,4.9,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,39.4,0.1,37.8,0.2,40.9,0.2,39.3,0.2,37.7,0.2,40.8,0.2,40.9,0.6,40.1,0.6,41.7,0.8,49.8,0.9,49.1,1.1,50.5,1.1,33.8,0.5,33.8,0.6,33.9,0.8,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,36.2,0.2,35.1,0.2,37.7,0.2,36.1,0.2,34.9,0.2,37.5,0.2,36.9,0.6,35.8,0.5,38.9,0.9,46.2,1.5,46.8,2.1,46.0,1.6,33.8,0.6,33.0,0.7,34.7,0.7,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,39.3,0.2,38.2,0.2,40.3,0.3,38.8,0.2,37.8,0.2,39.8,0.3,41.4,0.5,40.2,0.7,42.4,0.8,49.8,0.9,49.1,1.0,50.6,1.4,37.0,0.6,35.8,0.6,38.5,0.9,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,40.7,0.1,39.0,0.2,42.3,0.2,40.6,0.1,38.8,0.2,42.3,0.1,41.2,0.4,40.4,0.5,41.9,0.6,48.6,0.8,49.0,0.9,48.2,0.9,35.0,0.4,34.7,0.5,35.5,0.7,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,39.8,0.3,37.9,0.3,41.6,0.5,38.3,0.4,36.5,0.4,40.2,0.6,45.4,1.3,44.3,1.2,46.7,1.1,52.2,1.6,50.5,1.9,53.5,2.0,36.6,1.6,35.6,1.2,38.3,1.5,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,38.8,0.1,37.2,0.3,40.3,0.1,38.7,0.2,37.0,0.3,40.2,0.2,39.6,0.8,38.1,1.0,41.1,1.1,50.6,1.3,50.1,1.6,51.2,1.6,35.2,1.0,34.8,0.8,36.0,1.6,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,36.6,0.3,35.6,0.3,37.7,0.5,36.8,0.3,35.7,0.3,38.1,0.5,34.1,1.9,35.1,2.6,32.9,2.7,40.5,2.8,44.1,6.4,35.4,5.4,30.6,1.9,30.6,1.4,30.4,3.6,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,38.6,0.1,37.3,0.2,39.8,0.3,38.7,0.2,37.4,0.1,40.0,0.2,37.8,0.7,36.6,0.8,38.8,0.7,46.0,1.0,45.2,1.3,46.8,1.4,34.2,0.5,33.6,0.6,35.0,0.7,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,34.3,0.1,33.2,0.2,35.3,0.1,31.6,0.1,30.5,0.2,32.7,0.1,41.5,0.2,40.7,0.3,42.3,0.3,49.3,0.3,49.4,0.3,49.2,0.4,37.7,0.2,36.8,0.3,38.7,0.3,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30.5,0.1,30.0,0.1,31.0,0.1,29.1,0.2,28.7,0.2,29.6,0.2,38.7,0.6,37.9,0.8,39.8,0.8,45.5,0.7,45.5,0.8,45.5,1.2,35.3,0.8,34.6,1.0,36.5,1.3,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,42.8,0.3,41.6,0.6,43.7,0.3,42.6,0.4,41.6,0.6,43.6,0.3,45.4,3.7,43.5,7.1,46.8,3.6,52.9,5.1,56.4,6.6,51.7,4.7,35.9,2.4,33.2,5.1,38.3,3.2,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37.7,0.1,36.3,0.2,39.1,0.2,36.7,0.1,35.3,0.2,38.1,0.3,41.1,0.4,40.5,0.4,41.9,0.4,47.5,0.5,47.2,0.5,47.9,0.6,35.8,0.4,35.1,0.4,36.5,0.5,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,37.5,0.1,36.4,0.2,38.6,0.2,36.3,0.2,35.4,0.2,37.4,0.2,41.4,0.4,40.3,0.4,42.6,0.6,48.6,0.7,47.6,0.8,49.6,0.7,36.0,0.4,35.3,0.5,36.9,0.6,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,41.9,0.2,40.7,0.3,43.2,0.3,41.9,0.3,40.8,0.3,43.1,0.2,39.9,3.9,34.5,4.8,46.9,4.6,53.4,2.5,54.2,5.2,53.2,2.9,29.4,2.3,27.7,3.0,32.1,5.7,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,39.2,0.2,38.0,0.2,40.3,0.2,39.1,0.3,37.9,0.2,40.4,0.2,39.2,0.6,38.7,0.6,39.9,0.8,47.3,1.0,47.7,1.3,46.8,1.2,34.6,0.6,34.2,0.6,35.0,0.8,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,36.6,0.4,35.7,0.5,37.7,0.6,36.5,0.4,35.7,0.5,37.5,0.7,37.7,3.7,35.0,3.9,40.7,3.5,46.1,2.8,42.9,10.8,46.9,6.1,33.7,2.1,32.7,3.4,34.1,3.0,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,39.3,0.2,37.2,0.2,41.3,0.2,38.8,0.2,36.7,0.2,40.9,0.2,50.2,1.2,49.2,1.7,50.9,1.5,58.6,1.3,57.6,1.8,60.0,1.6,43.9,2.2,44.0,2.5,43.8,2.7,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
