GEO_ID,B27002_001E,B27002_001M,B27002_002E,B27002_002M,B27002_003E,B27002_003M,B27002_004E,B27002_004M,B27002_005E,B27002_005M,B27002_006E,B27002_006M,B27002_007E,B27002_007M,B27002_008E,B27002_008M,B27002_009E,B27002_009M,B27002_010E,B27002_010M,B27002_011E,B27002_011M,B27002_012E,B27002_012M,B27002_013E,B27002_013M,B27002_014E,B27002_014M,B27002_015E,B27002_015M,B27002_016E,B27002_016M,B27002_017E,B27002_017M,B27002_018E,B27002_018M,B27002_019E,B27002_019M,B27002_020E,B27002_020M,B27002_021E,B27002_021M,B27002_022E,B27002_022M,B27002_023E,B27002_023M,B27002_024E,B27002_024M,B27002_025E,B27002_025M,B27002_026E,B27002_026M,B27002_027E,B27002_027M,B27002_028E,B27002_028M,B27002_029E,B27002_029M,B27002_030E,B27002_030M,B27002_031E,B27002_031M,B27002_032E,B27002_032M,B27002_033E,B27002_033M,B27002_034E,B27002_034M,B27002_035E,B27002_035M,B27002_036E,B27002_036M,B27002_037E,B27002_037M,B27002_038E,B27002_038M,B27002_039E,B27002_039M,B27002_040E,B27002_040M,B27002_041E,B27002_041M,B27002_042E,B27002_042M,B27002_043E,B27002_043M,B27002_044E,B27002_044M,B27002_045E,B27002_045M,B27002_046E,B27002_046M,B27002_047E,B27002_047M,B27002_048E,B27002_048M,B27002_049E,B27002_049M,B27002_050E,B27002_050M,B27002_051E,B27002_051M,B27002_052E,B27002_052M,B27002_053E,B27002_053M,B27002_054E,B27002_054M,B27002_055E,B27002_055M,B27002_056E,B27002_056M,B27002_057E,B27002_057M,NAME,B27002_001MA,B27002_001EA,B27002_002MA,B27002_002EA,B27002_003EA,B27002_003MA,B27002_004EA,B27002_004MA,B27002_005EA,B27002_005MA,B27002_006MA,B27002_006EA,B27002_007MA,B27002_007EA,B27002_008MA,B27002_008EA,B27002_009EA,B27002_009MA,B27002_010EA,B27002_010MA,B27002_011EA,B27002_011MA,B27002_012EA,B27002_012MA,B27002_013MA,B27002_013EA,B27002_014EA,B27002_014MA,B27002_015EA,B27002_015MA,B27002_016EA,B27002_016MA,B27002_017MA,B27002_017EA,B27002_018MA,B27002_018EA,B27002_019MA,B27002_019EA,B27002_020EA,B27002_020MA,B27002_021EA,B27002_021MA,B27002_022EA,B27002_022MA,B27002_023MA,B27002_023EA,B27002_024MA,B27002_024EA,B27002_025EA,B27002_025MA,B27002_026EA,B27002_026MA,B27002_027MA,B27002_027EA,B27002_028MA,B27002_028EA,B27002_029MA,B27002_029EA,B27002_030MA,B27002_030EA,B27002_031EA,B27002_031MA,B27002_032EA,B27002_032MA,B27002_033MA,B27002_033EA,B27002_034MA,B27002_034EA,B27002_035MA,B27002_035EA,B27002_036EA,B27002_036MA,B27002_037MA,B27002_037EA,B27002_038MA,B27002_038EA,B27002_039MA,B27002_039EA,B27002_040MA,B27002_040EA,B27002_041MA,B27002_041EA,B27002_042EA,B27002_042MA,B27002_043MA,B27002_043EA,B27002_044MA,B27002_044EA,B27002_045MA,B27002_045EA,B27002_046MA,B27002_046EA,B27002_047EA,B27002_047MA,B27002_048MA,B27002_048EA,B27002_049MA,B27002_049EA,B27002_050MA,B27002_050EA,B27002_051MA,B27002_051EA,B27002_052MA,B27002_052EA,B27002_053EA,B27002_053MA,B27002_054EA,B27002_054MA,B27002_055EA,B27002_055MA,B27002_056MA,B27002_056EA,B27002_057MA,B27002_057EA,state
0400000US01,4767383,1932,2289780,5872,180774,4077,85552,4913,95222,4299,384145,5137,219701,7192,164444,6922,236975,3747,157660,5172,79315,4637,283658,3829,181679,4957,101979,4964,286297,3968,204631,5564,81666,4799,306272,3089,223332,4244,82940,4185,294579,2244,217833,4433,76746,4233,198963,1759,128243,3491,70720,3478,118117,1636,79921,2439,38196,2475,2477603,5606,169526,3889,82591,4590,86935,4515,372402,3993,215862,6172,156540,5860,237408,2932,158920,4675,78488,4304,314043,3628,200629,4358,113414,4262,310113,3427,222282,4578,87831,4520,335435,2972,247098,4516,88337,4328,330587,2047,248074,4030,82513,3862,231300,1755,147736,3494,83564,3338,176789,2021,110704,2745,66085,2963,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,32423,1370,18049,1541,14374,1389,62233,1864,36910,2785,25323,2513,40465,1856,27327,1870,13138,1637,54358,1880,34241,2273,20117,2016,44478,1417,30934,1584,13544,1364,48114,1213,34209,1518,13905,1312,47618,1024,36209,1449,11409,1078,24071,848,14771,1177,9300,1137,9829,792,5967,783,3862,555,347952,2104,31460,1477,17885,1539,13575,1658,60129,1523,37667,2161,22462,1793,35525,1115,21985,1565,13540,1657,51334,1190,31916,2056,19418,1969,44358,1287,31788,1600,12570,1460,46606,1051,34424,1451,12182,1375,43422,809,31905,1284,11517,1202,21957,744,13032,1045,8925,1061,13161,879,7296,876,5865,1130,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,268507,3684,138511,5052,129996,5489,557851,3937,319113,8819,238738,8104,328324,2112,199990,5768,128334,5533,433332,2735,254485,6247,178847,5731,402628,2617,266236,4111,136392,4367,402312,1842,273930,5266,128382,5000,371403,1105,256861,5003,114542,4994,290746,1306,161402,3469,129344,3488,196194,1182,119164,3269,77030,3206,3371777,2888,257277,4264,128499,4137,128778,4795,536941,4347,308745,6530,228196,6451,325057,1774,188470,5318,136587,5270,430231,2181,264314,6204,165917,5819,415511,1840,272130,5422,143381,5415,419256,1809,288228,4371,131028,4425,416438,1148,296139,4212,120299,4098,327287,1219,175290,4634,151997,4631,243779,1187,138565,3468,105214,3617,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,117821,3217,48684,3156,69137,3606,242570,4154,118948,4955,123622,5415,144070,2721,91793,3829,52277,3803,181138,3435,110723,3786,70415,4401,176985,3031,119508,4235,57477,3621,183655,2986,125927,3636,57728,3621,175477,1529,121754,3174,53723,3054,123712,1295,71302,2687,52410,2717,77984,1147,51504,1936,26480,1801,1490964,4568,110503,3533,44582,3187,65921,4144,232917,3816,115625,5314,117292,5372,142429,2631,87830,3392,54599,3797,187336,2819,111902,4107,75434,4197,189151,3125,124282,4345,64869,3875,191610,2559,134025,4028,57585,3706,190384,1758,134507,3411,55877,3067,140624,1388,83191,2289,57433,2362,106010,1618,65168,2317,40842,2432,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,1534723,7474,822676,12137,712047,12984,3123268,8050,1758249,18251,1365019,18458,1978296,5187,1211870,11264,766426,9973,2827196,5223,1742986,14129,1084210,13799,2522938,4351,1702599,12266,820339,11766,2554490,4652,1799235,11231,755255,10885,2155141,3297,1529300,11260,625841,10485,1306922,2480,695840,7372,611082,7711,862520,2250,462319,6366,400201,6319,19431963,5973,1467115,7973,771352,9406,695763,10259,3010027,8190,1687436,16386,1322591,16844,1921375,3951,1174069,12013,747306,12260,2774927,4420,1736137,14733,1038790,15014,2579992,3236,1729296,12040,850696,12385,2622661,2760,1839588,9892,783073,9746,2327493,2433,1626925,11773,700568,11555,1505240,2282,766128,8585,739112,8793,1223133,3000,608778,8850,614355,8331,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,210906,2966,125754,3879,85152,4139,429394,3727,276099,6846,153295,7056,259382,2647,182957,4108,76425,3941,390134,3608,256340,5610,133794,5538,359282,3288,266268,5052,93014,4804,346712,2190,267889,4168,78823,4101,323268,1491,256945,3660,66323,3444,194508,1262,115244,2623,79264,2644,108825,1411,73008,2031,35817,1961,2643611,4048,194507,3246,113599,4311,80908,4254,410625,3639,268192,6004,142433,5567,247086,2691,169878,4332,77208,4662,383238,2893,263710,6072,119528,5960,351031,2779,262983,4711,88048,4464,354361,2075,276942,3566,77419,3433,341816,1772,272105,3493,69711,3673,211970,1323,127785,2747,84185,2793,148977,1527,96242,3042,52735,3175,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,115676,2586,66604,3498,49072,3536,279327,2541,191039,4843,88288,4342,173367,1791,127071,3447,46296,3444,212101,1617,142361,3620,69740,3723,210090,1825,158137,4170,51953,3571,261921,1554,205386,3650,56535,3232,233999,1137,191109,2765,42890,2702,139843,1204,89363,2475,50480,2402,93101,1077,61930,2191,31171,2099,1821857,2336,112679,2265,67991,3265,44688,3287,266339,2382,180019,4286,86320,4245,168282,1264,120912,3440,47370,3163,216712,1620,140770,4110,75942,4185,224785,1589,167266,3178,57519,3048,282561,1633,221992,3799,60569,3703,249918,1064,200599,2526,49319,2332,160164,1044,101043,2746,59121,2773,140417,1349,88006,2800,52411,2538,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,35151,1445,19552,1515,15599,1512,68880,1428,46436,2488,22444,2458,45311,920,32812,1782,12499,1693,56241,1044,37925,2070,18316,2155,53003,845,39827,1782,13176,1663,59890,764,45732,1712,14158,1682,57714,703,46584,1599,11130,1556,42168,722,30217,1429,11951,1362,25265,592,19519,866,5746,833,477307,1167,33712,1742,21435,1797,12277,1496,65671,1687,40508,2681,25163,2574,44142,560,31411,1782,12731,1666,61585,644,43943,1915,17642,1907,57015,580,41594,1825,15421,1783,67073,433,49668,2236,17405,2273,65816,371,50485,1916,15331,1931,48575,574,34509,1624,14066,1657,33718,629,22441,1415,11277,1299,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,24896,1047,13951,1434,10945,1498,33244,929,16978,1698,16266,1790,35239,626,23963,1617,11276,1349,67685,799,50447,1917,17238,1946,44704,597,34421,1504,10283,1463,37427,574,24452,1734,12975,1720,31517,551,20739,1169,10778,1119,17491,595,12357,1069,5134,1011,11588,605,8448,739,3140,801,344175,1099,23199,931,11270,1292,11929,1160,33495,790,17099,1796,16396,1869,43151,234,31884,1421,11267,1464,80035,574,60111,1879,19924,1963,46711,418,35510,1559,11201,1481,38138,417,25202,1430,12936,1337,36545,111,24246,1163,12299,1167,23506,374,16448,938,7058,870,19395,786,12790,1055,6605,1044,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,658309,7707,299593,9279,358716,9320,1407695,8329,732666,16274,675029,17644,881522,5664,531958,11994,349564,11476,1204467,5776,677569,10436,526898,11146,1157330,5436,729097,10389,428233,9651,1307942,5082,869260,10641,438682,10390,1196333,3719,817294,8782,379039,8489,961376,3422,495902,7610,465474,7632,715885,3430,405409,6187,310476,5728,10092498,7609,636937,7877,292567,9305,344370,9180,1343209,7478,699955,13630,643254,13918,867094,3935,518697,9134,348397,8989,1235529,4615,742951,11691,492578,11088,1220794,4397,794611,11239,426183,10960,1386343,4042,959647,10601,426696,9776,1356354,3196,957285,8980,399069,8137,1104083,2558,554475,8554,549608,8726,942155,3022,482971,7986,459184,8051,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
