GEO_ID,B19121_001E,B19121_001M,B19121_002E,B19121_002M,B19121_003E,B19121_003M,B19121_004E,B19121_004M,B19121_005E,B19121_005M,NAME,B19121_001EA,B19121_001MA,B19121_002MA,B19121_002EA,B19121_003MA,B19121_003EA,B19121_004EA,B19121_004MA,B19121_005MA,B19121_005EA,state
0400000US01,53764,933,27718,897,41420,714,76781,1230,97115,2462,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,82307,2332,36342,5808,57046,2853,102307,3483,130324,6605,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,59700,943,37452,1196,45933,1013,80697,1071,95336,3009,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,51528,921,28606,949,38328,1220,71976,1469,84922,3388,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,71015,368,31947,592,50519,333,93990,962,102716,1047,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,75405,844,40911,1541,52389,1105,92548,1460,106175,2519,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,88819,1385,39169,1735,61075,1511,111780,1722,131892,3899,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,72594,1921,42401,3170,50022,3713,93861,3522,125728,9307,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,84094,6264,17638,5135,50074,5026,141988,8321,105135,12289,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,57212,401,36659,525,43085,686,76402,805,95087,1990,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,58885,791,28266,913,41670,558,81260,802,96841,2678,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,79187,1960,43764,2834,58998,4062,91876,2370,125545,4795,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,58101,1643,37165,2270,43986,2301,71128,2425,88668,4677,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,71796,579,34423,816,49682,862,92371,901,108376,1637,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,60780,522,34818,858,43422,824,78716,1124,96846,2194,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,67771,1010,36420,1129,45954,1205,81895,936,102276,2742,Iowa,null,null,null,null,null,null,null,null,null,null,19
