GEO_ID,C17025_001E,C17025_001M,C17025_002E,C17025_002M,C17025_003E,C17025_003M,C17025_004E,C17025_004M,C17025_005E,C17025_005M,C17025_006E,C17025_006M,C17025_007E,C17025_007M,C17025_008E,C17025_008M,C17025_009E,C17025_009M,C17025_010E,C17025_010M,C17025_011E,C17025_011M,NAME,C17025_001EA,C17025_001MA,C17025_002EA,C17025_002MA,C17025_003EA,C17025_003MA,C17025_004MA,C17025_004EA,C17025_005MA,C17025_005EA,C17025_006MA,C17025_006EA,C17025_007EA,C17025_007MA,C17025_008EA,C17025_008MA,C17025_009EA,C17025_009MA,C17025_010MA,C17025_010EA,C17025_011MA,C17025_011EA,state
0400000US01,4727549,2783,910175,25515,870995,24335,39180,4839,7357,1706,31823,4569,3817374,25803,3701951,24855,115423,7061,47156,3841,68267,5987,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,717723,893,80627,6821,72460,6002,8167,2916,2340,1086,5827,2744,637096,6751,591140,6799,45956,2827,27823,2221,18133,2320,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6573369,3679,1199061,26607,966747,23896,232314,13629,55272,5025,177042,11778,5374308,26069,4705182,23122,669126,14806,301502,9474,367624,12023,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2882856,1835,543882,15436,510525,14735,33357,4062,5833,1588,27524,3708,2338974,15627,2234041,15624,104933,6109,35903,3245,69030,6023,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38060228,7073,6259098,64461,4375437,49907,1883661,28937,565097,13015,1318564,28363,31801130,63863,23271264,67021,8529866,42860,4551716,34988,3978150,40195,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5237149,2559,630786,21138,542586,18380,88200,7080,20691,2720,67509,6012,4606363,20810,4162684,22367,443679,11825,191245,7775,252434,11248,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3485629,1870,374772,16369,321129,14886,53643,5027,17852,2738,35791,4294,3110857,16327,2681995,18026,428862,12289,214683,9410,214179,9612,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,909611,1367,113508,7940,103101,7460,10407,1844,3712,1174,6695,1677,796103,7616,726948,8361,69155,4845,35273,3700,33882,4000,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,624327,573,110666,7793,96358,6745,14308,2466,3988,1290,10320,2240,513661,7611,441018,8786,72643,5165,29331,3387,43312,3868,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19470210,6164,3211615,59681,2457502,51124,754113,22987,290623,12181,463490,19077,16258595,61305,13077199,58114,3181396,37542,1829956,25800,1351440,31677,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9823859,5286,1797969,39080,1613500,34550,184469,11344,39785,4984,144684,10255,8025890,39505,7234308,40929,791582,19623,366468,12560,425114,16473,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
