GEO_ID,C17010H_001E,C17010H_001M,C17010H_002E,C17010H_002M,C17010H_003E,C17010H_003M,C17010H_004E,C17010H_004M,C17010H_005E,C17010H_005M,C17010H_006E,C17010H_006M,C17010H_007E,C17010H_007M,C17010H_008E,C17010H_008M,C17010H_009E,C17010H_009M,C17010H_010E,C17010H_010M,C17010H_011E,C17010H_011M,C17010H_012E,C17010H_012M,C17010H_013E,C17010H_013M,C17010H_014E,C17010H_014M,C17010H_015E,C17010H_015M,C17010H_016E,C17010H_016M,C17010H_017E,C17010H_017M,NAME,C17010H_001MA,C17010H_001EA,C17010H_002EA,C17010H_002MA,C17010H_003EA,C17010H_003MA,C17010H_004EA,C17010H_004MA,C17010H_005EA,C17010H_005MA,C17010H_006MA,C17010H_006EA,C17010H_007MA,C17010H_007EA,C17010H_008EA,C17010H_008MA,C17010H_009EA,C17010H_009MA,C17010H_010EA,C17010H_010MA,C17010H_011MA,C17010H_011EA,C17010H_012MA,C17010H_012EA,C17010H_013EA,C17010H_013MA,C17010H_014EA,C17010H_014MA,C17010H_015MA,C17010H_015EA,C17010H_016MA,C17010H_016EA,C17010H_017MA,C17010H_017EA,state
0400000US15,89362,3399,5092,956,2792,700,1005,348,2300,646,243,225,184,207,2057,605,1836,563,84270,3436,72723,3421,27411,2262,11547,1683,4948,1432,2181,837,6599,1039,3535,895,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,354025,5625,31617,2613,15377,1654,8105,1251,16240,1986,3201,895,2145,801,13039,1846,11913,1837,322408,5496,271784,5775,107196,4618,50624,3821,17267,2400,10633,1907,33357,3020,18180,2529,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2090335,13537,125596,5257,48032,2945,24729,2156,77564,4019,13302,1944,9313,1519,64262,3516,53161,3283,1964739,13348,1637951,12993,620320,9194,326788,8220,107323,4807,50634,3336,219465,5685,104778,4423,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1394211,10423,114992,5130,41253,2965,22042,2278,73739,3997,13853,1850,10862,1632,59886,3738,53235,3582,1279219,9594,1038963,11005,394226,8141,240256,6744,80352,3927,44311,3405,159904,5425,86469,4340,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,725183,6081,46972,3255,17199,1482,9028,1076,29773,2570,5884,1260,4954,1244,23889,2294,21767,2256,678211,6722,571992,6834,215747,5040,106219,4924,41001,3483,26675,2932,65218,3749,38140,2611,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,594767,6817,39312,2601,16062,1791,8389,1222,23250,2044,4491,1122,3665,982,18759,1820,16162,1776,555455,6489,466827,6688,182317,5193,88628,4555,31739,2377,18560,2032,56889,4208,33649,3209,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,999069,9473,130748,5265,53839,3588,29750,2583,76909,4253,14221,1951,11058,1666,62688,3918,52268,3687,868321,10546,709449,10126,273587,5771,158872,5946,51209,3414,27312,2658,107663,4833,55313,3537,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,711039,7476,60123,3848,26066,2694,12081,1730,34057,2926,6485,1183,3915,1044,27572,2829,22909,2490,650916,7978,531843,8063,205220,5376,119073,5181,41374,3299,21379,2633,77699,3993,42894,3098,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,328713,4917,29170,2474,9925,1181,4963,919,19245,2299,4634,1097,3816,1108,14611,2127,12619,2046,299543,4481,244357,4735,78849,3410,55186,3343,19840,2061,11221,1643,35346,2863,19646,2117,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,828421,8183,36958,3189,16055,1795,7875,1363,20903,2322,4285,948,3014,805,16618,2117,13647,1955,791463,8439,656370,7908,255869,5606,135093,5962,43351,3441,22435,2570,91742,4723,45403,3518,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1243924,9842,61073,4384,21036,2013,8889,1157,40037,3823,5559,1169,4223,1016,34478,3536,28382,3460,1182851,9879,960845,9999,377746,7836,222006,7030,63529,4452,25901,2440,158477,5961,77951,5092,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1981522,11479,160643,5719,66892,3330,37237,2937,93751,4066,18217,1935,13156,1598,75534,3422,62786,3321,1820879,12317,1496382,12167,543560,8058,324497,7585,110448,4918,58480,3818,214049,5891,107178,4198,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1178748,9545,57100,3371,21431,2044,9918,1413,35669,2536,6296,1052,4915,943,29373,2371,25793,2285,1121648,9723,947765,9420,363669,6477,173883,5819,60317,3585,34544,2837,113566,3774,65005,3323,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,456727,6148,39606,3475,19039,2032,10143,1660,20567,2599,3324,960,2409,829,17243,2447,13240,2056,417121,5792,340981,6349,125321,4314,76140,4644,24887,2756,13518,2149,51253,3668,25441,3008,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1267731,11203,110245,4918,46130,3718,24838,2799,64115,3576,11450,1509,9201,1445,52665,3558,46113,3240,1157486,11513,955066,10430,363470,7043,202420,6255,67757,4658,40821,3779,134663,5617,68694,4288,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,228035,4791,17849,1790,8048,1194,4325,904,9801,1272,1954,667,1468,595,7847,1106,6571,1179,210186,4717,178054,4692,60609,3501,32132,2607,13166,1699,8211,1349,18966,1660,9963,1344,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,407262,5164,25314,2132,9608,1163,4774,808,15706,1696,2669,664,1840,566,13037,1439,11233,1285,381948,5048,319917,4913,123546,3701,62031,3010,21386,2098,12572,1805,40645,2627,24914,2075,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,365097,5531,25828,2305,10418,1489,4549,950,15410,1918,3924,976,2166,754,11486,1701,8967,1522,339269,5146,271612,5275,90556,3317,67657,3448,26294,2299,12582,1727,41363,2905,21345,2181,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,322756,4833,18235,2365,5709,1107,3113,914,12526,2171,2005,642,1694,641,10521,2045,9378,1977,304521,4846,249331,4211,89196,3605,55190,3355,20078,2252,11431,1786,35112,2917,19366,2126,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1335593,9198,54833,3876,27378,2208,14165,1857,27455,3102,4005,914,2659,791,23450,2921,18049,2648,1280760,8075,1053004,8355,415714,7434,227756,6232,67239,3621,26253,2206,160517,5062,68953,4242,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,220296,4975,19361,2291,9048,1459,3808,883,10313,1795,2338,871,1712,758,7975,1434,6359,1370,200935,4637,166499,4181,49571,3054,34436,2573,10820,1574,6237,1414,23616,1929,11821,1679,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2774416,14478,188943,6180,88435,4086,50376,3071,100508,4817,18845,2323,13616,1911,81663,4482,66373,4180,2585473,14491,2113675,12813,788072,9598,471798,9060,147124,5848,64943,4445,324674,8365,144019,5372,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1702402,12269,134828,6237,58951,4252,28248,2950,75877,4530,14957,2283,10875,1737,60920,3887,48643,3478,1567574,13044,1318500,11712,476660,8635,249074,7616,77273,4430,42129,3358,171801,6334,89688,4626,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,167839,3716,8228,1350,2430,558,1002,334,5798,1300,864,477,688,455,4934,1194,4505,1212,159611,3630,136979,3400,53343,2835,22632,2297,9542,1566,5214,1065,13090,1662,8494,1455,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2432119,14812,208015,6270,71876,3950,38713,2876,136139,5325,21539,2347,16816,2194,114600,5234,99231,4478,2224104,13463,1798394,12784,666347,10862,425710,9813,146035,6351,75220,4546,279675,8274,149091,6871,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,703589,5802,63801,3549,25349,1757,12166,1145,38452,2807,6128,1110,4765,906,32324,2521,27490,2286,639788,6253,523632,5542,197688,3192,116156,4483,38936,2654,21034,1744,77220,3548,42353,2767,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,787635,9194,67200,4314,27317,2768,13055,1734,39883,3447,8523,1742,6656,1507,31360,2822,26891,2497,720435,9004,587468,8803,199376,5560,132967,5300,42500,3496,24285,2555,90467,3918,48516,3081,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2623963,15514,168698,5603,66924,3590,33542,2272,101774,4827,20862,2118,15817,1893,80912,4227,67752,3706,2455265,14822,2017889,13832,713690,10974,437376,8124,147313,4570,69329,3237,290063,7284,136724,5014,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,200930,3917,12706,1688,2849,772,1375,490,9857,1440,1720,762,1419,658,8137,1399,6699,1323,188224,3988,148613,4149,52057,2539,39611,2592,11549,1649,4583,991,28062,2138,13031,1601,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,823184,8399,65838,4678,27031,2741,12585,1747,38807,3450,7699,1655,5116,1448,31108,2963,25563,2673,757346,8589,632998,8903,216043,6028,124348,4532,41649,3497,22185,2675,82699,4048,43119,3236,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,186683,3884,11013,1330,4546,747,1866,512,6467,1164,1268,645,1007,612,5199,1008,4350,982,175670,3644,148877,3588,54116,2619,26793,2374,10101,1461,5791,1140,16692,1956,11281,1793,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1308103,13072,132861,5173,57739,3848,32206,3272,75122,4059,13739,1970,9433,1511,61383,3842,50864,3449,1175242,12353,974278,12202,362104,7007,200964,7112,66954,4181,34304,3148,134010,5517,69224,4128,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3127207,16978,184205,8189,79808,4923,40103,3077,104397,5965,15894,2317,9713,1797,88503,5350,73957,4793,2943002,16263,2462101,15985,950552,12331,480901,11562,151116,6413,79546,4613,329785,9452,179987,6729,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,573684,5947,35132,3463,18712,2224,10034,1660,16420,2413,2502,826,1667,623,13918,2225,12273,2142,538552,6026,466343,5597,235264,5203,72209,4335,23280,2543,13714,2035,48929,3624,27904,2834,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,154206,2941,13157,1388,3799,746,1799,520,9358,1361,1240,412,949,346,8118,1378,6740,1276,141049,3123,116062,3059,40361,2106,24987,1828,9581,1317,5694,1169,15406,1408,10318,1297,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1389009,12300,77159,4499,32524,3098,17442,2292,44635,3386,7987,1553,5555,1250,36648,3015,29897,2909,1311850,11466,1098810,10915,430624,7230,213040,6203,69384,4521,36200,3448,143656,4897,71770,3994,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1306682,11056,84053,4463,33933,3047,16959,2267,50120,3626,8919,1463,6867,1498,41201,3389,35150,3269,1222629,11702,1014241,11331,368764,7676,208388,7044,69772,3931,38145,3303,138616,5998,72632,3893,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,448037,7675,55690,3692,20845,2343,9968,1514,34845,2825,7307,1375,4166,931,27538,2549,23549,2422,392347,6843,320443,6690,104675,4130,71904,4051,23094,2058,12974,1858,48810,3497,21785,2340,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1281462,9682,76515,3575,27044,1716,13213,1191,49471,3265,10317,1562,7698,1287,39154,2841,36057,2829,1204947,9447,1004616,9038,356987,6480,200331,5575,77213,3868,45154,2794,123118,4164,69243,3656,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,129285,3617,6840,1230,3123,837,1336,575,3717,1003,486,336,446,329,3231,863,3007,826,122445,3610,101418,3744,38918,2570,21027,2243,9360,1290,5612,1258,11667,1572,6741,1323,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,5038,1137,1185,530,485,331,337,268,700,417,284,269,85,138,416,356,356,335,3853,1071,3021,904,952,539,832,538,414,323,319,288,418,355,367,347,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
