GEO_ID,B27004_001E,B27004_001M,B27004_002E,B27004_002M,B27004_003E,B27004_003M,B27004_004E,B27004_004M,B27004_005E,B27004_005M,B27004_006E,B27004_006M,B27004_007E,B27004_007M,B27004_008E,B27004_008M,B27004_009E,B27004_009M,B27004_010E,B27004_010M,B27004_011E,B27004_011M,B27004_012E,B27004_012M,B27004_013E,B27004_013M,B27004_014E,B27004_014M,B27004_015E,B27004_015M,B27004_016E,B27004_016M,B27004_017E,B27004_017M,B27004_018E,B27004_018M,B27004_019E,B27004_019M,B27004_020E,B27004_020M,B27004_021E,B27004_021M,B27004_022E,B27004_022M,B27004_023E,B27004_023M,B27004_024E,B27004_024M,B27004_025E,B27004_025M,B27004_026E,B27004_026M,B27004_027E,B27004_027M,B27004_028E,B27004_028M,B27004_029E,B27004_029M,B27004_030E,B27004_030M,B27004_031E,B27004_031M,B27004_032E,B27004_032M,B27004_033E,B27004_033M,B27004_034E,B27004_034M,B27004_035E,B27004_035M,B27004_036E,B27004_036M,B27004_037E,B27004_037M,B27004_038E,B27004_038M,B27004_039E,B27004_039M,B27004_040E,B27004_040M,B27004_041E,B27004_041M,B27004_042E,B27004_042M,B27004_043E,B27004_043M,B27004_044E,B27004_044M,B27004_045E,B27004_045M,B27004_046E,B27004_046M,B27004_047E,B27004_047M,B27004_048E,B27004_048M,B27004_049E,B27004_049M,B27004_050E,B27004_050M,B27004_051E,B27004_051M,B27004_052E,B27004_052M,B27004_053E,B27004_053M,B27004_054E,B27004_054M,B27004_055E,B27004_055M,B27004_056E,B27004_056M,B27004_057E,B27004_057M,NAME,B27004_001EA,B27004_001MA,B27004_002MA,B27004_002EA,B27004_003MA,B27004_003EA,B27004_004MA,B27004_004EA,B27004_005EA,B27004_005MA,B27004_006EA,B27004_006MA,B27004_007EA,B27004_007MA,B27004_008MA,B27004_008EA,B27004_009MA,B27004_009EA,B27004_010EA,B27004_010MA,B27004_011EA,B27004_011MA,B27004_012EA,B27004_012MA,B27004_013MA,B27004_013EA,B27004_014MA,B27004_014EA,B27004_015MA,B27004_015EA,B27004_016EA,B27004_016MA,B27004_017EA,B27004_017MA,B27004_018MA,B27004_018EA,B27004_019MA,B27004_019EA,B27004_020MA,B27004_020EA,B27004_021EA,B27004_021MA,B27004_022EA,B27004_022MA,B27004_023MA,B27004_023EA,B27004_024MA,B27004_024EA,B27004_025MA,B27004_025EA,B27004_026MA,B27004_026EA,B27004_027EA,B27004_027MA,B27004_028MA,B27004_028EA,B27004_029MA,B27004_029EA,B27004_030MA,B27004_030EA,B27004_031MA,B27004_031EA,B27004_032EA,B27004_032MA,B27004_033MA,B27004_033EA,B27004_034MA,B27004_034EA,B27004_035MA,B27004_035EA,B27004_036MA,B27004_036EA,B27004_037MA,B27004_037EA,B27004_038EA,B27004_038MA,B27004_039EA,B27004_039MA,B27004_040EA,B27004_040MA,B27004_041MA,B27004_041EA,B27004_042MA,B27004_042EA,B27004_043MA,B27004_043EA,B27004_044EA,B27004_044MA,B27004_045EA,B27004_045MA,B27004_046MA,B27004_046EA,B27004_047MA,B27004_047EA,B27004_048MA,B27004_048EA,B27004_049EA,B27004_049MA,B27004_050EA,B27004_050MA,B27004_051EA,B27004_051MA,B27004_052MA,B27004_052EA,B27004_053MA,B27004_053EA,B27004_054EA,B27004_054MA,B27004_055EA,B27004_055MA,B27004_056EA,B27004_056MA,B27004_057MA,B27004_057EA,state
0400000US01,4767383,1932,2289780,5872,180774,4077,72907,4731,107867,4372,384145,5137,192976,6564,191169,6853,236975,3747,130368,4719,106607,5421,283658,3829,155425,4553,128233,4885,286297,3968,180687,5568,105610,5356,306272,3089,192035,4776,114237,5001,294579,2244,178158,4742,116421,4485,198963,1759,78064,3200,120899,3266,118117,1636,42443,2366,75674,2640,2477603,5606,169526,3889,72085,4337,97441,4260,372402,3993,189058,6557,183344,6430,237408,2932,133581,5236,103827,4977,314043,3628,167052,4832,146991,4641,310113,3427,196517,5404,113596,5690,335435,2972,211158,4623,124277,4485,330587,2047,196567,4640,134020,4614,231300,1755,81424,3341,149876,3392,176789,2021,54305,2879,122484,3494,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,32423,1370,13299,1544,19124,1523,62233,1864,29020,2201,33213,2298,40465,1856,20796,2176,19669,2006,54358,1880,28190,2399,26168,2258,44478,1417,27119,1763,17359,1715,48114,1213,29377,1715,18737,1474,47618,1024,31553,1753,16065,1485,24071,848,11859,1059,12212,1191,9829,792,4227,600,5602,841,347952,2104,31460,1477,13208,1560,18252,1721,60129,1523,29686,2117,30443,2097,35525,1115,16311,1601,19214,1881,51334,1190,24090,2126,27244,2060,44358,1287,26373,1786,17985,1790,46606,1051,29266,1519,17340,1656,43422,809,27059,1402,16363,1377,21957,744,10387,1042,11570,1119,13161,879,5341,847,7820,1157,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,268507,3684,116144,5019,152363,5626,557851,3937,271983,9026,285868,8310,328324,2112,168325,6378,159999,6201,433332,2735,219899,5802,213433,5318,402628,2617,235436,4611,167192,4773,402312,1842,231169,5269,171143,4888,371403,1105,202648,5587,168755,5599,290746,1306,83812,3073,206934,3203,196194,1182,56927,2717,139267,2761,3371777,2888,257277,4264,107904,4005,149373,5104,536941,4347,262572,7105,274369,6853,325057,1774,153886,4957,171171,4840,430231,2181,223808,6300,206423,5874,415511,1840,239141,5673,176370,5710,419256,1809,242766,4849,176490,4871,416438,1148,228447,4463,187991,4537,327287,1219,86257,3427,241030,3564,243779,1187,60079,2742,183700,2856,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,117821,3217,40872,3001,76949,3596,242570,4154,102871,5103,139699,5764,144070,2721,73891,4160,70179,4084,181138,3435,96054,3830,85084,4562,176985,3031,104838,4382,72147,3855,183655,2986,108545,3584,75110,3879,175477,1529,98616,3485,76861,3403,123712,1295,34594,2245,89118,2439,77984,1147,20742,1615,57242,1870,1490964,4568,110503,3533,38028,2991,72475,4117,232917,3816,101912,5033,131005,5306,142429,2631,73822,3311,68607,3800,187336,2819,92305,4074,95031,4196,189151,3125,110606,4415,78545,3804,191610,2559,112782,3718,78828,3565,190384,1758,104422,3414,85962,3041,140624,1388,36242,2075,104382,2528,106010,1618,23051,1817,82959,2166,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,1534723,7474,705043,12123,829680,13662,3123268,8050,1505216,18233,1618052,18266,1978296,5187,982160,12382,996136,12045,2827196,5223,1474775,15325,1352421,15890,2522938,4351,1487291,13115,1035647,12787,2554490,4652,1534459,11998,1020031,11439,2155141,3297,1240031,12234,915110,11942,1306922,2480,479359,7205,827563,7681,862520,2250,273574,6539,588946,6880,19431963,5973,1467115,7973,661435,10678,805680,10951,3010027,8190,1442335,16426,1567692,17176,1921375,3951,937871,11687,983504,12472,2774927,4420,1474841,14611,1300086,14773,2579992,3236,1493707,13725,1086285,13847,2622661,2760,1549248,11106,1073413,11209,2327493,2433,1296860,12901,1030633,12509,1505240,2282,482115,7677,1023125,8033,1223133,3000,319707,8066,903426,7542,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,210906,2966,102809,4168,108097,4502,429394,3727,226976,6734,202418,6920,259382,2647,146791,4455,112591,4728,390134,3608,214797,5281,175337,5344,359282,3288,227467,5032,131815,5068,346712,2190,227136,4604,119576,4727,323268,1491,199598,4252,123670,3943,194508,1262,64347,2958,130161,2954,108825,1411,35619,2142,73206,2270,2643611,4048,194507,3246,93058,4309,101449,4649,410625,3639,221775,5865,188850,5993,247086,2691,137137,4587,109949,4745,383238,2893,216088,6441,167150,6314,351031,2779,223746,5599,127285,5778,354361,2075,232832,4547,121529,4664,341816,1772,205519,4294,136297,4611,211970,1323,68619,2568,143351,2697,148977,1527,42624,2168,106353,2576,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,115676,2586,60509,3496,55167,3610,279327,2541,174092,5001,105235,4598,173367,1791,104959,3382,68408,3702,212101,1617,124709,4031,87392,4054,210090,1825,143900,4895,66190,4390,261921,1554,184826,4065,77095,3720,233999,1137,164254,3318,69745,3387,139843,1204,63616,2522,76227,2630,93101,1077,35893,2178,57208,2078,1821857,2336,112679,2265,63203,3333,49476,3586,266339,2382,163907,4300,102432,4157,168282,1264,100062,3889,68220,3788,216712,1620,125500,4107,91212,4242,224785,1589,150877,3459,73908,3369,282561,1633,197188,4032,85373,3947,249918,1064,169958,2980,79960,2722,160164,1044,67987,2813,92177,2777,140417,1349,46703,2545,93714,2473,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,35151,1445,17894,1632,17257,1649,68880,1428,42615,2542,26265,2482,45311,920,28223,1916,17088,1870,56241,1044,33642,2070,22599,2190,53003,845,36245,1937,16758,1870,59890,764,41836,1923,18054,1882,57714,703,40887,1604,16827,1567,42168,722,21899,1324,20269,1392,25265,592,12541,1090,12724,1187,477307,1167,33712,1742,19284,1709,14428,1556,65671,1687,36229,2690,29442,2556,44142,560,27902,1738,16240,1595,61585,644,39156,2041,22429,2027,57015,580,38526,1766,18489,1754,67073,433,45099,2217,21974,2320,65816,371,44144,2077,21672,2086,48575,574,23808,1585,24767,1729,33718,629,12611,1356,21107,1249,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,24896,1047,12150,1391,12746,1558,33244,929,14651,1707,18593,1866,35239,626,17475,1491,17764,1300,67685,799,43212,2312,24473,2438,44704,597,30591,1738,14113,1752,37427,574,21410,1880,16017,1864,31517,551,17015,1260,14502,1230,17491,595,10949,1017,6542,977,11588,605,6066,684,5522,839,344175,1099,23199,931,9867,983,13332,1108,33495,790,13383,1970,20112,1914,43151,234,24001,1629,19150,1659,80035,574,53578,2183,26457,2276,46711,418,30111,1717,16600,1686,38138,417,22188,1561,15950,1590,36545,111,21447,1286,15098,1292,23506,374,12863,986,10643,906,19395,786,8703,1228,10692,1242,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,658309,7707,244735,8900,413574,9516,1407695,8329,580468,14273,827227,16756,881522,5664,408839,10389,472683,10764,1204467,5776,549036,10105,655431,10554,1157330,5436,604750,10080,552580,9546,1307942,5082,696268,10443,611674,10395,1196333,3719,619332,9187,577001,9574,961376,3422,279764,6063,681612,6745,715885,3430,200145,6004,515740,6557,10092498,7609,636937,7877,236966,8923,399971,9552,1343209,7478,558059,11796,785150,12650,867094,3935,398709,10249,468385,10694,1235529,4615,610948,11424,624581,11091,1220794,4397,650120,11551,570674,11411,1386343,4042,762895,10042,623448,9860,1356354,3196,699557,8830,656797,8696,1104083,2558,280785,6963,823298,7288,942155,3022,212424,6516,729731,7561,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
