GEO_ID,B14007I_001E,B14007I_001M,B14007I_002E,B14007I_002M,B14007I_003E,B14007I_003M,B14007I_004E,B14007I_004M,B14007I_005E,B14007I_005M,B14007I_006E,B14007I_006M,B14007I_007E,B14007I_007M,B14007I_008E,B14007I_008M,B14007I_009E,B14007I_009M,B14007I_010E,B14007I_010M,B14007I_011E,B14007I_011M,B14007I_012E,B14007I_012M,B14007I_013E,B14007I_013M,B14007I_014E,B14007I_014M,B14007I_015E,B14007I_015M,B14007I_016E,B14007I_016M,B14007I_017E,B14007I_017M,B14007I_018E,B14007I_018M,B14007I_019E,B14007I_019M,NAME,B14007I_001EA,B14007I_001MA,B14007I_002MA,B14007I_002EA,B14007I_003EA,B14007I_003MA,B14007I_004EA,B14007I_004MA,B14007I_005EA,B14007I_005MA,B14007I_006EA,B14007I_006MA,B14007I_007MA,B14007I_007EA,B14007I_008MA,B14007I_008EA,B14007I_009MA,B14007I_009EA,B14007I_010EA,B14007I_010MA,B14007I_011EA,B14007I_011MA,B14007I_012EA,B14007I_012MA,B14007I_013MA,B14007I_013EA,B14007I_014MA,B14007I_014EA,B14007I_015MA,B14007I_015EA,B14007I_016EA,B14007I_016MA,B14007I_017EA,B14007I_017MA,B14007I_018EA,B14007I_018MA,B14007I_019MA,B14007I_019EA,state
0400000US26,446199,2222,175572,3810,11285,1939,9831,1514,11438,1425,9557,1391,11803,1483,10220,1320,9884,1678,10179,1416,9235,1528,9291,1334,8873,1346,10163,1308,7386,1135,9494,1564,32913,2723,4020,890,270627,3741,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,258759,1463,103877,2393,8730,1373,7728,1214,7592,1284,7204,1184,6646,1136,5694,1025,5258,978,6078,1139,5502,1140,5344,854,5300,942,4656,891,5495,959,6309,1175,13643,1850,2698,777,154882,2549,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,75612,2560,26308,1937,1931,639,2099,630,1865,894,1522,564,2400,623,1443,555,1241,475,1328,469,1035,613,1171,491,2216,620,466,300,1032,606,1489,778,4040,837,1030,518,49304,2548,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,219360,2575,84738,3300,5493,1401,6010,1114,5337,933,5564,1283,5890,1304,4860,1120,4408,1168,4658,1122,4294,927,4911,1313,4248,939,3695,732,3391,953,3977,866,15803,1907,2199,727,134622,3199,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,32785,794,13444,1193,1146,553,870,317,956,447,594,290,930,396,801,551,833,454,555,268,411,311,1129,508,949,462,696,272,203,187,312,310,2761,786,298,264,19341,1095,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,176390,1177,69921,1882,5142,1024,4938,1183,4216,992,4122,927,4289,853,5034,975,4049,872,4415,900,3787,806,4182,1076,3592,710,3214,669,3656,668,5082,1132,9460,1372,743,304,106469,1818,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,748900,2214,255498,4041,9769,1680,14391,2190,17829,2204,16337,1993,16024,2066,13466,1815,15641,2066,14981,2097,15676,2039,15710,2022,14101,1754,16975,2167,14640,1641,17425,1838,39818,3184,2715,877,493402,4046,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,40373,944,15762,1527,1055,529,1112,474,546,407,810,431,523,297,1784,739,416,267,1020,428,842,424,651,391,466,429,910,310,533,330,942,555,3276,1118,876,500,24611,1408,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1636578,4013,510377,6259,42568,3452,29635,3037,28769,2451,30655,2668,28241,2249,24676,2391,24579,2579,26649,2409,27988,2754,28059,2887,25990,2224,28075,2276,25122,2108,24812,2347,101869,4424,12690,2378,1126201,6041,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,946379,2747,312653,5636,14567,2480,19359,2281,14897,1992,20022,2299,16041,1984,16305,2480,15933,2111,17186,2177,16073,2140,17657,2044,19456,2467,13478,1504,16237,1884,18296,2106,67927,4277,9219,1755,633726,5335,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3495663,5592,1048469,9708,69400,4729,63546,3770,57415,3613,60268,4965,56690,3511,56953,3971,52929,3302,48343,3372,52664,3359,50411,3828,54272,4388,57340,4097,47555,3567,67189,4186,219981,7541,33513,2989,2447194,8742,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,826770,3357,309874,5665,18894,2420,23049,2676,23358,2666,20510,2441,18686,2294,19701,2755,18724,2259,21081,2639,19997,2350,17304,2135,17182,1980,14714,1905,11854,1572,17672,2312,41003,3583,6145,1730,516896,5797,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,19876,1200,7241,1070,331,374,1176,577,363,306,353,184,356,266,552,298,320,363,94,98,117,67,593,318,534,312,381,203,135,107,404,317,1330,580,202,172,12635,1159,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,372460,2321,142999,3043,8527,1383,10858,1546,7606,1154,9110,1456,8023,1295,8302,1386,7986,1485,8545,1473,7077,1160,8627,1205,6014,1130,6936,1082,8357,1319,8949,1423,24364,2489,3718,1048,229461,3421,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,352446,1563,136969,2774,10474,1242,11024,1577,10404,1317,8695,1182,8700,1367,7733,1272,9041,1256,7790,1047,7101,915,7430,1007,8592,926,6143,1050,6949,1063,6927,1171,18161,1812,1805,629,215477,2769,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,465805,1873,172760,4044,9734,1538,10515,1891,9715,1606,10371,1677,10687,1986,10001,1593,11568,1765,10785,1647,8773,1650,9565,1823,10591,1726,10683,1803,8777,1349,10563,1720,27319,2453,3113,935,293045,4232,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,785897,2970,274367,5102,15529,1932,16367,1959,14617,2243,15431,2072,17465,2398,19051,2568,15142,1864,15978,1921,14133,2204,17144,2164,15458,1986,14834,1887,13777,1775,14693,2028,47312,3409,7436,1642,511530,4844,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,139471,1001,51151,2347,3574,1073,2199,772,2913,770,2229,657,2688,822,2600,788,2559,756,2615,819,3003,875,2289,722,2223,782,3226,843,2920,768,3541,1131,11589,1818,983,453,88320,2372,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,241337,1856,85911,3126,6165,1342,7379,1410,5597,1195,5140,1241,4836,1033,4657,1098,5101,1356,4388,1164,4951,1165,5067,1312,4779,1161,5121,1258,3862,1006,4783,1359,11808,1846,2277,956,155426,2946,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,26340,1282,10975,1350,927,462,514,318,968,494,643,294,512,301,812,452,1166,426,469,303,297,214,472,242,545,439,566,417,198,167,296,219,2151,796,439,476,15365,1301,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,298493,2628,108363,3274,6250,1316,10456,1764,9694,1554,8319,1574,5412,1213,6670,1265,5674,1494,6345,1149,6586,1254,6690,1452,5654,1181,4884,1255,4975,1197,4985,1184,12856,1698,2913,1014,190130,3561,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9828468,8976,3339026,16453,197768,8108,213161,6902,213454,7190,203525,7269,200849,7425,199976,7502,192929,7252,187046,7150,202013,7566,190419,6874,191945,7265,181207,5648,169788,6406,180463,7927,546371,12740,68112,4864,6489442,15013,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,370125,2280,139806,3173,9058,1783,9655,1433,10346,1673,7643,1470,8815,1506,8494,1664,8363,1597,7990,1682,9573,1527,8079,1348,7332,1238,8911,1280,6467,1083,7265,1314,19899,1863,1916,597,230319,2827,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10288,487,4591,657,185,154,384,263,200,181,189,158,146,142,82,85,122,96,116,112,86,104,68,94,156,206,470,231,41,45,303,242,1902,535,141,162,5697,631,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,687736,4017,232811,5222,11471,2008,12903,1833,14362,1859,12928,1758,14245,2093,13925,1863,11607,1826,11733,1988,12370,1909,11188,2001,14123,2422,10641,1525,12520,1685,12360,1960,47758,3586,8677,1767,454925,5065,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,800104,2810,298021,5204,15802,2105,18749,2088,19995,2082,20059,2604,20836,2308,16403,1914,20551,2105,15508,2043,16985,2391,20442,2431,16456,2179,15171,1813,13605,2136,19407,2722,42050,3889,6002,1864,502083,4930,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23284,1767,10324,1377,830,560,492,302,479,423,384,301,437,365,176,151,705,497,342,258,661,534,926,379,704,508,846,667,221,259,545,401,2315,1027,261,303,12960,1534,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,347511,1671,136525,3086,7240,1285,10559,1453,8841,1252,9399,1343,7761,1267,9489,1345,7553,1291,8701,1401,7367,1113,8914,1446,7759,1166,6695,1116,7441,1031,7183,1391,19376,2115,2247,699,210986,2842,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,53718,781,17585,1610,1107,459,1444,593,878,428,1218,489,1616,421,739,333,1248,515,482,263,1494,588,786,451,518,377,1378,477,1039,492,992,555,2646,901,0,190,36133,1264,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3409795,4908,914225,9429,55044,3526,37738,3242,40874,2982,40352,3043,45980,3800,42258,3944,44538,3888,44719,3544,50221,3732,50352,3995,48241,3417,44388,3493,44050,2725,49298,3229,239686,7280,36486,3282,2495570,8943,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
