GEO_ID,C27001C_001E,C27001C_001M,C27001C_002E,C27001C_002M,C27001C_003E,C27001C_003M,C27001C_004E,C27001C_004M,C27001C_005E,C27001C_005M,C27001C_006E,C27001C_006M,C27001C_007E,C27001C_007M,C27001C_008E,C27001C_008M,C27001C_009E,C27001C_009M,C27001C_010E,C27001C_010M,NAME,C27001C_001MA,C27001C_001EA,C27001C_002MA,C27001C_002EA,C27001C_003EA,C27001C_003MA,C27001C_004EA,C27001C_004MA,C27001C_005MA,C27001C_005EA,C27001C_006MA,C27001C_006EA,C27001C_007EA,C27001C_007MA,C27001C_008EA,C27001C_008MA,C27001C_009MA,C27001C_009EA,C27001C_010MA,C27001C_010EA,state
0400000US28,11667,1515,3077,391,2650,547,427,338,7690,1295,5166,1176,2524,837,900,386,900,386,0,206,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25461,2431,4549,1196,3374,906,1175,735,17317,1796,12327,1473,4990,1143,3595,939,3595,939,0,181,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,67858,2442,23506,1301,17867,1486,5639,1094,39444,1700,18558,1841,20886,1820,4908,552,4756,561,152,105,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17564,2462,7293,1543,6211,1414,1082,401,8967,1246,4932,786,4035,905,1304,465,1304,465,0,153,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,29639,2400,7449,1298,6286,1340,1163,471,19353,1642,14940,1610,4413,935,2837,540,2587,519,250,162,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,2317,704,444,267,444,267,0,182,1824,606,1506,526,318,256,49,57,49,57,0,182,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,15001,2209,4306,1140,4282,1141,24,41,8865,1499,6816,1226,2049,1027,1830,524,1830,524,0,195,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,195120,3797,57727,1750,51140,1992,6587,1232,120253,2567,72335,3125,47918,2914,17140,1094,16531,1131,609,259,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,80134,6628,18920,3188,18133,3137,787,321,53208,4599,41080,3204,12128,2887,8006,1379,7846,1397,160,260,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,108177,4075,28461,2191,26798,2237,1663,754,67204,2699,49723,2708,17481,1878,12512,1152,12403,1142,109,115,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,38767,2124,13200,1001,11312,1055,1888,591,23232,1462,14981,1635,8251,1322,2335,502,2301,500,34,46,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,22272,2656,5140,1287,5073,1284,67,104,14860,1968,12719,1854,2141,760,2272,675,2272,675,0,185,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,285682,5671,88278,2969,70360,3162,17918,1845,172488,3695,109568,2994,62920,2878,24916,1284,24853,1285,63,46,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,45568,3443,11483,1724,10004,1752,1479,617,29753,2733,21526,2437,8227,1986,4332,716,4220,720,112,136,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,25951,3032,6098,1883,5590,1756,508,345,17735,1806,13976,1752,3759,1081,2118,530,2118,530,0,168,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,5391,1060,1311,607,1311,607,0,203,3275,753,2839,536,436,575,805,423,805,423,0,203,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,13789,1868,3223,926,3166,889,57,80,9110,1473,6916,1209,2194,772,1456,484,1456,484,0,200,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,68695,2510,27298,1620,23401,1850,3897,958,37292,1549,17394,1448,19898,1476,4105,663,4000,686,105,88,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16706,2460,3075,990,2852,939,223,252,11418,1910,8271,1506,3147,1227,2213,691,2168,670,45,85,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,117020,8824,33189,4152,27861,3796,5328,1633,71742,5602,51531,4151,20211,3296,12089,1547,11786,1508,303,263,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,32375,2806,10009,1447,8535,1593,1474,737,20140,1844,14199,1754,5941,1382,2226,520,2135,507,91,104,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2439,838,432,257,432,257,0,147,1571,678,1255,533,316,275,436,344,436,344,0,147,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,20160,2511,3847,1187,3431,1106,416,266,13985,1853,10779,1270,3206,1162,2328,549,2328,549,0,195,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,93659,4912,26525,2438,21773,2075,4752,1306,58456,3020,42902,3012,15554,1866,8678,1155,8557,1151,121,83,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3611,1128,1017,562,1017,562,0,187,1967,699,1811,677,156,175,627,425,627,425,0,187,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,49212,2541,15526,1398,13105,1443,2421,687,30203,1834,21266,1647,8937,1330,3483,600,3441,598,42,46,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,14454,1783,5424,934,4108,1012,1316,359,8168,1595,5017,1119,3151,838,862,389,649,257,213,263,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,10680,2044,2495,1047,2401,1066,94,121,6471,1260,5702,1180,769,374,1714,634,1714,634,0,220,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
