GEO_ID,B06010_001E,B06010_001M,B06010_002E,B06010_002M,B06010_003E,B06010_003M,B06010_004E,B06010_004M,B06010_005E,B06010_005M,B06010_006E,B06010_006M,B06010_007E,B06010_007M,B06010_008E,B06010_008M,B06010_009E,B06010_009M,B06010_010E,B06010_010M,B06010_011E,B06010_011M,B06010_012E,B06010_012M,B06010_013E,B06010_013M,B06010_014E,B06010_014M,B06010_015E,B06010_015M,B06010_016E,B06010_016M,B06010_017E,B06010_017M,B06010_018E,B06010_018M,B06010_019E,B06010_019M,B06010_020E,B06010_020M,B06010_021E,B06010_021M,B06010_022E,B06010_022M,B06010_023E,B06010_023M,B06010_024E,B06010_024M,B06010_025E,B06010_025M,B06010_026E,B06010_026M,B06010_027E,B06010_027M,B06010_028E,B06010_028M,B06010_029E,B06010_029M,B06010_030E,B06010_030M,B06010_031E,B06010_031M,B06010_032E,B06010_032M,B06010_033E,B06010_033M,B06010_034E,B06010_034M,B06010_035E,B06010_035M,B06010_036E,B06010_036M,B06010_037E,B06010_037M,B06010_038E,B06010_038M,B06010_039E,B06010_039M,B06010_040E,B06010_040M,B06010_041E,B06010_041M,B06010_042E,B06010_042M,B06010_043E,B06010_043M,B06010_044E,B06010_044M,B06010_045E,B06010_045M,B06010_046E,B06010_046M,B06010_047E,B06010_047M,B06010_048E,B06010_048M,B06010_049E,B06010_049M,B06010_050E,B06010_050M,B06010_051E,B06010_051M,B06010_052E,B06010_052M,B06010_053E,B06010_053M,B06010_054E,B06010_054M,B06010_055E,B06010_055M,NAME,B06010_001MA,B06010_001EA,B06010_002EA,B06010_002MA,B06010_003EA,B06010_003MA,B06010_004EA,B06010_004MA,B06010_005MA,B06010_005EA,B06010_006MA,B06010_006EA,B06010_007EA,B06010_007MA,B06010_008EA,B06010_008MA,B06010_009EA,B06010_009MA,B06010_010MA,B06010_010EA,B06010_011MA,B06010_011EA,B06010_012MA,B06010_012EA,B06010_013EA,B06010_013MA,B06010_014EA,B06010_014MA,B06010_015EA,B06010_015MA,B06010_016MA,B06010_016EA,B06010_017MA,B06010_017EA,B06010_018EA,B06010_018MA,B06010_019EA,B06010_019MA,B06010_020EA,B06010_020MA,B06010_021MA,B06010_021EA,B06010_022MA,B06010_022EA,B06010_023EA,B06010_023MA,B06010_024EA,B06010_024MA,B06010_025EA,B06010_025MA,B06010_026EA,B06010_026MA,B06010_027MA,B06010_027EA,B06010_028MA,B06010_028EA,B06010_029MA,B06010_029EA,B06010_030EA,B06010_030MA,B06010_031EA,B06010_031MA,B06010_032MA,B06010_032EA,B06010_033MA,B06010_033EA,B06010_034MA,B06010_034EA,B06010_035MA,B06010_035EA,B06010_036EA,B06010_036MA,B06010_037EA,B06010_037MA,B06010_038MA,B06010_038EA,B06010_039MA,B06010_039EA,B06010_040MA,B06010_040EA,B06010_041EA,B06010_041MA,B06010_042EA,B06010_042MA,B06010_043MA,B06010_043EA,B06010_044MA,B06010_044EA,B06010_045MA,B06010_045EA,B06010_046MA,B06010_046EA,B06010_047EA,B06010_047MA,B06010_048EA,B06010_048MA,B06010_049MA,B06010_049EA,B06010_050MA,B06010_050EA,B06010_051MA,B06010_051EA,B06010_052EA,B06010_052MA,B06010_053EA,B06010_053MA,B06010_054MA,B06010_054EA,B06010_055MA,B06010_055EA,state
0400000US01,3931966,3565,589351,11341,3342615,11460,764315,12443,411183,9538,617867,9963,430089,10765,434204,11714,267424,8298,102320,5045,315213,8846,2639251,20049,406805,9563,2232446,20383,543367,10975,290516,8353,419552,9309,297403,9179,285127,9365,168097,7138,60309,4019,168075,5954,1105607,18035,139299,6432,966308,17256,195245,7385,101309,4958,166890,7199,115581,5764,131262,6147,88665,4207,37664,3037,129692,5961,38766,4551,5455,1655,33311,3689,5741,1548,2151,717,5765,1436,3868,1180,5891,1464,2949,954,1081,553,5865,1168,148342,6320,37792,3046,110550,5722,19962,2794,17207,2767,25660,3082,13237,1827,11924,2275,7713,1490,3266,887,11581,1587,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,579778,1194,28421,3155,551357,3463,118058,4180,40726,3067,74317,3894,60155,3329,71887,4144,60559,3368,31202,2789,94453,3550,186168,5179,10219,1856,175949,5042,58056,2998,15804,1913,22767,2244,18473,2114,20349,2023,13917,1414,7364,1265,19219,2091,326733,5070,13152,1708,313581,4869,46548,2577,19093,2110,40248,3021,33565,3564,42637,3259,40762,3044,21658,2306,69070,3081,15314,2194,980,694,14334,2013,3821,1146,2102,905,1742,564,1580,642,1414,469,2101,842,712,366,862,331,51563,3308,4070,1342,47493,3141,9633,1976,3727,977,9560,1538,6537,1148,7487,1265,3779,976,1468,519,5302,1037,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5381925,2298,883214,14340,4498711,14363,904376,12814,488685,11852,779965,14543,601768,14205,648285,13310,396774,9959,154489,6292,524369,10137,1548339,16998,362063,9698,1186276,14821,323002,8253,126134,6597,196010,7765,156173,6859,169546,6125,93109,4284,33418,3024,88884,4113,2869451,15685,305121,9372,2564330,15189,424018,11960,265224,7349,422439,8899,339694,7975,391193,10002,251053,8374,103848,4651,366861,7883,81431,5629,14747,2390,66684,4664,14032,1896,7440,1614,10252,1918,8513,1647,9336,1521,5524,1159,1935,552,9652,1849,882704,14885,201283,7040,681421,13694,143324,6953,89887,5071,151264,6731,97388,5999,78210,4838,47088,3681,15288,2179,58972,3764,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2381476,2931,341226,8716,2040250,9145,444257,9582,268205,7752,400302,10403,274468,8367,274260,9153,166286,6850,55306,3359,157166,5643,1346530,13964,192718,7419,1153812,13822,265801,8532,156491,5468,223951,7782,151644,5845,158431,6726,90298,5145,28991,2415,78205,4042,883612,14052,115754,5170,767858,12588,157188,5840,97135,4865,143660,6706,105403,5241,102332,4584,67892,4173,22971,2421,71277,3918,17675,2271,2495,904,15180,1831,3577,966,1243,580,2768,922,1630,556,2193,858,1840,709,383,236,1546,822,133659,5391,30259,2849,103400,4533,17691,2272,13336,2285,29923,2601,15791,2312,11304,1739,6256,1383,2961,868,6138,1232,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31206124,3092,5519926,33316,25686198,33797,4994634,32936,2924395,25760,4170110,33370,2876950,24608,3071808,28045,2219086,20837,1020233,12863,4408982,25986,14509674,49541,3048012,25064,11461662,48898,2541117,24624,1244897,20032,1676551,23627,1256814,20410,1410050,19675,1037985,15866,482338,8989,1811910,21824,6075948,36496,538538,11194,5537410,34801,743643,15441,540396,11663,790782,12092,567408,12006,675249,13683,543056,10147,280996,7732,1395880,17840,414062,11158,64593,4245,349469,9885,64973,4664,39063,3249,46382,3231,34934,3294,45467,3471,33520,2682,14702,1855,70428,4622,10206440,43739,1868783,25859,8337657,38102,1644901,19076,1100039,18770,1656395,22864,1017794,16421,941042,14834,604525,12447,242197,7172,1130764,15740,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4309301,2682,470656,9879,3838645,9229,714556,11921,336220,10519,581713,12620,478186,9813,573878,11173,381827,8796,170843,6006,601422,8798,1462674,18821,195820,6025,1266854,18184,298227,8090,117168,5725,195208,6372,157523,6586,185369,6860,116964,5895,52432,3646,143963,5462,2260659,18493,177312,7366,2083347,17894,323403,9468,168018,6945,291240,8983,246492,8365,318154,10080,227625,6705,101895,4611,406520,7912,71966,4707,9137,1861,62829,4088,12946,1840,4738,1172,8790,1517,6373,1255,9242,1940,8025,1451,3500,985,9215,1247,514002,12089,88387,5228,425615,10102,79980,4609,46296,4495,86475,4871,67798,5052,61113,4606,29213,2905,13016,1790,41724,2939,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2967896,1050,350053,9450,2617843,9531,459488,10065,214154,7133,378289,8310,292857,8906,347633,8967,267853,7870,131619,5080,525950,9609,1492790,14179,181423,6741,1311367,13443,243822,8010,113026,5211,185801,7087,145165,6073,184806,6215,149556,6267,67310,3816,221881,5993,886882,14289,81650,4287,805232,13607,128945,4866,54971,3975,99349,4339,77841,4658,97978,4344,76349,3837,44248,3220,225551,7330,120467,6632,17998,2622,102469,5587,29136,2712,12209,1907,19315,2262,13021,2160,10168,2207,6749,1381,3286,1115,8585,1646,467757,11701,68982,4725,398775,10369,57585,3874,33948,3361,73824,5351,56830,4064,54681,4096,35199,3023,16775,1776,69933,4164,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,765491,834,90565,4371,674926,4390,123891,4611,63912,3755,98997,5051,91397,5049,101893,4806,68769,4131,29831,2453,96236,4319,296969,8362,43772,2689,253197,8146,53344,3554,22566,2160,36699,2856,36350,3164,41919,3707,24239,2784,9651,1351,28429,2306,377839,8016,33602,3084,344237,7913,57773,3250,33304,2708,50129,3662,44840,3233,50617,3649,37597,2858,16389,1590,53588,3225,14717,2124,1820,743,12897,1908,2286,853,1540,661,1719,647,1603,1119,1813,760,1810,774,435,319,1691,949,75966,4894,11371,2004,64595,4466,10488,1740,6502,1818,10450,1919,8604,1635,7544,1332,5123,1164,3356,827,12528,1784,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,559363,238,65112,4047,494251,4047,97069,4429,31675,3027,52398,3752,47019,4123,58672,3769,48235,3166,22307,2498,136876,4976,165802,4695,28763,2695,137039,4598,40642,3114,12878,1770,19835,2292,15716,2193,15596,2309,10449,1614,4180,1023,17743,1984,295973,5409,21289,2461,274684,5625,41756,2867,13404,1813,21809,2217,21429,2643,32386,2774,30557,2689,15369,1915,97974,4110,10893,1578,1973,981,8920,1501,895,412,178,157,599,359,1145,838,881,406,938,452,276,253,4008,949,86695,5059,13087,2367,73608,4086,13776,1786,5215,1437,10155,1920,8729,1642,9809,1470,6291,1315,2482,755,17151,2347,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16544829,3434,2568718,22467,13976111,22595,2767278,25987,1644887,20037,2693540,28593,1917310,23244,1893261,21405,1146942,18767,433164,11192,1479729,18735,4520315,39584,1049405,18373,3470910,34667,873631,19356,392153,12392,630180,13580,487846,12251,465496,11464,267640,8463,86294,4673,267670,8868,7589798,34047,772570,16839,6817228,30832,1081293,18702,747351,13315,1254187,18679,928074,16646,996693,18288,640472,13100,255567,9497,913591,14225,601672,13768,96403,6969,505269,12456,118984,8361,67897,5064,104059,6347,68209,5279,63753,4502,31626,3374,12093,2102,38648,3148,3833044,33094,650340,14572,3182704,33252,693370,16334,437486,10962,705114,16908,433181,12916,367319,9317,207204,9308,79210,5775,259820,8540,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
