GEO_ID,B11009_001E,B11009_001M,B11009_002E,B11009_002M,B11009_003E,B11009_003M,B11009_004E,B11009_004M,B11009_005E,B11009_005M,B11009_006E,B11009_006M,B11009_007E,B11009_007M,NAME,B11009_001MA,B11009_001EA,B11009_002MA,B11009_002EA,B11009_003EA,B11009_003MA,B11009_004EA,B11009_004MA,B11009_005EA,B11009_005MA,B11009_006MA,B11009_006EA,B11009_007MA,B11009_007EA,state
0400000US01,1841217,10615,72035,4298,1726,735,34204,2970,2135,604,33970,3077,1769182,10757,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249659,2978,21566,2064,387,317,11413,1264,932,442,8834,1562,228093,3345,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2428743,11353,174567,7023,5409,1108,78294,4272,6171,1182,84693,4896,2254176,10763,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1131288,8373,57779,4069,1265,582,28741,2965,1673,583,26100,2662,1073509,8160,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12758648,18835,865075,12433,31825,2643,412126,9973,24186,2405,396938,9108,11893573,18867,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2039592,7530,125055,5481,3924,971,57448,3555,5897,984,57786,3764,1914537,9634,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1355817,6673,79493,4315,1993,650,38615,3083,1800,533,37085,3082,1276324,7585,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,349743,3705,20380,2704,1143,524,8793,1565,695,339,9749,1764,329363,4006,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,277378,3304,16369,1866,2314,693,5379,1042,523,319,8153,1424,261009,3378,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7328046,25793,474220,12892,19994,1677,228342,8880,17013,2059,208871,7358,6853826,25829,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3587521,13961,190137,7094,7798,1365,90423,5190,9684,1950,82232,4945,3397384,13687,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450769,4870,30995,2889,1017,385,15460,2026,1043,473,13475,1805,419774,5289,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,591587,4733,31471,2385,445,284,16315,2028,1422,594,13289,1649,560116,5471,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4772421,12392,276409,8525,8383,1381,138461,5977,7883,1285,121682,5043,4496012,13737,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2502739,10912,165126,7029,4040,953,82131,5426,5704,1119,73251,4489,2337613,12003,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1241471,6257,80478,4220,1118,551,42097,2926,1309,545,35954,3234,1160993,6958,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1109280,6429,62514,3653,711,309,29883,2801,2422,794,29498,2461,1046766,6858,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1712094,8632,105481,4903,1980,522,53599,3408,3491,867,46411,3310,1606613,9372,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1718194,10232,102431,5557,2864,828,53270,4058,2858,711,43439,3602,1615763,10422,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,549841,5205,48127,3366,937,448,23512,2559,2028,603,21650,2241,501714,5082,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2165438,8230,132229,5889,2832,748,64102,4718,3630,850,61665,4002,2033209,10028,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2549336,9145,160573,6399,5135,998,72585,4389,5509,1158,77344,4606,2388763,8542,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3834574,12574,240691,6871,5631,916,118362,5174,6597,911,110101,4613,3593883,13542,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2129195,6975,147584,6180,3544,729,71681,4280,3433,763,68926,4110,1981611,7830,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1095823,8793,52541,4011,714,336,26359,3219,1315,645,24153,2551,1043282,9679,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2354809,12290,141032,5440,3466,768,68157,4534,3975,900,65434,4431,2213777,13108,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,410962,3391,26961,2282,160,125,14323,1877,535,282,11943,1633,384001,4137,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,740765,3795,44562,3021,1127,557,19883,2131,1262,451,22290,2273,696203,4495,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1021519,6553,83147,4990,2280,591,40016,3362,2817,797,38034,3138,938372,7295,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,519756,4605,42788,3071,650,381,21595,2173,978,503,19565,2010,476968,4253,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3194844,10719,177013,7157,5929,1141,86623,5148,4532,1080,79929,4454,3017831,10571,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,760916,6897,54616,3929,1811,836,24138,2859,2612,969,26055,2441,706300,7200,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7282398,15877,434992,11276,17650,1819,200743,7610,12507,1657,204092,7341,6847406,17186,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3790620,14716,200248,8099,6947,1375,92159,5232,7864,1468,93278,5526,3590372,16063,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,305431,3533,21430,2347,298,363,12585,1636,127,138,8420,1715,284001,3869,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4593172,13994,303463,9157,7963,1113,139071,6495,9085,1290,147344,6443,4289709,16371,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1459759,5575,81918,3412,1153,385,40612,2329,2622,723,37531,2802,1377841,6061,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1535511,6674,121412,6043,2743,644,57635,4807,4487,1033,56547,3810,1414099,8309,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4945972,12878,304764,8568,8295,1253,144032,4635,8684,1309,143753,6121,4641208,14730,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,409654,3327,29195,2727,1117,525,12104,1665,712,353,15262,2206,380459,4004,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1826914,10151,93872,5850,2382,815,43923,3802,3366,1013,44201,3658,1733042,10469,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,334475,2656,19747,1899,243,191,9620,1391,519,292,9365,1317,314728,2805,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2509665,11315,128743,6756,2872,756,62838,4696,5404,1248,57629,4086,2380922,11666,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9277197,22719,504278,12002,15600,1812,238846,8026,22774,2176,227058,8593,8772919,24473,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,918370,4666,39054,2830,537,298,19146,2091,1207,458,18164,2074,879316,5210,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,257229,3177,20455,1917,281,215,9593,1162,527,328,10054,1580,236774,3261,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3083820,12955,155057,6223,5265,1014,70512,4145,5984,1051,73296,4572,2928763,13108,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2679601,9916,183234,6789,5407,1088,88569,4485,5045,1024,84213,4710,2496367,10487,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,735375,6298,48139,4122,749,323,25482,2966,600,297,21308,2441,687236,6569,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
