GEO_ID,B17012_001E,B17012_001M,B17012_002E,B17012_002M,B17012_003E,B17012_003M,B17012_004E,B17012_004M,B17012_005E,B17012_005M,B17012_006E,B17012_006M,B17012_007E,B17012_007M,B17012_008E,B17012_008M,B17012_009E,B17012_009M,B17012_010E,B17012_010M,B17012_011E,B17012_011M,B17012_012E,B17012_012M,B17012_013E,B17012_013M,B17012_014E,B17012_014M,B17012_015E,B17012_015M,B17012_016E,B17012_016M,B17012_017E,B17012_017M,B17012_018E,B17012_018M,B17012_019E,B17012_019M,B17012_020E,B17012_020M,B17012_021E,B17012_021M,B17012_022E,B17012_022M,B17012_023E,B17012_023M,B17012_024E,B17012_024M,B17012_025E,B17012_025M,B17012_026E,B17012_026M,B17012_027E,B17012_027M,B17012_028E,B17012_028M,B17012_029E,B17012_029M,B17012_030E,B17012_030M,B17012_031E,B17012_031M,B17012_032E,B17012_032M,B17012_033E,B17012_033M,B17012_034E,B17012_034M,B17012_035E,B17012_035M,NAME,B17012_001EA,B17012_001MA,B17012_002EA,B17012_002MA,B17012_003EA,B17012_003MA,B17012_004EA,B17012_004MA,B17012_005MA,B17012_005EA,B17012_006MA,B17012_006EA,B17012_007EA,B17012_007MA,B17012_008EA,B17012_008MA,B17012_009EA,B17012_009MA,B17012_010MA,B17012_010EA,B17012_011MA,B17012_011EA,B17012_012EA,B17012_012MA,B17012_013EA,B17012_013MA,B17012_014EA,B17012_014MA,B17012_015MA,B17012_015EA,B17012_016MA,B17012_016EA,B17012_017MA,B17012_017EA,B17012_018EA,B17012_018MA,B17012_019EA,B17012_019MA,B17012_020EA,B17012_020MA,B17012_021MA,B17012_021EA,B17012_022MA,B17012_022EA,B17012_023EA,B17012_023MA,B17012_024EA,B17012_024MA,B17012_025EA,B17012_025MA,B17012_026MA,B17012_026EA,B17012_027MA,B17012_027EA,B17012_028MA,B17012_028EA,B17012_029EA,B17012_029MA,B17012_030EA,B17012_030MA,B17012_031EA,B17012_031MA,B17012_032MA,B17012_032EA,B17012_033MA,B17012_033EA,B17012_034EA,B17012_034MA,B17012_035EA,B17012_035MA,state
0400000US01,1232515,11755,184841,6662,56254,3359,25454,2089,20628,1957,8511,1465,1661,683,128587,5238,16420,2394,6104,1482,7318,1428,2433,895,565,390,112167,5073,19689,1993,65209,3904,24357,2728,2912,1001,1047674,12321,813772,12248,511103,8999,246903,7161,52919,3669,2847,769,233902,7177,61185,3606,31987,2504,26507,2954,2575,790,116,127,172717,5819,83925,3972,79816,4602,8728,1446,248,185,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,12999,1612,4885,1020,1500,517,1989,778,734,215,662,403,8114,1333,2317,642,592,426,1043,409,359,142,323,331,5797,1159,276,181,3766,921,1140,441,615,358,152016,3662,119143,3424,63047,2664,41091,2632,12986,1649,2019,588,32873,3004,12349,1870,4744,1098,6811,1314,777,239,17,16,20524,2120,7013,1203,11881,1591,1425,444,205,123,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,209001,6363,88335,4279,32305,2594,30430,2748,21584,2395,4016,1069,120666,5231,25890,2940,6590,1287,12853,2133,4931,1207,1516,810,94776,4191,14936,2151,51312,3324,23554,2626,4974,1098,1370480,13405,1052960,12543,646313,9774,306064,8841,91235,4169,9348,1736,317520,9464,108230,5859,50858,3540,48272,4006,8794,1727,306,260,209290,7098,91118,4507,99404,5684,17146,2012,1622,558,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,104138,4501,38327,2962,16254,1769,11531,1643,9343,1784,1199,574,65811,3452,9891,1758,2522,791,5789,1411,1387,475,193,156,55920,2988,8126,1379,32187,3234,14056,1744,1551,744,648074,9714,508201,9423,314385,8101,155932,5936,35579,2763,2305,932,139873,5594,43661,3786,18996,2046,21323,2480,3182,896,160,188,96212,4644,41583,2779,46164,3551,7996,1733,469,535,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1067419,13044,452770,11184,135400,5112,174438,6365,123143,6659,19789,2464,614649,11962,125277,5404,33475,2771,62629,4233,25978,3117,3195,974,489372,11197,78344,3670,274516,8797,118247,5507,18265,2218,7694640,28159,5786373,25282,3115083,22240,2137572,18356,499718,11388,34000,3084,1908267,22054,646999,13474,319504,8678,277377,10020,46960,3604,3158,926,1261268,16448,603661,9679,570915,12713,78569,4398,8123,1625,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,105560,4841,42865,3138,15340,1891,14506,1999,11502,1816,1517,733,62695,4689,11365,2198,2552,937,6303,1522,2252,1008,258,248,51330,4066,6731,1318,29837,3061,13550,1926,1212,568,1209723,10079,962861,10575,546693,9044,329592,6614,80241,4382,6335,1190,246862,6362,87770,4684,34510,3029,44904,3174,7884,1734,472,404,159092,5547,62853,4087,84104,4927,11262,1648,873,535,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,66949,4874,19680,2501,8669,1650,7128,1347,3473,944,410,241,47269,4219,8008,1771,1447,687,5486,1556,964,484,111,193,39261,3896,6096,1388,22648,2787,9500,1652,1017,596,820314,9845,630993,9055,370385,6739,216663,6253,42352,2647,1593,596,189321,5974,56763,3609,30780,2733,23341,2730,2642,755,0,197,132558,5089,59914,3572,63765,4267,8433,1531,446,304,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,19733,2314,5763,1205,2172,708,2775,944,733,328,83,114,13970,2088,2502,749,839,598,1034,410,579,392,50,84,11468,1892,1562,607,6494,1357,2925,927,487,375,213267,4508,159599,4060,100732,3282,47951,2901,9798,1636,1118,674,53668,2749,15655,1986,8566,1616,6320,1240,769,398,0,185,38013,2417,15572,1638,19084,2034,3263,947,94,103,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,16707,2102,2292,700,910,372,849,555,533,397,0,198,14415,1910,1704,674,838,552,510,337,97,161,259,343,12711,1772,2781,717,6307,1292,3271,1010,352,312,101157,3173,63952,3106,39640,2660,21045,1723,3223,824,44,73,37205,2778,7792,1463,4340,903,3337,983,115,141,0,198,29413,2463,13524,1699,14230,2144,1501,561,158,185,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,563761,13976,221565,8739,106867,5651,73858,4405,34533,3721,6307,1172,342196,9105,60354,4673,18178,2436,32295,3518,8690,1813,1191,614,281842,7975,47996,3009,172054,7079,53772,4485,8020,1531,4129650,24086,3158538,24036,2080550,18355,890788,15624,176651,6893,10549,1451,971112,16358,293183,8421,153083,6300,122238,6612,17395,2909,467,341,677929,12957,323209,8381,313533,10357,39179,3290,2008,691,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
