GEO_ID,B18102_001E,B18102_001M,B18102_002E,B18102_002M,B18102_003E,B18102_003M,B18102_004E,B18102_004M,B18102_005E,B18102_005M,B18102_006E,B18102_006M,B18102_007E,B18102_007M,B18102_008E,B18102_008M,B18102_009E,B18102_009M,B18102_010E,B18102_010M,B18102_011E,B18102_011M,B18102_012E,B18102_012M,B18102_013E,B18102_013M,B18102_014E,B18102_014M,B18102_015E,B18102_015M,B18102_016E,B18102_016M,B18102_017E,B18102_017M,B18102_018E,B18102_018M,B18102_019E,B18102_019M,B18102_020E,B18102_020M,B18102_021E,B18102_021M,B18102_022E,B18102_022M,B18102_023E,B18102_023M,B18102_024E,B18102_024M,B18102_025E,B18102_025M,B18102_026E,B18102_026M,B18102_027E,B18102_027M,B18102_028E,B18102_028M,B18102_029E,B18102_029M,B18102_030E,B18102_030M,B18102_031E,B18102_031M,B18102_032E,B18102_032M,B18102_033E,B18102_033M,B18102_034E,B18102_034M,B18102_035E,B18102_035M,B18102_036E,B18102_036M,B18102_037E,B18102_037M,B18102_038E,B18102_038M,B18102_039E,B18102_039M,NAME,B18102_001EA,B18102_001MA,B18102_002EA,B18102_002MA,B18102_003MA,B18102_003EA,B18102_004MA,B18102_004EA,B18102_005EA,B18102_005MA,B18102_006MA,B18102_006EA,B18102_007EA,B18102_007MA,B18102_008EA,B18102_008MA,B18102_009MA,B18102_009EA,B18102_010EA,B18102_010MA,B18102_011MA,B18102_011EA,B18102_012EA,B18102_012MA,B18102_013EA,B18102_013MA,B18102_014MA,B18102_014EA,B18102_015MA,B18102_015EA,B18102_016EA,B18102_016MA,B18102_017MA,B18102_017EA,B18102_018MA,B18102_018EA,B18102_019EA,B18102_019MA,B18102_020MA,B18102_020EA,B18102_021EA,B18102_021MA,B18102_022MA,B18102_022EA,B18102_023MA,B18102_023EA,B18102_024MA,B18102_024EA,B18102_025MA,B18102_025EA,B18102_026EA,B18102_026MA,B18102_027EA,B18102_027MA,B18102_028MA,B18102_028EA,B18102_029MA,B18102_029EA,B18102_030EA,B18102_030MA,B18102_031MA,B18102_031EA,B18102_032EA,B18102_032MA,B18102_033MA,B18102_033EA,B18102_034MA,B18102_034EA,B18102_035EA,B18102_035MA,B18102_036MA,B18102_036EA,B18102_037EA,B18102_037MA,B18102_038EA,B18102_038MA,B18102_039MA,B18102_039EA,state
0400000US01,4767383,1932,2289780,5872,150471,2593,536,372,149935,2711,414448,4426,3442,1048,411006,4415,520633,3594,6302,1451,514331,3825,887148,4096,42736,3569,844412,5185,198963,1759,33527,2719,165436,2395,118117,1636,34377,1794,83740,2352,2477603,5606,140689,2830,624,635,140065,2914,401239,3680,2272,925,398967,3623,551451,3422,4275,1203,547176,3557,976135,3696,23514,2346,952621,4366,231300,1755,16535,2030,214765,2624,176789,2021,36827,2686,139962,3518,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,26766,1056,259,227,26507,1117,67890,1694,154,111,67736,1678,94823,2162,1208,535,93615,2121,140210,1905,8001,1298,132209,2154,24071,848,6056,937,18015,1137,9829,792,3718,564,6111,849,347952,2104,26642,1206,236,307,26406,1292,64947,1159,77,86,64870,1165,86859,1466,343,243,86516,1447,134386,1542,4208,1023,130178,1870,21957,744,2063,582,19894,831,13161,879,3094,583,10067,928,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,221202,1437,953,491,220249,1452,605156,1992,5795,1353,599361,2415,761656,2640,8039,1525,753617,3032,1176343,3182,38388,2995,1137955,4096,290746,1306,44481,2985,246265,2846,196194,1182,57797,2937,138397,3203,3371777,2888,211461,1518,620,432,210841,1584,582757,1936,3948,1130,578809,2359,755288,1879,4479,1129,750809,1853,1251205,2296,26608,2525,1224597,3378,327287,1219,22618,2362,304669,2743,243779,1187,51649,3113,192130,3298,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,98017,2243,683,476,97334,2275,262374,3612,2371,1112,260003,3356,325208,3624,3978,1045,321230,3746,536117,3683,30103,2481,506014,4022,123712,1295,25658,2017,98054,2370,77984,1147,25120,1793,52864,1857,1490964,4568,92379,2285,1171,558,91208,2298,251041,3092,1347,725,249694,3096,329765,2837,2392,847,327373,2985,571145,2820,15936,2206,555209,3520,140624,1388,10915,1576,129709,1902,106010,1618,24434,2024,81576,2326,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,1281013,2258,6161,1373,1274852,2664,3376978,3764,18472,2312,3358506,4578,4805492,6395,41652,3616,4763840,7519,7232569,5728,185769,7406,7046800,8888,1306922,2480,141107,5394,1165815,5991,862520,2250,234378,5439,628142,5619,19431963,5973,1230562,2273,4389,1179,1226173,2457,3246580,3595,16907,2083,3229673,4169,4696302,4166,27285,2994,4669017,4962,7530146,4107,123760,6132,7406386,7502,1505240,2282,80277,4673,1424963,5388,1223133,3000,246877,6443,976256,7219,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,173068,1743,1014,628,172054,1832,467232,2681,2198,801,465034,2874,649516,3636,5804,1293,643712,3827,1029262,2976,40745,2945,988517,4281,194508,1262,28284,1960,166224,2176,108825,1411,35405,1870,73420,2252,2643611,4048,158990,1776,585,384,158405,1841,446142,2336,2273,780,443869,2297,630324,2421,5264,1387,625060,2712,1047208,2604,20359,2738,1026849,3771,211970,1323,11438,1397,200532,2011,148977,1527,33188,2590,115789,2612,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,95994,837,783,582,95211,1055,299009,1487,1966,724,297043,1631,385468,1873,3254,948,382214,2209,706010,1860,15771,1987,690239,2910,139843,1204,13150,1410,126693,1948,93101,1077,21140,1650,71961,1693,1821857,2336,92868,817,352,321,92516,883,286150,1244,1366,594,284784,1361,384994,1957,1990,711,383004,2120,757264,1673,9757,1645,747507,2207,160164,1044,9050,1492,151114,1873,140417,1349,25005,1815,115412,1998,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,29254,623,102,168,29152,620,74777,578,329,271,74448,674,101552,1153,676,657,100876,1182,170607,1166,4629,1005,165978,1476,42168,722,4660,929,37508,1050,25265,592,6149,993,19116,1056,477307,1167,26756,612,411,280,26345,708,72627,536,330,324,72297,594,105727,566,826,470,104901,740,189904,554,2421,636,187483,731,48575,574,2986,732,45589,926,33718,629,4992,1004,28726,1236,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,22081,397,0,198,22081,397,36059,173,236,255,35823,305,102924,741,1229,667,101695,909,113648,830,2261,671,111387,1000,17491,595,1375,473,16116,703,11588,605,1245,502,10343,778,344175,1099,20682,397,138,232,20544,472,36012,188,67,109,35945,220,123186,582,1176,572,122010,763,121394,555,1735,588,119659,752,23506,374,974,417,22532,558,19395,786,2836,702,16559,893,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,546207,3504,3986,1567,542221,3780,1519797,4888,8832,1993,1510965,5076,2085989,5704,16004,2494,2069985,6141,3661605,6860,113375,6242,3548230,9144,961376,3422,110167,4493,851209,5001,715885,3430,183072,6521,532813,6456,10092498,7609,531365,4072,1940,903,529425,4270,1448781,4389,7277,1837,1441504,4968,2102623,4777,15583,2880,2087040,5639,3963491,5399,68517,4333,3894974,6886,1104083,2558,56442,3761,1047641,4471,942155,3022,169580,5775,772575,6604,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
