GEO_ID,B21005_001E,B21005_001M,B21005_002E,B21005_002M,B21005_003E,B21005_003M,B21005_004E,B21005_004M,B21005_005E,B21005_005M,B21005_006E,B21005_006M,B21005_007E,B21005_007M,B21005_008E,B21005_008M,B21005_009E,B21005_009M,B21005_010E,B21005_010M,B21005_011E,B21005_011M,B21005_012E,B21005_012M,B21005_013E,B21005_013M,B21005_014E,B21005_014M,B21005_015E,B21005_015M,B21005_016E,B21005_016M,B21005_017E,B21005_017M,B21005_018E,B21005_018M,B21005_019E,B21005_019M,B21005_020E,B21005_020M,B21005_021E,B21005_021M,B21005_022E,B21005_022M,B21005_023E,B21005_023M,B21005_024E,B21005_024M,B21005_025E,B21005_025M,B21005_026E,B21005_026M,B21005_027E,B21005_027M,B21005_028E,B21005_028M,B21005_029E,B21005_029M,B21005_030E,B21005_030M,B21005_031E,B21005_031M,B21005_032E,B21005_032M,B21005_033E,B21005_033M,B21005_034E,B21005_034M,NAME,B21005_001EA,B21005_001MA,B21005_002MA,B21005_002EA,B21005_003MA,B21005_003EA,B21005_004EA,B21005_004MA,B21005_005MA,B21005_005EA,B21005_006EA,B21005_006MA,B21005_007MA,B21005_007EA,B21005_008MA,B21005_008EA,B21005_009MA,B21005_009EA,B21005_010EA,B21005_010MA,B21005_011EA,B21005_011MA,B21005_012EA,B21005_012MA,B21005_013MA,B21005_013EA,B21005_014MA,B21005_014EA,B21005_015EA,B21005_015MA,B21005_016MA,B21005_016EA,B21005_017EA,B21005_017MA,B21005_018MA,B21005_018EA,B21005_019EA,B21005_019MA,B21005_020EA,B21005_020MA,B21005_021EA,B21005_021MA,B21005_022EA,B21005_022MA,B21005_023EA,B21005_023MA,B21005_024MA,B21005_024EA,B21005_025MA,B21005_025EA,B21005_026EA,B21005_026MA,B21005_027EA,B21005_027MA,B21005_028EA,B21005_028MA,B21005_029MA,B21005_029EA,B21005_030MA,B21005_030EA,B21005_031MA,B21005_031EA,B21005_032EA,B21005_032MA,B21005_033MA,B21005_033EA,B21005_034EA,B21005_034MA,state
0400000US01,2981517,3572,1093486,3860,26719,2323,21803,1923,19556,1914,2247,747,4916,1176,1066767,4643,759940,7764,656694,8238,103246,5758,306827,7907,1258252,4513,87458,4113,71361,4011,67609,3993,3752,1135,16097,1925,1170794,5906,880483,9649,825404,9232,55079,4013,290311,7149,629779,2596,75402,3612,43345,3223,41776,3223,1569,592,32057,2237,554377,3972,308595,5838,295690,5559,12905,1845,245782,5091,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,462860,2167,184510,2481,12781,2089,11308,1992,10682,1927,626,360,1473,589,171729,2926,132468,3768,119280,3831,13188,1615,39261,2994,186358,1746,22933,2412,20247,2210,18593,2200,1654,703,2686,791,163425,2596,132294,3818,124259,3740,8035,1340,31131,2533,91992,1090,12930,1475,8855,1335,7905,1298,950,430,4075,1031,79062,1559,54357,2023,51060,2119,3297,792,24705,1771,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4021883,2833,1555852,3229,39056,3388,30584,2947,27891,2810,2693,989,8472,1607,1516796,4373,1115465,10385,1002450,12147,113015,5961,401331,9921,1672059,2616,104701,4627,87128,4204,82310,4144,4818,1261,17573,1933,1567358,5699,1223389,9933,1145270,10338,78119,4088,343969,8476,793972,1476,87736,4627,50100,3188,46140,2949,3960,1034,37636,2856,706236,4704,420601,6569,393776,6720,26825,2417,285635,5876,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1791461,3010,667236,4442,17185,2136,13910,1913,12162,1719,1748,767,3275,832,650051,4678,467074,7588,422513,7692,44561,3485,182977,6719,754612,4038,49107,3936,39299,3571,37317,3558,1982,748,9808,1461,705505,5577,534473,7597,505637,7823,28836,2733,171032,5309,369613,2190,43103,2449,22457,1728,21463,1692,994,420,20646,1890,326510,3414,190839,4685,183870,4786,6969,1130,135671,4236,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24530955,6735,9613982,6790,171932,7528,137863,7055,121651,6797,16212,2287,34069,3118,9442050,9934,6939144,20076,6139969,21412,799175,13460,2502906,19771,10396752,5350,368682,9396,310501,8840,290033,8735,20468,1940,58181,3209,10028070,9673,8004288,19802,7484892,20862,519396,11280,2023782,18431,4520221,3269,300692,7357,182497,5527,169377,5536,13120,2020,118195,5319,4219529,7189,2705166,14926,2527883,14673,177283,6371,1514363,16129,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3398978,3245,1299605,3778,40033,3147,33694,3194,31643,3107,2051,781,6339,1262,1259572,4193,1003435,8247,928744,8519,74691,4378,256137,7269,1429233,3615,99505,5003,83412,3978,80354,3913,3058,782,16093,2377,1329728,5973,1106874,7707,1063314,7713,43560,3041,222854,5799,670140,2469,77210,3846,48430,3344,45549,3337,2881,1008,28780,2429,592930,4168,408207,6250,392260,6267,15947,1568,184723,5169,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2257089,1936,781437,2259,10021,1627,8488,1418,7394,1400,1094,528,1533,643,771416,2619,608374,6020,541692,6663,66682,4718,163042,5851,988319,1986,35641,2852,32067,2669,29498,2410,2569,996,3574,827,952678,3203,799266,5503,752100,6825,47166,3698,153412,5358,487333,1384,33884,2592,22377,1983,20822,2039,1555,564,11507,1757,453449,3121,335064,5123,316317,4807,18747,2076,118385,4768,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,575319,1077,211100,1166,5820,1123,4371,1008,4150,997,221,189,1449,820,205280,1504,154870,3808,140555,4152,14315,1761,50410,3467,239636,911,16805,1923,14625,1747,14215,1769,410,334,2180,766,222831,2139,184151,3245,174104,3311,10047,1701,38680,2906,124583,731,15817,1679,10253,1352,9933,1382,320,202,5564,1010,108766,1710,71574,2738,67925,2748,3649,774,37192,2320,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,466009,761,228115,884,2805,847,2406,702,2372,704,34,56,399,394,225310,1025,173154,3741,155702,4046,17452,2195,52156,3637,169069,677,6790,1369,6013,1256,5490,1122,523,430,777,402,162279,1521,136429,3054,125923,3120,10506,1580,25850,2577,68825,235,5496,1006,2857,743,2158,614,699,387,2639,722,63329,1040,39723,1899,36378,1625,3345,848,23606,1901,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11994809,5550,4272718,7462,97780,5868,79543,5364,71676,4858,7867,1817,18237,2678,4174938,8731,3087930,18794,2748949,21703,338981,11761,1087008,17206,5148136,7859,318680,9198,262693,7841,245975,7313,16718,2594,55987,4201,4829456,10676,3859446,20614,3609097,20808,250349,10394,970010,19014,2573955,4444,259965,7729,147938,6491,139995,6288,7943,1461,112027,4507,2313990,8750,1426843,15902,1337826,16088,89017,4989,887147,16292,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
