GEO_ID,B27001G_001E,B27001G_001M,B27001G_002E,B27001G_002M,B27001G_003E,B27001G_003M,B27001G_004E,B27001G_004M,B27001G_005E,B27001G_005M,B27001G_006E,B27001G_006M,B27001G_007E,B27001G_007M,B27001G_008E,B27001G_008M,B27001G_009E,B27001G_009M,B27001G_010E,B27001G_010M,B27001G_011E,B27001G_011M,B27001G_012E,B27001G_012M,B27001G_013E,B27001G_013M,B27001G_014E,B27001G_014M,B27001G_015E,B27001G_015M,B27001G_016E,B27001G_016M,B27001G_017E,B27001G_017M,B27001G_018E,B27001G_018M,B27001G_019E,B27001G_019M,B27001G_020E,B27001G_020M,B27001G_021E,B27001G_021M,B27001G_022E,B27001G_022M,B27001G_023E,B27001G_023M,B27001G_024E,B27001G_024M,B27001G_025E,B27001G_025M,B27001G_026E,B27001G_026M,B27001G_027E,B27001G_027M,B27001G_028E,B27001G_028M,NAME,B27001G_001EA,B27001G_001MA,B27001G_002EA,B27001G_002MA,B27001G_003EA,B27001G_003MA,B27001G_004MA,B27001G_004EA,B27001G_005MA,B27001G_005EA,B27001G_006MA,B27001G_006EA,B27001G_007EA,B27001G_007MA,B27001G_008EA,B27001G_008MA,B27001G_009EA,B27001G_009MA,B27001G_010MA,B27001G_010EA,B27001G_011MA,B27001G_011EA,B27001G_012EA,B27001G_012MA,B27001G_013EA,B27001G_013MA,B27001G_014EA,B27001G_014MA,B27001G_015MA,B27001G_015EA,B27001G_016MA,B27001G_016EA,B27001G_017MA,B27001G_017EA,B27001G_018EA,B27001G_018MA,B27001G_019EA,B27001G_019MA,B27001G_020EA,B27001G_020MA,B27001G_021MA,B27001G_021EA,B27001G_022MA,B27001G_022EA,B27001G_023EA,B27001G_023MA,B27001G_024EA,B27001G_024MA,B27001G_025EA,B27001G_025MA,B27001G_026MA,B27001G_026EA,B27001G_027MA,B27001G_027EA,B27001G_028MA,B27001G_028EA,state
0400000US01,84080,6372,14730,2365,14676,2370,54,66,27241,3500,25333,3435,1908,999,9606,2022,7099,1704,2507,995,7499,1636,5386,1272,2113,736,7265,1243,5828,990,1437,633,5498,1181,4512,1125,986,549,6163,1130,5539,1061,624,313,3811,987,3811,987,0,189,2267,716,2267,716,0,189,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,61134,4314,11573,1630,10134,1612,1439,557,19150,2268,15238,2328,3912,1359,8112,1555,5621,1452,2491,877,8837,1491,5737,1231,3100,913,5243,972,4489,886,754,365,3108,765,2514,717,594,241,3487,763,2690,705,797,349,1198,452,1137,410,61,80,426,159,426,159,0,145,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,221323,10877,40829,4093,37709,3954,3120,1094,68832,5271,61517,5149,7315,1793,27812,3324,22780,2812,5032,1580,26601,2911,22019,2658,4582,1162,22708,3135,17956,2585,4752,1669,13932,1886,11821,1753,2111,731,10729,1564,8537,1459,2192,773,6662,1268,6585,1255,77,130,3218,761,3218,761,0,200,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,63950,5704,11159,2072,10686,1991,473,494,17186,2302,15518,2117,1668,676,9175,2356,6840,1982,2335,1006,5494,1206,4382,1127,1112,506,6531,1168,4923,1030,1608,692,5049,1043,4209,958,840,477,4521,987,4193,993,328,226,3524,974,3524,974,0,190,1311,483,1311,483,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1753669,27832,290894,10197,282079,10148,8815,2031,477865,15118,457278,14917,20587,3539,226744,7339,198625,7056,28119,3066,241943,9565,201861,8945,40082,3721,177210,6552,154362,5960,22848,2708,144166,6788,125783,5810,18383,2454,106568,5330,95600,5072,10968,1993,55038,3204,54039,3234,999,391,33241,2857,32863,2855,378,231,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,179753,9554,30686,3155,29798,3166,888,466,48950,3826,46865,3764,2085,868,23495,2407,19702,2371,3793,1187,27810,2647,23255,2489,4555,1121,17852,2089,14816,1871,3036,891,12783,1459,10853,1335,1930,734,10699,1530,9531,1516,1168,523,4751,1012,4623,995,128,143,2727,688,2572,683,155,194,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,101149,7773,19701,2894,19496,2870,205,219,31027,3539,30109,3422,918,537,12256,1769,11337,1714,919,532,11784,2152,10712,2014,1072,483,10028,1963,9045,1872,983,598,7185,1458,6418,1350,767,364,5060,1087,4720,1022,340,315,2963,850,2963,850,0,197,1145,495,1145,495,0,197,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23631,3259,5970,1416,5748,1404,222,268,8407,1799,7497,1712,910,822,3366,911,3303,909,63,101,1920,793,1553,688,367,403,1249,499,1062,467,187,190,987,432,987,432,0,185,840,489,760,480,80,102,771,399,771,399,0,185,121,115,121,115,0,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,16566,2517,3408,1229,3167,1185,241,300,2504,859,2504,859,0,198,2533,803,2516,800,17,42,4209,919,3916,880,293,219,2200,638,2200,638,0,198,615,289,615,289,0,198,559,301,559,301,0,198,406,258,406,258,0,198,132,133,132,133,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,467802,19733,83088,7059,79122,6980,3966,1389,137138,8212,130248,8437,6890,1914,56137,5204,41525,3889,14612,3225,57428,5718,41023,4494,16405,3046,43898,4429,34223,3578,9675,2246,35847,3348,28703,2783,7144,1541,28928,2981,23865,2627,5063,1193,16091,1902,15849,1885,242,212,9247,1354,9109,1357,138,182,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
