GEO_ID,C24090_001E,C24090_001M,C24090_002E,C24090_002M,C24090_003E,C24090_003M,C24090_004E,C24090_004M,C24090_005E,C24090_005M,C24090_006E,C24090_006M,C24090_007E,C24090_007M,C24090_008E,C24090_008M,C24090_009E,C24090_009M,C24090_010E,C24090_010M,C24090_011E,C24090_011M,C24090_012E,C24090_012M,C24090_013E,C24090_013M,C24090_014E,C24090_014M,C24090_015E,C24090_015M,C24090_016E,C24090_016M,C24090_017E,C24090_017M,C24090_018E,C24090_018M,C24090_019E,C24090_019M,NAME,C24090_001MA,C24090_001EA,C24090_002MA,C24090_002EA,C24090_003MA,C24090_003EA,C24090_004EA,C24090_004MA,C24090_005EA,C24090_005MA,C24090_006MA,C24090_006EA,C24090_007MA,C24090_007EA,C24090_008EA,C24090_008MA,C24090_009EA,C24090_009MA,C24090_010EA,C24090_010MA,C24090_011MA,C24090_011EA,C24090_012MA,C24090_012EA,C24090_013MA,C24090_013EA,C24090_014EA,C24090_014MA,C24090_015EA,C24090_015MA,C24090_016EA,C24090_016MA,C24090_017MA,C24090_017EA,C24090_018MA,C24090_018EA,C24090_019EA,C24090_019MA,state
0400000US01,1455624,14395,825963,11063,624010,11614,591294,11568,32716,2944,37431,3104,54079,4244,33650,2890,37405,3024,39388,3109,629661,9157,425608,9129,415663,9088,9945,1626,54841,3541,52776,3352,55541,3509,25064,2544,15831,2025,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,235742,5428,136503,3951,83714,3881,77766,3973,5948,1034,9269,1314,10330,1215,11211,1531,15189,2094,6790,1174,99239,3561,48775,2636,46418,2583,2357,661,16374,2099,12479,1547,10530,1603,6854,1151,4227,911,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1976524,18167,1142174,12661,885620,13390,833199,13581,52421,3198,45266,2963,67627,3916,40891,2907,43131,3393,59639,4727,834350,12958,575937,12075,560412,11814,15525,1415,82274,5800,69734,3946,53455,3963,24572,2855,28378,2648,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,905507,12141,519860,8183,395220,7857,373501,8146,21719,2107,24125,2694,21539,2195,30708,3036,14195,1892,34073,2521,385647,8219,246753,8000,240505,8038,6248,1144,39212,2928,25903,2883,52616,4363,8070,1532,13093,2006,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11739967,44774,6932260,27058,5355256,27635,5048144,27634,307112,8026,300630,7637,402942,11532,216302,6492,170554,6422,486576,11068,4807707,29104,3295689,27865,3188116,26518,107573,6237,444319,10752,448098,11371,259371,7263,109249,5371,250981,7374,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1861100,15385,1087734,9729,845882,10350,781703,10871,64179,3825,54323,3299,60529,3977,34663,3046,38673,3044,53664,4323,773366,10788,521012,9265,497533,9332,23479,2389,91892,5520,66664,3766,41259,3112,23809,2156,28730,2650,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1198821,11926,685689,8873,523717,9275,488568,9253,35149,3318,40757,2647,39744,3053,26433,2511,11228,1477,43810,4064,513132,7564,347151,7281,337863,7200,9288,1501,68238,3604,43609,3859,27760,2412,7309,1350,19065,2605,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,310870,5921,166213,3938,126654,3965,118285,4281,8369,1744,10766,1635,5256,1134,11575,1746,5387,976,6575,1185,144657,4784,95567,4694,93443,4585,2124,620,16171,2256,4499,863,19369,2074,5702,1419,3349,802,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,257943,6112,129114,3895,69871,4020,64386,3874,5485,1194,22349,2404,6437,1439,2190,726,24721,2201,3546,832,128829,3894,59945,3330,57360,3212,2585,801,27775,2666,7852,1318,3756,936,26534,1983,2967,958,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6087897,34738,3386830,23407,2659342,24466,2403838,24495,255504,8335,138802,5878,214894,6853,91669,5109,103911,5306,178212,8659,2701067,20971,1964039,20205,1870113,19339,93926,5218,229807,6887,241671,8918,115166,5259,56129,3848,94255,5520,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3178525,24989,1769358,16441,1375547,15708,1277664,15109,97883,5417,66648,4440,101149,5419,60006,4038,73656,5484,92352,6735,1409167,14796,964406,17543,928587,17632,35819,3112,110632,6152,134667,6481,101205,5139,55643,4590,42614,3450,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,468650,7601,260205,5133,170636,5093,159324,4983,11312,1511,15026,1849,11834,1707,17697,1904,30768,2305,14244,1743,208445,5104,129969,4324,125919,4306,4050,889,23087,2092,5899,1179,25456,2271,14675,1684,9359,1887,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
