GEO_ID,B20017H_001E,B20017H_001M,B20017H_002E,B20017H_002M,B20017H_003E,B20017H_003M,B20017H_004E,B20017H_004M,B20017H_005E,B20017H_005M,B20017H_006E,B20017H_006M,B20017H_007E,B20017H_007M,NAME,B20017H_001MA,B20017H_001EA,B20017H_002MA,B20017H_002EA,B20017H_003MA,B20017H_003EA,B20017H_004EA,B20017H_004MA,B20017H_005EA,B20017H_005MA,B20017H_006MA,B20017H_006EA,B20017H_007MA,B20017H_007EA,state
0400000US01,30752,310,37808,1134,49214,1333,10602,395,23093,609,35795,493,9284,453,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,45434,1492,52917,3345,62406,1722,23495,3422,36077,1129,51246,1387,15514,1305,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,34417,872,40481,555,52072,422,11881,336,29794,687,41596,405,10756,329,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,28655,890,34766,985,42317,908,10536,484,22816,816,32397,854,8919,558,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,42356,176,51343,187,70765,347,15681,332,34983,636,54712,866,13411,345,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,37066,322,44043,1102,57275,982,12303,415,30945,337,45612,643,11471,301,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,43749,912,51848,453,68079,1916,12134,430,36092,678,54136,1944,12614,813,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36382,755,42168,2025,53363,2727,10651,761,31450,829,45482,1478,10962,701,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,66045,1805,71955,4488,89379,3764,22537,7776,60554,1785,77582,3081,16094,2762,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,31733,167,36942,322,49414,792,11634,216,27411,280,39747,571,11341,168,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,34211,693,40801,335,51367,289,10716,315,27877,718,40844,378,9780,345,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,40066,1419,45258,3116,52413,1507,13901,3531,31480,1037,46721,2120,12211,1519,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26673,620,33914,1400,47073,1343,9693,642,20819,508,32066,700,9599,527,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,36751,228,45687,476,59730,891,11632,206,30062,238,42972,863,11176,178,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,30604,207,37225,326,48246,824,10513,254,23986,473,35740,326,9823,266,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31590,247,39758,750,48860,747,9933,449,25389,353,37174,386,9177,356,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,31998,275,40228,529,50335,470,9369,636,25736,371,37298,479,9968,410,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,28027,578,32882,1108,44731,923,9891,402,23128,638,34743,863,9829,358,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,35497,451,45834,805,55802,933,12382,583,26269,440,36826,537,9952,418,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,28575,1020,32531,1128,46258,964,11073,515,25069,571,36209,670,10711,522,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,45411,505,52381,573,67830,1554,12042,351,37010,640,53918,1223,12369,382,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,41684,256,50741,326,66088,488,11726,290,34379,838,52166,343,12614,521,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,30699,193,37784,731,51293,235,10523,214,23734,430,39311,516,10303,153,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,36422,253,42327,318,53773,816,11135,302,30544,213,44045,672,11511,222,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
