GEO_ID,C23002H_001E,C23002H_001M,C23002H_002E,C23002H_002M,C23002H_003E,C23002H_003M,C23002H_004E,C23002H_004M,C23002H_005E,C23002H_005M,C23002H_006E,C23002H_006M,C23002H_007E,C23002H_007M,C23002H_008E,C23002H_008M,C23002H_009E,C23002H_009M,C23002H_010E,C23002H_010M,C23002H_011E,C23002H_011M,C23002H_012E,C23002H_012M,C23002H_013E,C23002H_013M,C23002H_014E,C23002H_014M,C23002H_015E,C23002H_015M,C23002H_016E,C23002H_016M,C23002H_017E,C23002H_017M,C23002H_018E,C23002H_018M,C23002H_019E,C23002H_019M,C23002H_020E,C23002H_020M,C23002H_021E,C23002H_021M,C23002H_022E,C23002H_022M,C23002H_023E,C23002H_023M,C23002H_024E,C23002H_024M,C23002H_025E,C23002H_025M,C23002H_026E,C23002H_026M,C23002H_027E,C23002H_027M,NAME,C23002H_001MA,C23002H_001EA,C23002H_002EA,C23002H_002MA,C23002H_003EA,C23002H_003MA,C23002H_004MA,C23002H_004EA,C23002H_005MA,C23002H_005EA,C23002H_006MA,C23002H_006EA,C23002H_007EA,C23002H_007MA,C23002H_008EA,C23002H_008MA,C23002H_009EA,C23002H_009MA,C23002H_010EA,C23002H_010MA,C23002H_011EA,C23002H_011MA,C23002H_012MA,C23002H_012EA,C23002H_013MA,C23002H_013EA,C23002H_014MA,C23002H_014EA,C23002H_015EA,C23002H_015MA,C23002H_016EA,C23002H_016MA,C23002H_017MA,C23002H_017EA,C23002H_018MA,C23002H_018EA,C23002H_019MA,C23002H_019EA,C23002H_020EA,C23002H_020MA,C23002H_021EA,C23002H_021MA,C23002H_022EA,C23002H_022MA,C23002H_023MA,C23002H_023EA,C23002H_024MA,C23002H_024EA,C23002H_025EA,C23002H_025MA,C23002H_026EA,C23002H_026MA,C23002H_027EA,C23002H_027MA,state
0400000US17,6647273,3353,3229145,2440,2624610,2472,2165063,8063,10079,1399,2154984,8480,2010900,9258,144084,5138,459547,7974,604535,275,137745,4247,133140,4210,4605,1021,466790,4294,3418128,2620,2629521,2619,1950213,10044,1597,665,1948616,10097,1840185,10851,108431,4916,679308,10233,788607,387,108776,4185,104650,4185,4126,746,679831,4040,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4285646,3649,2084864,2610,1711556,2629,1361821,7986,1628,517,1360193,7895,1274690,9305,85503,4542,349735,8481,373308,190,83464,3581,80616,3563,2848,557,289844,3566,2200782,2397,1720023,2477,1222712,7968,62,89,1222650,7969,1149708,8381,72942,3865,497311,7962,480759,400,66895,2772,64762,2893,2133,720,413864,2828,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2198719,2071,1075247,1658,867362,1634,725242,4201,1569,997,723673,4349,691202,4922,32471,2435,142120,4679,207885,136,48305,2360,47474,2362,831,312,159580,2372,1123472,1758,857117,1759,672950,5610,176,160,672774,5615,647997,5958,24777,2103,184167,5153,266355,115,39244,2008,38323,1883,921,476,227111,1999,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1796735,2334,879326,1718,713162,1733,584128,4687,10710,1544,573418,4671,545243,4871,28175,2817,129034,4720,166164,160,40888,1930,39604,1885,1284,490,125276,1928,917409,1562,707790,1546,524077,5013,723,344,523354,4969,502514,4828,20840,2402,183713,4980,209619,150,31945,1755,31364,1756,581,319,177674,1756,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3053184,2822,1482468,2565,1214993,2559,894387,8406,8674,1048,885713,8261,819974,8609,65739,3323,320606,8212,267475,204,49820,2819,47809,2776,2011,688,217655,2828,1570716,2167,1231152,2113,801991,6369,363,310,801628,6407,747705,6646,53923,3766,429161,6893,339564,229,39508,2124,38411,2160,1097,616,300056,2108,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2243824,3204,1094432,2471,892202,2446,690031,5938,8879,1358,681152,6124,644587,6762,36565,3819,202171,6565,202230,179,49138,2710,48068,2706,1070,432,153092,2713,1149392,2116,895728,2118,578525,6094,994,571,577531,6161,545727,6607,31804,3224,317203,6634,253664,458,34671,2046,33689,2001,982,366,218993,2151,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1043223,1494,504688,1433,397299,1419,315668,3792,1335,566,314333,3927,293172,4377,21161,2140,81631,3857,107389,136,23266,1603,22553,1488,713,371,84123,1628,538535,841,408291,863,297472,4589,75,92,297397,4566,282742,4532,14655,1716,110819,4591,130244,145,18823,1488,18418,1415,405,211,111421,1471,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2611623,3539,1266405,2232,1018451,2206,846303,5733,13683,1604,832620,5771,788452,6787,44168,2977,172148,6088,247954,272,65198,2936,63170,2840,2028,505,182756,2964,1345218,2241,1031518,2132,774682,6609,3165,814,771517,6519,731445,6486,40072,3282,256836,6488,313700,378,52574,2208,51181,2186,1393,494,261126,2271,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4201870,5012,2011115,2906,1627733,2825,1344014,7983,3002,1166,1341012,8242,1255708,9259,85304,4989,283719,8061,383382,568,101156,3903,96502,3798,4654,979,282226,3954,2190755,3569,1680038,3515,1306709,8691,253,243,1306456,8725,1240496,9045,65960,4082,373329,8366,510717,580,86898,3361,83558,3361,3340,848,423819,3396,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6188985,4010,3029114,2585,2444843,2534,1906621,9194,1713,465,1904908,9272,1771512,10301,133396,4801,538222,9291,584271,314,97677,2916,94126,3044,3551,639,486594,2893,3159871,2699,2431813,2622,1704244,9366,629,312,1703615,9394,1595107,10837,108508,4837,727569,8834,728058,337,78732,2831,76289,2725,2443,638,649326,2866,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3634731,3766,1785544,2571,1456904,2546,1238543,5788,1929,698,1236614,5784,1181737,6465,54877,2954,218361,6158,328640,163,70256,2783,67832,2709,2424,528,258384,2824,1849187,2190,1442104,2198,1155585,6021,186,121,1155399,6020,1117706,6165,37693,2521,286519,6047,407083,137,57813,2091,56655,2020,1158,373,349270,2097,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1390230,2222,675578,1831,537869,1833,408723,5734,5371,1288,403352,5714,375438,5959,27914,2650,129146,5998,137709,19,27974,2367,26540,2268,1434,675,109735,2367,714652,1712,540143,1777,341853,5553,1207,458,340646,5479,315252,5936,25394,2468,198290,5985,174509,235,20922,2157,20387,2108,535,378,153587,2185,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3946022,3386,1920121,2875,1552744,2848,1222334,6920,11117,1411,1211217,6850,1132307,7654,78910,4424,330410,7518,367377,156,76950,3265,74300,3192,2650,769,290427,3257,2025901,2088,1561670,2059,1110685,8681,2330,1031,1108355,8335,1048376,9093,59979,3900,450985,8373,464231,168,58818,2499,57603,2591,1215,457,405413,2496,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,730270,1136,365194,831,287926,830,232443,2684,2934,714,229509,2746,218960,3193,10549,1949,55483,2694,77268,38,18827,1263,18171,1293,656,347,58441,1264,365076,824,280333,823,205333,3182,69,97,205264,3175,196412,3488,8852,1481,75000,3228,84743,31,13679,1183,13387,1189,292,199,71064,1183,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1219825,1772,597614,1203,485244,1214,418445,3145,2932,610,415513,3220,401026,3882,14487,2039,66799,2994,112370,107,29538,1516,29393,1514,145,113,82832,1507,622211,1224,481042,1220,382824,3687,317,244,382507,3658,369023,3984,13484,1735,98218,3759,141169,146,25155,1416,24936,1409,219,138,116014,1436,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1240437,1530,630407,1292,486469,1257,384511,3784,4169,761,380342,3799,347394,4459,32948,3242,101958,3991,143938,267,26117,1767,23396,1637,2721,757,117821,1779,610030,1185,458142,1159,314604,5059,579,237,314025,5045,291463,5402,22562,2234,143538,5164,151888,114,19572,1898,18615,1911,957,412,132316,1903,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1010852,1889,493946,1537,401538,1517,335147,3640,840,414,334307,3604,314663,3697,19644,1704,66391,3556,92408,142,24137,1607,22956,1541,1181,471,68271,1610,516906,1164,405201,1169,307265,4395,0,182,307265,4395,294597,4444,12668,1682,97936,4377,111705,128,18558,1688,18328,1657,230,194,93147,1706,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4217461,4464,2034077,3154,1617064,3198,1337090,7270,3959,747,1333131,7160,1244907,7427,88224,4674,279974,7889,417013,370,107760,3680,100760,3360,7000,1435,309253,3720,2183384,2956,1627421,2840,1191724,8041,157,147,1191567,8036,1121076,8554,70491,3848,435697,8344,555963,561,89987,4488,85445,4415,4542,812,465976,4538,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,698145,1953,342901,1497,254715,1538,196063,3735,5684,1100,190379,3966,178003,4226,12376,1828,58652,3380,88186,269,17962,1912,17107,1915,855,385,70224,1844,355244,1363,253571,1322,169471,3616,1239,509,168232,3674,159322,4176,8910,1609,84100,3734,101673,364,17339,1690,16912,1696,427,249,84334,1710,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9306299,7223,4506943,4405,3618515,4193,2888041,11560,13428,1545,2874613,12012,2690705,12068,183908,5960,730474,12387,888428,1006,206094,4473,196121,4545,9973,1276,682334,4444,4799356,4443,3638268,4250,2632074,11771,1359,722,2630715,11876,2492533,12538,138182,5774,1006194,11290,1161088,921,181217,5915,174176,5857,7041,1160,979871,6048,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5283527,4673,2553315,3207,2039682,3180,1615372,8793,50367,2651,1565005,9226,1454266,10066,110739,5416,424310,8712,513633,446,104177,4113,100216,4208,3961,831,409456,4211,2730212,3359,2079847,3259,1436414,9715,3700,792,1432714,9831,1341465,11428,91249,4815,643433,10447,650365,454,78268,3294,75463,3044,2805,830,572097,3354,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,522507,1270,266390,979,221142,978,188506,2361,3461,910,185045,2648,179781,2786,5264,1125,32636,2163,45248,14,11696,1081,11442,1029,254,264,33552,1078,256117,742,200343,742,156448,2429,647,446,155801,2432,152531,2654,3270,899,43895,2368,55774,44,9290,1133,9204,1155,86,139,46484,1140,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7583331,4788,3680355,3193,2985835,3123,2383715,9816,5695,1200,2378020,9740,2229016,10629,149004,5993,602120,9726,694520,359,144031,4211,139742,4211,4289,827,550489,4265,3902976,3298,3005815,3307,2159130,10604,590,302,2158540,10597,2042091,11731,116449,6198,846685,11155,897161,254,116959,4201,113028,4116,3931,888,780202,4203,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2138695,1813,1042542,1220,832019,1228,646898,4866,10489,1278,636409,5104,603155,5408,33254,2418,185121,5036,210523,117,46801,2161,45689,2191,1112,318,163722,2156,1096153,1286,833703,1277,558947,5965,1513,486,557434,6018,529741,5931,27693,2578,274756,6277,262450,153,40256,2255,39496,2304,760,330,222194,2251,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2566871,2858,1252306,2135,988248,2083,759408,5764,2221,814,757187,5682,696712,6363,60475,3747,228840,5769,264058,299,46868,2687,44589,2676,2279,754,217190,2688,1314565,1638,998264,1637,702288,7843,131,154,702157,7827,655062,8088,47095,3985,295976,7910,316301,136,37554,2309,36246,2291,1308,587,278747,2341,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8311514,4860,4021807,3938,3198910,3962,2560685,10445,2569,696,2558116,10568,2396989,12009,161127,6192,638225,10097,822897,212,182936,4626,174925,4509,8011,1144,639961,4607,4289707,2640,3212045,2599,2340867,9549,564,255,2340303,9529,2226250,11054,114053,5704,871178,9340,1077662,206,147617,4783,141493,4807,6124,977,930045,4728,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,668397,1541,318107,1022,254462,1010,201703,3108,2071,601,199632,3064,184875,3363,14757,2101,52759,3410,63645,125,16012,1343,15119,1313,893,397,47633,1333,350290,907,264312,844,199392,3889,87,100,199305,3888,185828,3929,13477,1655,64920,3874,85978,239,11703,1346,11072,1246,631,402,74275,1410,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2560298,2752,1241963,2076,975698,1988,762729,6495,15557,2224,747172,6629,701422,6871,45750,2884,212969,6658,266265,312,54256,2602,52890,2582,1366,395,212009,2562,1318335,1928,996589,1924,673071,7962,2268,653,670803,7963,626454,8852,44349,3385,323518,8101,321746,94,38658,2769,37917,2787,741,381,283088,2780,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,571896,1041,284741,672,229132,667,197527,2080,2040,609,195487,2216,190423,2222,5064,1190,31605,1890,55609,62,15893,1171,15697,1178,196,157,39716,1157,287155,853,220185,837,176890,2761,299,194,176591,2749,172537,2609,4054,1036,43295,2759,66970,138,11624,1096,11485,1085,139,143,55346,1071,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4006880,3148,1935306,2464,1555145,2437,1188378,8387,9386,1382,1178992,8510,1099199,9599,79793,5250,366767,8076,380161,354,75773,3446,73042,3355,2731,739,304388,3495,2071574,2333,1596056,2246,1064581,7930,646,298,1063935,7888,991422,8897,72513,4657,531475,8333,475518,506,63513,3666,60965,3575,2548,718,412005,3633,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
