GEO_ID,C24030_001E,C24030_001M,C24030_002E,C24030_002M,C24030_003E,C24030_003M,C24030_004E,C24030_004M,C24030_005E,C24030_005M,C24030_006E,C24030_006M,C24030_007E,C24030_007M,C24030_008E,C24030_008M,C24030_009E,C24030_009M,C24030_010E,C24030_010M,C24030_011E,C24030_011M,C24030_012E,C24030_012M,C24030_013E,C24030_013M,C24030_014E,C24030_014M,C24030_015E,C24030_015M,C24030_016E,C24030_016M,C24030_017E,C24030_017M,C24030_018E,C24030_018M,C24030_019E,C24030_019M,C24030_020E,C24030_020M,C24030_021E,C24030_021M,C24030_022E,C24030_022M,C24030_023E,C24030_023M,C24030_024E,C24030_024M,C24030_025E,C24030_025M,C24030_026E,C24030_026M,C24030_027E,C24030_027M,C24030_028E,C24030_028M,C24030_029E,C24030_029M,C24030_030E,C24030_030M,C24030_031E,C24030_031M,C24030_032E,C24030_032M,C24030_033E,C24030_033M,C24030_034E,C24030_034M,C24030_035E,C24030_035M,C24030_036E,C24030_036M,C24030_037E,C24030_037M,C24030_038E,C24030_038M,C24030_039E,C24030_039M,C24030_040E,C24030_040M,C24030_041E,C24030_041M,C24030_042E,C24030_042M,C24030_043E,C24030_043M,C24030_044E,C24030_044M,C24030_045E,C24030_045M,C24030_046E,C24030_046M,C24030_047E,C24030_047M,C24030_048E,C24030_048M,C24030_049E,C24030_049M,C24030_050E,C24030_050M,C24030_051E,C24030_051M,C24030_052E,C24030_052M,C24030_053E,C24030_053M,C24030_054E,C24030_054M,C24030_055E,C24030_055M,NAME,C24030_001EA,C24030_001MA,C24030_002EA,C24030_002MA,C24030_003MA,C24030_003EA,C24030_004MA,C24030_004EA,C24030_005MA,C24030_005EA,C24030_006EA,C24030_006MA,C24030_007EA,C24030_007MA,C24030_008EA,C24030_008MA,C24030_009MA,C24030_009EA,C24030_010MA,C24030_010EA,C24030_011EA,C24030_011MA,C24030_012EA,C24030_012MA,C24030_013EA,C24030_013MA,C24030_014MA,C24030_014EA,C24030_015MA,C24030_015EA,C24030_016MA,C24030_016EA,C24030_017EA,C24030_017MA,C24030_018EA,C24030_018MA,C24030_019EA,C24030_019MA,C24030_020MA,C24030_020EA,C24030_021MA,C24030_021EA,C24030_022EA,C24030_022MA,C24030_023EA,C24030_023MA,C24030_024EA,C24030_024MA,C24030_025MA,C24030_025EA,C24030_026MA,C24030_026EA,C24030_027EA,C24030_027MA,C24030_028EA,C24030_028MA,C24030_029EA,C24030_029MA,C24030_030EA,C24030_030MA,C24030_031MA,C24030_031EA,C24030_032EA,C24030_032MA,C24030_033EA,C24030_033MA,C24030_034EA,C24030_034MA,C24030_035EA,C24030_035MA,C24030_036MA,C24030_036EA,C24030_037EA,C24030_037MA,C24030_038EA,C24030_038MA,C24030_039EA,C24030_039MA,C24030_040EA,C24030_040MA,C24030_041EA,C24030_041MA,C24030_042MA,C24030_042EA,C24030_043MA,C24030_043EA,C24030_044EA,C24030_044MA,C24030_045EA,C24030_045MA,C24030_046EA,C24030_046MA,C24030_047MA,C24030_047EA,C24030_048MA,C24030_048EA,C24030_049MA,C24030_049EA,C24030_050EA,C24030_050MA,C24030_051MA,C24030_051EA,C24030_052EA,C24030_052MA,C24030_053MA,C24030_053EA,C24030_054MA,C24030_054EA,C24030_055EA,C24030_055MA,state
0400000US01,2030482,13376,1063971,9912,28620,2646,19296,2547,9324,1638,116433,5774,210753,6411,39904,2634,120287,5807,75091,4833,54773,4073,20318,2146,19740,2413,43362,3180,28094,2669,15268,1888,109906,5256,61775,3789,129,163,48002,3745,106941,5269,56212,3440,50729,3484,71054,4411,14217,2138,56837,4498,52864,3541,69016,5357,966511,9413,4237,1133,3295,950,942,447,12932,1868,74222,3914,13081,2123,130281,7017,22299,2008,15582,1435,6717,1557,13820,1939,73012,4454,58092,4172,14920,1702,77204,4332,47673,3196,175,168,29356,2705,341144,9075,126982,5670,214162,7443,99287,4178,11675,1583,87612,4230,54356,3311,50636,3400,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352531,5376,193046,3792,16482,1813,4639,910,11843,1809,24676,2570,8822,1497,4172,1083,18925,2442,22589,2195,18299,2005,4290,972,5297,1297,5306,1172,1566,631,3740,1067,17334,2357,10834,1946,301,223,6199,1350,22201,2359,10129,1634,12072,1814,15178,1905,2919,688,12259,1812,7198,1709,24866,2439,159485,3660,3146,628,1631,458,1515,446,3718,1042,2580,588,2016,732,16791,1904,6906,1093,5433,958,1473,526,2982,986,8215,1261,5802,1196,2413,700,11953,1477,7531,1164,101,117,4321,951,57056,2947,20021,2062,37035,2767,17131,2292,3537,831,13594,2216,8972,1270,18019,2191,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2866629,19029,1536201,12175,39588,4030,23994,3309,15594,2222,178198,7312,142121,6031,47509,3293,182339,7234,107456,5213,88280,4978,19176,2463,32301,2723,112855,5263,75787,4446,37068,2752,206521,7161,93862,5415,1197,606,111462,5885,175955,6735,82793,4393,93162,5055,160937,7575,38204,3294,122733,7078,64349,4498,86072,4104,1330428,13240,8873,1623,6326,1463,2547,685,16667,2188,55460,4482,21779,2110,165147,6784,38658,3099,32012,3038,6646,1260,14836,1860,121165,6113,90374,4840,30791,2964,136132,6386,74535,4315,1894,1143,59703,4750,453879,11425,175503,6348,278376,9669,159710,7421,30982,3119,128728,6503,75145,4587,62977,3776,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1269092,12369,674746,7976,37084,2886,27604,2243,9480,1848,75082,5117,117533,5469,21332,2167,86872,4193,51204,4210,39040,3412,12164,1749,14427,2462,28566,2855,18953,2599,9613,1598,59023,3670,28582,2562,443,356,29998,2772,68334,4196,30278,2754,38056,3126,49006,4735,9541,1782,39465,4681,31655,2623,34628,3075,594346,9058,5063,951,4458,889,605,336,5194,1273,46361,3393,6526,1349,83606,5240,12518,1608,9243,1384,3275,826,9554,1784,34112,2604,25927,2345,8185,1311,39213,3319,23106,2630,474,332,15633,2109,231436,7232,86527,4701,144909,6179,58878,4476,6574,1261,52304,4289,33008,3468,28877,2823,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17638152,36488,9538063,25006,309240,10136,278961,9652,30279,2821,975713,18701,1168719,17189,355540,8838,1005332,16691,631874,14038,531754,12433,100120,5920,336027,9994,501766,12664,292230,8825,209536,8516,1380246,18609,800818,13379,5864,1118,573564,12815,1066048,17646,499040,10701,567008,12857,967610,19419,263702,9724,703908,15292,434108,10788,405840,10679,8100089,27742,111739,5790,107763,5715,3976,965,88581,4568,549374,12981,186996,6924,922626,16157,198437,8070,164250,7208,34187,3151,192529,6847,582178,12233,388352,10894,193826,7754,891382,14265,589008,10686,5331,1023,297043,9207,2615759,23390,970875,13222,1644884,21405,893163,17353,216936,7193,676227,14902,519038,11539,348287,10606,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2699282,13014,1448165,9628,58376,3703,26012,2663,32364,3003,194541,7315,129794,5941,48397,2823,148878,6608,89955,4253,74148,3865,15807,1878,52002,3229,85953,4645,52013,3353,33940,3342,205362,6915,133818,5391,945,392,70599,4810,149176,6290,76947,4472,72229,4457,153942,6235,40583,3689,113359,5425,61277,4186,70512,4577,1251117,8853,15336,1630,7883,1258,7453,1209,18532,2499,48766,3651,21212,2069,143083,6790,31705,2388,25066,2177,6639,1105,33737,2893,98721,5494,67688,3991,31033,2867,156134,5399,100062,4016,1125,679,54947,4441,402374,9145,155126,5467,247248,7510,145254,6315,32754,2747,112500,5755,81374,5376,54889,3512,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1798758,11166,926447,7567,4878,1201,4405,1225,473,285,96250,5421,135739,6352,34728,3428,94759,4998,46877,3635,37456,3315,9421,1372,25647,2426,87347,4669,67002,4027,20345,2364,120370,5511,75088,4569,733,357,44549,3279,122355,4490,61093,3331,61262,3792,81803,5402,27052,3050,54751,3941,35288,2892,40406,2712,872311,7900,2768,938,2687,960,81,94,7167,1275,54234,3887,13586,1809,96895,5310,17359,2199,14106,2095,3253,883,17520,1630,83959,4083,68706,3931,15253,2014,81160,3993,56795,3341,530,336,23835,2325,349008,7371,133646,5057,215362,6345,78081,4317,22317,2316,55764,4403,42376,2654,28198,2514,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441144,5793,221880,3918,2565,709,2369,721,196,148,23219,2548,27369,2667,6719,1359,27834,2749,17113,1914,14807,1809,2306,783,3906,1064,18660,1841,15026,1701,3634,920,26355,2338,14857,1741,156,129,11342,1646,25505,2323,13035,1988,12470,1573,20394,2614,5235,1257,15159,2178,9597,1570,12644,1736,219264,4356,1180,512,1180,512,0,185,2258,729,13162,1746,1453,547,29339,2905,4718,971,3927,920,791,378,2030,676,24634,2379,21016,2114,3618,1187,17351,1628,10809,1476,42,70,6500,1276,80408,3946,29255,2530,51153,2862,20769,2232,5477,1270,15292,1848,8130,1328,13832,1878,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,345592,5578,164672,3444,124,148,54,88,70,116,8251,1584,2510,835,912,365,7178,1343,6982,1397,6060,1288,922,492,6472,1179,12560,1967,6262,1281,6298,1485,42024,3179,35285,2801,38,61,6701,1394,21588,2084,11980,1538,9608,1665,19002,2224,5153,891,13849,1883,11414,1517,25655,2163,180920,4102,86,100,43,70,43,72,1373,786,1265,526,695,364,9870,1784,3383,820,3242,829,141,117,7094,1081,10665,1591,4838,1147,5827,1152,38897,2720,31906,2475,74,91,6917,1304,44737,3236,20666,2460,24071,2293,16969,1699,5346,1108,11623,1450,18559,2289,27327,2209,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8738970,32696,4561665,24092,70612,5239,64255,5097,6357,1357,538760,13873,305150,9973,167571,6722,611993,14366,330761,10300,280875,9108,49886,4739,111351,6697,300939,9696,172398,7230,128541,6152,663204,13168,316808,8740,2879,841,343517,10696,471857,11140,202138,7717,269719,9766,549006,14998,149650,8159,399356,12922,218537,8189,221924,6904,4177305,20438,21953,2667,21503,2604,450,303,58097,4283,135969,6595,83168,5128,553603,11819,107527,6760,92416,5955,15111,2255,68070,5034,347151,9827,234132,7953,113019,5834,488168,11158,271922,9219,4236,1124,212010,7470,1371531,17839,473131,9873,898400,16269,521923,14015,112813,6288,409110,13211,261902,9204,158243,6408,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
