GEO_ID,B25100_001E,B25100_001M,B25100_002E,B25100_002M,B25100_003E,B25100_003M,B25100_004E,B25100_004M,B25100_005E,B25100_005M,B25100_006E,B25100_006M,B25100_007E,B25100_007M,B25100_008E,B25100_008M,B25100_009E,B25100_009M,B25100_010E,B25100_010M,B25100_011E,B25100_011M,B25100_012E,B25100_012M,B25100_013E,B25100_013M,NAME,B25100_001EA,B25100_001MA,B25100_002EA,B25100_002MA,B25100_003MA,B25100_003EA,B25100_004MA,B25100_004EA,B25100_005EA,B25100_005MA,B25100_006EA,B25100_006MA,B25100_007EA,B25100_007MA,B25100_008MA,B25100_008EA,B25100_009MA,B25100_009EA,B25100_010MA,B25100_010EA,B25100_011EA,B25100_011MA,B25100_012EA,B25100_012MA,B25100_013EA,B25100_013MA,state
0400000US01,1246080,12085,714687,9945,328066,8079,166450,6318,84342,4236,130680,5640,5149,1157,531393,8917,233157,6592,86128,4478,55903,3543,147358,5800,8847,1259,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,156006,4250,103179,3869,32516,2643,28931,2181,16616,1873,24902,2127,214,219,52827,2371,19331,1620,8431,1069,7058,1045,17755,1411,252,128,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1484857,11801,956507,11704,311704,7896,241830,7314,137837,5116,257885,7994,7251,1394,528350,8875,186148,5187,78680,3316,61128,2785,190651,6415,11743,1456,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,744318,10448,413767,9667,212593,7255,91373,4468,45521,3602,62175,3666,2105,674,330551,7086,149194,4691,55954,2761,35375,2754,86000,3924,4028,969,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6855688,27608,4929106,26058,649738,10544,829611,13921,841231,15521,2580517,21453,28009,2767,1926582,16196,371283,7516,190282,5715,185951,5972,1155358,14000,23708,2179,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1302533,10820,948014,10751,229286,7201,249811,6467,175324,5316,289421,6786,4172,992,354519,6438,89692,3701,52930,2759,46416,2372,161862,4962,3619,917,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,900039,8072,628902,8526,205211,5977,171359,5502,90486,4429,159678,4782,2168,854,271137,5712,63412,2615,44719,2880,35370,2534,124324,4568,3312,857,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,245808,4425,170546,3729,49935,3523,44291,3016,26482,2486,48668,3046,1170,536,75262,3429,21494,2068,8003,1139,8804,1335,35670,2215,1291,540,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112492,3641,85550,3521,11878,1449,19561,1879,16733,1981,37106,2299,272,176,26942,2120,2668,792,1982,669,3199,841,18213,1785,880,553,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693821,26616,2728967,21466,1022504,18004,610325,11921,357128,9820,716522,13185,22488,2368,1964854,18332,686824,11604,310397,7612,215894,6504,705703,13128,46036,3815,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
