GEO_ID,B19001_001E,B19001_001M,B19001_002E,B19001_002M,B19001_003E,B19001_003M,B19001_004E,B19001_004M,B19001_005E,B19001_005M,B19001_006E,B19001_006M,B19001_007E,B19001_007M,B19001_008E,B19001_008M,B19001_009E,B19001_009M,B19001_010E,B19001_010M,B19001_011E,B19001_011M,B19001_012E,B19001_012M,B19001_013E,B19001_013M,B19001_014E,B19001_014M,B19001_015E,B19001_015M,B19001_016E,B19001_016M,B19001_017E,B19001_017M,NAME,B19001_001MA,B19001_001EA,B19001_002MA,B19001_002EA,B19001_003EA,B19001_003MA,B19001_004MA,B19001_004EA,B19001_005EA,B19001_005MA,B19001_006EA,B19001_006MA,B19001_007MA,B19001_007EA,B19001_008MA,B19001_008EA,B19001_009EA,B19001_009MA,B19001_010MA,B19001_010EA,B19001_011EA,B19001_011MA,B19001_012MA,B19001_012EA,B19001_013EA,B19001_013MA,B19001_014EA,B19001_014MA,B19001_015MA,B19001_015EA,B19001_016EA,B19001_016MA,B19001_017EA,B19001_017MA,state
0400000US01,1841217,10615,186709,6006,127681,5317,121872,5093,121243,4485,111631,4717,102489,4513,91539,4522,90213,4188,83657,4397,141837,6186,170344,5988,193562,7102,120653,5739,68423,4401,62161,3560,47203,2502,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249659,2978,9813,1333,8546,1153,8165,1216,10193,1464,9709,1381,9213,1317,9601,1564,10065,1585,9144,1327,18384,1794,28079,2582,34054,2549,29608,2206,19125,1910,19989,1529,15971,1983,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2428743,11353,188643,7539,132579,5170,130894,5316,135420,5652,130265,5968,137663,5823,121504,5809,126910,5815,108622,5132,204459,6614,245700,7025,283298,8693,184976,6541,101762,4293,98178,4514,97870,4768,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1131288,8373,98239,4798,86627,4208,75926,4332,79138,5235,71330,3843,67884,3780,68090,3595,61024,3725,51083,3371,94205,4240,104843,4788,114378,5984,67076,4020,33834,2892,29608,2505,28003,2528,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12758648,18835,756518,13073,653293,11968,580490,11366,607361,11596,560566,11548,578127,12762,532267,11199,520927,11721,474230,10390,904003,13086,1206668,17561,1541329,17341,1155255,15922,752039,13331,899240,13106,1036335,11422,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2039592,7530,122704,5760,77628,4067,82322,4602,92645,4719,90444,4917,98482,5288,92642,4928,92116,4833,85910,4249,160621,5598,214940,6274,272729,7236,189187,5573,118174,5106,128425,4767,120623,4115,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1355817,6673,81318,5209,48551,3597,60486,3307,55008,3360,56313,3794,49969,3571,50064,3656,50427,3138,48776,3512,87738,4446,129024,5354,175471,6649,126515,5312,92572,5046,107730,5231,135855,4911,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,349743,3705,23305,2373,12731,1609,14353,1891,15255,1451,15140,1880,17807,1871,17947,2244,15604,1875,15760,2113,27657,2293,37183,2675,44989,2999,31261,2465,20736,2110,21823,2007,18192,2044,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,277378,3304,31498,3276,10973,1711,9777,1779,11155,1939,9383,1551,9076,1606,6423,976,11057,1716,7319,1172,14773,1673,22097,1996,32079,2616,24954,2259,15861,1912,23599,2241,37354,2521,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7328046,25793,576996,12973,402879,10909,433066,12287,452545,10588,429241,10490,422766,9053,386862,10664,381870,8982,334796,9404,621055,13029,721883,11705,793770,15353,522453,10988,277082,7596,275212,7919,295570,7525,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3587521,13961,304159,9085,202149,6714,205536,7844,202220,7710,184742,6618,195366,7011,179245,7864,181994,7066,157071,6411,287189,8525,353236,10487,415022,10116,257707,7754,147895,6438,156709,6795,157281,5591,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450769,4870,25911,2647,15780,1808,16007,1987,16223,1855,16518,2204,15734,1771,16393,1888,18409,2170,17293,1765,33483,2816,51436,3186,65434,3413,50538,3157,29992,2334,33935,2614,27683,2319,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,591587,4733,41985,3924,31581,2879,33453,2924,36125,3156,32560,3204,39475,3404,30884,2818,33228,2859,27428,2154,52252,3439,65028,3980,69911,4467,39164,3300,22376,2936,17184,1876,18953,2509,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4772421,12392,346297,7682,217931,6744,229643,7217,241668,6587,211183,6074,230830,6205,208320,5827,209869,7139,192362,6237,372299,9003,477689,10482,604874,11288,425539,7996,249505,8197,277476,8181,276936,6731,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2502739,10912,174912,6052,132270,5490,146990,5544,138968,6318,139796,6289,144799,5283,129502,5543,137285,5592,118678,4806,225350,6329,271811,6594,307969,7210,183332,6120,97982,4276,81608,4618,71487,3206,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1241471,6257,75297,3475,62895,3745,66323,3310,66647,3059,61517,2839,63337,3044,61886,3440,66920,2997,50259,2938,109336,4218,139212,4727,167914,5220,102938,3763,55206,3606,50313,3337,41471,2416,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1109280,6429,70606,3696,56970,3376,56667,3204,59945,3696,59287,3378,63164,3363,55264,3624,53322,3452,48229,2833,95098,3964,121909,4227,141286,4415,86484,4070,50875,2673,45797,2991,44377,2777,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1712094,8632,173611,6273,116903,4318,113246,5418,110333,4470,98217,4321,93984,4479,91378,4504,86819,4350,73470,4482,141884,4689,161283,5796,183824,5777,112804,4481,59641,3312,51042,3531,43655,2747,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1718194,10232,177329,7114,118616,5341,107365,5644,108033,5305,95994,5452,93287,4707,80792,3864,83427,4360,72811,4961,124372,4701,152527,6860,177089,6455,126388,6482,71115,4392,67751,3657,61298,3354,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,549841,5205,40289,2945,36351,2982,30300,2282,30199,2469,29299,2346,34051,2602,26149,2267,26074,2361,24583,2023,48099,3237,54710,3033,70294,3367,40331,2615,21435,2091,19537,2088,18140,2156,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2165438,8230,112268,4628,71318,3949,68787,3700,76380,4521,75003,3992,82465,4565,78438,4549,81351,4365,78953,3919,151333,5514,219157,8152,288306,8080,230902,6609,158172,6137,196925,6119,195680,5189,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2549336,9145,160875,5061,127004,5297,110674,4919,108790,5473,92166,4815,102571,5498,84592,4294,89132,4691,82551,4078,170783,5923,228825,6192,315315,8135,252503,6482,179932,5718,207558,7056,236065,6008,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3834574,12574,298108,7531,205512,5935,218245,6720,220182,6036,207639,5979,216046,6292,191911,6110,194110,6018,170331,6075,317379,8190,396964,8696,454415,8748,290095,6838,163931,5365,152978,4944,136728,4681,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
