GEO_ID,B08503_001E,B08503_001M,B08503_002E,B08503_002M,B08503_003E,B08503_003M,B08503_004E,B08503_004M,B08503_005E,B08503_005M,B08503_006E,B08503_006M,B08503_007E,B08503_007M,NAME,B08503_001EA,B08503_001MA,B08503_002EA,B08503_002MA,B08503_003EA,B08503_003MA,B08503_004MA,B08503_004EA,B08503_005MA,B08503_005EA,B08503_006EA,B08503_006MA,B08503_007EA,B08503_007MA,state
0400000US01,42.4,0.2,42.8,0.3,38.8,1.0,38.4,5.1,30.0,4.9,40.4,2.7,47.7,1.2,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40.0,0.5,40.2,0.6,36.7,2.1,26.8,4.9,40.2,2.6,41.1,3.7,49.5,2.9,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40.8,0.2,41.1,0.3,38.2,0.6,34.6,1.6,32.3,2.4,36.1,1.9,48.4,1.1,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,41.8,0.3,42.3,0.3,37.6,1.4,38.7,8.5,34.8,5.7,40.0,2.2,48.5,1.8,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,41.2,0.2,41.7,0.1,39.6,0.3,37.5,0.5,33.6,0.6,35.9,0.5,47.3,0.4,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,40.8,0.2,41.4,0.2,37.1,0.6,34.8,1.4,30.7,1.0,36.6,1.6,47.1,0.8,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,44.3,0.2,45.2,0.2,38.7,0.9,36.3,1.4,28.0,1.2,39.7,3.5,49.1,1.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,42.9,0.4,43.6,0.5,36.7,2.1,37.5,7.6,30.9,1.7,36.0,6.2,46.9,1.9,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,41.9,0.4,45.0,0.5,43.8,0.8,39.7,0.6,31.2,1.0,36.8,2.2,42.2,4.1,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,43.0,0.1,43.2,0.2,39.7,0.6,36.7,1.3,37.6,1.5,38.4,1.7,48.9,0.5,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,41.7,0.2,42.1,0.2,38.6,0.5,37.9,1.6,31.6,1.1,38.9,2.1,45.9,0.7,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,41.8,0.3,42.0,0.4,41.4,1.0,43.2,2.1,36.9,2.4,36.6,2.5,48.1,3.4,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,41.2,0.5,41.2,0.5,38.7,1.7,47.5,5.6,33.4,2.4,37.3,3.8,46.5,1.7,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,42.0,0.1,42.9,0.2,39.6,0.6,36.4,0.5,32.1,0.8,38.5,0.8,47.8,0.7,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,42.3,0.2,42.8,0.2,37.7,0.7,36.3,3.3,28.3,1.3,36.6,1.9,48.5,1.1,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,42.4,0.3,42.8,0.3,38.3,1.0,31.1,3.3,31.6,2.7,41.0,4.8,48.9,1.3,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,41.6,0.3,42.2,0.3,37.0,0.8,33.0,6.9,29.7,1.9,38.8,2.1,48.6,1.9,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,41.4,0.2,42.0,0.2,37.7,1.0,36.9,1.7,26.8,1.7,38.9,2.3,46.7,1.1,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,41.2,0.3,41.6,0.3,37.3,1.0,38.0,2.1,35.8,2.6,36.8,1.8,48.7,1.7,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,45.1,0.3,45.8,0.4,39.8,1.7,33.9,9.0,31.8,1.7,31.4,3.8,52.1,1.7,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,42.7,0.2,43.5,0.2,39.4,0.8,35.7,0.9,31.4,1.3,36.2,2.2,48.3,0.9,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,43.1,0.2,44.9,0.2,38.8,0.9,35.2,0.6,28.9,0.8,35.1,1.5,48.2,0.8,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,42.6,0.1,43.1,0.2,37.9,0.5,32.2,1.8,30.6,2.0,39.0,3.6,48.4,0.8,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,42.1,0.2,42.8,0.2,38.4,0.7,35.5,1.1,31.6,1.3,38.3,2.7,46.6,0.8,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,41.7,0.4,42.0,0.4,38.8,1.2,44.8,5.8,31.0,2.9,44.3,2.9,44.5,1.2,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,42.3,0.2,42.7,0.2,38.9,0.9,36.0,2.5,33.3,2.5,38.1,3.3,47.1,1.0,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,43.0,0.5,43.5,0.6,38.9,1.0,32.7,6.1,40.2,4.6,33.5,6.8,47.3,2.4,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42.0,0.3,42.3,0.4,38.0,1.1,35.8,6.0,36.0,4.4,39.3,2.9,50.7,1.1,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,41.5,0.3,41.5,0.3,39.5,1.2,37.8,2.1,39.9,1.7,39.9,3.3,49.9,1.3,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,44.7,0.4,45.1,0.5,39.7,2.3,31.7,3.4,28.1,5.2,39.2,4.4,48.2,1.3,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,44.0,0.2,44.8,0.2,40.7,0.7,38.2,0.7,38.2,1.4,39.0,1.8,48.4,0.6,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41.7,0.4,41.7,0.4,39.5,1.1,34.0,3.2,37.2,4.8,36.6,3.5,53.3,1.5,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,42.5,0.1,44.9,0.2,40.8,0.6,38.9,0.2,36.3,0.5,40.4,0.9,47.9,0.5,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,42.2,0.1,42.6,0.2,38.1,0.6,36.0,1.6,28.9,1.9,41.0,1.6,47.0,0.7,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,40.0,0.4,40.1,0.5,35.9,1.6,34.2,4.5,43.8,3.6,41.1,9.5,48.0,3.2,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,43.0,0.2,43.5,0.2,38.1,0.6,38.8,1.9,29.9,1.3,38.2,2.2,47.3,0.7,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,41.1,0.2,41.6,0.3,37.6,0.8,37.8,2.6,32.9,1.6,37.4,3.2,45.5,2.3,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,41.9,0.3,43.0,0.3,38.3,0.9,36.5,1.4,32.1,1.6,35.3,1.9,47.9,1.5,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,43.7,0.2,44.7,0.2,38.8,0.5,37.5,0.7,33.0,1.1,36.0,1.8,47.7,0.7,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,43.4,0.4,44.6,0.5,38.6,1.6,30.7,4.2,27.0,1.5,37.6,5.4,44.9,2.3,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,41.6,0.3,42.2,0.3,37.5,0.9,35.0,3.8,23.4,1.1,37.9,2.5,48.2,0.9,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,42.6,0.4,42.9,0.4,36.4,1.7,35.6,12.1,31.8,3.7,43.7,6.9,52.1,1.9,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,42.2,0.2,42.6,0.2,38.2,0.7,41.4,1.9,33.0,2.5,40.8,2.5,47.3,1.2,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40.6,0.1,40.9,0.1,37.5,0.4,38.3,0.9,32.1,1.1,38.7,0.8,46.0,0.4,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,37.9,0.3,38.1,0.3,36.6,0.8,35.1,1.4,27.4,1.6,33.2,3.2,42.8,0.7,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,45.1,0.4,45.8,0.5,40.9,1.7,37.7,9.6,32.3,3.6,37.0,5.1,51.9,1.4,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
