GEO_ID,B07009_001E,B07009_001M,B07009_002E,B07009_002M,B07009_003E,B07009_003M,B07009_004E,B07009_004M,B07009_005E,B07009_005M,B07009_006E,B07009_006M,B07009_007E,B07009_007M,B07009_008E,B07009_008M,B07009_009E,B07009_009M,B07009_010E,B07009_010M,B07009_011E,B07009_011M,B07009_012E,B07009_012M,B07009_013E,B07009_013M,B07009_014E,B07009_014M,B07009_015E,B07009_015M,B07009_016E,B07009_016M,B07009_017E,B07009_017M,B07009_018E,B07009_018M,B07009_019E,B07009_019M,B07009_020E,B07009_020M,B07009_021E,B07009_021M,B07009_022E,B07009_022M,B07009_023E,B07009_023M,B07009_024E,B07009_024M,B07009_025E,B07009_025M,B07009_026E,B07009_026M,B07009_027E,B07009_027M,B07009_028E,B07009_028M,B07009_029E,B07009_029M,B07009_030E,B07009_030M,B07009_031E,B07009_031M,B07009_032E,B07009_032M,B07009_033E,B07009_033M,B07009_034E,B07009_034M,B07009_035E,B07009_035M,B07009_036E,B07009_036M,NAME,B07009_001MA,B07009_001EA,B07009_002MA,B07009_002EA,B07009_003MA,B07009_003EA,B07009_004EA,B07009_004MA,B07009_005EA,B07009_005MA,B07009_006EA,B07009_006MA,B07009_007MA,B07009_007EA,B07009_008MA,B07009_008EA,B07009_009MA,B07009_009EA,B07009_010EA,B07009_010MA,B07009_011EA,B07009_011MA,B07009_012MA,B07009_012EA,B07009_013MA,B07009_013EA,B07009_014EA,B07009_014MA,B07009_015EA,B07009_015MA,B07009_016EA,B07009_016MA,B07009_017EA,B07009_017MA,B07009_018MA,B07009_018EA,B07009_019MA,B07009_019EA,B07009_020EA,B07009_020MA,B07009_021EA,B07009_021MA,B07009_022EA,B07009_022MA,B07009_023MA,B07009_023EA,B07009_024MA,B07009_024EA,B07009_025MA,B07009_025EA,B07009_026MA,B07009_026EA,B07009_027EA,B07009_027MA,B07009_028EA,B07009_028MA,B07009_029EA,B07009_029MA,B07009_030MA,B07009_030EA,B07009_031MA,B07009_031EA,B07009_032EA,B07009_032MA,B07009_033EA,B07009_033MA,B07009_034MA,B07009_034EA,B07009_035MA,B07009_035EA,B07009_036MA,B07009_036EA,state
0400000US01,3256766,4841,497759,11947,1028665,14574,965935,15581,478058,11918,286349,9003,2860113,13367,430121,11258,912526,13560,843491,13896,419763,11582,254212,8635,243233,9590,44050,4161,73157,4623,78660,5678,32331,3822,15035,2358,82935,6224,15953,2456,26435,3357,22133,2859,11131,1935,7283,1633,62500,4879,6539,1435,14476,2155,20392,2726,12416,2317,8677,1783,7985,1889,1096,548,2071,1145,1259,480,2417,959,1142,710,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,465149,2124,33253,2288,131987,4272,169645,5326,85634,3613,44630,3466,386630,4669,28911,2132,109595,3971,138143,5232,72462,3175,37519,2943,45104,3875,3191,826,14031,1928,17363,2737,7584,1196,2935,868,10277,1771,361,158,2811,816,4875,1137,1263,556,967,524,20662,2409,598,241,4946,1344,8497,1521,3773,871,2848,1075,2476,877,192,260,604,402,767,425,552,324,361,374,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4436226,2926,618786,13770,1079812,18279,1515336,18138,765784,13185,456508,8928,3724491,16567,527183,13006,914389,17142,1260168,18164,641338,12263,381413,8481,456200,13164,61478,4375,111393,6292,168778,7986,72557,4425,41994,3836,66384,4795,10209,1766,15862,2073,25701,2724,9259,1915,5353,1366,157131,8415,11217,1797,31673,3672,54960,3991,36275,3100,23006,3179,32020,3987,8699,2348,6495,1489,5729,1114,6355,1463,4742,1500,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1968414,4284,288737,8848,686786,11214,571933,10876,272411,8594,148547,6189,1717099,11488,251971,8574,600799,11380,496606,10709,236697,8065,131026,6085,146655,8167,21889,2838,51847,4596,44855,3858,19090,2884,8974,1930,55710,4126,8931,1596,19516,2344,16562,2169,7299,1453,3402,975,42952,3949,4936,1313,12742,2122,12869,2063,8322,1658,4083,997,5998,1641,1010,490,1882,913,1041,529,1003,432,1062,917,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25654292,5461,4593525,27862,5360853,34131,7563244,37367,5120162,33972,3016508,25337,22360243,33036,4095085,28580,4698878,32424,6595696,38133,4380865,31344,2589719,23598,2141260,30326,356342,11723,463371,13325,651755,16919,442134,11800,227658,8299,645330,17580,90594,5764,124216,6166,198259,9275,143871,7681,88390,5463,310796,11817,18129,2282,44835,3999,83339,5641,93970,5513,70523,5251,196663,7821,33375,3337,29553,3237,34195,3077,59322,4442,40218,3141,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3584463,3721,338882,9077,783816,15298,1087553,13086,862158,12422,512054,8644,2982781,15299,285431,8430,663585,14150,898189,13866,703514,11102,432062,8111,292533,9626,27819,3367,61170,4600,97685,5782,70874,4462,34985,3270,161036,7838,14979,2268,34012,4273,51283,4205,40929,3229,19833,2777,126929,8204,6518,1498,21351,2523,36807,3547,41393,4859,20860,2662,21184,2991,4135,1072,3698,1132,3589,979,5448,1391,4314,1316,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2471818,1977,245167,8750,680274,12735,606263,11277,527472,10861,412642,9645,2198559,9154,211557,8876,608148,13038,541369,10348,470627,10493,366858,9003,173364,8031,22787,3324,50173,3757,42984,3836,32739,3358,24681,2667,37740,3277,4714,1102,9787,1687,10142,1411,6902,1502,6195,1565,44810,4454,4129,1346,8370,1708,9840,1901,11640,1884,10831,1778,17345,2659,1980,985,3796,1189,1928,724,5564,1641,4077,1208,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,640343,870,70667,4750,199747,5887,174048,6037,116931,5148,78950,4241,572526,4499,61711,4390,181514,5621,155882,5301,103905,4943,69514,4198,39924,3254,4927,1196,11500,1809,10582,1931,7301,1362,5614,1221,6051,1304,1836,674,1836,622,1425,624,772,528,182,276,18816,2174,1692,820,4233,1037,5637,1118,4208,981,3046,737,3026,990,501,430,664,407,522,344,745,310,594,366,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,463211,347,45454,3525,84213,4483,78872,4446,112706,3634,141966,4374,380705,5134,40044,3498,72922,4353,68542,4323,87099,3959,112098,4278,44466,3398,3582,995,8126,1446,6072,1535,12849,1694,13837,2062,0,198,0,198,0,198,0,198,0,198,0,198,31384,3263,1316,590,3165,771,4103,1037,10547,1690,12253,1902,6656,1594,512,381,0,198,155,163,2211,986,3778,1267,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14041196,6948,1795693,22052,4151300,31641,4263699,31292,2448663,26006,1381841,19817,11999526,34659,1532395,20432,3573336,28667,3627086,29324,2082379,25927,1184330,19052,1146187,24502,159779,7320,346816,11167,362883,13712,183358,8803,93351,5098,381280,12857,52442,4618,102632,6474,123373,7975,69344,6300,33489,3925,377966,13812,28795,3327,98708,6838,120288,6979,77270,5114,52905,4159,136237,9530,22282,3650,29808,3434,30069,3670,36312,4538,17766,2931,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
