GEO_ID,C27001A_001E,C27001A_001M,C27001A_002E,C27001A_002M,C27001A_003E,C27001A_003M,C27001A_004E,C27001A_004M,C27001A_005E,C27001A_005M,C27001A_006E,C27001A_006M,C27001A_007E,C27001A_007M,C27001A_008E,C27001A_008M,C27001A_009E,C27001A_009M,C27001A_010E,C27001A_010M,NAME,C27001A_001EA,C27001A_001MA,C27001A_002EA,C27001A_002MA,C27001A_003MA,C27001A_003EA,C27001A_004EA,C27001A_004MA,C27001A_005MA,C27001A_005EA,C27001A_006MA,C27001A_006EA,C27001A_007EA,C27001A_007MA,C27001A_008MA,C27001A_008EA,C27001A_009EA,C27001A_009MA,C27001A_010MA,C27001A_010EA,state
0400000US01,3272871,6799,685992,3429,660150,5449,25842,4117,2008608,4431,1685043,13660,323565,12346,578271,1625,576853,1779,1418,621,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,466884,3078,102313,1467,94975,2204,7338,1789,311579,2497,261964,4798,49615,4300,52992,736,52161,938,831,617,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5194993,24354,1160513,11836,1054023,11784,106490,7017,3074699,15843,2556820,15800,517879,15606,959781,2712,951116,3072,8665,1742,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2286585,6285,508641,3208,485705,3956,22936,3462,1380270,3811,1149311,9543,230959,9678,397674,1458,396425,1543,1249,684,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23518476,54861,5223275,25822,4939474,28171,283801,13074,14764721,35602,12364674,40684,2400047,30722,3530480,9971,3494627,10404,35853,3533,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4451583,14910,992406,7481,939594,8331,52812,5418,2848156,9058,2483830,14081,364326,11370,611021,2132,606327,2230,4694,1116,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2727517,11622,536060,4944,518521,5197,17539,3215,1716514,8354,1584021,9303,132493,7839,474943,1821,473598,1875,1345,508,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,638797,4079,122938,2210,117246,2495,5692,1681,392366,2544,354068,4375,38298,3887,123493,664,123298,697,195,314,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,261477,4063,30815,1725,30094,1831,721,663,204878,2847,198035,2900,6843,1771,25784,776,25687,771,97,117,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14917817,28791,2727443,13897,2463144,19045,264299,14138,8903444,20129,6872989,34831,2030455,31497,3286930,5830,3250504,6745,36426,3692,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5947358,16998,1330535,8485,1234025,11831,96510,7523,3709346,10513,2988697,17086,720649,16957,907477,2528,902985,2583,4492,1145,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,329446,3981,51648,1885,50531,1938,1117,653,217173,2853,199878,3676,17295,2784,60625,692,60030,694,595,297,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1479355,5474,380846,3145,350803,4858,30043,3786,876316,3670,714730,8500,161586,9232,222193,1143,220770,1316,1423,707,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9181739,21888,1971628,9953,1912381,11870,59247,5554,5796423,14669,5128132,17960,668291,14993,1413688,3293,1404193,3832,9495,2078,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5474280,10923,1241470,5248,1152673,7685,88797,6201,3399507,7188,2887186,14194,512321,14722,833303,1796,830642,1959,2661,745,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2798714,4040,630120,2157,609917,3925,20203,3118,1712972,2981,1572905,6235,140067,6051,455622,1165,454622,1215,1000,527,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2421071,7238,578759,4254,549650,5782,29109,3886,1474687,4420,1283220,8174,191467,7165,367625,1409,366060,1704,1565,645,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3794977,5657,840322,3554,803307,5622,37015,4383,2363234,4268,2099347,9313,263887,9114,591421,1407,590046,1533,1375,520,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2868466,6765,622821,2871,592418,4504,30403,3515,1794521,4883,1467997,10402,326524,10635,451124,1638,448858,1850,2266,793,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1246912,1615,233165,760,218896,2895,14269,2729,782063,1535,673105,6074,108958,5902,231684,680,231187,701,497,242,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3383654,13091,688769,5813,668482,6363,20287,3382,2135678,8528,1948646,10234,187032,9127,559207,2081,556641,2027,2566,891,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5287568,13723,1003243,6846,990810,6765,12433,2242,3404937,8903,3278064,11013,126873,6246,879388,2283,877054,2501,2334,1072,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7750395,10232,1615442,5634,1556322,7238,59120,4633,4836015,5787,4298367,13051,537648,12841,1298938,1996,1295563,2120,3375,783,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4561316,8131,975007,3939,943602,4756,31405,3027,2874683,4863,2684656,7337,190027,7929,711626,1285,710390,1378,1236,432,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1730616,4513,378097,2227,357484,3805,20613,3146,1046852,3555,849190,8718,197662,8130,305667,1184,305103,1274,564,370,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4908578,6537,1068297,3559,994236,6851,74061,6143,3035710,4517,2600277,12073,435433,11142,804571,1706,802745,1852,1826,528,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,902040,1621,186610,823,175270,3024,11340,3034,556800,1375,459062,5224,97738,5546,158630,614,158050,746,580,401,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1638007,5155,386167,2752,366203,3848,19964,3298,1003813,3013,878843,5028,124970,5387,248027,1021,247576,965,451,385,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1911802,12113,405563,5938,371175,7500,34388,5155,1183950,8312,965158,9594,218792,8943,322289,1717,317971,2110,4318,1399,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1226848,2608,239649,1420,230376,2342,9273,1992,789587,1843,690283,5839,99304,5532,197612,585,196891,605,721,400,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5992768,23011,1248367,9797,1200059,9457,48308,4986,3721444,15617,3258576,15463,462868,14466,1022957,2770,1016670,3094,6287,1596,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1499697,15492,335843,7713,314152,7048,21691,3576,899233,8962,742678,9494,156555,8430,264621,2424,261531,2453,3090,1179,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12493354,30552,2448269,13079,2374522,14131,73747,6431,7918776,20118,7198967,22286,719809,14976,2126309,5632,2117176,5843,9133,1518,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6749088,14535,1417399,8097,1347045,9670,70354,5651,4180164,8616,3486158,17515,694006,16114,1151525,2415,1147320,2571,4205,1095,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,641669,2501,137693,912,129494,2075,8199,2044,408363,1988,375921,3177,32442,2825,95613,396,95316,445,297,213,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9401740,8504,2007474,4036,1905656,7239,101818,6179,5846185,5850,5225417,15525,620768,14726,1548081,2674,1541614,3026,6467,1457,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2774307,6279,608734,3627,568436,4995,40298,3499,1699965,4359,1388134,7487,311831,7102,465608,1286,463355,1478,2253,621,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3328278,13399,666831,6404,639892,7338,26939,3555,2076445,8186,1810397,11353,266048,10288,585002,1613,583086,1572,1916,1054,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10281221,14251,2010467,7008,1905210,9803,105257,6670,6412236,9704,5757883,16427,654353,14702,1858518,2773,1852006,2834,6512,1187,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,845981,5512,155411,2777,151404,2922,4007,1188,543720,3469,498707,5128,45013,4325,146850,990,146342,1021,508,435,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3198671,9371,652877,4492,612038,6045,40839,4834,1964203,6743,1618796,11533,345407,12142,581591,1729,579628,1492,1963,729,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,711661,2335,159300,1313,152295,2084,7005,1581,435412,1693,391887,3346,43525,3121,116949,542,116461,589,488,319,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5017804,8406,1065451,4212,1011203,5776,54248,4791,3113335,5895,2614871,14420,498464,14088,839018,1699,836134,1803,2884,920,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19949166,40428,5178173,18124,4583203,20535,594970,15249,12248919,26522,9135240,38265,3113679,36059,2522074,6501,2482102,7071,39972,3987,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
