GEO_ID,C08124_001E,C08124_001M,C08124_002E,C08124_002M,C08124_003E,C08124_003M,C08124_004E,C08124_004M,C08124_005E,C08124_005M,C08124_006E,C08124_006M,C08124_007E,C08124_007M,C08124_008E,C08124_008M,C08124_009E,C08124_009M,C08124_010E,C08124_010M,C08124_011E,C08124_011M,C08124_012E,C08124_012M,C08124_013E,C08124_013M,C08124_014E,C08124_014M,C08124_015E,C08124_015M,C08124_016E,C08124_016M,C08124_017E,C08124_017M,C08124_018E,C08124_018M,C08124_019E,C08124_019M,C08124_020E,C08124_020M,C08124_021E,C08124_021M,C08124_022E,C08124_022M,C08124_023E,C08124_023M,C08124_024E,C08124_024M,C08124_025E,C08124_025M,C08124_026E,C08124_026M,C08124_027E,C08124_027M,C08124_028E,C08124_028M,C08124_029E,C08124_029M,C08124_030E,C08124_030M,C08124_031E,C08124_031M,C08124_032E,C08124_032M,C08124_033E,C08124_033M,C08124_034E,C08124_034M,C08124_035E,C08124_035M,C08124_036E,C08124_036M,C08124_037E,C08124_037M,C08124_038E,C08124_038M,C08124_039E,C08124_039M,C08124_040E,C08124_040M,C08124_041E,C08124_041M,C08124_042E,C08124_042M,NAME,C08124_001MA,C08124_001EA,C08124_002EA,C08124_002MA,C08124_003MA,C08124_003EA,C08124_004EA,C08124_004MA,C08124_005MA,C08124_005EA,C08124_006EA,C08124_006MA,C08124_007MA,C08124_007EA,C08124_008EA,C08124_008MA,C08124_009EA,C08124_009MA,C08124_010MA,C08124_010EA,C08124_011EA,C08124_011MA,C08124_012MA,C08124_012EA,C08124_013EA,C08124_013MA,C08124_014EA,C08124_014MA,C08124_015EA,C08124_015MA,C08124_016MA,C08124_016EA,C08124_017EA,C08124_017MA,C08124_018MA,C08124_018EA,C08124_019EA,C08124_019MA,C08124_020EA,C08124_020MA,C08124_021MA,C08124_021EA,C08124_022EA,C08124_022MA,C08124_023MA,C08124_023EA,C08124_024EA,C08124_024MA,C08124_025MA,C08124_025EA,C08124_026EA,C08124_026MA,C08124_027EA,C08124_027MA,C08124_028EA,C08124_028MA,C08124_029MA,C08124_029EA,C08124_030EA,C08124_030MA,C08124_031MA,C08124_031EA,C08124_032EA,C08124_032MA,C08124_033EA,C08124_033MA,C08124_034MA,C08124_034EA,C08124_035EA,C08124_035MA,C08124_036MA,C08124_036EA,C08124_037EA,C08124_037MA,C08124_038EA,C08124_038MA,C08124_039MA,C08124_039EA,C08124_040MA,C08124_040EA,C08124_041EA,C08124_041MA,C08124_042MA,C08124_042EA,state
0400000US01,2007426,13350,658517,10810,339497,7821,483178,10219,193573,7322,327120,9731,5541,1326,1724178,15545,577611,10902,284925,6432,424033,10142,157130,6597,275489,9405,4990,1304,171927,8594,44130,3698,34361,3586,32534,3477,25486,3031,34993,3398,423,309,8276,1749,1647,757,2419,712,1859,684,1003,748,1348,540,0,189,45812,4180,11607,1497,10792,1896,9087,1730,5128,1091,9131,1877,67,73,57233,3661,23522,2450,7000,1232,15665,1978,4826,1240,6159,1314,61,59,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,359211,5456,126468,5247,64466,4643,72938,4209,47549,2957,40038,3362,7752,1519,249481,6163,89936,4595,42424,3638,52645,3452,31810,2831,26593,3002,6073,1490,43221,3223,15745,1751,8163,1721,8840,1336,5885,1115,3758,897,830,535,4703,1196,1113,587,1417,757,1262,633,472,365,439,335,0,145,47891,2941,13735,1599,8934,1212,8194,1165,7927,1303,8320,1153,781,532,13915,1891,5939,995,3528,993,1997,662,1455,728,928,466,68,80,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2831592,19395,990505,16097,566834,14818,727755,13912,264002,8433,274566,9059,7930,1163,2178267,17614,777258,13558,415829,12127,568598,12023,196281,7311,214989,8414,5312,1051,295724,9385,84482,5336,71417,4998,70617,4632,39400,3937,28988,2926,820,417,57615,5086,11490,1894,18175,2492,17187,2200,3841,1521,6764,1689,158,167,138333,7363,38585,3586,40626,4350,30861,2958,11929,2241,15947,1826,385,218,161653,6371,78690,4106,20787,2915,40492,3114,12551,2247,7878,1603,1255,450,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1249674,12677,404838,9749,224003,8752,292206,7687,133791,5914,193087,7052,1749,764,1031366,13889,341662,10057,177391,7338,251146,6836,100914,5132,159345,6930,908,512,136027,7210,34281,2772,30323,3824,23486,2774,23377,2578,23763,2977,797,481,4072,1177,674,335,1468,685,1220,666,52,65,658,389,0,190,36834,2749,9150,1488,8113,1342,7756,1619,5057,1291,6714,1232,44,73,41375,3177,19071,2289,6708,1118,8598,1561,4391,1566,2607,911,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17254926,40650,6466713,38393,3201135,32477,4026816,27661,1565553,18941,1934761,21672,59948,4476,12679198,45211,4840657,37543,2204679,29517,3043323,27411,1107659,14911,1451176,19616,31704,3473,1813154,27870,531991,13964,365364,11504,373081,9597,288032,11867,250180,9922,4506,1256,914442,15685,323259,9449,236803,8170,213022,7659,42820,3844,97765,5012,773,442,917157,14761,306281,8959,219628,8728,195779,7552,84618,5385,96451,5705,14400,3428,930975,16361,464525,10340,174661,7798,201611,7716,42424,3603,39189,3488,8565,2165,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2681200,13178,1071800,13943,467998,11184,616827,10861,263795,8536,241683,7420,19097,1907,2027739,15432,813788,12503,340456,10382,473167,10206,199556,7091,189762,6390,11010,1657,258146,10065,81311,5217,53634,4516,49843,3899,44533,3770,28005,2878,820,421,88355,4521,31923,2735,24710,3141,20806,2331,4434,1331,6482,1325,0,192,132607,6586,50464,3101,29732,3643,27905,3168,8798,1589,10895,1789,4813,887,174353,6876,94314,5199,19466,2021,45106,3051,6474,1310,6539,1510,2454,1080,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1765420,11499,749889,12351,305595,9590,403498,9170,130597,6182,170031,7802,5810,792,1379348,12794,598492,11467,233490,8804,314622,7395,100222,5523,130634,6710,1888,713,142584,7540,42522,3613,30822,3121,30454,3044,17749,2641,20867,2799,170,243,84731,4188,36366,2599,15012,2401,23312,2291,2597,865,7363,1701,81,132,77163,4758,26421,2626,16476,2249,17434,2147,5652,1469,8666,2046,2514,783,81594,4474,46088,3451,9795,1810,17676,1887,4377,1109,2501,673,1157,630,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,434766,5852,169035,5123,78201,4689,102391,4625,34858,3243,49466,4140,815,338,354350,7480,137661,4961,61154,4221,83710,4454,29611,2939,41486,3711,728,335,33132,3564,10613,1828,8322,1817,6766,1462,3485,878,3900,1072,46,77,12635,2056,4373,1077,3355,1197,3554,1013,503,343,850,443,0,185,15362,2386,4082,971,3231,992,4699,1224,666,380,2643,941,41,56,19287,2306,12306,1696,2139,720,3662,926,593,379,587,400,0,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,343062,5802,205987,4891,53033,3946,59899,4191,9019,1602,13868,1727,1256,482,120528,5465,71748,3913,16709,2254,21321,2701,3435,944,6795,1296,520,284,19166,2155,11542,1899,2559,804,3203,746,928,523,848,393,86,104,123707,5492,71785,4495,22031,2343,22801,2599,3130,1008,3584,928,376,264,62649,3498,38847,2934,9992,1825,9715,1692,1358,757,2463,922,274,284,17012,2053,12065,1756,1742,831,2859,882,168,198,178,236,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8636223,32707,2944490,26827,1791406,24804,2298505,23149,789506,16190,784292,18193,28024,3035,6886539,35014,2403067,25095,1377916,22215,1866102,21493,593981,14102,626016,17001,19457,3112,783105,17887,209776,8630,193927,8386,186740,8500,113938,6993,76868,5221,1856,648,179401,7747,28197,2873,72112,5091,46598,4001,14101,2814,18116,2663,277,384,321317,11257,73813,4856,97259,6967,72872,5667,33592,3272,41618,4121,2163,712,465861,12632,229637,9368,50192,3554,126193,6594,33894,3451,21674,2768,4271,1421,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
